ts_offset_sec,bid,ask,mid
0,60,65,62.5
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,60,66,63.0
0,61,65,63.0
0,61,65,63.0
0,61,65,63.0
0,61,65,63.0
0,61,65,63.0
0,61,65,63.0
0,61,65,63.0
0,61,65,63.0
0,61,66,63.5
0,61,66,63.5
1,60,65,62.5
1,60,66,63.0
1,60,66,63.0
1,61,65,63.0
1,61,66,63.5
2,60,65,62.5
2,60,66,63.0
2,61,65,63.0
2,61,65,63.0
3,60,66,63.0
3,60,66,63.0
3,61,65,63.0
3,61,66,63.5
4,59,67,63.0
4,60,65,62.5
4,60,65,62.5
4,60,66,63.0
4,60,67,63.5
4,60,67,63.5
4,60,67,63.5
4,60,67,63.5
4,60,67,63.5
4,60,67,63.5
4,60,67,63.5
4,60,67,63.5
4,60,67,63.5
4,61,65,63.0
5,60,65,62.5
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,60,66,63.0
5,61,65,63.0
5,61,65,63.0
5,61,65,63.0
5,61,65,63.0
5,61,65,63.0
5,61,65,63.0
5,61,66,63.5
5,61,66,63.5
6,60,65,62.5
6,60,66,63.0
6,60,66,63.0
6,60,66,63.0
6,60,66,63.0
6,60,66,63.0
6,60,66,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,65,63.0
6,61,66,63.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,65,62.5
7,60,66,63.0
7,60,66,63.0
7,60,66,63.0
7,60,66,63.0
7,60,66,63.0
7,60,66,63.0
7,60,66,63.0
7,60,66,63.0
7,60,66,63.0
7,61,65,63.0
7,61,65,63.0
8,60,65,62.5
8,60,65,62.5
8,60,65,62.5
9,60,65,62.5
9,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
10,60,65,62.5
