c,D,time_bin_min_before_start,match_N,reach_dip_by_time_raw
8,8,120,50,0.0
8,8,90,50,0.0
8,8,60,50,0.0
8,8,40,50,0.0
8,8,30,50,0.0
8,8,20,50,0.0
8,8,10,50,0.0
8,8,5,50,0.0
8,8,2,50,0.0
8,8,1,50,0.0
9,3,240,46,0.0
9,3,180,46,0.15217391304347827
9,3,120,46,0.2391304347826087
9,3,90,46,0.2608695652173913
9,3,60,46,0.2826086956521739
9,3,40,46,0.30434782608695654
9,3,30,46,0.34782608695652173
9,3,20,46,0.3695652173913043
9,3,10,46,0.391304347826087
9,3,5,46,0.41304347826086957
9,3,2,46,0.4782608695652174
9,3,1,46,0.4782608695652174
9,5,240,46,0.0
9,5,180,46,0.021739130434782608
9,5,120,46,0.13043478260869565
9,5,90,46,0.13043478260869565
9,5,60,46,0.15217391304347827
9,5,40,46,0.17391304347826086
9,5,30,46,0.17391304347826086
9,5,20,46,0.17391304347826086
9,5,10,46,0.1956521739130435
9,5,5,46,0.1956521739130435
9,5,2,46,0.21739130434782608
9,5,1,46,0.21739130434782608
9,8,240,46,0.0
9,8,180,46,0.0
9,8,120,46,0.0
9,8,90,46,0.021739130434782608
9,8,60,46,0.021739130434782608
9,8,40,46,0.021739130434782608
9,8,30,46,0.021739130434782608
9,8,20,46,0.021739130434782608
9,8,10,46,0.021739130434782608
9,8,5,46,0.021739130434782608
9,8,2,46,0.021739130434782608
9,8,1,46,0.021739130434782608
10,3,240,49,0.02040816326530612
10,3,180,49,0.10204081632653061
10,3,120,49,0.10204081632653061
10,3,90,49,0.10204081632653061
10,3,60,49,0.14285714285714285
10,3,40,49,0.22448979591836735
10,3,30,49,0.22448979591836735
10,3,20,49,0.2653061224489796
10,3,10,49,0.3469387755102041
10,3,5,49,0.3469387755102041
10,3,2,49,0.3469387755102041
10,3,1,49,0.3469387755102041
10,5,240,49,0.02040816326530612
10,5,180,49,0.10204081632653061
10,5,120,49,0.10204081632653061
10,5,90,49,0.10204081632653061
10,5,60,49,0.12244897959183673
10,5,40,49,0.16326530612244897
10,5,30,49,0.16326530612244897
10,5,20,49,0.16326530612244897
10,5,10,49,0.24489795918367346
10,5,5,49,0.24489795918367346
10,5,2,49,0.24489795918367346
10,5,1,49,0.24489795918367346
10,8,240,49,0.0
10,8,180,49,0.0
10,8,120,49,0.0
10,8,90,49,0.02040816326530612
10,8,60,49,0.02040816326530612
10,8,40,49,0.04081632653061224
10,8,30,49,0.04081632653061224
10,8,20,49,0.04081632653061224
10,8,10,49,0.04081632653061224
10,8,5,49,0.04081632653061224
10,8,2,49,0.04081632653061224
10,8,1,49,0.04081632653061224
11,3,240,62,0.0
11,3,180,62,0.0967741935483871
11,3,120,62,0.11290322580645161
11,3,90,62,0.14516129032258066
11,3,60,62,0.1774193548387097
11,3,40,62,0.2903225806451613
11,3,30,62,0.3225806451612903
11,3,20,62,0.3870967741935484
11,3,10,62,0.43548387096774194
11,3,5,62,0.5
11,3,2,62,0.5161290322580645
11,3,1,62,0.5161290322580645
11,5,240,62,0.0
11,5,180,62,0.04838709677419355
11,5,120,62,0.06451612903225806
11,5,90,62,0.08064516129032258
11,5,60,62,0.11290322580645161
11,5,40,62,0.1935483870967742
11,5,30,62,0.22580645161290322
11,5,20,62,0.22580645161290322
11,5,10,62,0.25806451612903225
11,5,5,62,0.3225806451612903
11,5,2,62,0.3387096774193548
11,5,1,62,0.3387096774193548
11,8,240,62,0.0
11,8,180,62,0.0
11,8,120,62,0.03225806451612903
11,8,90,62,0.03225806451612903
11,8,60,62,0.04838709677419355
11,8,40,62,0.04838709677419355
11,8,30,62,0.06451612903225806
11,8,20,62,0.0967741935483871
11,8,10,62,0.11290322580645161
11,8,5,62,0.11290322580645161
11,8,2,62,0.11290322580645161
11,8,1,62,0.11290322580645161
12,3,240,54,0.0
12,3,180,54,0.09259259259259259
12,3,120,54,0.09259259259259259
12,3,90,54,0.1111111111111111
12,3,60,54,0.14814814814814814
12,3,40,54,0.2037037037037037
12,3,30,54,0.2962962962962963
12,3,20,54,0.3333333333333333
12,3,10,54,0.37037037037037035
12,3,5,54,0.37037037037037035
12,3,2,54,0.37037037037037035
12,3,1,54,0.37037037037037035
12,5,240,54,0.0
12,5,180,54,0.018518518518518517
12,5,120,54,0.05555555555555555
12,5,90,54,0.05555555555555555
12,5,60,54,0.09259259259259259
12,5,40,54,0.1111111111111111
12,5,30,54,0.1111111111111111
12,5,20,54,0.1111111111111111
12,5,10,54,0.14814814814814814
12,5,5,54,0.14814814814814814
12,5,2,54,0.14814814814814814
12,5,1,54,0.14814814814814814
12,8,240,54,0.0
12,8,180,54,0.0
12,8,120,54,0.0
12,8,90,54,0.018518518518518517
12,8,60,54,0.018518518518518517
12,8,40,54,0.018518518518518517
12,8,30,54,0.018518518518518517
12,8,20,54,0.018518518518518517
12,8,10,54,0.037037037037037035
12,8,5,54,0.037037037037037035
12,8,2,54,0.037037037037037035
12,8,1,54,0.037037037037037035
13,3,240,64,0.0
13,3,180,64,0.09375
13,3,120,64,0.109375
13,3,90,64,0.171875
13,3,60,64,0.25
13,3,40,64,0.328125
13,3,30,64,0.390625
13,3,20,64,0.40625
13,3,10,64,0.46875
13,3,5,64,0.546875
13,3,2,64,0.578125
13,3,1,64,0.578125
13,5,240,64,0.0
13,5,180,64,0.03125
13,5,120,64,0.0625
13,5,90,64,0.0625
13,5,60,64,0.109375
13,5,40,64,0.15625
13,5,30,64,0.21875
13,5,20,64,0.21875
13,5,10,64,0.25
13,5,5,64,0.265625
13,5,2,64,0.296875
13,5,1,64,0.296875
13,8,240,64,0.0
13,8,180,64,0.015625
13,8,120,64,0.03125
13,8,90,64,0.03125
13,8,60,64,0.0625
13,8,40,64,0.078125
13,8,30,64,0.09375
13,8,20,64,0.09375
13,8,10,64,0.109375
13,8,5,64,0.125
13,8,2,64,0.125
13,8,1,64,0.125
14,3,240,49,0.0
14,3,180,49,0.08163265306122448
14,3,120,49,0.14285714285714285
14,3,90,49,0.14285714285714285
14,3,60,49,0.1836734693877551
14,3,40,49,0.24489795918367346
14,3,30,49,0.24489795918367346
14,3,20,49,0.24489795918367346
14,3,10,49,0.24489795918367346
14,3,5,49,0.2653061224489796
14,3,2,49,0.2653061224489796
14,3,1,49,0.2653061224489796
14,5,240,49,0.0
14,5,180,49,0.0
14,5,120,49,0.02040816326530612
14,5,90,49,0.04081632653061224
14,5,60,49,0.08163265306122448
14,5,40,49,0.12244897959183673
14,5,30,49,0.12244897959183673
14,5,20,49,0.12244897959183673
14,5,10,49,0.14285714285714285
14,5,5,49,0.16326530612244897
14,5,2,49,0.16326530612244897
14,5,1,49,0.16326530612244897
14,8,240,49,0.0
14,8,180,49,0.0
14,8,120,49,0.0
14,8,90,49,0.0
14,8,60,49,0.0
14,8,40,49,0.04081632653061224
14,8,30,49,0.04081632653061224
14,8,20,49,0.04081632653061224
14,8,10,49,0.061224489795918366
14,8,5,49,0.08163265306122448
14,8,2,49,0.08163265306122448
14,8,1,49,0.08163265306122448
15,3,240,63,0.0
15,3,180,63,0.07936507936507936
15,3,120,63,0.1111111111111111
15,3,90,63,0.12698412698412698
15,3,60,63,0.19047619047619047
15,3,40,63,0.30158730158730157
15,3,30,63,0.3333333333333333
15,3,20,63,0.3492063492063492
15,3,10,63,0.42857142857142855
15,3,5,63,0.42857142857142855
15,3,2,63,0.4603174603174603
15,3,1,63,0.4603174603174603
15,5,240,63,0.0
15,5,180,63,0.031746031746031744
15,5,120,63,0.06349206349206349
15,5,90,63,0.07936507936507936
15,5,60,63,0.12698412698412698
15,5,40,63,0.20634920634920634
15,5,30,63,0.25396825396825395
15,5,20,63,0.25396825396825395
15,5,10,63,0.30158730158730157
15,5,5,63,0.31746031746031744
15,5,2,63,0.3492063492063492
15,5,1,63,0.3492063492063492
15,8,240,63,0.0
15,8,180,63,0.015873015873015872
15,8,120,63,0.015873015873015872
15,8,90,63,0.031746031746031744
15,8,60,63,0.047619047619047616
15,8,40,63,0.047619047619047616
15,8,30,63,0.09523809523809523
15,8,20,63,0.09523809523809523
15,8,10,63,0.12698412698412698
15,8,5,63,0.12698412698412698
15,8,2,63,0.15873015873015872
15,8,1,63,0.15873015873015872
16,3,240,59,0.0
16,3,180,59,0.11864406779661017
16,3,120,59,0.1694915254237288
16,3,90,59,0.2033898305084746
16,3,60,59,0.2033898305084746
16,3,40,59,0.288135593220339
16,3,30,59,0.3220338983050847
16,3,20,59,0.3389830508474576
16,3,10,59,0.4067796610169492
16,3,5,59,0.423728813559322
16,3,2,59,0.423728813559322
16,3,1,59,0.423728813559322
16,5,240,59,0.0
16,5,180,59,0.05084745762711865
16,5,120,59,0.06779661016949153
16,5,90,59,0.0847457627118644
16,5,60,59,0.0847457627118644
16,5,40,59,0.13559322033898305
16,5,30,59,0.1694915254237288
16,5,20,59,0.1694915254237288
16,5,10,59,0.2033898305084746
16,5,5,59,0.22033898305084745
16,5,2,59,0.22033898305084745
16,5,1,59,0.22033898305084745
16,8,240,59,0.0
16,8,180,59,0.0
16,8,120,59,0.0
16,8,90,59,0.0
16,8,60,59,0.0
16,8,40,59,0.01694915254237288
16,8,30,59,0.01694915254237288
16,8,20,59,0.01694915254237288
16,8,10,59,0.05084745762711865
16,8,5,59,0.06779661016949153
16,8,2,59,0.06779661016949153
16,8,1,59,0.06779661016949153
17,3,240,70,0.014285714285714285
17,3,180,70,0.07142857142857142
17,3,120,70,0.07142857142857142
17,3,90,70,0.07142857142857142
17,3,60,70,0.1
17,3,40,70,0.15714285714285714
17,3,30,70,0.21428571428571427
17,3,20,70,0.24285714285714285
17,3,10,70,0.3
17,3,5,70,0.32857142857142857
17,3,2,70,0.34285714285714286
17,3,1,70,0.34285714285714286
17,5,240,70,0.014285714285714285
17,5,180,70,0.04285714285714286
17,5,120,70,0.04285714285714286
17,5,90,70,0.04285714285714286
17,5,60,70,0.07142857142857142
17,5,40,70,0.11428571428571428
17,5,30,70,0.15714285714285714
17,5,20,70,0.17142857142857143
17,5,10,70,0.2
17,5,5,70,0.22857142857142856
17,5,2,70,0.2571428571428571
17,5,1,70,0.2571428571428571
17,8,240,70,0.0
17,8,180,70,0.04285714285714286
17,8,120,70,0.04285714285714286
17,8,90,70,0.04285714285714286
17,8,60,70,0.05714285714285714
17,8,40,70,0.05714285714285714
17,8,30,70,0.07142857142857142
17,8,20,70,0.1
17,8,10,70,0.11428571428571428
17,8,5,70,0.11428571428571428
17,8,2,70,0.11428571428571428
17,8,1,70,0.11428571428571428
18,3,240,59,0.01694915254237288
18,3,180,59,0.1016949152542373
18,3,120,59,0.13559322033898305
18,3,90,59,0.1864406779661017
18,3,60,59,0.2542372881355932
18,3,40,59,0.288135593220339
18,3,30,59,0.3389830508474576
18,3,20,59,0.3728813559322034
18,3,10,59,0.3898305084745763
18,3,5,59,0.3898305084745763
18,3,2,59,0.4067796610169492
18,3,1,59,0.4067796610169492
18,5,240,59,0.0
18,5,180,59,0.05084745762711865
18,5,120,59,0.05084745762711865
18,5,90,59,0.05084745762711865
18,5,60,59,0.06779661016949153
18,5,40,59,0.11864406779661017
18,5,30,59,0.1694915254237288
18,5,20,59,0.1864406779661017
18,5,10,59,0.1864406779661017
18,5,5,59,0.1864406779661017
18,5,2,59,0.1864406779661017
18,5,1,59,0.1864406779661017
18,8,240,59,0.0
18,8,180,59,0.01694915254237288
18,8,120,59,0.03389830508474576
18,8,90,59,0.03389830508474576
18,8,60,59,0.05084745762711865
18,8,40,59,0.0847457627118644
18,8,30,59,0.0847457627118644
18,8,20,59,0.1016949152542373
18,8,10,59,0.11864406779661017
18,8,5,59,0.11864406779661017
18,8,2,59,0.11864406779661017
18,8,1,59,0.11864406779661017
19,3,240,73,0.0
19,3,180,73,0.0958904109589041
19,3,120,73,0.1506849315068493
19,3,90,73,0.1643835616438356
19,3,60,73,0.1780821917808219
19,3,40,73,0.2602739726027397
19,3,30,73,0.3561643835616438
19,3,20,73,0.410958904109589
19,3,10,73,0.4794520547945205
19,3,5,73,0.4794520547945205
19,3,2,73,0.4794520547945205
19,3,1,73,0.4931506849315068
19,5,240,73,0.0
19,5,180,73,0.0410958904109589
19,5,120,73,0.0821917808219178
19,5,90,73,0.0821917808219178
19,5,60,73,0.0821917808219178
19,5,40,73,0.1095890410958904
19,5,30,73,0.1917808219178082
19,5,20,73,0.2191780821917808
19,5,10,73,0.2328767123287671
19,5,5,73,0.2328767123287671
19,5,2,73,0.2328767123287671
19,5,1,73,0.2328767123287671
19,8,240,73,0.0
19,8,180,73,0.0
19,8,120,73,0.0273972602739726
19,8,90,73,0.0273972602739726
19,8,60,73,0.0410958904109589
19,8,40,73,0.0684931506849315
19,8,30,73,0.1232876712328767
19,8,20,73,0.136986301369863
19,8,10,73,0.136986301369863
19,8,5,73,0.136986301369863
19,8,2,73,0.136986301369863
19,8,1,73,0.136986301369863
20,3,240,57,0.0
20,3,180,57,0.08771929824561403
20,3,120,57,0.10526315789473684
20,3,90,57,0.14035087719298245
20,3,60,57,0.14035087719298245
20,3,40,57,0.2631578947368421
20,3,30,57,0.3157894736842105
20,3,20,57,0.3508771929824561
20,3,10,57,0.38596491228070173
20,3,5,57,0.42105263157894735
20,3,2,57,0.43859649122807015
20,3,1,57,0.43859649122807015
20,5,240,57,0.0
20,5,180,57,0.03508771929824561
20,5,120,57,0.05263157894736842
20,5,90,57,0.08771929824561403
20,5,60,57,0.10526315789473684
20,5,40,57,0.12280701754385964
20,5,30,57,0.15789473684210525
20,5,20,57,0.21052631578947367
20,5,10,57,0.22807017543859648
20,5,5,57,0.24561403508771928
20,5,2,57,0.2631578947368421
20,5,1,57,0.2631578947368421
20,8,240,57,0.0
20,8,180,57,0.0
20,8,120,57,0.0
20,8,90,57,0.017543859649122806
20,8,60,57,0.017543859649122806
20,8,40,57,0.017543859649122806
20,8,30,57,0.017543859649122806
20,8,20,57,0.07017543859649122
20,8,10,57,0.07017543859649122
20,8,5,57,0.07017543859649122
20,8,2,57,0.07017543859649122
20,8,1,57,0.07017543859649122
21,3,240,61,0.0
21,3,180,61,0.09836065573770492
21,3,120,61,0.11475409836065574
21,3,90,61,0.11475409836065574
21,3,60,61,0.18032786885245902
21,3,40,61,0.21311475409836064
21,3,30,61,0.2459016393442623
21,3,20,61,0.32786885245901637
21,3,10,61,0.39344262295081966
21,3,5,61,0.4098360655737705
21,3,2,61,0.4262295081967213
21,3,1,61,0.4262295081967213
21,5,240,61,0.0
21,5,180,61,0.03278688524590164
21,5,120,61,0.04918032786885246
21,5,90,61,0.04918032786885246
21,5,60,61,0.09836065573770492
21,5,40,61,0.11475409836065574
21,5,30,61,0.16393442622950818
21,5,20,61,0.21311475409836064
21,5,10,61,0.26229508196721313
21,5,5,61,0.2786885245901639
21,5,2,61,0.2786885245901639
21,5,1,61,0.2786885245901639
21,8,240,61,0.0
21,8,180,61,0.0
21,8,120,61,0.01639344262295082
21,8,90,61,0.01639344262295082
21,8,60,61,0.04918032786885246
21,8,40,61,0.06557377049180328
21,8,30,61,0.08196721311475409
21,8,20,61,0.09836065573770492
21,8,10,61,0.09836065573770492
21,8,5,61,0.09836065573770492
21,8,2,61,0.09836065573770492
21,8,1,61,0.09836065573770492
22,3,240,71,0.0
22,3,180,71,0.028169014084507043
22,3,120,71,0.09859154929577464
22,3,90,71,0.18309859154929578
22,3,60,71,0.22535211267605634
22,3,40,71,0.29577464788732394
22,3,30,71,0.29577464788732394
22,3,20,71,0.36619718309859156
22,3,10,71,0.4507042253521127
22,3,5,71,0.4647887323943662
22,3,2,71,0.5070422535211268
22,3,1,71,0.5211267605633803
22,5,240,71,0.0
22,5,180,71,0.014084507042253521
22,5,120,71,0.04225352112676056
22,5,90,71,0.07042253521126761
22,5,60,71,0.08450704225352113
22,5,40,71,0.1267605633802817
22,5,30,71,0.1267605633802817
22,5,20,71,0.15492957746478872
22,5,10,71,0.23943661971830985
22,5,5,71,0.23943661971830985
22,5,2,71,0.23943661971830985
22,5,1,71,0.2535211267605634
22,8,240,71,0.0
22,8,180,71,0.0
22,8,120,71,0.0
22,8,90,71,0.014084507042253521
22,8,60,71,0.04225352112676056
22,8,40,71,0.04225352112676056
22,8,30,71,0.04225352112676056
22,8,20,71,0.04225352112676056
22,8,10,71,0.07042253521126761
22,8,5,71,0.08450704225352113
22,8,2,71,0.08450704225352113
22,8,1,71,0.08450704225352113
23,3,240,73,0.0136986301369863
23,3,180,73,0.1917808219178082
23,3,120,73,0.2191780821917808
23,3,90,73,0.2602739726027397
23,3,60,73,0.3150684931506849
23,3,40,73,0.3835616438356164
23,3,30,73,0.3972602739726027
23,3,20,73,0.4246575342465753
23,3,10,73,0.5205479452054794
23,3,5,73,0.5616438356164384
23,3,2,73,0.5753424657534246
23,3,1,73,0.5753424657534246
23,5,240,73,0.0136986301369863
23,5,180,73,0.136986301369863
23,5,120,73,0.1643835616438356
23,5,90,73,0.1780821917808219
23,5,60,73,0.1917808219178082
23,5,40,73,0.2602739726027397
23,5,30,73,0.2876712328767123
23,5,20,73,0.3150684931506849
23,5,10,73,0.3972602739726027
23,5,5,73,0.4246575342465753
23,5,2,73,0.4383561643835616
23,5,1,73,0.4383561643835616
23,8,240,73,0.0136986301369863
23,8,180,73,0.0547945205479452
23,8,120,73,0.0684931506849315
23,8,90,73,0.0821917808219178
23,8,60,73,0.1095890410958904
23,8,40,73,0.1917808219178082
23,8,30,73,0.2054794520547945
23,8,20,73,0.2054794520547945
23,8,10,73,0.2191780821917808
23,8,5,73,0.2876712328767123
23,8,2,73,0.3013698630136986
23,8,1,73,0.3013698630136986
24,3,240,67,0.0
24,3,180,67,0.014925373134328358
24,3,120,67,0.1044776119402985
24,3,90,67,0.11940298507462686
24,3,60,67,0.16417910447761194
24,3,40,67,0.22388059701492538
24,3,30,67,0.23880597014925373
24,3,20,67,0.29850746268656714
24,3,10,67,0.31343283582089554
24,3,5,67,0.34328358208955223
24,3,2,67,0.3880597014925373
24,3,1,67,0.3880597014925373
24,5,240,67,0.0
24,5,180,67,0.014925373134328358
24,5,120,67,0.029850746268656716
24,5,90,67,0.04477611940298507
24,5,60,67,0.08955223880597014
24,5,40,67,0.14925373134328357
24,5,30,67,0.16417910447761194
24,5,20,67,0.19402985074626866
24,5,10,67,0.19402985074626866
24,5,5,67,0.19402985074626866
24,5,2,67,0.22388059701492538
24,5,1,67,0.22388059701492538
24,8,240,67,0.0
24,8,180,67,0.0
24,8,120,67,0.0
24,8,90,67,0.029850746268656716
24,8,60,67,0.07462686567164178
24,8,40,67,0.11940298507462686
24,8,30,67,0.13432835820895522
24,8,20,67,0.14925373134328357
24,8,10,67,0.14925373134328357
24,8,5,67,0.14925373134328357
24,8,2,67,0.14925373134328357
24,8,1,67,0.14925373134328357
25,3,240,58,0.017241379310344827
25,3,180,58,0.10344827586206896
25,3,120,58,0.15517241379310345
25,3,90,58,0.2413793103448276
25,3,60,58,0.25862068965517243
25,3,40,58,0.25862068965517243
25,3,30,58,0.27586206896551724
25,3,20,58,0.27586206896551724
25,3,10,58,0.3275862068965517
25,3,5,58,0.39655172413793105
25,3,2,58,0.39655172413793105
25,3,1,58,0.39655172413793105
25,5,240,58,0.0
25,5,180,58,0.034482758620689655
25,5,120,58,0.05172413793103448
25,5,90,58,0.06896551724137931
25,5,60,58,0.08620689655172414
25,5,40,58,0.08620689655172414
25,5,30,58,0.1206896551724138
25,5,20,58,0.1206896551724138
25,5,10,58,0.15517241379310345
25,5,5,58,0.22413793103448276
25,5,2,58,0.22413793103448276
25,5,1,58,0.22413793103448276
25,8,240,58,0.0
25,8,180,58,0.017241379310344827
25,8,120,58,0.017241379310344827
25,8,90,58,0.017241379310344827
25,8,60,58,0.05172413793103448
25,8,40,58,0.05172413793103448
25,8,30,58,0.06896551724137931
25,8,20,58,0.08620689655172414
25,8,10,58,0.1206896551724138
25,8,5,58,0.1206896551724138
25,8,2,58,0.1206896551724138
25,8,1,58,0.1206896551724138
26,3,240,70,0.0
26,3,180,70,0.08571428571428572
26,3,120,70,0.11428571428571428
26,3,90,70,0.14285714285714285
26,3,60,70,0.18571428571428572
26,3,40,70,0.24285714285714285
26,3,30,70,0.2857142857142857
26,3,20,70,0.32857142857142857
26,3,10,70,0.4
26,3,5,70,0.4
26,3,2,70,0.4142857142857143
26,3,1,70,0.4142857142857143
26,5,240,70,0.0
26,5,180,70,0.04285714285714286
26,5,120,70,0.05714285714285714
26,5,90,70,0.07142857142857142
26,5,60,70,0.08571428571428572
26,5,40,70,0.15714285714285714
26,5,30,70,0.17142857142857143
26,5,20,70,0.21428571428571427
26,5,10,70,0.22857142857142856
26,5,5,70,0.22857142857142856
26,5,2,70,0.22857142857142856
26,5,1,70,0.22857142857142856
26,8,240,70,0.0
26,8,180,70,0.02857142857142857
26,8,120,70,0.02857142857142857
26,8,90,70,0.02857142857142857
26,8,60,70,0.04285714285714286
26,8,40,70,0.12857142857142856
26,8,30,70,0.12857142857142856
26,8,20,70,0.15714285714285714
26,8,10,70,0.17142857142857143
26,8,5,70,0.17142857142857143
26,8,2,70,0.17142857142857143
26,8,1,70,0.17142857142857143
27,3,240,67,0.0
27,3,180,67,0.11940298507462686
27,3,120,67,0.208955223880597
27,3,90,67,0.22388059701492538
27,3,60,67,0.2537313432835821
27,3,40,67,0.26865671641791045
27,3,30,67,0.3283582089552239
27,3,20,67,0.373134328358209
27,3,10,67,0.3880597014925373
27,3,5,67,0.417910447761194
27,3,2,67,0.4626865671641791
27,3,1,67,0.47761194029850745
27,5,240,67,0.0
27,5,180,67,0.05970149253731343
27,5,120,67,0.11940298507462686
27,5,90,67,0.13432835820895522
27,5,60,67,0.16417910447761194
27,5,40,67,0.1791044776119403
27,5,30,67,0.22388059701492538
27,5,20,67,0.2537313432835821
27,5,10,67,0.2537313432835821
27,5,5,67,0.2537313432835821
27,5,2,67,0.2537313432835821
27,5,1,67,0.2537313432835821
27,8,240,67,0.0
27,8,180,67,0.014925373134328358
27,8,120,67,0.04477611940298507
27,8,90,67,0.04477611940298507
27,8,60,67,0.05970149253731343
27,8,40,67,0.07462686567164178
27,8,30,67,0.08955223880597014
27,8,20,67,0.08955223880597014
27,8,10,67,0.08955223880597014
27,8,5,67,0.08955223880597014
27,8,2,67,0.08955223880597014
27,8,1,67,0.08955223880597014
28,3,240,83,0.0
28,3,180,83,0.07228915662650602
28,3,120,83,0.10843373493975904
28,3,90,83,0.14457831325301204
28,3,60,83,0.1686746987951807
28,3,40,83,0.21686746987951808
28,3,30,83,0.24096385542168675
28,3,20,83,0.3253012048192771
28,3,10,83,0.3614457831325301
28,3,5,83,0.39759036144578314
28,3,2,83,0.39759036144578314
28,3,1,83,0.40963855421686746
28,5,240,83,0.0
28,5,180,83,0.03614457831325301
28,5,120,83,0.060240963855421686
28,5,90,83,0.060240963855421686
28,5,60,83,0.08433734939759036
28,5,40,83,0.0963855421686747
28,5,30,83,0.13253012048192772
28,5,20,83,0.18072289156626506
28,5,10,83,0.20481927710843373
28,5,5,83,0.2289156626506024
28,5,2,83,0.26506024096385544
28,5,1,83,0.27710843373493976
28,8,240,83,0.0
28,8,180,83,0.03614457831325301
28,8,120,83,0.04819277108433735
28,8,90,83,0.04819277108433735
28,8,60,83,0.07228915662650602
28,8,40,83,0.07228915662650602
28,8,30,83,0.10843373493975904
28,8,20,83,0.13253012048192772
28,8,10,83,0.1686746987951807
28,8,5,83,0.1686746987951807
28,8,2,83,0.1686746987951807
28,8,1,83,0.1686746987951807
29,3,240,72,0.0
29,3,180,72,0.05555555555555555
29,3,120,72,0.125
29,3,90,72,0.18055555555555555
29,3,60,72,0.2222222222222222
29,3,40,72,0.2638888888888889
29,3,30,72,0.2916666666666667
29,3,20,72,0.3611111111111111
29,3,10,72,0.4166666666666667
29,3,5,72,0.4722222222222222
29,3,2,72,0.5138888888888888
29,3,1,72,0.5138888888888888
29,5,240,72,0.0
29,5,180,72,0.027777777777777776
29,5,120,72,0.05555555555555555
29,5,90,72,0.08333333333333333
29,5,60,72,0.09722222222222222
29,5,40,72,0.1111111111111111
29,5,30,72,0.1388888888888889
29,5,20,72,0.19444444444444445
29,5,10,72,0.2361111111111111
29,5,5,72,0.2638888888888889
29,5,2,72,0.3194444444444444
29,5,1,72,0.3194444444444444
29,8,240,72,0.0
29,8,180,72,0.0
29,8,120,72,0.013888888888888888
29,8,90,72,0.05555555555555555
29,8,60,72,0.06944444444444445
29,8,40,72,0.06944444444444445
29,8,30,72,0.08333333333333333
29,8,20,72,0.125
29,8,10,72,0.1388888888888889
29,8,5,72,0.1527777777777778
29,8,2,72,0.16666666666666666
29,8,1,72,0.16666666666666666
30,3,240,94,0.0
30,3,180,94,0.11702127659574468
30,3,120,94,0.20212765957446807
30,3,90,94,0.2553191489361702
30,3,60,94,0.2872340425531915
30,3,40,94,0.30851063829787234
30,3,30,94,0.32978723404255317
30,3,20,94,0.35106382978723405
30,3,10,94,0.35106382978723405
