c,D,target_above,match_N,pooled_N,reach_spike_raw,reach_spike_pooled_match
5,1,6,26,94.8,0.8461538461538461,0.8049669620156017
5,2,7,26,94.8,0.6923076923076923,0.669277273976367
5,3,8,26,94.8,0.6153846153846154,0.5737778173886995
5,4,9,26,94.8,0.5769230769230769,0.5474427436504931
5,5,10,26,94.8,0.5769230769230769,0.54009986903639
5,6,11,26,94.8,0.5384615384615384,0.5222105865139665
5,7,12,26,94.8,0.5,0.502366752572853
5,8,13,26,94.8,0.5,0.4857264519259573
5,9,14,26,94.8,0.5,0.4857264519259573
5,10,15,26,94.8,0.5,0.47642902589316444
5,11,16,26,94.8,0.46153846153846156,0.456585191952051
5,12,17,26,94.8,0.46153846153846156,0.4326020166910521
5,13,18,26,94.8,0.4230769230769231,0.4220556087827316
5,14,19,26,94.8,0.4230769230769231,0.39696951692005283
5,15,20,26,94.8,0.4230769230769231,0.38852372570426985
5,16,21,26,94.8,0.4230769230769231,0.38852372570426985
5,17,22,26,94.8,0.4230769230769231,0.3800779344884868
5,18,23,26,94.8,0.4230769230769231,0.37163214327270383
5,19,24,26,94.8,0.4230769230769231,0.3558434774428179
5,20,25,26,94.8,0.38461538461538464,0.33599964350170447
5,21,26,26,94.8,0.2692307692307692,0.30436041977674294
5,22,27,26,94.8,0.2692307692307692,0.2866172025281671
5,23,28,26,94.8,0.2692307692307692,0.26802235046258127
5,24,29,26,94.8,0.23076923076923078,0.25747594255426076
5,25,30,26,94.8,0.23076923076923078,0.24817851652146786
5,26,31,26,94.8,0.23076923076923078,0.2397327253056849
5,27,32,26,94.8,0.23076923076923078,0.2323898506915819
5,28,33,26,94.8,0.23076923076923078,0.2323898506915819
5,29,34,26,94.8,0.23076923076923078,0.21549826826001595
5,30,35,26,94.8,0.23076923076923078,0.21549826826001595
6,1,7,27,108.2,0.8518518518518519,0.8050265716013826
6,2,8,27,108.2,0.7777777777777778,0.6748675656981123
6,3,9,27,108.2,0.7037037037037037,0.5649865526617679
6,4,10,27,108.2,0.7037037037037037,0.5440862430393208
6,5,11,27,108.2,0.7037037037037037,0.5375688653073504
6,6,12,27,108.2,0.7037037037037037,0.5244467206819956
6,7,13,27,108.2,0.6666666666666666,0.5086004175613021
6,8,14,27,108.2,0.6296296296296297,0.49284150360202233
6,9,15,27,108.2,0.6296296296296297,0.48183205815775176
6,10,16,27,108.2,0.5925925925925926,0.4725905219304425
6,11,17,27,108.2,0.5555555555555556,0.456744218809749
6,12,18,27,108.2,0.5185185185185185,0.43446792711849863
6,13,19,27,108.2,0.5185185185185185,0.4278631602251145
6,14,20,27,108.2,0.48148148148148145,0.4043260812687423
6,15,21,27,108.2,0.48148148148148145,0.3855384708273794
6,16,22,27,108.2,0.48148148148148145,0.3800337481052441
6,17,23,27,108.2,0.48148148148148145,0.37225558310815177
6,18,24,27,108.2,0.48148148148148145,0.3644774181110595
6,19,25,27,108.2,0.48148148148148145,0.34467715265986126
6,20,26,27,108.2,0.4444444444444444,0.3288308495391678
6,21,27,27,108.2,0.4444444444444444,0.3090165488590153
6,22,28,27,108.2,0.4074074074074074,0.2919968476346137
6,23,29,27,108.2,0.3333333333333333,0.27351377517999514
6,24,30,27,108.2,0.3333333333333333,0.266909008286611
6,25,31,27,108.2,0.2962962962962963,0.25766747205930174
6,26,32,27,108.2,0.2962962962962963,0.24438458434007412
6,27,33,27,108.2,0.2962962962962963,0.23786720660810357
6,28,34,27,108.2,0.2962962962962963,0.23786720660810357
6,29,35,27,108.2,0.2962962962962963,0.21680615389178362
6,30,36,27,108.2,0.2962962962962963,0.21680615389178362
7,1,8,31,131.1,0.8387096774193549,0.7995137619941894
7,2,9,31,131.1,0.5806451612903226,0.6706386776674271
7,3,10,31,131.1,0.45161290322580644,0.5592871058877311
7,4,11,31,131.1,0.41935483870967744,0.5298102053059265
7,5,12,31,131.1,0.41935483870967744,0.5182486004092154
7,6,13,31,131.1,0.41935483870967744,0.5061422346225117
7,7,14,31,131.1,0.41935483870967744,0.49367477018872735
7,8,15,31,131.1,0.41935483870967744,0.47993389938066233
7,9,16,31,131.1,0.41935483870967744,0.46949583602563794
7,10,17,31,131.1,0.41935483870967744,0.45757313248184606
7,11,18,31,131.1,0.41935483870967744,0.4402339492318426
7,12,19,31,131.1,0.41935483870967744,0.4198031923432856
7,13,20,31,131.1,0.41935483870967744,0.414386712637074
7,14,21,31,131.1,0.3870967741935484,0.3930187446663462
7,15,22,31,131.1,0.3548387096774194,0.37495358414865876
7,16,23,31,131.1,0.3548387096774194,0.3697345524711465
7,17,24,31,131.1,0.3225806451612903,0.3621074553084836
7,18,25,31,131.1,0.2903225806451613,0.35448035814582063
7,19,26,31,131.1,0.25806451612903225,0.3349443432251534
7,20,27,31,131.1,0.25806451612903225,0.32247687879136905
7,21,28,31,131.1,0.25806451612903225,0.3013557208565153
7,22,29,31,131.1,0.22580645161290322,0.28180592015006045
7,23,30,31,131.1,0.22580645161290322,0.26770395069491476
7,24,31,31,131.1,0.22580645161290322,0.2574157521724842
7,25,32,31,131.1,0.22580645161290322,0.25036476744491126
7,26,33,31,131.1,0.1935483870967742,0.23751863860473613
7,27,34,31,131.1,0.1935483870967742,0.23082875252424404
7,28,35,31,131.1,0.1935483870967742,0.23082875252424404
7,29,36,31,131.1,0.12903225806451613,0.21035552652140596
7,30,37,31,131.1,0.12903225806451613,0.21035552652140596
8,1,9,29,162.6,0.6551724137931034,0.7899619483615669
8,2,10,29,162.6,0.6206896551724138,0.6600094953217313
8,3,11,29,162.6,0.5172413793103449,0.5534109715521951
8,4,12,29,162.6,0.4827586206896552,0.5258551385700864
8,5,13,29,162.6,0.4482758620689655,0.5143479768931537
8,6,14,29,162.6,0.41379310344827586,0.4988813044278174
8,7,15,29,162.6,0.41379310344827586,0.488410015411244
8,8,16,29,162.6,0.3793103448275862,0.4765468324659845
8,9,17,29,162.6,0.3793103448275862,0.4652675670380587
8,10,18,29,162.6,0.3793103448275862,0.45419466603392944
8,11,19,29,162.6,0.3793103448275862,0.43836493714945496
8,12,20,29,162.6,0.3103448275862069,0.420353032395164
8,13,21,29,162.6,0.3103448275862069,0.411035081738859
8,14,22,29,162.6,0.27586206896551724,0.3932384952366699
8,15,23,29,162.6,0.27586206896551724,0.3714647034758548
8,16,24,29,162.6,0.27586206896551724,0.3658250707618919
8,17,25,29,162.6,0.27586206896551724,0.35989166720496224
8,18,26,29,162.6,0.27586206896551724,0.3539582636480326
8,19,27,29,162.6,0.2413793103448276,0.3362365055681087
8,20,28,29,162.6,0.2413793103448276,0.32576521655153534
8,21,29,29,162.6,0.2413793103448276,0.30613629304259826
8,22,30,29,162.6,0.2413793103448276,0.2891299884815395
8,23,31,29,162.6,0.2413793103448276,0.2777010662090834
8,24,32,29,162.6,0.2413793103448276,0.26758579846083685
8,25,33,29,162.6,0.2413793103448276,0.2618713373246089
8,26,34,29,162.6,0.2413793103448276,0.2457371782777567
8,27,35,29,162.6,0.20689655172413793,0.23958845646872523
8,28,36,29,162.6,0.20689655172413793,0.23958845646872523
8,29,37,29,162.6,0.20689655172413793,0.22208201664090307
8,30,38,29,162.6,0.20689655172413793,0.22208201664090307
9,1,10,27,165.4,0.8148148148148148,0.7965862316445389
9,2,11,27,165.4,0.7037037037037037,0.6672495626601631
9,3,12,27,165.4,0.5185185185185185,0.5562967201694173
9,4,13,27,165.4,0.5185185185185185,0.5205153057194003
9,5,14,27,165.4,0.5185185185185185,0.5092582667131851
9,6,15,27,165.4,0.5185185185185185,0.4898098754994134
9,7,16,27,165.4,0.5185185185185185,0.47984499472193426
9,8,17,27,165.4,0.5185185185185185,0.4684977687108383
9,9,18,27,165.4,0.4444444444444444,0.4564024157585119
9,10,19,27,165.4,0.4444444444444444,0.4454020628431106
9,11,20,27,165.4,0.4444444444444444,0.43440170992770943
9,12,21,27,165.4,0.4444444444444444,0.41725252786565853
9,13,22,27,165.4,0.4444444444444444,0.4124453143375183
9,14,23,27,165.4,0.4444444444444444,0.3952876282898955
9,15,24,27,165.4,0.37037037037037035,0.3681549909555638
9,16,25,27,165.4,0.3333333333333333,0.3576877036620624
9,17,26,27,165.4,0.3333333333333333,0.3518772436255355
9,18,27,27,165.4,0.3333333333333333,0.34606678358900866
9,19,28,27,165.4,0.2962962962962963,0.32840669102536363
9,20,29,27,165.4,0.2962962962962963,0.3228614210652227
9,21,30,27,165.4,0.2962962962962963,0.3129867272926242
9,22,31,27,165.4,0.2962962962962963,0.2961759143406961
9,23,32,27,165.4,0.2962962962962963,0.28508537442041426
9,24,33,27,165.4,0.2962962962962963,0.27521068064781573
9,25,34,27,165.4,0.2962962962962963,0.26966541068767486
9,26,35,27,165.4,0.25925925925925924,0.2530000606468445
9,27,36,27,165.4,0.25925925925925924,0.2471981045958895
9,28,37,27,165.4,0.25925925925925924,0.2471981045958895
9,29,38,27,165.4,0.2222222222222222,0.22952950804667258
9,30,39,27,165.4,0.2222222222222222,0.22510989722933436
10,1,11,20,156.9,0.8,0.7954113771255203
10,2,12,20,156.9,0.7,0.6758739336283089
10,3,13,20,156.9,0.6,0.5686008541354938
10,4,14,20,156.9,0.5,0.5142281156426514
10,5,15,20,156.9,0.45,0.5025462859130715
10,6,16,20,156.9,0.45,0.4809075076993833
10,7,17,20,156.9,0.45,0.47547998845900485
10,8,18,20,156.9,0.45,0.47017332451370436
10,9,19,20,156.9,0.45,0.45983814008989515
10,10,20,20,156.9,0.4,0.4534629743056158
10,11,21,20,156.9,0.35,0.4470878085213364
10,12,22,20,156.9,0.35,0.43647448063073535
10,13,23,20,156.9,0.35,0.4309974048431045
10,14,24,20,156.9,0.35,0.4154830715422213
10,15,25,20,156.9,0.35,0.3889483806859527
10,16,26,20,156.9,0.35,0.3783532692336697
10,17,27,20,156.9,0.35,0.3730583578292195
10,18,28,20,156.9,0.35,0.3677634464247693
10,19,29,20,156.9,0.35,0.351994278863114
10,20,30,20,156.9,0.35,0.34708152091198147
10,21,31,20,156.9,0.3,0.3303660779361911
10,22,32,20,156.9,0.25,0.3186960007474615
10,23,33,20,156.9,0.25,0.3186960007474615
10,24,34,20,156.9,0.2,0.30689331572280376
10,25,35,20,156.9,0.2,0.30689331572280376
10,26,36,20,156.9,0.2,0.28112822041655305
10,27,37,20,156.9,0.2,0.27582155647125256
10,28,38,20,156.9,0.2,0.27090879852011995
10,29,39,20,156.9,0.2,0.25023862554818255
10,30,40,20,156.9,0.2,0.24481110630780412
11,1,12,22,160.0,0.7272727272727273,0.790669656072939
11,2,13,22,160.0,0.5454545454545454,0.6944773052200633
11,3,14,22,160.0,0.5,0.5909079174134445
11,4,15,22,160.0,0.5,0.5251109553172496
11,5,16,22,160.0,0.5,0.5140137024653423
11,6,17,22,160.0,0.45454545454545453,0.4860904257150135
11,7,18,22,160.0,0.45454545454545453,0.4752708480107215
11,8,19,22,160.0,0.45454545454545453,0.47011722021934044
11,9,20,22,160.0,0.45454545454545453,0.45945885473918047
11,10,21,22,160.0,0.45454545454545453,0.4432728032109344
11,11,22,22,160.0,0.45454545454545453,0.4373291781504081
11,12,23,22,160.0,0.45454545454545453,0.427021922567646
11,13,24,22,160.0,0.4090909090909091,0.4207702157834225
11,14,25,22,160.0,0.4090909090909091,0.4101841376350797
11,15,26,22,160.0,0.36363636363636365,0.3875757009002641
11,16,27,22,160.0,0.36363636363636365,0.3765481536897519
11,17,28,22,160.0,0.36363636363636365,0.3765481536897519
11,18,29,22,160.0,0.36363636363636365,0.3765481536897519
11,19,30,22,160.0,0.36363636363636365,0.3660653431582908
11,20,31,22,160.0,0.36363636363636365,0.3606328928013291
11,21,32,22,160.0,0.36363636363636365,0.3435584529134089
11,22,33,22,160.0,0.36363636363636365,0.33761482785288266
11,23,34,22,160.0,0.36363636363636365,0.33761482785288266
11,24,35,22,160.0,0.36363636363636365,0.32597283832192414
11,25,36,22,160.0,0.36363636363636365,0.3208516250880643
11,26,37,22,160.0,0.3181818181818182,0.29840583484983735
11,27,38,22,160.0,0.3181818181818182,0.2881309938245965
11,28,39,22,160.0,0.3181818181818182,0.27757733023377495
11,29,40,22,160.0,0.3181818181818182,0.25657327066901353
11,30,41,22,160.0,0.3181818181818182,0.2508749061985813
12,1,13,28,162.7,0.8928571428571429,0.8300684316808978
12,2,14,28,162.7,0.75,0.7201024096788844
12,3,15,28,162.7,0.6428571428571429,0.6016420643598178
12,4,16,28,162.7,0.5357142857142857,0.52847467576787
12,5,17,28,162.7,0.5357142857142857,0.517886634064044
12,6,18,28,162.7,0.4642857142857143,0.4944395955902951
12,7,19,28,162.7,0.42857142857142855,0.48275254553097535
12,8,20,28,162.7,0.42857142857142855,0.48275254553097535
12,9,21,28,162.7,0.42857142857142855,0.4677156165246601
12,10,22,28,162.7,0.42857142857142855,0.451204064251996
12,11,23,28,162.7,0.42857142857142855,0.44061602254817017
12,12,24,28,162.7,0.42857142857142855,0.44061602254817017
12,13,25,28,162.7,0.42857142857142855,0.43500399751516294
12,14,26,28,162.7,0.42857142857142855,0.4242059497260936
12,15,27,28,162.7,0.39285714285714285,0.4025636950923058
12,16,28,28,162.7,0.35714285714285715,0.3914745986012044
12,17,29,28,162.7,0.35714285714285715,0.3914745986012044
12,18,30,28,162.7,0.35714285714285715,0.3914745986012044
12,19,31,28,162.7,0.35714285714285715,0.3865334654915253
12,20,32,28,162.7,0.35714285714285715,0.38089008048941286
12,21,33,28,162.7,0.32142857142857145,0.36366535318900933
12,22,34,28,162.7,0.32142857142857145,0.35823197427214043
12,23,35,28,162.7,0.32142857142857145,0.35307731148518345
12,24,36,28,162.7,0.2857142857142857,0.3414959691868924
12,25,37,28,162.7,0.2857142857142857,0.33595688250899486
12,26,38,28,162.7,0.2857142857142857,0.31411695436208364
12,27,39,28,162.7,0.2857142857142857,0.30857786768418616
12,28,40,28,162.7,0.2857142857142857,0.2870860704302623
12,29,41,28,162.7,0.2857142857142857,0.26026871617571873
12,30,42,28,162.7,0.25,0.2541207527942966
13,1,14,29,177.3,0.8275862068965517,0.8163790628941194
13,2,15,29,177.3,0.8275862068965517,0.6764597796638506
13,3,16,29,177.3,0.7586206896551724,0.5746553502291828
13,4,17,29,177.3,0.6551724137931034,0.5015601283565745
13,5,18,29,177.3,0.6551724137931034,0.4872364452989144
13,6,19,29,177.3,0.6551724137931034,0.4618401332929449
13,7,20,29,177.3,0.6551724137931034,0.4468693041222797
13,8,21,29,177.3,0.6551724137931034,0.4468693041222797
13,9,22,29,177.3,0.6551724137931034,0.44172305594160854
13,10,23,29,177.3,0.6551724137931034,0.4220052116468788
13,11,24,29,177.3,0.6551724137931034,0.40768152858921874
13,12,25,29,177.3,0.6551724137931034,0.40768152858921874
13,13,26,29,177.3,0.6551724137931034,0.4026099826871313
13,14,27,29,177.3,0.6206896551724138,0.3918230283865922
13,15,28,29,177.3,0.6206896551724138,0.3813975455512878
13,16,29,29,177.3,0.6206896551724138,0.37604360861807073
13,17,30,29,177.3,0.6206896551724138,0.37604360861807073
13,18,31,29,177.3,0.6206896551724138,0.37604360861807073
13,19,32,29,177.3,0.6206896551724138,0.37169692108949304
13,20,33,29,177.3,0.5862068965517241,0.36605621496962515
13,21,34,29,177.3,0.5517241379310345,0.3502308245681292
13,22,35,29,177.3,0.5517241379310345,0.34540007721971805
13,23,36,29,177.3,0.5517241379310345,0.3402538290390469
13,24,37,29,177.3,0.5517241379310345,0.33006914475741866
13,25,38,29,177.3,0.5517241379310345,0.32479894004854826
13,26,39,29,177.3,0.4827586206896552,0.30844598190672495
13,27,40,29,177.3,0.4827586206896552,0.2944824021406991
13,28,41,29,177.3,0.4482758620689655,0.2732789949506185
13,29,42,29,177.3,0.41379310344827586,0.24760494370376088
13,30,43,29,177.3,0.41379310344827586,0.24225100677054393
14,1,15,26,187.5,0.8076923076923077,0.8255488012613343
14,2,16,26,187.5,0.6923076923076923,0.6734315306718568
14,3,17,26,187.5,0.5769230769230769,0.5640513354681769
14,4,18,26,187.5,0.46153846153846156,0.49155283350746926
14,5,19,26,187.5,0.46153846153846156,0.4821085292770245
14,6,20,26,187.5,0.4230769230769231,0.4537492174124396
14,7,21,26,187.5,0.38461538461538464,0.4390938074139347
14,8,22,26,187.5,0.38461538461538464,0.4390938074139347
14,9,23,26,187.5,0.38461538461538464,0.429945128408082
14,10,24,26,187.5,0.3076923076923077,0.41486846953296447
14,11,25,26,187.5,0.3076923076923077,0.40542416530251973
14,12,26,26,187.5,0.3076923076923077,0.39719171967173084
14,13,27,26,187.5,0.3076923076923077,0.3925151971619979
14,14,28,26,187.5,0.3076923076923077,0.37838572241678975
14,15,29,26,187.5,0.3076923076923077,0.368798043366104
14,16,30,26,187.5,0.3076923076923077,0.3638868868251513
14,17,31,26,187.5,0.3076923076923077,0.3638868868251513
14,18,32,26,187.5,0.3076923076923077,0.3597706640097568
