c,tbin,dbucket,occ_N,fill_reach,deepen_frac,extra_dip,mean_vol,present_N,occupancy,match_N,fill_reach_pooled,occupancy_pooled,pooled_N
5,2,0,4,0.0,0.0,,5953.5,5,0.8,4,0.08844301305453085,0.5863656128748638,80.1
5,2,2,1,1.0,1.0,2.0,0.0,5,0.2,1,1.0,0.16273589405995384,80.1
5,3,0,2,1.0,0.0,0.0,11901.5,3,0.6666666666666666,2,0.5802424005272262,0.5178434865584755,80.1
5,3,20,1,1.0,1.0,34.0,0.0,3,0.3333333333333333,1,1.0,0.3333333333333333,80.1
5,5,-2,1,0.0,0.0,-2.0,0.0,5,0.2,1,0.37251618336907877,0.34401190860925857,80.1
5,5,-1,2,0.0,0.0,-1.0,11784.0,5,0.4,2,0.5298380369803976,0.36467746420130687,80.1
5,5,0,2,0.5,0.5,1.0,11674.0,5,0.4,2,0.6973591607506389,0.41868268205857306,80.1
5,5,2,1,1.0,1.0,3.0,0.0,5,0.2,1,1.0,0.22373966219078664,80.1
5,5,13,1,1.0,1.0,13.0,0.0,5,0.2,1,1.0,0.2,80.1
5,7,-3,1,1.0,0.0,0.0,0.0,5,0.2,1,1.0,0.2770329676046593,80.1
5,7,-1,1,0.0,0.0,-1.0,0.0,5,0.2,1,0.0,0.18434447384756117,80.1
5,7,0,3,0.6666666666666666,0.6666666666666666,2.0,7370.333333333333,5,0.6,3,0.6309085198139155,0.5400823598990344,80.1
5,7,1,1,1.0,1.0,2.0,0.0,5,0.2,1,1.0,0.1563811238376049,80.1
5,7,5,1,1.0,1.0,5.0,0.0,5,0.2,1,1.0,0.1803074534004911,80.1
5,10,-1,1,1.0,1.0,2.0,0.0,7,0.14285714285714285,1,0.8184395976274149,0.15720243149539742,80.1
5,10,0,3,0.6666666666666666,0.6666666666666666,2.5,0.0,7,0.42857142857142855,3,0.4063420706556308,0.3987251203854067,80.1
5,10,1,3,1.0,1.0,1.6666666666666667,7225.0,7,0.42857142857142855,3,1.0,0.3476866661300597,80.1
5,10,2,1,1.0,1.0,3.0,0.0,7,0.14285714285714285,1,1.0,0.14285714285714285,80.1
5,10,3,1,1.0,1.0,4.0,0.0,7,0.14285714285714285,1,1.0,0.31065127735135756,80.1
5,15,-1,1,1.0,1.0,2.0,0.0,7,0.14285714285714285,1,0.7664051099255998,0.13462870704847574,80.1
5,15,0,4,0.75,0.5,1.3333333333333333,10948.0,7,0.5714285714285714,4,0.5602701331642359,0.4709706872603195,80.1
5,15,1,3,1.0,1.0,2.6666666666666665,7017.666666666667,7,0.42857142857142855,3,1.0,0.3482048143649612,80.1
5,15,2,2,1.0,1.0,2.5,21615.25,7,0.2857142857142857,2,1.0,0.2326792745782032,80.1
5,15,3,4,1.0,1.0,3.5,16175.0,7,0.5714285714285714,4,1.0,0.4013009085382086,80.1
5,15,4,3,1.0,1.0,4.666666666666667,6934.666666666667,7,0.42857142857142855,3,1.0,0.31499189757528473,80.1
5,15,5,1,1.0,1.0,6.0,0.0,7,0.14285714285714285,1,1.0,0.1667206770210137,80.1
5,15,6,2,1.0,1.0,6.5,10406.0,7,0.2857142857142857,2,1.0,0.24988943307015177,80.1
5,15,10,1,1.0,1.0,10.0,0.0,7,0.14285714285714285,1,1.0,0.12061152816479279,80.1
5,20,-1,1,1.0,1.0,2.0,0.0,8,0.125,1,0.6354217227345704,0.2031116066675003,80.1
5,20,0,1,0.5,0.0,0.0,0.0,8,0.125,1,0.5413200638323071,0.3781449713976169,80.1
5,20,1,1,1.0,1.0,2.0,0.0,8,0.125,1,1.0,0.1999341000446945,80.1
5,20,2,1,1.0,1.0,2.0,41966.5,8,0.125,1,1.0,0.1108721906609678,80.1
5,20,3,3,1.0,1.0,4.666666666666667,6750.333333333333,8,0.375,3,1.0,0.25830511791664207,80.1
5,20,4,2,1.0,1.0,6.0,10143.0,8,0.25,2,1.0,0.21367753036575807,80.1
5,20,5,2,1.0,1.0,6.5,0.0,8,0.25,2,1.0,0.19235750821399564,80.1
5,20,6,2,1.0,1.0,7.0,0.0,8,0.25,2,1.0,0.16355676700567845,80.1
5,20,7,1,1.0,1.0,8.0,20094.0,8,0.125,1,1.0,0.14727263188627945,80.1
5,20,8,1,1.0,1.0,9.0,0.0,8,0.125,1,1.0,0.20489329776592197,80.1
5,20,9,1,1.0,1.0,11.0,0.0,8,0.125,1,1.0,0.125,80.1
5,20,10,2,1.0,1.0,11.5,9999.0,8,0.25,2,1.0,0.19843349915730038,80.1
5,20,17,1,1.0,1.0,17.0,0.0,8,0.125,1,1.0,0.125,80.1
5,20,20,1,1.0,1.0,26.0,0.0,8,0.125,1,1.0,0.1325089536229109,80.1
5,30,0,1,1.0,0.0,0.0,0.0,9,0.1111111111111111,1,0.522150420739178,0.4675926974670473,80.1
5,30,2,1,1.0,1.0,2.0,39239.6,9,0.1111111111111111,1,1.0,0.23206761876926457,80.1
5,30,4,2,1.0,1.0,4.5,0.0,9,0.2222222222222222,2,1.0,0.15020865588748877,80.1
5,30,5,1,1.0,1.0,6.0,0.0,9,0.1111111111111111,1,1.0,0.16934386482302877,80.1
5,30,6,3,1.0,1.0,7.666666666666667,0.0,9,0.3333333333333333,3,1.0,0.23284650211964,80.1
5,30,7,6,1.0,1.0,8.0,3231.3333333333335,9,0.6666666666666666,6,1.0,0.5184759725019776,80.1
5,30,8,3,1.0,1.0,9.666666666666666,0.0,9,0.3333333333333333,3,1.0,0.22927074236117162,80.1
5,30,9,3,1.0,1.0,10.333333333333334,0.0,9,0.3333333333333333,3,1.0,0.22098076292829694,80.1
5,30,10,3,1.0,1.0,11.333333333333334,6654.0,9,0.3333333333333333,3,1.0,0.21380571639585128,80.1
5,30,11,2,1.0,1.0,12.0,6931.0,9,0.2222222222222222,2,1.0,0.1772469282541534,80.1
5,30,12,1,1.0,1.0,13.0,12126.5,9,0.1111111111111111,1,1.0,0.0797438390667855,80.1
5,30,13,1,1.0,1.0,14.0,13340.0,9,0.1111111111111111,1,1.0,0.0797438390667855,80.1
5,30,14,1,1.0,1.0,16.0,0.0,9,0.1111111111111111,1,1.0,0.14311541134582953,80.1
5,30,15,1,1.0,1.0,16.0,0.0,9,0.1111111111111111,1,1.0,0.14311541134582953,80.1
5,30,16,2,1.0,1.0,17.0,6863.5,9,0.2222222222222222,2,1.0,0.1490772092921813,80.1
5,30,20,2,1.0,1.0,24.0,0.0,9,0.2222222222222222,2,1.0,0.18483261216900057,80.1
5,45,-3,1,1.0,1.0,1.0,0.0,12,0.08333333333333333,1,0.4924729396429438,0.11346164774457601,80.1
5,45,-2,2,1.0,0.0,0.0,0.0,12,0.16666666666666666,2,0.7896796255904952,0.18283513744092697,80.1
5,45,-1,2,1.0,0.5,0.5,27174.0,12,0.16666666666666666,2,0.8035840455410641,0.26273114488454186,80.1
5,45,0,5,0.55,0.2,0.5833333333333333,10934.2,12,0.4166666666666667,5,0.6876600852736168,0.454440002769289,80.1
5,45,1,1,1.0,1.0,1.0,37865.0,12,0.08333333333333333,1,1.0,0.2844776829599357,80.1
5,45,2,1,1.0,1.0,2.0,37870.0,12,0.08333333333333333,1,1.0,0.2612500602302607,80.1
5,45,3,4,1.0,1.0,4.0,0.0,12,0.3333333333333333,4,1.0,0.25556480697729045,80.1
5,45,4,1,1.0,1.0,5.0,0.0,12,0.08333333333333333,1,1.0,0.2048954964872063,80.1
5,45,6,2,1.0,1.0,6.5,0.0,12,0.16666666666666666,2,1.0,0.148438034086283,80.1
5,45,7,3,1.0,1.0,8.333333333333334,0.0,12,0.25,3,1.0,0.16284763207543368,80.1
5,45,8,2,1.0,1.0,10.0,0.0,12,0.16666666666666666,2,1.0,0.13358643252679894,80.1
5,45,9,4,1.0,1.0,10.25,876.5,12,0.3333333333333333,4,1.0,0.22665285433072635,80.1
5,45,11,3,1.0,1.0,12.666666666666666,1153.6666666666667,12,0.25,3,1.0,0.18540378830883264,80.1
5,45,12,1,1.0,1.0,13.0,3279.0,12,0.08333333333333333,1,1.0,0.062434072958860574,80.1
5,45,13,1,1.0,1.0,14.0,0.0,12,0.08333333333333333,1,1.0,0.07571909327492982,80.1
5,45,14,2,1.0,1.0,15.0,2051.5,12,0.16666666666666666,2,1.0,0.11332642716536317,80.1
5,45,15,3,1.0,1.0,16.0,3051.5,12,0.25,3,1.0,0.18540378830883264,80.1
5,45,16,2,1.0,1.0,17.0,3503.75,12,0.16666666666666666,2,1.0,0.1041170612075831,80.1
5,45,18,1,1.0,1.0,19.0,7387.5,12,0.08333333333333333,1,1.0,0.06891376977187652,80.1
5,45,20,2,1.0,1.0,26.75,0.0,12,0.16666666666666666,2,1.0,0.1700137626049297,80.1
5,60,-3,1,1.0,1.0,1.0,0.0,16,0.0625,1,0.8329189321037682,0.06846917582184558,80.1
5,60,-2,1,1.0,1.0,2.0,0.0,16,0.0625,1,0.8531859031815404,0.08689950054703369,80.1
5,60,-1,4,1.0,0.75,1.25,12385.0,16,0.25,4,0.6976761698524864,0.23412865986552076,80.1
5,60,0,7,0.888888888888889,0.5476190476190477,1.2857142857142858,14760.0,16,0.4375,7,0.781917041399029,0.43035297384161914,80.1
5,60,1,3,1.0,1.0,1.3333333333333333,12463.416666666666,16,0.1875,3,1.0,0.2153554425961361,80.1
5,60,2,3,1.0,1.0,3.0,0.0,16,0.1875,3,1.0,0.18316799503530629,80.1
5,60,3,1,1.0,1.0,4.0,0.0,16,0.0625,1,1.0,0.10200729634247771,80.1
5,60,4,3,1.0,1.0,5.0,0.0,16,0.1875,3,1.0,0.1438701276055052,80.1
5,60,5,3,1.0,1.0,6.0,0.0,16,0.1875,3,1.0,0.14232967375337038,80.1
5,60,6,1,1.0,1.0,6.0,0.0,16,0.0625,1,1.0,0.12162553265952987,80.1
5,60,7,2,1.0,1.0,8.0,0.0,16,0.125,2,1.0,0.12315482378584564,80.1
5,60,8,1,1.0,1.0,8.0,0.0,16,0.0625,1,1.0,0.16203453665613632,80.1
5,60,9,2,1.0,1.0,10.5,522.0,16,0.125,2,1.0,0.08781750094248257,80.1
5,60,10,2,1.0,1.0,11.5,397.0,16,0.125,2,1.0,0.11049854705281614,80.1
5,60,11,2,1.0,1.0,13.0,342.0,16,0.125,2,1.0,0.11041948518849569,80.1
5,60,12,4,1.0,1.0,13.25,305.25,16,0.25,4,1.0,0.18594789452421134,80.1
5,60,13,2,1.0,1.0,13.5,0.0,16,0.125,2,1.0,0.08953092610456688,80.1
5,60,14,1,1.0,1.0,15.0,642.0,16,0.0625,1,1.0,0.09168868698501084,80.1
5,60,15,1,1.0,1.0,16.0,631.0,16,0.0625,1,1.0,0.053566139967358276,80.1
5,60,16,2,1.0,1.0,17.0,312.0,16,0.125,2,1.0,0.09780536612185178,80.1
5,60,17,2,1.0,1.0,17.5,0.0,16,0.125,2,1.0,0.08781750094248257,80.1
5,60,19,1,1.0,1.0,19.0,0.0,16,0.0625,1,1.0,0.04890268306092589,80.1
5,60,20,2,1.0,1.0,32.0,0.0,16,0.125,2,1.0,0.1653038222768144,80.1
5,90,-1,4,0.6666666666666666,0.5,0.6666666666666667,23578.083333333336,14,0.2857142857142857,4,0.8085561281111797,0.27887241476499613,80.1
5,90,0,6,1.0,0.7628205128205128,1.596153846153846,16311.26388888889,14,0.42857142857142855,6,0.9480604981160468,0.3875105173264475,80.1
5,90,1,4,1.0,1.0,2.0,20867.36666666667,14,0.2857142857142857,4,1.0,0.30839767027138065,80.1
5,90,2,1,1.0,1.0,3.0,0.0,14,0.07142857142857142,1,1.0,0.16036187531573334,80.1
5,90,3,1,1.0,1.0,5.0,0.0,14,0.07142857142857142,1,1.0,0.13723983118206026,80.1
5,90,5,1,1.0,1.0,6.0,0.0,14,0.07142857142857142,1,1.0,0.13255761068651598,80.1
5,90,6,2,1.0,1.0,7.5,0.0,14,0.14285714285714285,2,1.0,0.12630422211073314,80.1
5,90,7,2,1.0,1.0,8.0,0.0,14,0.14285714285714285,2,1.0,0.17074274390457247,80.1
5,90,9,1,1.0,1.0,10.0,0.0,14,0.07142857142857142,1,1.0,0.09073940626485828,80.1
5,90,10,2,1.0,1.0,11.5,0.0,14,0.14285714285714285,2,1.0,0.14015600735657446,80.1
5,90,11,1,1.0,1.0,13.0,0.0,14,0.07142857142857142,1,1.0,0.14873518652795573,80.1
5,90,12,3,1.0,1.0,13.333333333333334,0.0,14,0.21428571428571427,3,1.0,0.13759117439230642,80.1
5,90,13,3,1.0,1.0,15.0,0.0,14,0.21428571428571427,3,1.0,0.13370586081467276,80.1
5,90,14,2,1.0,1.0,14.5,0.0,14,0.14285714285714285,2,1.0,0.12432165318306804,80.1
5,90,15,2,1.0,1.0,17.5,0.0,14,0.14285714285714285,2,1.0,0.11109225259913608,80.1
5,90,16,2,1.0,1.0,17.0,198.0,14,0.14285714285714285,2,1.0,0.11663231941677665,80.1
5,90,17,3,1.0,1.0,18.333333333333332,157.88888888888889,14,0.21428571428571427,3,1.0,0.1454854927220918,80.1
5,90,18,1,1.0,1.0,20.0,0.0,14,0.07142857142857142,1,1.0,0.10530090830118558,80.1
5,90,19,1,1.0,1.0,21.0,0.0,14,0.07142857142857142,1,1.0,0.09840733191539643,80.1
5,90,20,3,1.0,1.0,35.48148148148148,0.0,14,0.21428571428571427,3,1.0,0.256484346869125,80.1
5,120,-1,2,1.0,1.0,2.0,20944.0,14,0.14285714285714285,2,0.7730737588718413,0.27199701109664515,80.1
5,120,0,4,1.0,0.75,1.75,10729.4375,14,0.2857142857142857,4,1.0,0.28232193833817987,80.1
5,120,1,2,1.0,1.0,1.5,40512.7,14,0.14285714285714285,2,1.0,0.2252421870309415,80.1
5,120,3,1,1.0,1.0,5.0,0.0,14,0.07142857142857142,1,1.0,0.08286632586104216,80.1
