c,tbin,fill
5,20,0.318288055625761
5,30,0.5174961412880932
5,40,0.5282405636309946
5,50,0.4980185606931699
5,60,0.5511359402596723
5,70,0.5772267815070934
5,80,0.59378288884514
5,90,0.6209170212260227
5,100,0.6336179990685072
5,110,0.5363875351148989
5,120,0.5680247468369143
5,130,0.6509288528777919
5,140,0.6600936198444585
5,150,0.6595897771818675
5,160,0.6869046780886844
5,170,0.6335383527098847
5,180,0.65070944950113
5,190,0.6262588686787289
5,200,0.6378654306875655
5,210,0.6777622086440662
5,220,0.6901213470444038
5,230,0.6867377782387767
5,240,0.6868181119704965
6,20,0.3168545883157844
6,30,0.5018656731151174
6,40,0.559230911977016
6,50,0.5329278206108203
6,60,0.5641807230584635
6,70,0.5809411477299621
6,80,0.6141084519067661
6,90,0.6385434730389173
6,100,0.680741231096625
6,110,0.5862385268831294
6,120,0.6104629250390938
6,130,0.6993205489955688
6,140,0.6811002412614732
6,150,0.662039061606464
6,160,0.707869319973141
6,170,0.6755327492784753
6,180,0.698516157050559
6,190,0.6557604439549153
6,200,0.6864331458278193
6,210,0.7182427430543639
6,220,0.7302728679604624
6,230,0.7215970102561068
6,240,0.7001842812328555
7,20,0.2897772668659825
7,30,0.4727785477444458
7,40,0.5373951421725307
7,50,0.528839575338348
7,60,0.5570521901571378
7,70,0.5569484685604167
7,80,0.6143316253616369
7,90,0.6147981058895432
7,100,0.6523543100204047
7,110,0.5835639610372816
7,120,0.6149987149550874
7,130,0.6825539163416501
7,140,0.6454905811261993
7,150,0.6173934487212174
7,160,0.6661840451999967
7,170,0.6765217974636454
7,180,0.6911122331556329
7,190,0.6350614304259957
7,200,0.6621312403665129
7,210,0.6743430501012548
7,220,0.683848091166448
7,230,0.6884308826646287
7,240,0.6424527396603014
8,20,0.2904052718436295
8,30,0.48027951415328995
8,40,0.5611456811604245
8,50,0.5461686576902464
8,60,0.5917964060140479
8,70,0.5802287085340868
8,80,0.653769921847393
8,90,0.6534429041215261
8,100,0.6704664450700316
8,110,0.6127826332221832
8,120,0.6513020053876085
8,130,0.7008096789613035
8,140,0.6872281431041655
8,150,0.6523082698468834
8,160,0.6909242816316092
8,170,0.702455264590028
8,180,0.7298251805100842
8,190,0.6820669171611814
8,200,0.6987184370541714
8,210,0.7018066610227764
8,220,0.7051794713394053
8,230,0.7048387429544912
8,240,0.6610476751030019
9,20,0.29686515379181494
9,30,0.49364699022953845
9,40,0.5853349977597332
9,50,0.5806722971500295
9,60,0.634056332391663
9,70,0.6083324743919392
9,80,0.6874378088147587
9,90,0.6839947902422403
9,100,0.6924031151900996
9,110,0.638312512538412
9,120,0.6900367376822519
9,130,0.7351670563988745
9,140,0.7090832692905624
9,150,0.6779725290965163
9,160,0.7089821485140614
9,170,0.7309835582810139
9,180,0.7638898108793276
9,190,0.7134269692269725
9,200,0.7357299942795399
9,210,0.7179102106704791
9,220,0.7381382191420786
9,230,0.7462104782880543
9,240,0.7129980775493482
10,20,0.2960858317728141
10,30,0.5061638403378097
10,40,0.576100284192151
10,50,0.5938918529904876
10,60,0.651484221244684
10,70,0.622210567951677
10,80,0.6991000508811074
10,90,0.6944942169756496
10,100,0.6805485193859728
10,110,0.6456317966268703
10,120,0.696727284452183
10,130,0.7125219827039179
10,140,0.7027488127462316
10,150,0.6625914965356752
10,160,0.6766668530160651
10,170,0.706849484495021
