c,D,target_above,match_N,pooled_N,reach_spike_raw,reach_spike_pooled_match
5,1,6,39,141.7,0.9230769230769231,0.9113995431123081
5,2,7,39,141.7,0.8461538461538461,0.8394566178227097
5,3,8,39,141.7,0.8205128205128205,0.7553965327224973
5,4,9,39,141.7,0.717948717948718,0.6918183144853475
5,5,10,39,141.7,0.6410256410256411,0.6308560617867327
5,6,11,39,141.7,0.5641025641025641,0.5936491185562522
5,7,12,39,141.7,0.5128205128205128,0.5513419255650446
5,8,13,39,141.7,0.48717948717948717,0.5378679834385183
5,9,14,39,141.7,0.48717948717948717,0.5378679834385183
5,10,15,39,141.7,0.48717948717948717,0.5205306664097074
5,11,16,39,141.7,0.48717948717948717,0.5031933493808964
5,12,17,39,141.7,0.48717948717948717,0.49035736450224926
5,13,18,39,141.7,0.48717948717948717,0.49035736450224926
5,14,19,39,141.7,0.46153846153846156,0.4833014148150466
5,15,20,39,141.7,0.46153846153846156,0.4588663199161949
5,16,21,39,141.7,0.4358974358974359,0.43577127606011984
5,17,22,39,141.7,0.4358974358974359,0.40745328644032563
5,18,23,39,141.7,0.4358974358974359,0.40165373143022337
5,19,24,39,141.7,0.4358974358974359,0.3766001991021503
5,20,25,39,141.7,0.41025641025641024,0.3644244798355626
5,21,26,39,141.7,0.358974358974359,0.3393932558716699
5,22,27,39,141.7,0.28205128205128205,0.30662629678985737
5,23,28,39,141.7,0.28205128205128205,0.28225254989250154
5,24,29,39,141.7,0.28205128205128205,0.270653439872297
5,25,30,39,141.7,0.28205128205128205,0.2539345602727074
5,26,31,39,141.7,0.23076923076923078,0.22316512930020832
5,27,32,39,141.7,0.1794871794871795,0.1988136907670328
5,28,33,39,141.7,0.1794871794871795,0.18789436617754543
5,29,34,39,141.7,0.1794871794871795,0.18209481116744317
5,30,35,39,141.7,0.15384615384615385,0.16862086904091694
6,1,7,36,178.5,0.9444444444444444,0.8904989436061802
6,2,8,36,178.5,0.9166666666666666,0.8203803900469915
6,3,9,36,178.5,0.7222222222222222,0.7282613924802062
6,4,10,36,178.5,0.6666666666666666,0.6703890186240443
6,5,11,36,178.5,0.6111111111111112,0.6093536423408469
6,6,12,36,178.5,0.6111111111111112,0.5687655661957508
6,7,13,36,178.5,0.5555555555555556,0.5307003006099146
6,8,14,36,178.5,0.5277777777777778,0.5202798042306067
6,9,15,36,178.5,0.5277777777777778,0.5160990269348426
6,10,16,36,178.5,0.5,0.49707312487338506
6,11,17,36,178.5,0.4722222222222222,0.4822280001076918
6,12,18,36,178.5,0.4166666666666667,0.4668428720671114
6,13,19,36,178.5,0.4166666666666667,0.4668428720671114
6,14,20,36,178.5,0.4166666666666667,0.4620245510602116
6,15,21,36,178.5,0.3611111111111111,0.44102996521646254
6,16,22,36,178.5,0.3611111111111111,0.4226208629724587
6,17,23,36,178.5,0.3611111111111111,0.39869256093077415
6,18,24,36,178.5,0.3611111111111111,0.3937974433813076
6,19,25,36,178.5,0.2777777777777778,0.3679150224188527
6,20,26,36,178.5,0.2777777777777778,0.35456809227236996
6,21,27,36,178.5,0.2777777777777778,0.3356885008652851
6,22,28,36,178.5,0.2777777777777778,0.29890097085836026
6,23,29,36,178.5,0.19444444444444445,0.2693850583057888
6,24,30,36,178.5,0.19444444444444445,0.2595948232068559
6,25,31,36,178.5,0.19444444444444445,0.24127597896834
6,26,32,36,178.5,0.16666666666666666,0.2173414978944948
6,27,33,36,178.5,0.16666666666666666,0.19482841489729344
6,28,34,36,178.5,0.16666666666666666,0.1855854655040082
6,29,35,36,178.5,0.16666666666666666,0.18069034795454175
6,30,36,36,178.5,0.1388888888888889,0.17026985157523392
7,1,8,41,221.7,0.8780487804878049,0.8796648364626465
7,2,9,41,221.7,0.7560975609756098,0.8060351294193318
7,3,10,41,221.7,0.7073170731707317,0.717746424364733
7,4,11,41,221.7,0.6341463414634146,0.6668543614857283
7,5,12,41,221.7,0.5853658536585366,0.6026362928791262
7,6,13,41,221.7,0.5609756097560976,0.5584556091633721
7,7,14,41,221.7,0.5609756097560976,0.5243736248498279
7,8,15,41,221.7,0.5609756097560976,0.5096317799775393
7,9,16,41,221.7,0.5609756097560976,0.5026548208059609
7,10,17,41,221.7,0.5365853658536586,0.4832232168633121
7,11,18,41,221.7,0.5121951219512195,0.46730878533183595
7,12,19,41,221.7,0.5121951219512195,0.4520859194415142
7,13,20,41,221.7,0.5121951219512195,0.4520859194415142
7,14,21,41,221.7,0.5121951219512195,0.44838660144940884
7,15,22,41,221.7,0.4634146341463415,0.43111763353327565
7,16,23,41,221.7,0.43902439024390244,0.4152664633164676
7,17,24,41,221.7,0.34146341463414637,0.3934001801086841
7,18,25,41,221.7,0.3170731707317073,0.38542886274958355
7,19,26,41,221.7,0.2926829268292683,0.3581117261407895
7,20,27,41,221.7,0.2926829268292683,0.3470750749245075
7,21,28,41,221.7,0.2682926829268293,0.3278849607681922
7,22,29,41,221.7,0.21951219512195122,0.2937526416005622
7,23,30,41,221.7,0.21951219512195122,0.26706948912669226
7,24,31,41,221.7,0.17073170731707318,0.25804642792930244
7,25,32,41,221.7,0.12195121951219512,0.2416860335077361
7,26,33,41,221.7,0.12195121951219512,0.21906433577774007
7,27,34,41,221.7,0.12195121951219512,0.1935886322355374
7,28,35,41,221.7,0.0975609756097561,0.18179715406343291
7,29,36,41,221.7,0.07317073170731707,0.177285623464738
7,30,37,41,221.7,0.07317073170731707,0.16946335211326086
8,1,9,50,288.2,0.9,0.8684265609099474
8,2,10,50,288.2,0.84,0.7943726092846078
8,3,11,50,288.2,0.76,0.7128592490284512
8,4,12,50,288.2,0.74,0.6583532175575288
8,5,13,50,288.2,0.68,0.6019621655971669
8,6,14,50,288.2,0.64,0.5561302015961029
8,7,15,50,288.2,0.58,0.5245405485548374
8,8,16,50,288.2,0.58,0.5123130886229201
8,9,17,50,288.2,0.58,0.5033950190266159
8,10,18,50,288.2,0.56,0.4790481260993475
8,11,19,50,288.2,0.54,0.46611403125209355
8,12,20,50,288.2,0.54,0.45086023137982306
8,13,21,50,288.2,0.54,0.44808879536685353
8,14,22,50,288.2,0.54,0.4368111796184686
8,15,23,50,288.2,0.54,0.42120733282881123
8,16,24,50,288.2,0.5,0.4025133210096732
8,17,25,50,288.2,0.48,0.38605021409154894
8,18,26,50,288.2,0.48,0.37143942226005033
8,19,27,50,288.2,0.48,0.34949270947017635
8,20,28,50,288.2,0.46,0.33441829377697446
8,21,29,50,288.2,0.44,0.31872544864875146
8,22,30,50,288.2,0.44,0.2909952313540552
8,23,31,50,288.2,0.42,0.26600533038601487
8,24,32,50,288.2,0.42,0.25396577785935404
8,25,33,50,288.2,0.4,0.23535798937490657
8,26,34,50,288.2,0.36,0.21350443742941083
8,27,35,50,288.2,0.32,0.19144355305153296
8,28,36,50,288.2,0.3,0.17890588732929263
8,29,37,50,288.2,0.3,0.1756575470789318
8,30,38,50,288.2,0.3,0.16952637423147257
9,1,10,46,301.1,0.8043478260869565,0.860789785015838
9,2,11,46,301.1,0.7391304347826086,0.7687852492943416
9,3,12,46,301.1,0.6304347826086957,0.6815796560984976
9,4,13,46,301.1,0.5869565217391305,0.6321041437229852
9,5,14,46,301.1,0.5217391304347826,0.575427886582577
9,6,15,46,301.1,0.45652173913043476,0.5337385526644673
9,7,16,46,301.1,0.43478260869565216,0.49614994418208
9,8,17,46,301.1,0.43478260869565216,0.48701484760255487
9,9,18,46,301.1,0.41304347826086957,0.477910770939968
9,10,19,46,301.1,0.391304347826087,0.4515623100478352
9,11,20,46,301.1,0.391304347826087,0.43941361957245584
9,12,21,46,301.1,0.3695652173913043,0.4241776404852591
9,13,22,46,301.1,0.3695652173913043,0.4214295985951026
9,14,23,46,301.1,0.3695652173913043,0.4079171076097056
9,15,24,46,301.1,0.3695652173913043,0.3904277915504614
9,16,25,46,301.1,0.3695652173913043,0.36792042118233576
9,17,26,46,301.1,0.3695652173913043,0.3529094709723507
9,18,27,46,301.1,0.3695652173913043,0.3386431780747641
9,19,28,46,301.1,0.34782608695652173,0.314432939780838
9,20,29,46,301.1,0.32608695652173914,0.29992063921828377
9,21,30,46,301.1,0.32608695652173914,0.29083789995520937
9,22,31,46,301.1,0.2608695652173913,0.2692295692606609
9,23,32,46,301.1,0.21739130434782608,0.2392772395214541
9,24,33,46,301.1,0.21739130434782608,0.22780596665412722
9,25,34,46,301.1,0.1956521739130435,0.20995265966202273
9,26,35,46,301.1,0.1956521739130435,0.19498294980403658
9,27,36,46,301.1,0.17391304347826086,0.1768370156186178
9,28,37,46,301.1,0.17391304347826086,0.16500623446538698
9,29,38,46,301.1,0.17391304347826086,0.16201863992188
9,30,39,46,301.1,0.17391304347826086,0.1563185060521113
10,1,11,49,321.1,0.8367346938775511,0.851806513659029
10,2,12,49,321.1,0.7551020408163265,0.7444760342418958
10,3,13,49,321.1,0.673469387755102,0.6729339061559955
10,4,14,49,321.1,0.6530612244897959,0.6195641436466905
10,5,15,49,321.1,0.5714285714285714,0.5666561190308667
10,6,16,49,321.1,0.5102040816326531,0.5245562345131389
10,7,17,49,321.1,0.4897959183673469,0.49185171234972014
10,8,18,49,321.1,0.4489795918367347,0.48562223403387483
10,9,19,49,321.1,0.42857142857142855,0.4745778077742768
10,10,20,49,321.1,0.40816326530612246,0.4497978741574638
10,11,21,49,321.1,0.3877551020408163,0.4387982195845698
10,12,22,49,321.1,0.3673469387755102,0.4277537933249717
10,13,23,49,321.1,0.3673469387755102,0.4226483870721038
10,14,24,49,321.1,0.3673469387755102,0.4090252072562637
10,15,25,49,321.1,0.3673469387755102,0.39337471448091615
