tbin,match_N,mean_paired_yes_bid_sum,mean_paired_mid_sum,hazard_frac,mean_own_spread,mean_partner_spread
240,2171,0.9795087152376473,0.9980127724195192,0.026746170006437156,0.01950636725036638,0.018387661245957053
180,2245,0.9754759350615997,0.9980027971138612,0.021560550530644026,0.023903056015118256,0.02255041310144383
120,2235,0.9772748029902223,0.9989051870406561,0.019687401716828475,0.02275919041354908,0.021590774357811638
90,2277,0.9723161768793854,0.9987091485781535,0.022986150105909892,0.026298140926214537,0.026400848557682842
60,2270,0.9684121311008721,0.9979499074546265,0.02992637788853936,0.029400204247193504,0.03030166164639854
45,2128,0.9686408857373835,0.9992002295034377,0.0334264465702317,0.030234359986445854,0.0310831894900045
30,1905,0.9657690127548914,0.998245570923426,0.03352171111452942,0.03207224772382192,0.03256621487536578
20,1683,0.9649347002563882,0.998950419631454,0.0293212234388705,0.03313827349121466,0.03472613526152546
15,1548,0.9647122446019312,0.9989485111276887,0.032353318157581724,0.033943203724211474,0.034308018877699034
10,1352,0.9614471177944862,0.9983664786967419,0.028981755424063112,0.03658197731755424,0.037084461152882206
7,1190,0.9610575007116424,0.9982130657557643,0.030812324929971987,0.0366827731092437,0.0375754341019072
5,1125,0.9571098179647867,0.9963891375708744,0.03259259259259259,0.039097037037037034,0.03954118173679499
3,919,0.9548675496688742,0.9958995584988962,0.02720348204570185,0.0390968443960827,0.04295805739514349
2,858,0.9549052132701421,0.9971504739336493,0.029137529137529136,0.04033216783216783,0.04395142180094787
