c,tbin,dbucket,occ_N,fill_reach,deepen_frac,extra_dip,mean_vol,present_N,occupancy,match_N,fill_reach_pooled,occupancy_pooled,pooled_N
5,2,-2,2,0.0,0.0,-2.0,2050.5,10,0.2,2,0.0,0.19029109091663554,141.7
5,2,-1,2,1.0,0.5,1.0,8021.5,10,0.2,2,0.4852577153486737,0.28953811483728137,141.7
5,2,0,2,0.5,0.0,0.0,6325.0,10,0.2,2,0.517426384960905,0.22136507672441794,141.7
5,2,1,1,1.0,1.0,1.0,7401.0,10,0.1,1,1.0,0.13237319823457078,141.7
5,2,2,1,1.0,1.0,2.0,0.0,10,0.1,1,1.0,0.17636954147962183,141.7
5,2,5,1,1.0,1.0,5.0,0.0,10,0.1,1,1.0,0.1,141.7
5,2,7,1,1.0,1.0,7.0,0.0,10,0.1,1,1.0,0.1,141.7
5,3,-1,2,1.0,0.0,0.0,6627.5,7,0.2857142857142857,2,0.37948042858809217,0.2857142857142857,141.7
5,3,0,1,1.0,0.0,0.0,0.0,7,0.14285714285714285,1,0.5256882942465823,0.3461335881800361,141.7
5,3,2,1,1.0,1.0,2.0,7201.0,7,0.14285714285714285,1,1.0,0.14285714285714285,141.7
5,3,3,1,1.0,1.0,6.0,10514.0,7,0.14285714285714285,1,1.0,0.14285714285714285,141.7
5,3,5,1,1.0,1.0,5.0,0.0,7,0.14285714285714285,1,1.0,0.14285714285714285,141.7
5,3,8,1,1.0,1.0,8.0,0.0,7,0.14285714285714285,1,1.0,0.14285714285714285,141.7
5,5,-3,1,0.0,0.0,-2.0,9269.0,10,0.1,1,0.3329957398922916,0.11166831890969821,141.7
5,5,-1,1,1.0,1.0,2.0,9209.0,10,0.1,1,0.8810153015301531,0.2560004400440044,141.7
5,5,0,5,0.9,0.6,1.0,1426.2,10,0.5,5,0.6463075818280992,0.4577403414959776,141.7
5,5,2,3,1.0,1.0,3.0,3428.3333333333335,10,0.3,3,1.0,0.24831429924417134,141.7
5,5,5,2,1.0,1.0,6.5,4779.5,10,0.2,2,1.0,0.19175437773713253,141.7
5,5,6,1,1.0,1.0,6.0,0.0,10,0.1,1,1.0,0.1,141.7
5,5,10,1,1.0,1.0,10.0,0.0,10,0.1,1,1.0,0.11190815646055141,141.7
5,7,-1,1,1.0,1.0,2.0,8624.0,10,0.1,1,0.791699767706123,0.15605489241743176,141.7
5,7,0,3,0.6666666666666666,0.3333333333333333,1.0,16265.666666666666,10,0.3,3,0.6423572463215673,0.29368487035484053,141.7
5,7,1,3,1.0,1.0,1.3333333333333333,636.0,10,0.3,3,1.0,0.2578121053142912,141.7
5,7,3,2,1.0,1.0,5.0,2729.5,10,0.2,2,1.0,0.3206953453036418,141.7
