c,tbin,dbucket,occ_N,fill_reach,deepen_frac,extra_dip,mean_vol,present_N,occupancy,match_N,fill_reach_pooled,occupancy_pooled,pooled_N
5,3,2,1,0.0,0.0,,0.0,1,1.0,1,0.0,1.0,144.4
5,5,0,1,0.0,0.0,-1.0,0.0,2,0.5,1,0.7627441179307745,0.465748511395824,144.4
5,5,2,1,0.0,0.0,-8.881784197001252e-16,0.0,2,0.5,1,0.0,0.5,144.4
5,5,4,1,0.0,0.0,,0.0,2,0.5,1,0.0,0.5,144.4
5,7,-2,1,0.0,0.0,-1.0,0.0,1,1.0,1,0.0,1.0,144.4
5,7,-1,1,1.0,1.0,1.0,0.0,1,1.0,1,0.6036574152120274,0.5669376714533111,144.4
5,10,0,1,1.0,1.0,2.0,0.0,2,0.5,1,0.8206076578667585,0.46866784179418014,144.4
5,10,1,1,1.0,1.0,1.0,0.0,2,0.5,1,0.545708356510205,0.4292888928281081,144.4
5,10,2,2,1.0,1.0,3.0,0.0,2,1.0,2,0.7880691930372878,0.6461778877458002,144.4
5,15,0,1,1.0,0.0,0.0,0.0,4,0.25,1,0.7984186279528201,0.3177252133396831,144.4
5,15,1,4,0.75,0.75,0.75,0.0,4,1.0,4,0.6367044670354005,0.6993905779046216,144.4
5,15,2,1,1.0,1.0,2.0,0.0,4,0.25,1,1.0,0.18906702659994734,144.4
5,15,4,1,1.0,1.0,1.0,0.0,4,0.25,1,1.0,0.25,144.4
5,20,0,1,0.5,0.0,0.0,0.0,5,0.2,1,0.6730275755817942,0.4414477336377189,144.4
5,20,1,2,1.0,1.0,1.0,0.0,5,0.4,2,0.7104229225453064,0.3955620356817713,144.4
5,20,5,1,0.0,0.0,-1.0,0.0,5,0.2,1,0.28434701119936096,0.14367200262188973,144.4
5,20,6,2,0.5,0.0,-1.5000000000000009,0.0,5,0.4,2,0.5,0.4,144.4
5,30,-4,1,0.0,0.0,-2.0,0.0,7,0.14285714285714285,1,0.33964617827171695,0.10398465623927748,144.4
5,30,-2,1,1.0,0.0,0.0,0.0,7,0.14285714285714285,1,0.4941420466005455,0.1556301628386025,144.4
5,30,-1,2,1.0,0.5,1.0,0.0,7,0.2857142857142857,2,0.5938093846338183,0.354881724666655,144.4
5,30,0,4,0.875,0.5,0.7499999999999999,0.0,7,0.5714285714285714,4,0.6784408060510945,0.497825900744078,144.4
5,30,1,5,0.9333333333333332,0.9333333333333332,2.2666666666666666,0.0,7,0.7142857142857143,5,0.9413621845269804,0.48955324709363257,144.4
5,30,2,2,0.0,0.0,-0.5000000000000004,0.0,7,0.2857142857142857,2,0.46966578457316477,0.223780336100242,144.4
5,30,3,2,0.0,0.0,-2.0,0.0,7,0.2857142857142857,2,0.7105921868982927,0.28440938016908235,144.4
5,30,5,1,1.0,0.0,0.0,0.0,7,0.14285714285714285,1,1.0,0.12996127547088832,144.4
5,30,6,1,1.0,1.0,5.0,0.0,7,0.14285714285714285,1,1.0,0.14285714285714285,144.4
5,30,8,1,1.0,1.0,7.0,0.0,7,0.14285714285714285,1,1.0,0.14285714285714285,144.4
5,30,10,1,1.0,1.0,9.0,0.0,7,0.14285714285714285,1,1.0,0.14285714285714285,144.4
5,45,-4,2,0.5,0.0,-1.0,0.0,8,0.25,2,0.6615286330849743,0.16671939432525126,144.4
5,45,-2,2,1.0,0.0,0.0,0.0,8,0.25,2,0.903353359793335,0.19136433388197957,144.4
5,45,-1,3,1.0,0.6666666666666666,1.0,18116.0,8,0.375,3,0.7364148351648351,0.48329705680349055,144.4
5,45,0,4,0.9375,0.625,1.5833333333333333,13667.75,8,0.5,4,0.8599796226845658,0.5432033916600307,144.4
5,45,1,1,1.0,1.0,1.0,0.0,8,0.125,1,0.9209003163339287,0.29021147182439244,144.4
5,45,2,1,1.0,1.0,3.0,0.0,8,0.125,1,1.0,0.12664426976247545,144.4
5,45,3,1,1.0,1.0,4.0,0.0,8,0.125,1,1.0,0.11027394818191141,144.4
5,60,-4,1,1.0,0.0,0.0,0.0,11,0.09090909090909091,1,1.0,0.13397609862765192,144.4
5,60,-3,1,1.0,1.0,1.0,0.0,11,0.09090909090909091,1,0.8250750147839354,0.09856442757029771,144.4
5,60,-2,2,1.0,1.0,2.0,0.0,11,0.18181818181818182,2,0.745604353686138,0.13832812131611413,144.4
5,60,-1,3,1.0,1.0,1.6666666666666667,16513.333333333332,11,0.2727272727272727,3,0.7097465557420399,0.26935699000258295,144.4
5,60,0,7,0.8412698412698413,0.5238095238095238,1.5555555555555554,15120.785714285714,11,0.6363636363636364,7,0.8719531831638924,0.5780578281805321,144.4
5,60,1,1,1.0,1.0,3.0,0.0,11,0.09090909090909091,1,0.8040250370644086,0.1698889234564395,144.4
5,60,2,2,1.0,1.0,3.5,0.0,11,0.18181818181818182,2,0.8605748636376617,0.11342801378299172,144.4
