c,X,target,raw_N,pooled_N,match_N,reach_raw,reach_pooled,reach_pooled_match,exp_ret_match,roc_match,net_raw,net_pooled,miss_cost_raw,reach_pooled_mono,reach_pooled_match_mono,minute_over_optimistic,roc
5.0,3.0,8.0,27055.0,77932.6,2459.0,0.840510072075402,0.9044519122337273,0.8699622358967671,1.918805398289578,0.3837610796579156,1.7240805625915527,2.160926661281321,5.0,0.9044519122337273,0.8699622358967671,0.03448967633696021,0.3837610796579156
6.0,3.0,9.0,18785.0,110527.6,2467.0,0.9084375831780676,0.9221238578318757,0.8816750934469502,1.9461346809528666,0.3243557801588111,2.175938129425049,2.281606469656842,6.0,0.9221238578318757,0.8816750934469502,0.040448764384925506,0.3243557801588111
7.0,4.0,11.0,14946.0,134344.8,2486.0,0.897631473303894,0.9069689774101285,0.8530548759432208,2.4203818792898493,0.3457688398985499,2.873946189880371,2.9870419351077637,7.0,0.9069689774101285,0.8530548759432208,0.05391410146690767,0.3457688398985499
8.0,4.0,12.0,33272.0,139860.2,2492.0,0.9402801154123588,0.9136283315492227,0.8647512762698262,2.472128077710071,0.30901600971375887,3.2833614349365234,3.003052385507326,8.0,0.9136283315492227,0.8647512762698262,0.048877055279396564,0.30901600971375887
9.0,4.0,13.0,31650.0,155206.6,2486.0,0.9427488151658768,0.9171298646267684,0.8704637330929421,2.3755774742476983,0.2639530526941887,3.25573468208313,2.911989554213648,9.0,0.9171298646267684,0.8704637330929421,0.04666613153382626,0.2639530526941887
10.0,5.0,15.0,25975.0,150890.0,2481.0,0.9229258902791145,0.900378411827318,0.8584177482072777,2.917366983338264,0.2917366983338264,3.8477671146392822,3.4874018492925583,9.94967269897461,0.900378411827318,0.8584177482072777,0.04196066362004036,0.2917366983338264
11.0,5.0,16.0,30052.0,175790.7,2469.0,0.8939837614801012,0.8984440933627553,0.8694387442124217,2.9120645305903485,0.26473313914457713,3.307079315185547,3.3386936831581777,10.968503952026367,0.8984440933627553,0.8694387442124217,0.029005349150333593,0.26473313914457713
12.0,5.0,17.0,23958.0,171385.9,2459.0,0.8658485683279071,0.8860317916600355,0.8594546826991475,2.6617721257829965,0.2218143438152497,2.723649501800537,3.008955784935607,11.968513488769531,0.8860317916600355,0.8594546826991475,0.026577108960888052,0.2218143438152497
13.0,5.0,18.0,23013.0,175949.5,2448.0,0.8682049276495893,0.8573177645531354,0.8565386857378606,2.4699732549269897,0.1899979426866915,2.6276888847351074,2.333869352452497,13.0,0.8573177645531354,0.8565386857378606,0.0007790788152747252,0.1899979426866915
14.0,5.0,19.0,26684.0,176222.1,2432.0,0.8437265777244791,0.8374575370839521,0.8540067155022405,2.291619278250818,0.16368709130362985,2.0308046340942383,1.8316903935771918,14.0,0.8374575370839521,0.8540067155022405,-0.0165491784182884,0.16368709130362985
15.0,5.0,20.0,32091.0,167067.0,2417.0,0.8503941915178711,0.8259695105523694,0.8591557343143732,2.234143917205317,0.14894292781368781,2.0078835487365723,1.4491486177980302,15.0,0.8259695105523694,0.8591557343143732,-0.03318622376200375,0.14894292781368781
16.0,5.0,21.0,32764.0,168517.5,2408.0,0.7747527774386522,0.8185302758880301,0.8591173076201002,2.0794787646563675,0.12996742279102297,0.269808292388916,1.1443633468695897,16.0,0.8185302758880301,0.8591173076201002,-0.04058703173207012,0.12996742279102297
17.0,5.0,22.0,24148.0,182251.6,2402.0,0.7559632267682623,0.8194443914515726,0.8607918808743988,1.975201623615585,0.11618833080091676,-0.36880922317504883,1.01489590487487,17.0,0.8194443914515726,0.8607918808743988,-0.04134748942282629,0.11618833080091676
18.0,5.0,23.0,31144.0,197288.9,2402.0,0.833194194708451,0.8207138223205188,0.8620041831263496,1.881385450859835,0.10452141393665751,1.163466453552246,0.9044734416426706,18.0,0.8207138223205188,0.8620041831263496,-0.04129036080583082,0.10452141393665751
19.0,5.0,24.0,32021.0,199673.0,2380.0,0.8171200149901627,0.8271692787355538,0.8667633062149233,1.8602208784913805,0.09790636202586213,0.6108801364898682,0.9222736691628507,19.0,0.8271692787355538,0.8667633062149233,-0.039594027479369465,0.09790636202586213
20.0,6.0,26.0,36604.0,197876.8,2356.0,0.804584198448257,0.8224991272667986,0.8511597229581105,2.1922820590881256,0.10961410295440628,0.9191892147064209,1.4267970926859093,20.0,0.8224991272667986,0.8511597229581105,-0.028660595691311852,0.10961410295440628
21.0,6.0,27.0,32494.0,208391.0,2346.0,0.8308303071336247,0.830879284685774,0.854750711936421,2.1569675679328286,0.1027127413301347,1.4386003017425537,1.4848709939667128,20.963457107543945,0.830879284685774,0.854750711936421,-0.02387142725064706,0.1027127413301347
22.0,6.0,28.0,33832.0,216996.5,2344.0,0.8751477890754316,0.841356096768218,0.864099130713023,2.277784375123871,0.10353565341472142,2.507117986679077,1.5919639015151987,21.976133346557617,0.841356096768218,0.864099130713023,-0.022743033944805036,0.10353565341472142
23.0,6.0,29.0,36463.0,221765.3,2326.0,0.8664948029509366,0.8482029626789221,0.8660944622414462,2.1931476308654854,0.09535424482023849,2.1283493041992188,1.6298028332085168,23.0,0.8482029626789221,0.8660944622414462,-0.017891499562524005,0.09535424482023849
24.0,7.0,31.0,32437.0,213639.8,2304.0,0.7905170021888585,0.8241555374659189,0.851728290722031,2.5113795220997956,0.10464081342082482,0.5060272216796875,1.6194899616452514,24.0,0.8241555374659189,0.851728290722031,-0.027572753256112192,0.10464081342082482
25.0,7.0,32.0,37655.0,204535.6,2284.0,0.8097729385207808,0.8306106733274703,0.8544258164537946,2.432299755457556,0.09729199021830225,0.9154019355773926,1.654671393976312,24.985977172851562,0.8306106733274703,0.8544258164537946,-0.023815143126324267,0.09729199021830225
26.0,7.0,33.0,35701.0,216161.8,2265.0,0.8675387244054789,0.8306834910280656,0.8579893328531439,2.408996972912264,0.09265372972739476,2.6343846321105957,1.5212292447951765,25.957672119140625,0.8306834910280656,0.8579893328531439,-0.027305841825078336,0.09265372972739476
27.0,7.0,34.0,32997.0,213191.9,2260.0,0.8010425190168803,0.8328194990098186,0.8614167101416507,2.420019274406166,0.08963034349652467,0.6752810478210449,1.5124244555126631,24.789297103881836,0.8328194990098186,0.8614167101416507,-0.028597211131832112,0.08963034349652467
28.0,7.0,35.0,31666.0,221305.2,2258.0,0.8326280553274806,0.8443761980498836,0.8637131095352215,2.389209507168804,0.08532891097031443,1.284980297088623,1.772379025974411,27.1456241607666,0.8443761980498836,0.8637131095352215,-0.019336911485337893,0.08532891097031443
29.0,8.0,37.0,33070.0,220809.8,2211.0,0.8363169035379499,0.8433248886094051,0.8506333797358626,2.62255220841386,0.09043283477289173,2.0559616088867188,2.463414077650815,28.314306259155273,0.8433248886094051,0.8506333797358626,-0.007308491126457484,0.09043283477289173
30.0,8.0,38.0,42382.0,216608.7,2199.0,0.8540418102024444,0.8439478090597319,0.8526503255404012,2.5672102910233376,0.08557367636744459,2.7764110565185547,2.322743323936508,27.788257598876953,0.8439478090597319,0.8526503255404012,-0.008702516480669331,0.08557367636744459
31.0,8.0,39.0,32740.0,222959.5,2174.0,0.8672571777642029,0.8503041540531053,0.8545090738233454,2.4965807526556048,0.08053486298889048,3.183694362640381,2.329136874992367,28.282983779907227,0.8503041540531053,0.8545090738233454,-0.004204919770240068,0.08053486298889048
32.0,8.0,40.0,35394.0,232278.5,2161.0,0.8953212408882861,0.860680022878045,0.8577166138350512,2.497288591699644,0.07804026849061388,3.9034318923950195,2.6698391615046013,31.134666442871094,0.860680022878045,0.8577166138350512,0.0029634090429938587,0.07804026849061388
33.0,8.0,41.0,39585.0,238488.2,2135.0,0.8327144120247568,0.8622603264544205,0.8575786187385186,2.356617865808387,0.07141266260025415,1.2424921989440918,2.6360541618068916,32.39503860473633,0.8622603264544205,0.8575786187385186,0.004681707715901928,0.07141266260025415
34.0,8.0,42.0,37747.0,238139.9,2096.0,0.8263438154025485,0.8623738783696278,0.8573011311248644,2.220255142605863,0.06530162184134891,0.7490034103393555,2.6590214463376785,33.75490188598633,0.8623738783696278,0.8573011311248644,0.005072747244763365,0.06530162184134891
35.0,8.0,43.0,40787.0,252181.8,2070.0,0.9114423713438106,0.860156591311285,0.8598785499126695,2.1901160189095643,0.06257474339741613,4.803444862365723,2.4187100966285793,28.095767974853516,0.860156591311285,0.8598785499126695,0.0002780413986154251,0.06257474339741613
36.0,8.0,44.0,42661.0,251885.5,2051.0,0.8553948571294625,0.8519785213698716,0.8577476015288722,1.9911381419131557,0.05530939283092099,2.134556293487549,1.958407150742189,32.561790466308594,0.8519785213698716,0.8577476015288722,-0.0057690801590005725,0.05530939283092099
37.0,8.0,45.0,41029.0,252868.9,2036.0,0.8541519413098052,0.8551872752135353,0.8585710096189073,1.8884839116507008,0.05104010572028921,3.0232033729553223,1.9527439193186897,26.123159408569336,0.8551872752135353,0.8585710096189073,-0.0033837344053719853,0.05104010572028921
38.0,8.0,46.0,42279.0,260829.8,2008.0,0.8430189928806263,0.8608808186644775,0.8627647181369332,1.926203251551428,0.05068955925135337,0.864163875579834,2.0510404439090655,37.45668411254883,0.8608808186644775,0.8627647181369332,-0.0018838994724557079,0.05068955925135337
39.0,8.0,47.0,39135.0,257215.3,1990.0,0.8284400153315447,0.8501683981096141,0.8630974944127462,1.8215189036345019,0.046705612913705175,0.17968368530273438,1.4064209467772015,37.58356857299805,0.8501683981096141,0.8630974944127462,-0.012929096303132104,0.046705612913705175
40.0,8.0,48.0,41264.0,262089.1,1964.0,0.8607260566110896,0.8541941213443905,0.8657376724360379,1.789438780276307,0.044735969506907676,1.3293938636779785,1.4110588653759744,39.89558029174805,0.8541941213443905,0.8657376724360379,-0.011543551091647397,0.044735969506907676
41.0,8.0,49.0,40199.0,262363.5,1939.0,0.8801960247767358,0.8526354082558023,0.8670476923291744,1.7094225971147081,0.04169323407596849,2.2618613243103027,0.9897183792497253,39.89606475830078,0.8526354082558023,0.8670476923291744,-0.014412284073372139,0.04169323407596849
