c,tbin,fill
18,80,0.6226256437830353
18,90,0.6231366168965845
18,100,0.6525636032218363
18,110,0.6745939630693032
18,120,0.711914006692168
18,130,0.7041154470156262
18,140,0.7119327390315069
18,150,0.7275650514488181
18,160,0.7292410570300236
18,170,0.7274116188129014
18,180,0.7160435307598635
18,190,0.7050955894581414
18,200,0.7139294527212552
18,210,0.7132621156502617
18,220,0.6881532609999913
18,230,0.6984722482287573
18,240,0.7054822250568464
19,20,0.2675404396145083
19,30,0.4579297221564857
19,40,0.530676280510468
19,50,0.5873626273892356
19,60,0.6322300780473841
19,70,0.6350291644440107
19,80,0.6661277105102853
19,90,0.6895112502467391
19,100,0.7133975164011404
19,110,0.730267590028369
19,120,0.7592599133319653
19,130,0.7429856628942554
19,140,0.7499144880047159
19,150,0.7678664192813877
19,160,0.7842652646382701
19,170,0.7725731291955134
19,180,0.7658294834767516
19,190,0.7614730792711026
19,200,0.7678261530484329
19,210,0.7658509910801955
19,220,0.730106419456482
19,230,0.7466768995512728
19,240,0.7553678570637854
20,20,0.25258841873928867
20,30,0.44620434712446777
20,40,0.516675223013036
20,50,0.5648134463635046
20,60,0.6026647870893553
20,70,0.6135887462110654
20,80,0.6462624493048295
20,90,0.6755068402024931
20,100,0.7010561972073545
20,110,0.7159170951309892
20,120,0.7330633301616835
20,130,0.7210928483044632
20,140,0.7291632096383946
20,150,0.7392970552016853
20,160,0.7586310746684631
20,170,0.7400445616284482
20,180,0.7458161576319378
20,190,0.7441892128242573
20,200,0.7416364571223082
20,210,0.7364432062707014
20,220,0.7033502418868209
20,230,0.7167829359892229
20,240,0.7240695197775007
21,20,0.27448765498448957
21,30,0.4894107113413778
21,40,0.5509347761462199
21,50,0.6030485248495172
21,60,0.6348109732563876
21,70,0.6538132589265412
21,80,0.682570106965308
21,90,0.7146076406611274
21,100,0.7335472478379644
21,110,0.7416821264058626
21,120,0.7659526538329753
21,130,0.7497356047981092
21,140,0.757172527549729
21,150,0.7647703698909598
21,160,0.7837171594598232
21,170,0.7705039373010407
21,180,0.7708000374385665
21,190,0.7700894289148718
21,200,0.7634107443975338
21,210,0.7758023490555146
21,220,0.74908091649831
21,230,0.7525963934385335
21,240,0.7776088082952984
22,20,0.2794319832775489
22,30,0.4995222535024821
22,40,0.5614905064894735
