c,X,target,raw_N,pooled_N,match_N,reach_raw,reach_pooled,reach_pooled_match,exp_ret_match,net_raw,net_pooled,miss_cost_raw,reach_pooled_mono,reach_pooled_match_mono
5,23,28,25560,103876.0,2547,0.43059467918622846,0.5057619348645266,0.6002595392204747,11.346874538666375,7.0566511154174805,8.465790311988863,5.0,0.5057619348645266,0.6002595392204747
5,24,29,25560,103876.0,2547,0.42257433489827856,0.49750543648922047,0.5883690273108115,11.588352459090105,7.254655361175537,8.716672268331738,5.0,0.49750543648922047,0.5883690273108115
5,25,30,25560,103876.0,2547,0.42257433489827856,0.4922646031194964,0.5831569868743338,12.012418538059517,7.677230358123779,9.04746398321099,5.0,0.4922646031194964,0.5831569868743338
5,26,31,25560,103876.0,2547,0.41811424100156497,0.4876798891484186,0.5752527714719488,12.344062455008151,7.961542129516602,9.391367220703913,5.0,0.4876798891484186,0.5752527714719488
5,27,32,25560,103876.0,2547,0.410641627543036,0.4833506305790561,0.5669654779335044,12.63816888929275,8.140532493591309,9.73394106252897,5.0,0.4833506305790561,0.5669654779335044
5,28,33,25560,103876.0,2547,0.410641627543036,0.4797150361797,0.5614991131348905,13.015183421857497,8.55117416381836,10.090852563219867,5.0,0.4797150361797,0.5614991131348905
5,29,34,25560,103876.0,2547,0.4097417840375587,0.47564529505168957,0.5549740433818117,13.35907368913151,8.931221008300781,10.429471174655514,5.0,0.47564529505168957,0.5549740433818117
5,30,35,25560,103876.0,2547,0.4012910798122066,0.4661354320307619,0.5451916005574367,13.5665087603619,9.045187950134277,10.563697183254588,5.0,0.4661354320307619,0.5451916005574367
5,31,36,25560,103876.0,2547,0.4012910798122066,0.4619926182559284,0.5397907693772037,13.913121147160291,9.446478843688965,10.891595784081689,5.0,0.4619926182559284,0.5397907693772037
5,32,37,25560,103876.0,2547,0.4,0.4562815340261162,0.5336737735955164,14.227474573347445,9.819581985473633,11.138982082961576,4.967362880706787,0.4562815340261162,0.5336737735955164
5,33,38,25560,103876.0,2547,0.39604851330203444,0.4497742877677327,0.527422483905213,14.513983195597351,10.069425582885742,11.3366616849702,4.967576503753662,0.4497742877677327,0.527422483905213
5,34,39,25560,103876.0,2547,0.3881455399061033,0.44360536251964816,0.5210087908630812,14.785704606941184,10.157257080078125,11.548308273478346,4.967996120452881,0.44360536251964816,0.5210087908630812
5,35,40,25560,103876.0,2547,0.3881455399061033,0.4388264581958473,0.5150657135640431,15.061088969223066,10.545402526855469,11.795059775081624,4.967996120452881,0.4388264581958473,0.5150657135640431
5,36,41,25560,103876.0,2547,0.37910798122065725,0.43407392492714386,0.5085674138809545,15.307325169569435,10.617836952209473,12.051307715421983,4.880156517028809,0.43407392492714386,0.5085674138809545
5,37,42,25560,103876.0,2547,0.37726917057902976,0.4290838623370677,0.5031249490668543,15.584915583915324,10.93929672241211,12.270287804491064,4.849066257476807,0.4290838623370677,0.5031249490668543
5,38,43,25560,103876.0,2547,0.37726917057902976,0.42439681321499295,0.49801912788469466,15.86154482402958,11.31656551361084,12.490133794337622,4.849066257476807,0.42439681321499295,0.49801912788469466
5,39,44,25560,103876.0,2547,0.36815336463223786,0.419045949982193,0.49042833451357626,16.01586753717113,11.29273796081543,12.67440192501914,4.851245880126953,0.419045949982193,0.49042833451357626
5,40,45,25560,103876.0,2547,0.36596244131455397,0.41734145600548705,0.48633182672399905,16.315312321744862,11.562298774719238,13.01401213310978,4.851760387420654,0.41734145600548705,0.48633182672399905
5,41,46,25560,103876.0,2547,0.36596244131455397,0.4147188427684544,0.48249610533749454,16.620534466621663,11.928261756896973,13.307334989576326,4.851760387420654,0.4147188427684544,0.48249610533749454
5,42,47,25560,103876.0,2547,0.36025039123630676,0.40935046587380053,0.47782117965487897,16.87817436889473,12.0257568359375,13.458887313768818,4.853085041046143,0.40935046587380053,0.47782117965487897
5,43,48,25560,103876.0,2547,0.35907668231611894,0.40046615469705876,0.4724255494174187,17.09575200909897,12.329668998718262,13.424150447731995,4.853354454040527,0.40046615469705876,0.4724255494174187
5,44,49,25560,103876.0,2547,0.35907668231611894,0.3964993272358431,0.4664332631983011,17.269185421211223,12.688745498657227,13.62929551366931,4.853354454040527,0.3964993272358431,0.4664332631983011
5,45,50,25560,103876.0,2547,0.35215179968701094,0.3905022810651933,0.45814564786239426,17.33370243792192,12.913049697875977,13.77340873966704,4.528501510620117,0.3905022810651933,0.45814564786239426
5,46,51,25560,103876.0,2547,0.3401017214397496,0.3850458420889966,0.45342084357308804,17.555271697337414,12.654558181762695,13.88221432987334,4.531185150146484,0.3850458420889966,0.45342084357308804
5,47,52,25560,103876.0,2547,0.3344679186228482,0.3823319702446546,0.4499248446374897,17.83020109888789,12.752608299255371,14.136854822988258,4.458664417266846,0.3823319702446546,0.4499248446374897
5,48,53,25560,103876.0,2547,0.3343505477308294,0.3810747006173966,0.44708399054666903,18.123188547725793,13.080855369567871,14.449598101466902,4.458759784698486,0.3810747006173966,0.44708399054666903
5,49,54,25560,103876.0,2547,0.3343505477308294,0.3790744596474881,0.4434778151176864,18.368223156347106,13.415205955505371,14.718978442060028,4.458759784698486,0.3790744596474881,0.4434778151176864
5,50,55,25560,103876.0,2547,0.3317683881064163,0.3756811164787233,0.4378601794200016,18.494183919634686,13.607536315917969,14.906602982601852,4.460853099822998,0.3756811164787233,0.4378601794200016
5,51,56,25560,103876.0,2547,0.32836463223787166,0.37165050200120814,0.43297412851028627,18.66033274170725,13.756523132324219,15.053371649931378,4.451927185058594,0.37165050200120814,0.43297412851028627
5,52,57,25560,103876.0,2547,0.32672143974960877,0.3696119784263144,0.4293330945886069,18.888347012885482,13.991227149963379,15.309711898287253,4.45326566696167,0.3696119784263144,0.4293330945886069
5,53,58,25560,103876.0,2547,0.32417840375586854,0.36778535095132087,0.4264052943023046,19.142953095654192,14.170450210571289,15.570998298681086,4.455325126647949,0.36778535095132087,0.4264052943023046
5,54,59,25560,103876.0,2547,0.3226525821596244,0.36598840743829947,0.42316324574800757,19.37244318217892,14.404603958129883,15.829632023782233,4.456552982330322,0.36598840743829947,0.42316324574800757
5,55,60,25560,103876.0,2547,0.3226525821596244,0.36083382941816294,0.41793838559640123,19.471237881955545,14.727256774902344,15.877512067632246,4.456552982330322,0.36083382941816294,0.41793838559640123
5,56,61,25560,103876.0,2547,0.29996087636932706,0.3508690846228594,0.41118035187491464,19.47989887801749,13.665704727172852,15.632794669806241,4.474184513092041,0.3508690846228594,0.41118035187491464
5,57,62,25560,103876.0,2547,0.2979264475743349,0.345771226009029,0.4040490765830474,19.445738842364417,13.874773025512695,15.668875734252731,4.425511837005615,0.345771226009029,0.4040490765830474
5,58,63,25560,103876.0,2547,0.2813380281690141,0.3397972006994509,0.3992994243112974,19.5459716115149,13.127620697021484,15.634955616254144,4.438783645629883,0.3397972006994509,0.3992994243112974
5,59,64,25560,103876.0,2547,0.2743348982785602,0.3361344239669839,0.39574250128853794,19.712393796183264,12.96075439453125,15.737790397586606,4.444204807281494,0.3361344239669839,0.39574250128853794
5,60,65,25560,103876.0,2547,0.27241784037558686,0.33429247486265246,0.39235020810815846,19.88359715188024,13.110479354858398,15.951288892530117,4.445670127868652,0.33429247486265246,0.39235020810815846
5,61,66,25560,103876.0,2547,0.27241784037558686,0.32942101366073756,0.3880712672490181,19.995709761440757,13.382898330688477,15.95543589665867,4.445670127868652,0.32942101366073756,0.3880712672490181
5,62,67,25560,103876.0,2547,0.26717527386541473,0.3236973128149086,0.38206843998869566,19.99146947976326,13.351049423217773,15.937273576321214,4.385519504547119,0.3236973128149086,0.38206843998869566
5,63,68,25560,103876.0,2547,0.2668231611893584,0.3184686068085832,0.3760643777218956,19.956404053903544,13.594280242919922,15.89788575329598,4.385815143585205,0.3184686068085832,0.3760643777218956
5,64,69,25560,103876.0,2547,0.2557511737089202,0.31202128552158187,0.37040008139214525,19.93675205681197,13.09713077545166,15.766137492309705,4.394959926605225,0.31202128552158187,0.37040008139214525
5,65,70,25560,103876.0,2547,0.2533646322378717,0.3094587441447083,0.3665747792856434,20.035003101518733,13.185822486877441,15.893855715772004,4.396895408630371,0.3094587441447083,0.3665747792856434
5,66,71,25560,103876.0,2547,0.25203442879499216,0.30693910332998126,0.3635325234694282,20.18009815066129,13.344741821289062,16.019129338959168,4.397968769073486,0.30693910332998126,0.3635325234694282
5,67,72,25560,103876.0,2547,0.25203442879499216,0.3028967140221319,0.358740098226849,20.190527823852314,13.596776962280273,16.028579398635078,4.397968769073486,0.3028967140221319,0.358740098226849
5,68,73,25560,103876.0,2547,0.2508215962441315,0.2971707793369813,0.3504819143129197,19.938979217050075,13.760273933410645,15.904684902548217,4.39894437789917,0.2971707793369813,0.3504819143129197
5,69,74,25560,103876.0,2547,0.2495696400625978,0.29151130956352334,0.34019409292227004,19.50984862873491,13.918450355529785,15.77289267796342,4.399947643280029,0.29151130956352334,0.34019409292227004
5,70,75,25560,103876.0,2547,0.2433489827856025,0.27863202703592344,0.3314284083182591,19.187968168560364,13.701468467712402,15.088982172818305,4.404885292053223,0.27863202703592344,0.3314284083182591
5,71,76,25560,103876.0,2547,0.22007042253521128,0.26815086084823014,0.3236077124032414,18.941922089633742,12.19129753112793,14.569895046637889,4.402580261230469,0.26815086084823014,0.3236077124032414
5,72,77,25560,103876.0,2547,0.20461658841940533,0.26364423182100655,0.3186873944123819,18.88270350293237,11.221415519714355,14.490008272881616,4.414196968078613,0.26364423182100655,0.3186873944123819
5,73,78,25560,103876.0,2547,0.2023865414710485,0.2615057221856316,0.31542475082048355,18.946905323377138,11.252086639404297,14.587333054353168,4.415836334228516,0.2615057221856316,0.31542475082048355
5,74,79,25560,103876.0,2547,0.2023865414710485,0.2570489234810804,0.3112184927017292,18.939317260935837,11.454473495483398,14.527332711009375,4.415836334228516,0.2570489234810804,0.3112184927017292
5,75,80,25560,103876.0,2547,0.20031298904538342,0.25259851895797625,0.306007695968958,18.832583130677758,11.490974426269531,14.454921569180573,4.417352199554443,0.25259851895797625,0.306007695968958
5,76,81,25560,103876.0,2547,0.19870892018779343,0.24886489211887114,0.2999576514539323,18.641705808689462,11.561357498168945,14.400405845371465,4.418519496917725,0.24886489211887114,0.2999576514539323
5,77,82,25560,103876.0,2547,0.19745696400625978,0.24742303527515447,0.2972753478426185,18.71894248760954,11.657405853271484,14.52944915399801,4.419427394866943,0.24742303527515447,0.2972753478426185
5,78,83,25560,103876.0,2547,0.19694835680751174,0.24583492805582055,0.29450661986954607,18.788925816935475,11.812647819519043,14.64559398523771,4.419795036315918,0.24583492805582055,0.29450661986954607
5,79,84,25560,103876.0,2547,0.19687010954616588,0.24494355950158367,0.2929608701069413,18.957681902929984,12.006938934326172,14.815470948949251,4.414976596832275,0.24494355950158367,0.2929608701069413
5,80,85,25560,103876.0,2547,0.19687010954616588,0.24191282370749786,0.28896628514069606,18.90909555657367,12.20380973815918,14.804491971129426,4.414976596832275,0.24191282370749786,0.28896628514069606
5,81,86,25560,103876.0,2547,0.19491392801251956,0.2391760869301702,0.28462198460774896,18.82923617615068,12.232446670532227,14.80800204377509,4.416399002075195,0.2391760869301702,0.28462198460774896
5,82,87,25560,103876.0,2547,0.1936619718309859,0.23538840615110176,0.27837236478535926,18.56905890958286,12.34193229675293,14.717446233737478,4.388171195983887,0.23538840615110176,0.27837236478535926
5,83,88,25560,103876.0,2547,0.19045383411580594,0.23162570437349173,0.27460776933530057,18.512544021675442,12.253276824951172,14.61649885370025,4.390597820281982,0.23162570437349173,0.27460776933530057
5,84,89,25560,103876.0,2547,0.18943661971830986,0.22209742037003477,0.2715415004705984,18.510216704151436,12.35319709777832,13.987714948876807,4.391363143920898,0.22209742037003477,0.2715415004705984
5,85,90,25560,103876.0,2547,0.1825508607198748,0.2195312677890783,0.26916323458076585,18.570081990688504,11.92291259765625,13.978407837968769,4.396493911743164,0.2195312677890783,0.26916323458076585
5,86,91,25560,103876.0,2547,0.1825508607198748,0.21727489233933991,0.26523749687704257,18.47442961704171,12.105463981628418,13.988945163367024,4.396493911743164,0.21727489233933991,0.26523749687704257
5,87,92,25560,103876.0,2547,0.18079029733959312,0.21462940513001233,0.2603025936336251,18.291107281933908,12.126042366027832,13.963455517762094,4.397791862487793,0.21462940513001233,0.2603025936336251
5,88,93,25560,103876.0,2547,0.17981220657276994,0.21081651371718357,0.2544610390853981,18.00083954348803,12.215868949890137,13.818304152867395,4.398510456085205,0.21081651371718357,0.2544610390853981
5,89,94,25560,103876.0,2547,0.16467136150234743,0.20510163862701533,0.2499009777024451,17.859745176069048,10.97243595123291,13.504574003671257,4.409420967102051,0.20510163862701533,0.2499009777024451
5,90,95,25560,103876.0,2547,0.1588810641627543,0.20202396395933353,0.2460486880952351,17.786937813092624,10.684907913208008,13.443365857917529,4.297118663787842,0.20202396395933353,0.2460486880952351
5,91,96,25560,103876.0,2547,0.15743348982785602,0.20072457454027362,0.24402267736288963,17.863994668111754,10.779211044311523,13.548352218618966,4.2100372314453125,0.20072457454027362,0.24402267736288963
5,92,97,25560,103876.0,2547,0.15743348982785602,0.21327141649153714,0.256217470909624,19.655006816685955,10.936644554138184,15.400035854269172,4.2100372314453125,0.20072457454027362,0.24402267736288963
5,93,98,25560,103876.0,2547,0.15449921752738655,0.20560584917948646,0.25543049250817373,20.265475346961374,10.806517601013184,15.385299817859744,4.212780952453613,0.20072457454027362,0.24402267736288963
5,94,99,25560,103876.0,2547,0.15262128325508606,0.15262128325508606,0.13116100766703176,8.559967141292443,10.81033706665039,10.81033706665039,4.172942638397217,0.15262128325508606,0.13116100766703176
6,1,7,34898,118472.7,2559,0.9929508854375609,0.9846288171902366,0.9747882397727625,0.8482558440523673,0.9506561756134033,0.8841178433960116,6.0,0.9846288171902366,0.9747882397727625
6,2,8,34898,118472.7,2559,0.9348673276405525,0.9363711880297932,0.9511004373299999,1.5945487744087938,1.4789385795593262,1.39174112827625,6.0,0.9363711880297932,0.9511004373299999
6,3,9,34898,118472.7,2559,0.9348673276405525,0.8650377957134918,0.9088125365297335,2.1384395610434126,2.4138059616088867,1.6129243286894182,6.0,0.8650377957134918,0.9088125365297335
6,4,10,34898,118472.7,2559,0.8686171127285232,0.8120956521514548,0.8806911758560395,2.7295484719629797,2.686171054840088,1.904833985148424,6.0,0.8120956521514548,0.8806911758560395
6,5,11,34898,118472.7,2559,0.8021949681930196,0.7706569215710927,0.8532529139008508,3.3049565474791085,2.8241448402404785,2.264972381934444,6.0,0.7706569215710927,0.8532529139008508
6,6,12,34898,118472.7,2559,0.7809616596939652,0.7455994365297207,0.8285289834316881,3.862203685947251,3.371540069580078,2.7411225649538724,6.0,0.7455994365297207,0.8285289834316881
6,7,13,34898,118472.7,2559,0.7722219038340306,0.7330852095718104,0.8108178361974726,4.436612531863781,4.03888463973999,3.3030398659370452,6.0,0.7330852095718104,0.8108178361974726
6,8,14,34898,118472.7,2559,0.7722219038340306,0.7116390591187225,0.7926234008677492,4.976027681829497,4.8111066818237305,3.710099296572534,6.0,0.7116390591187225,0.7926234008677492
6,9,15,34898,118472.7,2559,0.7611324431199495,0.6925471126530139,0.7779480049065877,5.527308076389915,5.416986465454102,4.108442567985802,6.0,0.6925471126530139,0.7779480049065877
6,10,16,34898,118472.7,2559,0.7291535331537624,0.6666338220635972,0.757807389250826,5.960301059019957,5.666456699371338,4.3542402027551725,6.0,0.6666338220635972,0.757807389250826
6,11,17,34898,118472.7,2559,0.7291535331537624,0.6566045973407725,0.7394782773856517,6.396051829655984,6.395610332489014,4.843274861307269,6.0,0.6566045973407725,0.7394782773856517
6,12,18,34898,118472.7,2559,0.7186944810590865,0.6457130373160415,0.7252440685520763,6.85600240525248,6.936500549316406,5.289052309383092,6.0,0.6457130373160415,0.7252440685520763
6,13,19,34898,118472.7,2559,0.6802109003381283,0.6250545105772819,0.7083274926000658,7.244842395803868,6.924007415771484,5.529287270961007,6.0,0.6250545105772819,0.7083274926000658
6,14,20,34898,118472.7,2559,0.6802109003381283,0.6055116272480452,0.6947954897607062,7.678665179049068,7.604218482971191,5.744862129761395,6.0,0.6055116272480452,0.6947954897607062
6,15,21,34898,118472.7,2559,0.6324144650123216,0.587954453992322,0.6848866972720776,8.151461942029858,7.280703544616699,5.972503897382237,6.0,0.587954453992322,0.6848866972720776
6,16,22,34898,118472.7,2559,0.6305232391541062,0.5609658824682936,0.6734844394097849,8.582013513486974,7.871511459350586,5.960121893933706,6.0,0.5609658824682936,0.6734844394097849
6,17,23,34898,118472.7,2559,0.6305232391541062,0.5537073991748306,0.663930268345569,9.020530836279814,8.502034187316895,6.340890867673557,6.0,0.5537073991748306,0.663930268345569
6,18,24,34898,118472.7,2559,0.6207805604905725,0.5495636711176255,0.655933527062622,9.492077243320242,8.898733139038086,6.793196415206568,6.0,0.5495636711176255,0.655933527062622
6,19,25,34898,118472.7,2559,0.6207805604905725,0.5441666468184433,0.6453807178100127,9.879646816887643,9.519514083862305,7.205355056560413,6.0,0.5441666468184433,0.6453807178100127
6,20,26,34898,118472.7,2559,0.609920339274457,0.5374127693200148,0.6352090852837377,10.243021859380537,9.857929229736328,7.564131648308853,6.0,0.5374127693200148,0.6352090852837377
6,21,27,34898,118472.7,2559,0.609920339274457,0.5241728496032915,0.6254290984009002,10.605813100157755,10.467848777770996,7.727466574506901,6.0,0.5241728496032915,0.6254290984009002
6,22,28,34898,118472.7,2559,0.601753682159436,0.5149617193282653,0.6161322062314937,10.959058226205636,10.849102973937988,7.985544692173247,6.0,0.5149617193282653,0.6161322062314937
6,23,29,34898,118472.7,2559,0.5918104189351825,0.5042830364871399,0.6063735890069191,11.281204102852723,11.16250228881836,8.175464055389101,6.0,0.5042830364871399,0.6063735890069191
6,24,30,34898,118472.7,2559,0.5918104189351825,0.4973526381936662,0.5972360211390566,11.609868369251036,11.754312515258789,8.464824347840594,6.0,0.4973526381936662,0.5972360211390566
6,25,31,34898,118472.7,2559,0.5884577912774371,0.4913998592074097,0.5909216138067022,12.004957332647892,12.242191314697266,8.770573968999587,6.0,0.4913998592074097,0.5909216138067022
6,26,32,34898,118472.7,2559,0.5813227119032609,0.4838204151833205,0.5820021227193874,12.302828987907263,12.602326393127441,9.006969659571029,6.0,0.4838204151833205,0.5820021227193874
6,27,33,34898,118472.7,2559,0.5813227119032609,0.48042624395000116,0.5751175968614307,12.650102539250486,13.183649063110352,9.376281734050664,6.0,0.48042624395000116,0.5751175968614307
6,28,34,34898,118472.7,2559,0.5786004928649207,0.47641883046069816,0.5692341029991318,13.01926879856,13.672416687011719,9.716054214945531,6.0,0.47641883046069816,0.5692341029991318
6,29,35,34898,118472.7,2559,0.5677116167115595,0.47070398054477475,0.5614234196817602,13.319932767097342,13.87564468383789,9.988325334971387,5.986724853515625,0.47070398054477475,0.5614234196817602
6,30,36,34898,118472.7,2559,0.5677116167115595,0.46182624116337295,0.5531253741027911,13.582514172174491,14.443357467651367,10.137294732926849,5.986724853515625,0.46182624116337295,0.5531253741027911
6,31,37,34898,118472.7,2559,0.5654192217319044,0.4580219246181249,0.5480500502254558,13.949576978959431,14.995112419128418,10.473843469159188,5.828337669372559,0.4580219246181249,0.5480500502254558
6,32,38,34898,118472.7,2559,0.5590005157888704,0.44744484636277654,0.5400310906561022,14.189904669282345,15.316618919372559,10.514839965244333,5.830839157104492,0.44744484636277654,0.5400310906561022
6,33,39,34898,118472.7,2559,0.5500888303054616,0.4404523952115044,0.5340109545201515,14.489267585735199,15.528061866760254,10.681485189349036,5.834194183349609,0.4404523952115044,0.5340109545201515
6,34,40,34898,118472.7,2559,0.5500888303054616,0.4353635374661873,0.5284925059394676,14.803021104552087,16.07815170288086,10.925806687439938,5.834194183349609,0.4353635374661873,0.5284925059394676
6,35,41,34898,118472.7,2559,0.5370508338586738,0.4299334839368,0.5211928770043766,15.02595987662854,16.093679428100586,11.135458920208576,5.838869571685791,0.4299334839368,0.5211928770043766
6,36,42,34898,118472.7,2559,0.533468966702963,0.4257086487757886,0.5149001660145703,15.283640142509896,16.49463653564453,11.397997226482495,5.809360027313232,0.4257086487757886,0.5149001660145703
6,37,43,34898,118472.7,2559,0.533468966702963,0.42128558985962516,0.5102384732575886,15.59845176544262,17.028104782104492,11.631563672435442,5.809360027313232,0.42128558985962516,0.5102384732575886
6,38,44,34898,118472.7,2559,0.5277952891283169,0.41642135206748004,0.5038869478314147,15.823415711607346,17.311931610107422,11.834784168465077,5.811653137207031,0.41642135206748004,0.5038869478314147
6,39,45,34898,118472.7,2559,0.5199724912602441,0.4117626850617612,0.49655038104210986,15.992338909922953,17.48769760131836,12.040826311909713,5.81472635269165,0.4117626850617612,0.49655038104210986
6,40,46,34898,118472.7,2559,0.5199724912602441,0.4103643923422303,0.4930966034308151,16.32736585031806,18.00766944885254,12.38718713635564,5.81472635269165,0.4103643923422303,0.4930966034308151
6,41,47,34898,118472.7,2559,0.5136684050661929,0.4069213022546757,0.487749502635379,16.563693374174676,18.23134994506836,12.632360188477314,5.8171305656433105,0.4069213022546757,0.487749502635379
6,42,48,34898,118472.7,2559,0.5119204538942059,0.39959014198079407,0.4816878156378037,16.756361732432598,18.661117553710938,12.674022855020672,5.81778621673584,0.39959014198079407,0.4816878156378037
6,43,49,34898,118472.7,2559,0.5119204538942059,0.39158051471506433,0.4762667659116003,16.97398264195717,19.173036575317383,12.67302342485277,5.81778621673584,0.39158051471506433,0.4762667659116003
6,44,50,34898,118472.7,2559,0.508711100922689,0.3877298477289698,0.46998018682338305,17.13469828999589,19.535964965820312,12.87470980846475,5.795620441436768,0.3877298477289698,0.46998018682338305
6,45,51,34898,118472.7,2559,0.4972204710871683,0.38246515416334304,0.46260378895869214,17.24327675948805,19.461519241333008,13.027438214029205,5.794590950012207,0.38246515416334304,0.46260378895869214
6,46,52,34898,118472.7,2559,0.4951859705427245,0.3780058888177772,0.458307361150345,17.48620447183699,19.85294532775879,13.177957298308094,5.795419692993164,0.3780058888177772,0.458307361150345
6,47,53,34898,118472.7,2559,0.49151813857527654,0.3756816118409849,0.4544939041406996,17.743916570661224,20.153736114501953,13.440583268871983,5.796896934509277,0.3756816118409849,0.4544939041406996
6,48,54,34898,118472.7,2559,0.49151813857527654,0.3743419821766681,0.4514118387989386,18.027068515423856,20.645254135131836,13.741768160968192,5.796896934509277,0.3743419821766681,0.4514118387989386
6,49,55,34898,118472.7,2559,0.48939767321909566,0.3722972491459607,0.44759558432041147,18.26392396296336,21.020145416259766,14.00162339047219,5.797741413116455,0.3722972491459607,0.44759558432041147
6,50,56,34898,118472.7,2559,0.4863315949338071,0.36898147075568405,0.4418223257520187,18.383468262642317,21.33784294128418,14.185802490022418,5.7989501953125,0.36898147075568405,0.4418223257520187
6,51,57,34898,118472.7,2559,0.4803713679867041,0.3654020143401309,0.43753550321266393,18.584696526463997,21.484439849853516,14.350740743317283,5.801258563995361,0.3654020143401309,0.43753550321266393
6,52,58,34898,118472.7,2559,0.4778210785718379,0.36299427057961686,0.43317632761405145,18.772140942024627,21.828369140625,14.577537217935882,5.7802557945251465,0.36299427057961686,0.43317632761405145
6,53,59,34898,118472.7,2559,0.4757579230901484,0.36133484236815,0.43009084710725964,19.01981610738799,22.184463500976562,14.84156202991546,5.781121730804443,0.36133484236815,0.43009084710725964
6,54,60,34898,118472.7,2559,0.4757579230901484,0.35884402413642186,0.42561746343343,19.173810186824845,22.660221099853516,15.049260484165053,5.781121730804443,0.35884402413642186,0.42561746343343
6,55,61,34898,118472.7,2559,0.466359103673563,0.35372816938897356,0.42003709503817,19.251938661893732,22.562646865844727,15.09211570452118,5.784980773925781,0.35372816938897356,0.42003709503817
