c,X,target,raw_N,pooled_N,match_N,reach_raw,reach_pooled,reach_pooled_match,exp_ret_match,roc_match,net_raw,net_pooled,miss_cost_raw,reach_pooled_mono,reach_pooled_match_mono,W,xpos
20,5,25,286,1769.6,20,0.986013986013986,0.9847837297941328,0.9514500766953233,4.72946170584668,0.23647308529233402,4.650349650349651,4.617267631292444,20.0,0.9847837297941328,0.9514500766953233,79,-35.0
20,6,26,286,1769.6,20,0.9755244755244755,0.9820095909330708,0.931973031783969,5.125923019298683,0.25629615096493413,5.363636363636363,5.527232598897852,20.0,0.9820095909330708,0.931973031783969,79,-34.0
20,7,27,286,1769.6,20,0.9755244755244755,0.9798657585511248,0.9129597260371706,5.5824563906824105,0.27912281953412055,6.339160839160838,6.451277704340814,20.0,0.9798657585511248,0.9129597260371706,79,-33.0
20,8,28,286,1769.6,20,0.9755244755244755,0.978775071477545,0.9029001533906469,6.203688509970393,0.31018442549851966,7.314685314685315,7.3984465612731,20.0,0.978775071477545,0.9029001533906469,79,-32.0
20,9,29,286,1769.6,20,0.9685314685314685,0.9771113785138597,0.8926978917704136,6.8107230763742725,0.3405361538187136,8.087412587412587,8.327374072076237,20.0,0.9771113785138597,0.8926978917704136,79,-31.0
20,10,30,286,1769.6,20,0.9685314685314685,0.9760523055583545,0.8879178111511433,7.5647986301858525,0.37823993150929264,9.055944055944057,9.273772334880448,20.0,0.9760523055583545,0.8879178111511433,79,-30.0
20,11,31,286,1769.6,20,0.9685314685314685,0.973918352588307,0.8782863054257481,8.125245246673563,0.4062622623336781,10.024475524475523,10.177270239457185,20.0,0.973918352588307,0.8782863054257481,79,-29.0
20,12,32,286,1769.6,20,0.965034965034965,0.9701029237131572,0.8589876217315308,8.394642029037207,0.41973210145186035,10.88111888111888,11.025212259164636,20.0,0.9701029237131572,0.8589876217315308,79,-28.0
20,13,33,286,1769.6,20,0.965034965034965,0.9684313272199532,0.848928049085007,8.91160418078693,0.44558020903934653,11.846153846153845,11.938480902108857,20.0,0.9684313272199532,0.848928049085007,79,-27.0
20,14,34,286,1769.6,20,0.9545454545454546,0.9661788213071252,0.8387257874647737,9.413655334784004,0.4706827667392002,12.454545454545455,12.829769829461593,20.0,0.9661788213071252,0.8387257874647737,79,-26.0
20,15,35,286,1769.6,20,0.951048951048951,0.9624226689033656,0.8290942817393786,9.886383904683765,0.4943191952341882,13.286713286713287,13.658051819491286,20.0,0.9624226689033656,0.8290942817393786,79,-25.0
20,16,36,286,1769.6,20,0.951048951048951,0.955467562926914,0.7998430421289193,9.633396354296721,0.4816698177148361,14.237762237762237,14.35247765770999,20.0,0.955467562926914,0.7998430421289193,79,-24.0
20,17,37,286,1769.6,20,0.951048951048951,0.9500240069709129,0.7704847857881781,9.345592694324544,0.46727963471622724,15.188811188811187,15.098821781337001,20.0,0.9500240069709129,0.7704847857881781,79,-23.0
20,18,38,286,1769.6,20,0.951048951048951,0.9477952116466409,0.7604252131416543,9.723754146898298,0.4861877073449149,16.13986013986014,15.961922770661305,20.0,0.9477952116466409,0.7604252131416543,79,-22.0
20,19,39,286,1769.6,20,0.9405594405594405,0.9460999045648809,0.750222951521421,10.086291156850853,0.5043145578425426,16.68181818181818,16.843601006119307,20.0,0.9460999045648809,0.750222951521421,79,-21.0
20,20,40,286,1769.6,20,0.9405594405594405,0.9455703680871285,0.750222951521421,10.836514108372274,0.5418257054186137,17.62237762237762,17.76904898805184,20.0,0.9455703680871285,0.750222951521421,79,-20.0
20,21,41,286,1769.6,20,0.9405594405594405,0.9455703680871285,0.750222951521421,11.586737059893697,0.5793368529946848,18.56293706293706,18.714619356138964,20.0,0.9455703680871285,0.750222951521421,79,-19.0
20,22,42,286,1769.6,20,0.9405594405594405,0.9439679274772131,0.740769807013163,11.96828737559305,0.5984143687796525,19.5034965034965,19.591766893300374,20.0,0.9439679274772131,0.740769807013163,79,-18.0
20,23,43,286,1769.6,20,0.9405594405594405,0.9423081862782873,0.7307102343666392,12.266435986159166,0.6133217993079583,20.444055944055943,20.462160864488055,20.0,0.9423081862782873,0.7307102343666392,79,-17.0
20,24,44,286,1769.6,20,0.9055944055944056,0.9366571626724205,0.7103057111261726,12.099347197945278,0.6049673598972639,19.846153846153847,21.155824012108205,20.0,0.9366571626724205,0.7103057111261726,79,-16.0
20,25,45,286,1769.6,20,0.8986013986013986,0.9280976402036739,0.6857988798915564,11.696714586380336,0.5848357293190168,20.43706293706294,21.713095950824233,20.0,0.9280976402036739,0.6857988798915564,79,-15.0
20,26,46,286,1769.6,20,0.8986013986013986,0.9189058353734317,0.6760246851924517,11.952448899511289,0.5976224449755645,21.335664335664337,22.236224642019508,20.0,0.9189058353734317,0.6760246851924517,79,-14.0
20,27,47,286,1769.6,20,0.8986013986013986,0.9110517029142288,0.6571183961759355,11.796596867977026,0.5898298433988514,22.234265734265737,22.809548649188006,20.0,0.9110517029142288,0.6571183961759355,79,-13.0
20,28,48,286,1769.6,20,0.8986013986013986,0.9110517029142288,0.6571183961759355,12.45371526415296,0.622685763207648,23.132867132867137,23.720600352102235,20.0,0.9110517029142288,0.6571183961759355,79,-12.0
20,29,49,286,1769.6,20,0.8986013986013986,0.9073093816871267,0.6378553847251452,12.109157064887809,0.6054578532443904,24.031468531468533,24.439758310067315,20.0,0.9073093816871267,0.6378553847251452,79,-11.0
20,30,50,286,1769.6,20,0.8986013986013986,0.9045826640031771,0.6085328006278314,11.212606570827239,0.560630328541362,24.930069930069934,25.205302082777614,20.0,0.9045826640031771,0.6085328006278314,79,-10.0
20,31,51,286,1769.6,20,0.8951048951048951,0.8995955368768807,0.5782113937145507,10.254628473584704,0.5127314236792352,25.65034965034965,25.849483207963598,20.0,0.8995955368768807,0.5782113937145507,79,-9.0
20,32,52,286,1769.6,20,0.8881118881118881,0.8935611920893571,0.5680091320943174,10.302322263047124,0.5151161131523562,26.181818181818183,26.43462496764492,20.0,0.8935611920893571,0.5680091320943174,79,-8.0
20,33,53,286,1769.6,20,0.8846153846153846,0.888747942612472,0.5488888096172369,9.87607462633325,0.49380373131666244,26.88461538461538,27.0778734763477,20.0,0.888747942612472,0.5488888096172369,79,-7.0
20,34,54,286,1769.6,20,0.8846153846153846,0.8786077142399865,0.5094353083865444,8.303820497271072,0.41519102486355364,27.769230769230766,27.433334716450997,20.0,0.8786077142399865,0.5094353083865444,79,-6.0
20,35,55,286,1769.6,20,0.8846153846153846,0.8726563565124092,0.4899225912317626,7.758356223022866,0.3879178111511433,28.653846153846153,27.994224495804218,20.0,0.8726563565124092,0.4899225912317626,79,-5.0
20,36,56,286,1769.6,20,0.8601398601398601,0.844112759655643,0.46516605429315455,6.823172689330432,0.3411586344665216,28.167832167832167,27.196857161486896,20.0,0.844112759655643,0.46516605429315455,79,-4.0
20,37,57,286,1769.6,20,0.8601398601398601,0.765065609174417,0.4259265865230264,5.051046980344593,0.25255234901722967,29.027972027972027,23.385253594624018,20.0,0.765065609174417,0.4259265865230264,79,-3.0
20,38,58,286,1769.6,20,0.8531468531468531,0.615846971861459,0.4009916883672814,4.040238290586094,0.20201191452930473,29.482517482517483,15.36054320958382,20.0,0.615846971861459,0.4009916883672814,79,-2.0
20,39,59,286,1769.6,20,0.3076923076923077,0.5018326309071474,0.3717761210002497,2.7554310990618194,0.13777155495309096,-1.8461538461538467,9.291110702762081,20.0,0.5018326309071474,0.3717761210002497,79,-1.0
20,40,60,286,1769.6,20,0.3076923076923077,0.4613388974181145,0.347697356686762,1.6729212000142686,0.08364606000071342,-1.5384615384615383,7.408239034346759,20.0,0.4613388974181145,0.347697356686762,79,0.0
20,41,61,286,1769.6,20,0.3076923076923077,0.45399059084810794,0.32847001747939925,0.8956586879748867,0.04478293439874433,-1.23076923076923,7.442834758932467,20.0,0.45399059084810794,0.32847001747939925,79,1.0
20,42,62,286,1769.6,20,0.3076923076923077,0.45399059084810794,0.32847001747939925,1.224128705454286,0.0612064352727143,-0.9230769230769234,7.896825349780578,20.0,0.45399059084810794,0.32847001747939925,79,2.0
20,43,63,286,1769.6,20,0.3076923076923077,0.45399059084810794,0.32847001747939925,1.5525987229336853,0.07762993614668426,-0.615384615384615,8.350815940628681,20.0,0.45399059084810794,0.32847001747939925,79,3.0
20,44,64,286,1769.6,20,0.3076923076923077,0.45399059084810794,0.32847001747939925,1.8810687404130848,0.09405343702065425,-0.3076923076923066,8.80480653147679,20.0,0.45399059084810794,0.32847001747939925,79,4.0
20,45,65,286,1769.6,20,0.3076923076923077,0.45399059084810794,0.32847001747939925,2.209538757892483,0.11047693789462416,0.0,9.2587971223249,20.0,0.45399059084810794,0.32847001747939925,79,5.0
20,46,66,286,1769.6,20,0.3076923076923077,0.453445247311318,0.3186244782934398,1.8685121107266436,0.09342560553633218,0.3076923076923084,9.675704352671294,20.0,0.453445247311318,0.3186244782934398,79,6.0
20,47,67,286,1769.6,20,0.3076923076923077,0.453445247311318,0.3186244782934398,2.1871365890200836,0.10935682945100418,0.615384615384615,10.12914959998261,20.0,0.453445247311318,0.3186244782934398,79,7.0
20,48,68,286,1769.6,20,0.3076923076923077,0.453445247311318,0.3186244782934398,2.5057610673135233,0.12528805336567617,0.9230769230769234,10.58259484729393,20.0,0.453445247311318,0.3186244782934398,79,8.0
20,49,69,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,2.499340063496593,0.12496700317482964,1.2307692307692317,11.000031614118072,20.0,0.45291571083356547,0.3138443976741697,79,9.0
20,50,70,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,2.8131844611707626,0.14065922305853812,1.5384615384615383,11.452947324951637,20.0,0.45291571083356547,0.3138443976741697,79,10.0
20,51,71,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,3.127028858844933,0.15635144294224665,1.8461538461538467,11.905863035785204,20.0,0.45291571083356547,0.3138443976741697,79,11.0
20,52,72,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,3.4408732565191023,0.17204366282595512,2.1538461538461533,12.35877874661877,20.0,0.45291571083356547,0.3138443976741697,79,12.0
20,53,73,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,3.754717654193272,0.1877358827096636,2.4615384615384635,12.811694457452331,20.0,0.45291571083356547,0.3138443976741697,79,13.0
20,54,74,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,4.068562051867442,0.2034281025933721,2.76923076923077,13.2646101682859,20.0,0.45291571083356547,0.3138443976741697,79,14.0
20,55,75,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,4.3824064495416115,0.21912032247708058,3.0769230769230766,13.717525879119465,20.0,0.45291571083356547,0.3138443976741697,79,15.0
20,56,76,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,4.696250847215781,0.23481254236078905,3.384615384615387,14.170441589953029,20.0,0.45291571083356547,0.3138443976741697,79,16.0
20,57,77,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,5.010095244889951,0.2505047622444975,3.6923076923076934,14.6233573007866,20.0,0.45291571083356547,0.3138443976741697,79,17.0
20,58,78,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,5.323939642564121,0.2661969821282061,4.0,15.076273011620165,20.0,0.45291571083356547,0.3138443976741697,79,18.0
20,59,79,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,5.637784040238291,0.28188920201191453,4.307692307692307,15.529188722453725,20.0,0.45291571083356547,0.3138443976741697,79,19.0
20,60,80,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,5.95162843791246,0.29758142189562303,4.615384615384617,15.982104433287292,20.0,0.45291571083356547,0.3138443976741697,79,20.0
20,61,81,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,6.265472835586629,0.3132736417793315,4.923076923076923,16.435020144120855,20.0,0.45291571083356547,0.3138443976741697,79,21.0
20,62,82,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,6.5793172332608,0.32896586166304,5.23076923076923,16.887935854954424,20.0,0.45291571083356547,0.3138443976741697,79,22.0
20,63,83,286,1769.6,20,0.3076923076923077,0.45291571083356547,0.3138443976741697,6.893161630934968,0.34465808154674843,5.53846153846154,17.34085156578799,20.0,0.45291571083356547,0.3138443976741697,79,23.0
20,64,84,286,1769.6,20,0.3076923076923077,0.4513152461060298,0.30902864481147213,6.788035529554453,0.3394017764777227,5.846153846153847,17.65452684532595,20.0,0.4513152461060298,0.30902864481147213,79,24.0
20,65,85,286,1769.6,20,0.3076923076923077,0.44967921549566,0.3041058752184924,6.668783219776691,0.3334391609888346,6.153846153846153,17.9635074283298,20.0,0.44967921549566,0.3041058752184924,79,25.0
20,66,86,286,1769.6,20,0.3076923076923077,0.448564817833524,0.2990760888952306,6.535297684871402,0.3267648842435701,6.4615384615384635,18.316234047219634,20.0,0.448564817833524,0.2990760888952306,79,26.0
20,67,87,286,1769.6,20,0.3076923076923077,0.448019474296734,0.29415331930225086,6.396247279991438,0.3198123639995719,6.76923076923077,18.716263290278857,20.0,0.448019474296734,0.29415331930225086,79,27.0
20,68,88,286,1769.6,20,0.3076923076923077,0.44696040134122894,0.2845931580637106,5.8586665715406845,0.29293332857703425,7.076923076923077,19.07214341744664,20.0,0.44696040134122894,0.2845931580637106,79,28.0
20,69,89,286,1769.6,20,0.3076923076923077,0.44696040134122894,0.2845931580637106,6.143259729604394,0.3071629864802197,7.384615384615387,19.519103818787865,20.0,0.44696040134122894,0.2845931580637106,79,29.0
20,70,90,286,1769.6,20,0.3076923076923077,0.44643679251061535,0.2751400135554525,5.605429315449649,0.2802714657724824,7.692307692307693,19.92051025186572,20.0,0.44643679251061535,0.2751400135554525,79,30.0
20,71,91,286,1769.6,20,0.3076923076923077,0.44643679251061535,0.2751400135554525,5.880569329005101,0.29402846645025504,8.0,20.36694704437634,20.0,0.44643679251061535,0.2751400135554525,79,31.0
20,72,92,286,1769.6,20,0.3076923076923077,0.44643679251061535,0.2751400135554525,6.155709342560554,0.3077854671280277,8.307692307692307,20.81338383688695,20.0,0.44643679251061535,0.2751400135554525,79,32.0
20,73,93,286,1769.6,20,0.3076923076923077,0.44643679251061535,0.2751400135554525,6.430849356116005,0.32154246780580026,8.615384615384617,21.259820629397574,20.0,0.44643679251061535,0.2751400135554525,79,33.0
20,74,94,286,1769.6,20,0.3076923076923077,0.44643679251061535,0.2751400135554525,6.705989369671458,0.3352994684835729,8.923076923076923,21.706257421908187,20.0,0.44643679251061535,0.2751400135554525,79,34.0
20,75,95,286,1769.6,20,0.3076923076923077,0.44643679251061535,0.2751400135554525,6.981129383226911,0.34905646916134553,9.23076923076923,22.1526942144188,20.0,0.44643679251061535,0.2751400135554525,79,35.0
20,76,96,286,1769.6,20,0.3076923076923077,0.4458954007385848,0.26536581885634786,6.337495095066528,0.3168747547533264,9.53846153846154,22.54824018035854,20.0,0.4458954007385848,0.26536581885634786,79,36.0
20,77,97,286,1769.6,20,0.3076923076923077,0.4620071258163693,0.27077513238543965,6.5357961889671845,0.3267898094483592,9.846153846153847,24.684464509719202,20.0,0.4458954007385848,0.26536581885634786,79,37.0
20,78,98,286,1769.6,20,0.3076923076923077,0.5107399073087803,0.26841110032197063,6.960392497572443,0.34801962487862215,10.153846153846153,30.139436563417767,20.0,0.4458954007385848,0.26536581885634786,79,38.0
20,79,99,286,1769.6,20,0.3076923076923077,0.629506143438032,0.2832945865161076,9.133045499833942,0.45665227499169714,10.461538461538463,42.671073947647734,20.0,0.4458954007385848,0.26536581885634786,79,39.0
21,1,22,302,1566.5,19,0.9966887417218543,0.9974845638889066,0.9903248770385711,1.7353093450685992,0.08263377833659996,0.9271523178807943,0.9604040762747867,21.0,0.9974845638889066,0.9903248770385711,78,-38.5
21,2,23,302,1566.5,19,0.9966887417218543,0.9918322309804497,0.9903248770385711,2.72563422210717,0.12979210581462713,1.9238410596026485,1.82336988114036,21.0,0.9918322309804497,0.9903248770385711,78,-37.5
21,3,24,302,1566.5,19,0.9933774834437086,0.9874397299393973,0.9806497540771422,3.464405902148589,0.1649717096261233,2.841059602649006,2.6938671976562056,21.0,0.9874397299393973,0.9806497540771422,78,-36.5
21,4,25,302,1566.5,19,0.9933774834437086,0.9837025105743441,0.9712658555526793,4.238609888687548,0.20183856612797846,3.8344370860927146,3.5940234083525167,21.0,0.9837025105743441,0.9712658555526793,78,-35.5
21,5,26,302,1566.5,19,0.9867549668874173,0.9817937384665143,0.9518185348174993,4.675220036241263,0.22262952553529822,4.655629139072849,4.526201754886605,21.0,0.9817937384665143,0.9518185348174993,78,-34.5
21,6,27,302,1566.5,19,0.9867549668874173,0.9786314759268537,0.9324359306238674,5.07465053067564,0.2416500252702686,5.642384105960266,5.42261229097043,21.0,0.9786314759268537,0.9324359306238674,78,-33.5
21,7,28,302,1566.5,19,0.9867549668874173,0.9767522971850368,0.9230843903701785,5.7639464147035975,0.2744736387954094,6.629139072847683,6.3485802582655335,21.0,0.9767522971850368,0.9230843903701785,78,-32.5
21,8,29,302,1566.5,19,0.9834437086092715,0.9748498665127813,0.9133121925964276,6.403637069634998,0.30493509855404755,7.519867549668875,7.267001917227357,21.0,0.9748498665127813,0.9133121925964276,78,-31.5
21,9,30,302,1566.5,19,0.9834437086092715,0.9729537772760999,0.9036370696349987,7.036370696349986,0.33506527125476127,8.503311258278147,8.184969106639695,21.0,0.9729537772760999,0.9036370696349987,78,-30.5
21,10,31,302,1566.5,19,0.9834437086092715,0.9704679345310192,0.8892861765467254,7.475456251617913,0.3559741072199006,9.48675496688742,9.079513146852852,21.0,0.9704679345310192,0.8892861765467254,78,-29.5
21,11,32,302,1566.5,19,0.9834437086092715,0.9679398155487772,0.8796110535852965,8.035788247476054,0.38265658321314544,10.47019867549669,9.964025035987648,21.0,0.9679398155487772,0.8796110535852965,78,-28.5
21,12,33,302,1566.5,19,0.9834437086092715,0.9641370680161242,0.8699035723530935,8.58534493916645,0.4088259494841167,11.453642384105962,10.803935494917342,21.0,0.9641370680161242,0.8699035723530935,78,-27.5
21,13,34,302,1566.5,19,0.9735099337748344,0.9622219544727203,0.8601313745793425,9.12299378721201,0.4344282755815243,12.09933774834437,11.702958702457732,21.0,0.9622219544727203,0.8601313745793425,78,-26.5
21,14,35,302,1566.5,19,0.9701986754966887,0.955263285835981,0.8407811286564846,9.28651630856847,0.44221506231278424,12.956953642384104,12.410250719224486,21.0,0.955263285835981,0.8407811286564846,78,-25.5
21,15,36,302,1566.5,19,0.9701986754966887,0.947046899143695,0.8214308827336267,9.382312969194926,0.44677680805690123,13.927152317880793,13.050763191771354,21.0,0.947046899143695,0.8214308827336267,78,-24.5
21,16,37,302,1566.5,19,0.9701986754966887,0.9388474229462732,0.792664380015532,9.138477219777375,0.4351655818941607,14.897350993377483,13.681729689967217,21.0,0.9388474229462732,0.792664380015532,78,-23.5
21,17,38,302,1566.5,19,0.9668874172185431,0.9331359033057903,0.773184701009578,9.181206316334453,0.4372003007778311,15.74172185430464,14.398466218115791,21.0,0.9331359033057903,0.773184701009578,78,-22.5
21,18,39,302,1566.5,19,0.9536423841059603,0.9305824185812518,0.7634125032358271,9.573275304167744,0.4558702525794164,16.19205298013245,15.232016217164576,21.0,0.9305824185812518,0.7634125032358271,78,-21.5
21,19,40,302,1566.5,19,0.9536423841059603,0.9286863293445704,0.7537373802743982,9.959358011907844,0.474255143424183,17.14569536423841,16.08865115551525,21.0,0.9286863293445704,0.7537373802743982,78,-20.5
21,20,41,302,1566.5,19,0.9536423841059603,0.9274434079720302,0.7440622573129692,10.287389981879368,0.48987571342282704,18.099337748344368,16.96570340260295,21.0,0.9274434079720302,0.7440622573129692,78,-19.5
21,21,42,302,1566.5,19,0.9536423841059603,0.9274434079720302,0.7440622573129692,11.031452239192337,0.5253072494853493,19.05298013245033,17.89314681057498,21.0,0.9274434079720302,0.7440622573129692,78,-18.5
21,22,43,302,1566.5,19,0.9536423841059603,0.9261772346690512,0.7440622573129692,11.775514496505307,0.5607387855478718,20.00662251655629,18.764246563470376,21.0,0.9261772346690512,0.7440622573129692,78,-17.5
21,23,44,302,1566.5,19,0.9470198675496688,0.9242663487493633,0.7342900595392182,12.089600051773232,0.57569524056063,20.66887417218543,19.60571067411574,21.0,0.9242663487493633,0.7342900595392182,78,-16.5
21,24,45,302,1566.5,19,0.9470198675496688,0.9179460512937587,0.7149398136163604,11.972479290706701,0.5701180614622239,21.6158940397351,20.2518839348185,21.0,0.9179460512937587,0.7149398136163604,78,-15.5
21,25,46,302,1566.5,19,0.9470198675496688,0.9081062570944811,0.6910432306497541,11.602009448615064,0.5524766404102411,22.562913907284766,20.73371255118067,21.0,0.9081062570944811,0.6910432306497541,78,-14.5
21,26,47,302,1566.5,19,0.9470198675496688,0.8976872784460946,0.6816593321252913,11.880161144188456,0.5657219592470694,23.509933774834437,21.18277285611917,21.0,0.8976872784460946,0.6816593321252913,78,-13.5
21,27,48,302,1566.5,19,0.9470198675496688,0.8970552487005341,0.6719842091638624,12.06838920528087,0.57468520025147,24.456953642384104,22.048226617541683,21.0,0.8970552487005341,0.6719842091638624,78,-12.5
21,28,49,302,1566.5,19,0.9470198675496688,0.883150594298204,0.6623090862024333,12.237267020450425,0.5827270009738298,25.403973509933774,22.22223983732104,21.0,0.883150594298204,0.6623090862024333,78,-11.5
21,29,50,302,1566.5,19,0.9470198675496688,0.8781133806404426,0.6332837173181466,11.380581801708516,0.5419324667480245,26.35099337748344,22.845888318864294,21.0,0.8781133806404426,0.6332837173181466,78,-10.5
21,30,51,302,1566.5,19,0.9437086092715232,0.8749405490414921,0.6041936318923117,10.491505953921825,0.499595521615325,27.129139072847686,23.559020797794876,21.0,0.8749405490414921,0.6041936318923117,78,-9.5
21,31,52,302,1566.5,19,0.9271523178807947,0.8692142327180028,0.5749741133833808,9.585959746311156,0.45647427363386456,27.211920529801326,24.13492249708823,21.0,0.8692142327180028,0.5749741133833808,78,-8.5
21,32,53,302,1566.5,19,0.9105960264900662,0.8623147508132891,0.5652989904219519,9.657827465700231,0.4598965459857253,27.26158940397351,24.644615381363373,21.0,0.8623147508132891,0.5652989904219519,78,-7.5
21,33,54,302,1566.5,19,0.9105960264900662,0.8567934742400318,0.5465959099145742,9.250566269738545,0.4405031557018355,28.172185430463575,25.219804726060552,21.0,0.8567934742400318,0.5465959099145742,78,-6.5
21,34,55,302,1566.5,19,0.9072847682119205,0.8469367695458898,0.5035108723789801,7.459568340667873,0.3552175400318035,28.900662251655625,25.550918556942925,21.0,0.8469367695458898,0.5035108723789801,78,-5.5
21,35,56,302,1566.5,19,0.9006622516556292,0.8394728998750738,0.4840635516438001,6.845003882992492,0.32595256585678534,29.437086092715237,25.987063471428666,21.0,0.8394728998750738,0.4840635516438001,78,-4.5
21,36,57,302,1566.5,19,0.9006622516556292,0.8059668681129368,0.45985956510484083,5.934911338338078,0.28261482563514656,30.337748344370866,24.865489696224103,21.0,0.8059668681129368,0.45985956510484083,78,-3.5
21,37,58,302,1566.5,19,0.8973509933774835,0.7141006047615726,0.4216444473207352,4.215441366813357,0.20073530318158841,31.046357615894042,20.260554791060265,21.0,0.7141006047615726,0.4216444473207352,78,-2.5
21,38,59,302,1566.5,19,0.04304635761589404,0.5432327370270083,0.3976507895418069,3.2544492622314265,0.15497377439197269,-18.460264900662253,10.90942738950577,21.0,0.5432327370270083,0.3976507895418069,78,-1.5
21,39,60,302,1566.5,19,0.04304635761589404,0.4175454839466559,0.36894900336526015,1.9293457157649496,0.09187360551261665,-18.41721854304636,4.032601320286886,21.0,0.4175454839466559,0.36894900336526015,78,-0.5
21,40,61,302,1566.5,19,0.04304635761589404,0.3710120297032843,0.34523039088791097,0.8648880403831217,0.041185144780148654,-18.374172185430464,1.70934875570465,21.0,0.3710120297032843,0.34523039088791097,78,0.5
21,41,62,302,1566.5,19,0.04304635761589404,0.3703990242644464,0.3358464923634481,0.6564684183277243,0.03126040087274878,-18.33112582781457,2.044193464516496,21.0,0.3703990242644464,0.3358464923634481,78,1.5
21,42,63,302,1566.5,19,0.04304635761589404,0.3703990242644464,0.3358464923634481,0.9923149106911724,0.04725309098529392,-18.288079470198678,2.4145924887809427,21.0,0.3703990242644464,0.3358464923634481,78,2.5
21,43,64,302,1566.5,19,0.04304635761589404,0.3703990242644464,0.3358464923634481,1.3281614030546205,0.06324578109783907,-18.24503311258278,2.7849915130453873,21.0,0.3703990242644464,0.3358464923634481,78,3.5
21,44,65,302,1566.5,19,0.04304635761589404,0.3703990242644464,0.3358464923634481,1.6640078954180688,0.07923847121038423,-18.20198675496689,3.155390537309835,21.0,0.3703990242644464,0.3358464923634481,78,4.5
21,45,66,302,1566.5,19,0.04304635761589404,0.3703990242644464,0.3358464923634481,1.9998543877815167,0.09523116132292937,-18.158940397350996,3.525789561574281,21.0,0.3703990242644464,0.3358464923634481,78,5.5
21,46,67,302,1566.5,19,0.04304635761589404,0.36976488070702784,0.32613901113124516,1.6755921563551643,0.07979010268357925,-18.1158940397351,3.8530668239342676,21.0,0.36976488070702784,0.32613901113124516,78,6.5
21,47,68,302,1566.5,19,0.04304635761589404,0.36976488070702784,0.32613901113124516,2.001731167486409,0.0953205317850671,-18.072847682119207,4.222831704641294,21.0,0.36976488070702784,0.32613901113124516,78,7.5
21,48,69,302,1566.5,19,0.04304635761589404,0.36976488070702784,0.32613901113124516,2.3278701786176543,0.11085096088655497,-18.02980132450331,4.592596585348327,21.0,0.36976488070702784,0.32613901113124516,78,8.5
21,49,70,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,2.336056821123479,0.11124080100587996,-17.986754966887418,4.920820835420721,21.0,0.36915398908004793,0.3214632410044007,78,9.5
21,50,71,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,2.6575200621278796,0.1265485743870419,-17.943708609271525,5.28997482450077,21.0,0.36915398908004793,0.3214632410044007,78,10.5
21,51,72,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,2.97898330313228,0.14185634776820383,-17.900662251655632,5.659128813580816,21.0,0.36915398908004793,0.3214632410044007,78,11.5
21,52,73,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,3.300446544136681,0.15716412114936576,-17.857615894039736,6.028282802660863,21.0,0.36915398908004793,0.3214632410044007,78,12.5
21,53,74,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,3.621909785141081,0.17247189453052766,-17.814569536423843,6.397436791740915,21.0,0.36915398908004793,0.3214632410044007,78,13.5
21,54,75,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,3.943373026145483,0.18777966791168965,-17.771523178807946,6.766590780820961,21.0,0.36915398908004793,0.3214632410044007,78,14.5
21,55,76,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,4.2648362671498825,0.20308744129285156,-17.728476821192054,7.135744769901008,21.0,0.36915398908004793,0.3214632410044007,78,15.5
21,56,77,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,4.5862995081542834,0.2183952146740135,-17.68543046357616,7.504898758981057,21.0,0.36915398908004793,0.3214632410044007,78,16.5
21,57,78,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,4.907762749158684,0.23370298805517545,-17.642384105960264,7.874052748061106,21.0,0.36915398908004793,0.3214632410044007,78,17.5
21,58,79,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,5.229225990163086,0.24901076143633744,-17.59933774834437,8.243206737141154,21.0,0.36915398908004793,0.3214632410044007,78,18.5
21,59,80,302,1566.5,19,0.04304635761589404,0.36915398908004793,0.3214632410044007,5.550689231167485,0.2643185348174993,-17.55629139072848,8.6123607262212,21.0,0.36915398908004793,0.3214632410044007,78,19.5
