tbin,match_N,mean_paired_yes_bid_sum,mean_paired_mid_sum,hazard_frac,mean_own_spread,mean_partner_spread
240,322,0.9758430646638646,1.0016244035953632,0.0069925354782926,0.025607195775045336,0.02650067232449364
180,453,0.9750494994422477,1.0012742145385685,0.01412234088268756,0.027567256503373796,0.02634126725310703
120,442,0.9736443687253217,1.0017540677569967,0.014141495759142819,0.029384305413746873,0.028170134009885106
90,515,0.969504270037421,0.9997269410769237,0.009286621929323637,0.029666538104111875,0.030848746928391547
60,501,0.9671351824955998,0.9997663904958595,0.004980680364694944,0.0316127610142686,0.032638131756225014
45,510,0.9696638907589915,0.9997240164288402,0.008765949044250295,0.03001552693098873,0.029635831148458452
30,474,0.9654132607669096,0.9981489315170511,0.01861748560615982,0.03172552667764438,0.03280449908675001
20,414,0.9634382805575699,0.9971609660784787,0.011312399355877618,0.03352700138026225,0.033525592216582065
15,411,0.9651382159680165,0.9979383683648023,0.015308191403081912,0.03258150851581509,0.03272868424177651
10,367,0.9670875468164793,0.9974337546816479,0.014168937329700274,0.030179836512261582,0.03042134831460674
7,345,0.9644114737883284,0.99688921859545,0.010144927536231883,0.03163768115942029,0.03314540059347181
5,324,0.9670675105485231,0.997365506329114,0.012860082304526748,0.03006430041152263,0.030392932489451473
3,255,0.9627935222672065,0.9953643724696356,0.011764705882352941,0.03325490196078431,0.03194331983805668
2,239,0.9609745762711864,0.9978813559322034,0.008368200836820083,0.03711297071129707,0.036610169491525416
