c,D,fill,match_N,env_med_dip
33,9,0.340150648586305,289,3.5
33,10,0.31665986359041054,289,3.5
33,11,0.29928769418431905,289,3.5
33,12,0.2795951615888822,289,3.5
34,0,0.616137058307157,297,4.5
34,1,0.55315253143806,297,4.5
34,2,0.5136077355078212,297,4.5
34,3,0.4811027910862921,297,4.5
34,4,0.4572849573246185,297,4.5
34,5,0.434775941026536,297,4.5
34,6,0.41198665270594703,297,4.5
34,7,0.39201132193207905,297,4.5
34,8,0.372152991507229,297,4.5
34,9,0.34519069073833175,297,4.5
34,10,0.3232263540311578,297,4.5
34,11,0.3044745692800711,297,4.5
34,12,0.28780896024367797,297,4.5
35,0,0.614638701241815,294,6.0
35,1,0.5350741561127483,294,6.0
35,2,0.49674759643442146,294,6.0
35,3,0.47338406033733205,294,6.0
35,4,0.4476271224228308,294,6.0
35,5,0.42569044724483396,294,6.0
35,6,0.4086546721170656,294,6.0
35,7,0.388875992933891,294,6.0
35,8,0.3680927407139289,294,6.0
35,9,0.3449193653091816,294,6.0
35,10,0.32486987107105064,294,6.0
35,11,0.3045967740877861,294,6.0
35,12,0.2854948046787399,294,6.0
36,0,0.5956927636008337,285,5.0
36,1,0.5269055842555893,285,5.0
36,2,0.4804610914652122,285,5.0
36,3,0.45746766579686904,285,5.0
36,4,0.4378959306599177,285,5.0
36,5,0.41272114509486885,285,5.0
36,6,0.39667537322559343,285,5.0
36,7,0.3824382827696383,285,5.0
36,8,0.3618798185911853,285,5.0
36,9,0.33900353883644496,285,5.0
36,10,0.323638758047345,285,5.0
36,11,0.30148144524587134,285,5.0
36,12,0.2804749944967167,285,5.0
37,0,0.5949267094678218,274,7.0
37,1,0.5176288869121287,274,7.0
37,2,0.4718551786819307,274,7.0
37,3,0.4442629370358911,274,7.0
37,4,0.41851891243811884,274,7.0
37,5,0.39853418935643564,274,7.0
37,6,0.378738010519802,274,7.0
37,7,0.3629781288675743,274,7.0
37,8,0.34751750077351484,274,7.0
37,9,0.32797561494430694,274,7.0
37,10,0.3148974125928218,274,7.0
37,11,0.2951022006497525,274,7.0
37,12,0.27275052212252476,274,7.0
38,0,0.6172443131057558,271,3.5
38,1,0.5203294144658333,271,3.5
38,2,0.46832966257745395,271,3.5
38,3,0.43963666460215584,271,3.5
38,4,0.4071178409845217,271,3.5
38,5,0.38459245351841714,271,3.5
38,6,0.36878598428564685,271,3.5
38,7,0.3500794790396599,271,3.5
38,8,0.33513306837234147,271,3.5
38,9,0.32057456355962416,271,3.5
38,10,0.3094970277523957,271,3.5
38,11,0.28966013336925406,271,3.5
38,12,0.2695376328855289,271,3.5
39,0,0.6260549234037365,266,5.0
39,1,0.5381457093898611,266,5.0
39,2,0.4704461002329656,266,5.0
39,3,0.43659228453891424,266,5.0
39,4,0.4031668559913231,266,5.0
39,5,0.37847549796663177,266,5.0
39,6,0.35830707389651534,266,5.0
39,7,0.34378095244207413,266,5.0
39,8,0.32835259738453865,266,5.0
39,9,0.3129632838522112,266,5.0
39,10,0.30387730478702574,266,5.0
39,11,0.28531118769667835,266,5.0
39,12,0.26446675694350846,266,5.0
40,0,0.6432469668866423,264,5.0
40,1,0.5559147853748918,264,5.0
40,2,0.4846158190893752,264,5.0
40,3,0.43564575132151856,264,5.0
40,4,0.39554985360166145,264,5.0
40,5,0.37434756165826,264,5.0
40,6,0.35028639206513956,264,5.0
40,7,0.33209275492121326,264,5.0
40,8,0.3204106415404152,264,5.0
40,9,0.30566288744121123,264,5.0
40,10,0.2936025489347667,264,5.0
40,11,0.28026027940246484,264,5.0
40,12,0.26201217784044545,264,5.0
41,0,0.6711281619666337,258,4.0
41,1,0.5692443209587815,258,4.0
41,2,0.5004145234450819,258,4.0
41,3,0.446397637216363,258,4.0
41,4,0.3960638478138789,258,4.0
41,5,0.3725151350072051,258,4.0
41,6,0.3540884475396772,258,4.0
41,7,0.331788206527904,258,4.0
41,8,0.3152282749802891,258,4.0
41,9,0.3033562394881195,258,4.0
41,10,0.28820862852957607,258,4.0
41,11,0.27434449979203807,258,4.0
41,12,0.2630011217340524,258,4.0
42,0,0.6754750043963875,253,4.0
42,1,0.5821914397274707,253,4.0
42,2,0.5042563257404218,253,4.0
42,3,0.4504305347407998,253,4.0
42,4,0.3997218993017136,253,4.0
42,5,0.3716853960561679,253,4.0
42,6,0.35232650609347105,253,4.0
42,7,0.3309600621252371,253,4.0
42,8,0.31272400178656745,253,4.0
42,9,0.29724560477953477,253,4.0
42,10,0.2830129806263257,253,4.0
42,11,0.2684379829217848,253,4.0
42,12,0.25761430996945095,253,4.0
43,0,0.6737945634303989,233,7.5
43,1,0.5962200376851414,233,7.5
43,2,0.5239632832616415,233,7.5
43,3,0.4609448310549588,233,7.5
43,4,0.4076441907078351,233,7.5
43,5,0.3813406001096023,233,7.5
43,6,0.36127532674218715,233,7.5
43,7,0.3354399852862795,233,7.5
43,8,0.31834654565382214,233,7.5
43,9,0.29959030545984133,233,7.5
43,10,0.2824940507022799,233,7.5
43,11,0.27117912453362764,233,7.5
43,12,0.2613712286707355,233,7.5
44,0,0.6843665548104325,222,6.0
44,1,0.5942608269634984,222,6.0
44,2,0.5338874343481169,222,6.0
44,3,0.47841784888345706,222,6.0
44,4,0.42499815621592296,222,6.0
44,5,0.3896416210549606,222,6.0
44,6,0.36978209106186155,222,6.0
44,7,0.341662408403441,222,6.0
44,8,0.3236111037945077,222,6.0
44,9,0.30579422316108873,222,6.0
44,10,0.285602153539802,222,6.0
44,11,0.27145440321977377,222,6.0
44,12,0.2631402540207663,222,6.0
45,0,0.6771017746083141,208,6.0
45,1,0.6011884872908656,208,6.0
45,2,0.5280682743304836,208,6.0
45,3,0.48412765808191666,208,6.0
45,4,0.436056503912704,208,6.0
45,5,0.39205404497348145,208,6.0
45,6,0.368853805725341,208,6.0
45,7,0.3416716356191746,208,6.0
45,8,0.3248301172057442,208,6.0
45,9,0.30379529515577897,208,6.0
45,10,0.28712176733487543,208,6.0
45,11,0.27089775280276607,208,6.0
45,12,0.25901564896981155,208,6.0
46,0,0.6612124127976906,194,11.5
46,1,0.5957700264613904,194,11.5
46,2,0.5319942266057254,194,11.5
46,3,0.48519990377676203,194,11.5
46,4,0.45064806350733705,194,11.5
46,5,0.4068520567717104,194,11.5
46,6,0.3781707962472937,194,11.5
46,7,0.34922395958624003,194,11.5
46,8,0.33683136877555936,194,11.5
46,9,0.31519846042819344,194,11.5
46,10,0.2954034159249459,194,11.5
46,11,0.28053692566754873,194,11.5
46,12,0.2651729612701467,194,11.5
47,0,0.6501278785166591,185,6.0
47,1,0.5705869411408814,185,6.0
47,2,0.522844378220401,185,6.0
47,3,0.487673411018803,185,6.0
47,4,0.4511636570005674,185,6.0
47,5,0.42094532599646484,185,6.0
47,6,0.3872193985334596,185,6.0
47,7,0.35070964451522413,185,6.0
47,8,0.33947183547547544,185,6.0
47,9,0.3240326608981746,185,6.0
47,10,0.3007595208868243,185,6.0
47,11,0.2842753175712331,185,6.0
47,12,0.26818612511844064,185,6.0
48,0,0.6221261807164498,169,4.0
48,1,0.5527535198716805,169,4.0
48,2,0.49617715202281226,169,4.0
48,3,0.46512029941186955,169,4.0
48,4,0.4340117626091606,169,4.0
48,5,0.40801639636428444,169,4.0
48,6,0.3844020673676706,169,4.0
48,7,0.3490358224915344,169,4.0
48,8,0.33619497415790417,169,4.0
48,9,0.319540188914632,169,4.0
48,10,0.30296916770629123,169,4.0
48,11,0.2878559971484584,169,4.0
48,12,0.2703350561397255,169,4.0
49,0,0.5997163996798968,174,3.5
49,1,0.5338832184424446,174,3.5
49,2,0.47825122495682815,174,3.5
49,3,0.43574908391480766,174,3.5
49,4,0.4093461749055836,174,3.5
49,5,0.39105114633495724,174,3.5
49,6,0.3732404846476757,174,3.5
49,7,0.3477698063936429,174,3.5
49,8,0.3295323402642256,174,3.5
49,9,0.3134836508627347,174,3.5
49,10,0.3011231695845677,174,3.5
49,11,0.2874008451851124,174,3.5
49,12,0.27234054501804095,174,3.5
50,0,0.6022732873204608,182,6.0
50,1,0.5153713135953683,182,6.0
50,2,0.4582948523723914,182,6.0
50,3,0.41536295670918677,182,6.0
50,4,0.3850188887055613,182,6.0
50,5,0.3688922411668785,182,6.0
50,6,0.3542987608237747,182,6.0
50,7,0.32755029666945945,182,6.0
50,8,0.30764269383154663,182,6.0
50,9,0.2938441890713357,182,6.0
50,10,0.2816656345555101,182,6.0
50,11,0.26901995153006014,182,6.0
50,12,0.2592798935461268,182,6.0
51,0,0.5961889974472502,197,11.0
51,1,0.5190404703681911,197,11.0
51,2,0.4499819898024248,197,11.0
51,3,0.40757860164798904,197,11.0
51,4,0.37790540283554347,197,11.0
51,5,0.3571589976038608,197,11.0
51,6,0.34506755502059433,197,11.0
51,7,0.3202772451780772,197,11.0
51,8,0.2957565289762825,197,11.0
51,9,0.2843698332546553,197,11.0
51,10,0.2715210674565798,197,11.0
51,11,0.25877633571903197,197,11.0
51,12,0.24861120122424601,197,11.0
52,0,0.5830711813603078,221,5.0
52,1,0.4990197928556641,221,5.0
52,2,0.4366712898243506,221,5.0
52,3,0.38607061522197567,221,5.0
52,4,0.36137947208058585,221,5.0
52,5,0.3394054265000376,221,5.0
52,6,0.32058270108445724,221,5.0
52,7,0.29977665934412234,221,5.0
52,8,0.27333213632024744,221,5.0
52,9,0.25928585955005745,221,5.0
52,10,0.2466017958860615,221,5.0
52,11,0.2342099622024797,221,5.0
52,12,0.22622173201686324,221,5.0
53,0,0.5782320969685942,239,4.0
53,1,0.4876750126971854,239,4.0
53,2,0.43025947740659043,239,4.0
53,3,0.38398638558509385,239,4.0
53,4,0.3564566135279982,239,4.0
53,5,0.3343218186917729,239,4.0
53,6,0.3117064259128708,239,4.0
53,7,0.2841774118966942,239,4.0
53,8,0.26316603370249925,239,4.0
53,9,0.24775581985915598,239,4.0
53,10,0.23385410744471988,239,4.0
53,11,0.22506765515202512,239,4.0
53,12,0.21549056618076243,239,4.0
54,0,0.5625441689791083,245,6.0
54,1,0.48079555152406467,245,6.0
54,2,0.4291596667221295,245,6.0
54,3,0.38164681634471403,245,6.0
54,4,0.35959229460418335,245,6.0
54,5,0.3320326407637409,245,6.0
54,6,0.3099977993784586,245,6.0
54,7,0.28410471380290664,245,6.0
54,8,0.2591312375544117,245,6.0
54,9,0.24467959487094157,245,6.0
54,10,0.2277043939076777,245,6.0
54,11,0.2177282429199922,245,6.0
54,12,0.20876741935079876,245,6.0
55,0,0.5500822987779694,258,6.0
55,1,0.4620309577026797,258,6.0
55,2,0.41995608707271437,258,6.0
55,3,0.37837926070795164,258,6.0
55,4,0.3567378708000291,258,6.0
55,5,0.32834858846966786,258,6.0
55,6,0.30077849784990646,258,6.0
55,7,0.27606912489978375,258,6.0
55,8,0.25035075678433466,258,6.0
55,9,0.2307144505721435,258,6.0
55,10,0.21904305653409778,258,6.0
55,11,0.20872989601807537,258,6.0
55,12,0.19741153640582104,258,6.0
56,0,0.5785717487087035,259,7.0
56,1,0.480169325178065,259,7.0
56,2,0.43002073574863187,259,7.0
56,3,0.3888058056437458,259,7.0
56,4,0.3636489612460108,259,7.0
56,5,0.3361272170649632,259,7.0
56,6,0.3118205658014728,259,7.0
56,7,0.28104805626366874,259,7.0
56,8,0.25925814131956926,259,7.0
56,9,0.2404459603706641,259,7.0
56,10,0.22545530380570045,259,7.0
56,11,0.2159252744719793,259,7.0
56,12,0.2016348038610385,259,7.0
57,0,0.6023598457899696,260,3.0
57,1,0.5046857981124592,260,3.0
57,2,0.44339528597482025,260,3.0
57,3,0.39776030287958064,260,3.0
57,4,0.3651564660970886,260,3.0
57,5,0.34036963816887134,260,3.0
57,6,0.317089652943485,260,3.0
57,7,0.2892655296090394,260,3.0
57,8,0.265817126379611,260,3.0
57,9,0.24932265531707706,260,3.0
57,10,0.23262671224970777,260,3.0
57,11,0.21915851859313779,260,3.0
57,12,0.20620030094880723,260,3.0
58,0,0.6073471900160948,283,4.0
58,1,0.5200235905229612,283,4.0
58,2,0.45440316904857414,283,4.0
58,3,0.40652616145692105,283,4.0
58,4,0.3638606179520994,283,4.0
58,5,0.33653819386089634,283,4.0
58,6,0.31204188967512514,283,4.0
58,7,0.2888127512550509,283,4.0
58,8,0.26919333402757667,283,4.0
58,9,0.24956773047415098,283,4.0
58,10,0.23336316517180977,283,4.0
58,11,0.2199635831612332,283,4.0
58,12,0.2026429015518399,283,4.0
59,0,0.6074153600606272,277,4.0
59,1,0.522146757071748,277,4.0
59,2,0.45966013616534057,277,4.0
59,3,0.40996331360267313,277,4.0
59,4,0.3669049819848711,277,4.0
59,5,0.3369612377414696,277,4.0
59,6,0.30801441538384566,277,4.0
59,7,0.2875346626171927,277,4.0
59,8,0.2716101580229862,277,4.0
59,9,0.25486670937040956,277,4.0
59,10,0.2361400792124358,277,4.0
59,11,0.22402200363665298,277,4.0
59,12,0.2045982253068067,277,4.0
60,0,0.6001433611856315,277,9.0
60,1,0.5188406576934607,277,9.0
60,2,0.45965612532765526,277,9.0
60,3,0.41157872181780447,277,9.0
60,4,0.3653312873296385,277,9.0
60,5,0.3346114450653773,277,9.0
60,6,0.3055784028103405,277,9.0
60,7,0.2863106402441367,277,9.0
60,8,0.2719879738029533,277,9.0
60,9,0.25459053662436293,277,9.0
60,10,0.23634609619420252,277,9.0
60,11,0.22204745139940504,277,9.0
60,12,0.20370932654833926,277,9.0
61,0,0.5852778928237435,279,6.5
61,1,0.5016724347943776,279,6.5
61,2,0.444705856014914,279,6.5
61,3,0.4071877553554038,279,6.5
61,4,0.3703092198119669,279,6.5
61,5,0.33467979513564183,279,6.5
61,6,0.301110004182359,279,6.5
61,7,0.2823952196959598,279,6.5
61,8,0.26725731887383625,279,6.5
61,9,0.2507761786671198,279,6.5
61,10,0.2334697603233544,279,6.5
61,11,0.22091250728860007,279,6.5
61,12,0.1989281560274306,279,6.5
62,0,0.5941793968096879,293,4.0
62,1,0.4948408634489716,293,4.0
62,2,0.43808415884572066,293,4.0
62,3,0.40159736130082463,293,4.0
62,4,0.37303879069728973,293,4.0
62,5,0.3409482170448609,293,4.0
62,6,0.30363717059333517,293,4.0
62,7,0.2828297099002218,293,4.0
62,8,0.26762521209247575,293,4.0
62,9,0.2517646231817937,293,4.0
62,10,0.2364691547589347,293,4.0
62,11,0.22347414022431145,293,4.0
62,12,0.2016852995621005,293,4.0
63,0,0.6070444129563619,298,7.0
63,1,0.5080528925985787,298,7.0
63,2,0.43826798326211613,298,7.0
63,3,0.4015237894923285,298,7.0
63,4,0.3700694090818518,298,7.0
63,5,0.34373823809418375,298,7.0
63,6,0.31220138596763125,298,7.0
63,7,0.2895997077512343,298,7.0
63,8,0.27110501029512696,298,7.0
63,9,0.2515653021010915,298,7.0
63,10,0.23504494431775413,298,7.0
63,11,0.22084099010339409,298,7.0
63,12,0.20190127748134698,298,7.0
64,0,0.6209169270543293,300,4.0
64,1,0.5201593984672279,300,4.0
64,2,0.44272801496465364,300,4.0
64,3,0.3995323107252823,300,4.0
64,4,0.3724255384828555,300,4.0
64,5,0.345305611657416,300,4.0
