c,X,target,raw_N,pooled_N,match_N,reach_raw,reach_pooled,reach_pooled_match,exp_ret_match,net_raw,net_pooled,miss_cost_raw,reach_pooled_mono,reach_pooled_match_mono,minute_over_optimistic
5.0,4.0,9.0,25560.0,103876.0,2547.0,0.8618935837245696,0.826503454539293,0.8783847809490753,2.784845729513717,2.757042407989502,2.1574691150485172,5.0,0.826503454539293,0.8783847809490753,-0.05188132640978238
6.0,5.0,11.0,34898.0,118472.7,2559.0,0.8021949681930196,0.7706569215710927,0.8532529139008508,3.3049565474791085,2.8241448402404785,2.264972381934444,6.0,0.7706569215710927,0.8532529139008508,-0.08259599232975812
7.0,5.0,12.0,34302.0,149294.5,2580.0,0.7463413212057606,0.787255250801619,0.853627238663585,3.233031778753272,1.956095814704895,2.4001585405281856,7.0,0.787255250801619,0.853627238663585,-0.06637198786196608
8.0,5.0,13.0,28842.0,183467.2,2585.0,0.7798002912419388,0.7979677126084825,0.8521086189839185,3.1269752327824665,2.137403726577759,2.4633252255760416,8.0,0.7979677126084825,0.8521086189839185,-0.054140906375436004
9.0,5.0,14.0,27024.0,179082.0,2578.0,0.7308318531675547,0.8083181813719688,0.8650379998989257,3.151224643152369,1.2316460609436035,2.488695787796441,9.0,0.8083181813719688,0.8650379998989257,-0.056719818526956955
10.0,5.0,15.0,32547.0,156413.3,2538.0,0.9026331151872676,0.8238227783717904,0.8589096805947676,2.9322198555802483,3.539496660232544,2.5256250633571367,10.0,0.8238227783717904,0.8589096805947676,-0.03508690222297717
11.0,5.0,16.0,21794.0,152559.7,2508.0,0.8765256492612645,0.8401872107711591,0.8545698377268242,2.7124845026999136,3.0244107246398926,2.54154537929181,11.0,0.8401872107711591,0.8545698377268242,-0.014382626955665057
12.0,5.0,17.0,17448.0,150170.5,2495.0,0.9001604768454837,0.8576691009580635,0.8621214358431728,2.688614242214869,3.3027281761169434,2.638450313427655,12.0,0.8576691009580635,0.8621214358431728,-0.004452334885109321
13.0,5.0,18.0,20614.0,150725.2,2487.0,0.8625691277772388,0.8750795568432244,0.8627150093757052,2.5707690134185306,2.5262441635131836,2.7309928150975935,13.0,0.8750795568432244,0.8627150093757052,0.012364547467519138
14.0,5.0,19.0,23431.0,143194.0,2465.0,0.8337245529426828,0.8681977382518791,0.8617376628211567,2.4224254530115545,1.8407669067382812,2.4708425274313,14.0,0.8681977382518791,0.8617376628211567,0.006460075430722356
15.0,5.0,20.0,26612.0,148376.3,2458.0,0.8916278370659853,0.8700898049368789,0.8653547041084556,2.3509091123546875,2.832557201385498,2.3808560601567823,15.0,0.8700898049368789,0.8653547041084556,0.004735100828423322
16.0,5.0,21.0,25838.0,161071.6,2448.0,0.8524653610960601,0.8690265205544195,0.8608623882094323,2.108476712266414,1.9017724990844727,2.2444293077923163,16.0,0.8690265205544195,0.8608623882094323,0.008164132344987252
17.0,5.0,22.0,24397.0,169021.1,2452.0,0.8677296388900274,0.8798401554095024,0.8644914437540374,2.051077962589905,2.0900521278381348,2.369345785030042,17.0,0.8798401554095024,0.8644914437540374,0.01534871165546503
18.0,5.0,23.0,26552.0,176513.3,2438.0,0.888181681229286,0.8785497218561183,0.8690257536616023,2.0236576520915914,2.428178548812866,2.195034541394572,18.0,0.8785497218561183,0.8690257536616023,0.009523968194516064
19.0,5.0,24.0,30251.0,185724.6,2441.0,0.8796072857095634,0.8806461309904563,0.8707923095700456,1.9301166144456179,2.110574960708618,2.1316078948543375,19.0,0.8806461309904563,0.8707923095700456,0.009853821420410691
20.0,6.0,26.0,32917.0,194789.6,2431.0,0.8669380563234803,0.852277487522257,0.8512415973178653,2.1458553969593677,2.5434341430664062,2.1253065821208708,19.97711753845215,0.852277487522257,0.8512415973178653,0.001035890204391654
21.0,6.0,27.0,31940.0,197348.3,2402.0,0.8298058860363181,0.8479993344012482,0.853799677690137,2.094965535087961,1.4047586917877197,1.8832167855247983,21.0,0.8479993344012482,0.853799677690137,-0.005800343288888787
22.0,6.0,28.0,32779.0,215710.6,2431.0,0.8848958174440953,0.8614507318090141,0.8644491593323459,2.236673739562104,2.777082681655884,2.100662765672303,22.0,0.8614507318090141,0.8644491593323459,-0.0029984275233317925
23.0,7.0,30.0,33141.0,230225.3,2418.0,0.8231797471410036,0.8352909971783506,0.8524823617201505,2.5988268296959465,1.69539213180542,2.015933098133164,23.0,0.8352909971783506,0.8524823617201505,-0.017191364541799814
24.0,7.0,31.0,31094.0,229054.0,2407.0,0.809995497523638,0.833095905357014,0.8566950554520637,2.5953503636330355,1.1098604202270508,1.8286867536796927,24.0,0.833095905357014,0.8566950554520637,-0.023599150095049648
25.0,7.0,32.0,45770.0,229127.4,2400.0,0.8419488748088267,0.828058207832676,0.8568525182384864,2.4550946279667114,1.9445488452911377,1.5804353533793305,24.986175537109375,0.828058207832676,0.8568525182384864,-0.028794310405810375
26.0,7.0,33.0,43309.0,245266.8,2384.0,0.8443048788935326,0.8323596879896735,0.8629880018571227,2.5054437941270677,1.868988037109375,1.6001300846764697,25.955509185791016,0.8323596879896735,0.8629880018571227,-0.03062831386744913
27.0,7.0,34.0,37855.0,251747.3,2371.0,0.8496103553031303,0.8337806535143103,0.8659967777113566,2.4854009217478024,1.9396038055419922,1.5149372458681958,26.64856719970703,0.8337806535143103,0.8659967777113566,-0.032216124197046336
28.0,7.0,35.0,40386.0,264041.3,2370.0,0.7700440746793443,0.8311882289710257,0.8647952942509565,2.3183358046012223,-0.21090221405029297,1.2875154462833804,24.357757568359375,0.8311882289710257,0.8647952942509565,-0.03360706527993074
29.0,7.0,36.0,41100.0,262216.1,2331.0,0.8787591240875913,0.8257372910585363,0.8651620292958213,2.221314478863597,2.7205722332000732,0.9316142202987872,28.296905517578125,0.8257372910585363,0.8651620292958213,-0.039424738237284984
30.0,7.0,37.0,44773.0,257365.6,2313.0,0.8329126929176066,0.8238126894104375,0.8643826998679338,2.1062710718674036,1.0166568756103516,0.7216663830803268,28.809682846069336,0.8238126894104375,0.8643826998679338,-0.04057001045749631
31.0,7.0,38.0,41524.0,264421.3,2294.0,0.7999711010499951,0.8253800875580952,0.86390614656368,1.9897680954421326,-0.39861011505126953,0.6329917493454557,29.987707138061523,0.8253800875580952,0.86390614656368,-0.03852605900558481
32.0,7.0,39.0,41529.0,280473.8,2282.0,0.7983577740855787,0.8434887882754137,0.8676690666843416,2.0042523126072154,-0.719517707824707,1.0526345935540953,31.283239364624023,0.8434887882754137,0.8676690666843416,-0.02418027840892789
33.0,7.0,40.0,41718.0,284353.3,2254.0,0.8373843424900522,0.8426695847685,0.8693262879074577,1.9673121814603287,0.6823720932006836,0.895600599835918,31.850059509277344,0.8426695847685,0.8693262879074577,-0.026656703138957738
34.0,7.0,41.0,44419.0,291293.2,2226.0,0.8649001553389315,0.8460791923865814,0.8694354705610996,1.8465484874258564,1.5241961479187012,0.8610668946452504,33.53153610229492,0.8460791923865814,0.8694354705610996,-0.02335627817451824
35.0,8.0,43.0,53489.0,311614.5,2189.0,0.8943147189141692,0.8313096073069451,0.8553536354787411,1.9804279270548004,3.5699191093444824,0.9016117375246853,33.91767120361328,0.8313096073069451,0.8553536354787411,-0.02404402817179596
36.0,8.0,44.0,50689.0,320796.3,2166.0,0.8320542918581941,0.8287049599556129,0.8527286404898625,1.7357544575808186,0.8708310127258301,0.579536228482036,34.449249267578125,0.8287049599556129,0.8527286404898625,-0.024023680534249636
37.0,8.0,45.0,51830.0,331055.3,2147.0,0.8244645957939417,0.8288901064811035,0.8577835106652331,1.794915625510523,0.3521132469177246,0.3919533497289948,35.568912506103516,0.8288901064811035,0.8577835106652331,-0.028893404184129556
38.0,8.0,46.0,54566.0,335688.5,2124.0,0.8164974526261775,0.834175181853568,0.8610084744458331,1.820403566756955,-0.22735595703125,0.5046081715783409,36.835105895996094,0.834175181853568,0.8610084744458331,-0.02683329259226508
39.0,8.0,47.0,55347.0,339042.4,2095.0,0.7904132111948253,0.8380861071398814,0.862931600502267,1.7847122773382038,-1.8143963813781738,0.5748146955114357,38.827362060546875,0.8380861071398814,0.862931600502267,-0.024845493362385618
40.0,8.0,48.0,54718.0,330436.3,2062.0,0.8106107679374246,0.8481252658917657,0.8651643548639881,1.7393646621834782,-1.0156373977661133,0.8901225181941479,39.6037483215332,0.8481252658917657,0.8651643548639881,-0.017039088972222394
41.0,8.0,49.0,50399.0,345988.4,2040.0,0.8914661005178675,0.8641651996787759,0.8677303730910123,1.6929434137458204,2.6977906227111816,1.5042452317976758,40.853023529052734,0.8641651996787759,0.8677303730910123,-0.0035651734122363887
42.0,9.0,51.0,56398.0,347778.5,2040.0,0.8905989574098372,0.8627161516049197,0.854422748208406,1.727225661682761,3.5165438652038574,2.1149552025004814,41.122520446777344,0.8627161516049197,0.854422748208406,0.008293403396513632
