c,tbin,fill
42,110,0.5896477584917048
42,120,0.6093269305343709
42,130,0.6188725913540924
42,140,0.6597485516979643
42,150,0.7057947558380587
42,160,0.7014611147764591
42,170,0.6808223103510491
42,180,0.7220104434286476
42,190,0.6716530189423835
42,200,0.6891538764266038
42,210,0.7459591695351907
42,220,0.7426200897447516
42,230,0.6499983914812847
42,240,0.5956791312049909
43,20,0.2573991143840497
43,30,0.4190544228044082
43,40,0.4838516334010492
43,50,0.5420250560957367
43,60,0.4793168920101229
43,70,0.5458051405214419
43,80,0.5423922327389356
43,90,0.5773672647969084
43,100,0.5691315912575244
43,110,0.6153428247287603
43,120,0.64268463983834
43,130,0.6349255290903328
43,140,0.6446704932850648
43,150,0.6753435301815802
43,160,0.6684137056486458
43,170,0.6223150923353897
43,180,0.6919486404833836
43,190,0.645471471559062
43,200,0.695100452873773
43,210,0.7560423470526845
43,220,0.766880743009584
43,230,0.6514333217130138
43,240,0.5829717751341263
44,20,0.2691534080950778
44,30,0.4385976978435259
44,40,0.5110208911154412
44,50,0.5586593357144866
44,60,0.5084389177074484
44,70,0.5868595710869278
44,80,0.5678036681891396
44,90,0.6080132849258421
44,100,0.6056806458361891
44,110,0.6441042478277041
44,120,0.6595493813414641
44,130,0.6180887634191777
44,140,0.6340838741102713
44,150,0.6587962113845334
44,160,0.6490964990279264
44,170,0.6126466126466127
44,180,0.6719723183391003
44,190,0.6263731406714834
44,200,0.7168646563867692
44,210,0.7683264124347595
44,220,0.7865714824375671
44,230,0.6759501062432076
44,240,0.6209545724465558
45,20,0.25755483597322054
45,30,0.425278003797125
