tbin,match_N,mean_paired_yes_bid_sum,mean_paired_mid_sum,hazard_frac,mean_own_spread,mean_partner_spread
240,2945,0.9782401393142482,1.002651824234725,0.01604969351431577,0.026030201055752506,0.024706902043431043
180,3176,0.9779263600837552,1.0023786748771915,0.01931968469364368,0.024474978676782794,0.025044354235034583
120,3058,0.9749296124603812,1.0018931050315292,0.0206648926982014,0.027568228904485428,0.02714386048325798
90,3253,0.9714746895501966,1.001555188672632,0.022137168413897408,0.0293228181901299,0.030348033163488074
60,3109,0.9686006354036265,1.0005242975668482,0.01945344985289688,0.030849500312241682,0.03229783393150816
45,3074,0.9667375375883798,1.000078623469749,0.018589060578042393,0.03270623742391756,0.033629227480300575
30,2795,0.9644569443042343,0.9995905398859211,0.018586010707902962,0.034807105717333926,0.035557336506009146
20,2401,0.9626435865491098,0.999152931290286,0.02072516081262437,0.03537141931602573,0.037150053596274525
15,2334,0.9626791471521112,0.9987152738042259,0.01899066253179364,0.03510297228002884,0.036690380825227284
10,2054,0.9590243351731058,0.9976500250878073,0.01976630963972736,0.03798912690684843,0.03936201705970898
7,1831,0.959487358245027,0.9975597229968395,0.02239213544511196,0.03766930638995084,0.038176705707380555
5,1761,0.9607178598922248,0.9977901270207852,0.019496498201779292,0.036831345826235096,0.037404734411085445
3,1405,0.9599891461649782,0.9979359623733719,0.023487544483985764,0.038234875444839854,0.03757959479015919
2,1323,0.9598539584934666,0.9970176787086855,0.024943310657596373,0.0369047619047619,0.037267486548808605
