c,X,target,raw_N,pooled_N,match_N,reach_raw,reach_pooled,reach_pooled_match,exp_ret_match,roc_match,net_raw,net_pooled,miss_cost_raw,reach_pooled_mono,reach_pooled_match_mono,minute_over_optimistic,roc
16.0,4.0,20.0,2986.0,16200.7,598.0,0.8724045545880776,0.8723351916255014,0.8748872583096851,1.5442350954574424,0.09651469346609015,1.4480912685394287,1.4463040477146112,16.0,0.8723351916255014,0.8748872583096851,-0.002552066684183618,0.09651469346609015
17.0,4.0,21.0,2404.0,17892.5,598.0,0.9172212978369384,0.8669441132043995,0.878738720198424,1.4830407242304136,0.08723768966061256,2.2616472244262695,1.1972590006111155,17.0,0.8669441132043995,0.878738720198424,-0.01179460699402457,0.08723768966061256
18.0,5.0,23.0,2520.0,18004.9,599.0,0.873015873015873,0.8192320460149279,0.8544714599901433,1.7262541458694722,0.09590300810385957,2.0793650150299072,0.8752572537967882,18.0,0.8192320460149279,0.8544714599901433,-0.03523941397521535,0.09590300810385957
19.0,5.0,24.0,3667.0,18870.9,592.0,0.7444777747477502,0.8381190213341426,0.8618941947386719,1.7699240440198447,0.09315389705367604,-1.132533311843872,1.1952201847077912,19.0,0.8381190213341426,0.8618941947386719,-0.023775173404529282,0.09315389705367604
20.0,5.0,25.0,3418.0,20404.4,585.0,0.847571679344646,0.8738255313976688,0.8727805683565381,1.8831786582396386,0.09415893291198194,1.1892919540405273,1.9086646551678514,20.0,0.8738255313976688,0.8727805683565381,0.0010449630411307753,0.09415893291198194
21.0,5.0,26.0,3413.0,21966.7,581.0,0.893641957222385,0.880842651065505,0.8763374321345143,1.8677904406894041,0.08894240193759068,2.2346909046173096,1.9808173304354209,21.0,0.880842651065505,0.8763374321345143,0.004505218930990651,0.08894240193759068
22.0,6.0,28.0,4183.0,23612.3,581.0,0.9249342577097777,0.8625182443766417,0.8519302584641962,1.9548050812861786,0.08885477642209903,3.8981590270996094,2.263593390625028,22.0,0.8625182443766417,0.8519302584641962,0.010587985912445474,0.08885477642209903
23.0,5.0,28.0,3539.0,23551.7,575.0,0.9545069228595648,0.9109907683483294,0.8785765154455415,1.657135374718426,0.07204936411819243,3.783780336380005,2.5302205758442864,21.734176635742188,0.9109907683483294,0.8785765154455415,0.03241425290278788,0.07204936411819243
24.0,6.0,30.0,3824.0,23906.4,570.0,0.8959205020920502,0.8992304158252952,0.8516194123147364,1.6109610213730159,0.06712337589054233,2.9037656784057617,2.9718665149517975,23.748743057250977,0.8992304158252952,0.8516194123147364,0.0476110035105588,0.06712337589054233
25.0,6.0,31.0,3858.0,23392.2,564.0,0.8877656817003629,0.9042272284609865,0.8519363005857926,1.447179908648203,0.057887196345928114,2.5207359790802,3.038281638036596,25.0,0.9042272284609865,0.8519363005857926,0.05229092787519385,0.057887196345928114
26.0,6.0,32.0,3717.0,23327.0,558.0,0.8886198547215496,0.9025865955644984,0.8514119180475049,1.29051812761189,0.04963531260045731,2.435835123062134,2.907343153423837,26.0,0.9025865955644984,0.8514119180475049,0.05117467751699345,0.04963531260045731
27.0,6.0,33.0,4147.0,24629.0,557.0,0.8801543284301905,0.9101067815425603,0.8560945404414959,1.3120346076620222,0.04859387435785267,2.0450925827026367,3.0794667053412885,27.0,0.9101067815425603,0.8560945404414959,0.054012241101064395,0.04859387435785267
28.0,6.0,34.0,4005.0,25646.1,554.0,0.9438202247191011,0.9203308042657927,0.8595020405684772,1.2488500917003282,0.04460178898929744,4.089887619018555,3.317006861766162,28.0,0.9203308042657927,0.8595020405684772,0.06082876369731549,0.04460178898929744
29.0,6.0,35.0,3024.0,26840.3,547.0,0.9097222222222222,0.9219776924234202,0.8639075813997771,1.2696555433037735,0.04378122563116461,2.840277910232544,3.283053486220791,29.0,0.9219776924234202,0.8639075813997771,0.05807011102364312,0.04378122563116461
30.0,6.0,36.0,5198.0,27848.7,539.0,0.9595998460946518,0.9114635926376707,0.8655834313432007,1.1988336355093046,0.039961121183643485,4.545594215393066,2.7726249301664727,30.0,0.9114635926376707,0.8655834313432007,0.045880161294470034,0.039961121183643485
31.0,6.0,37.0,5234.0,27346.3,533.0,0.9417271685135652,0.9146656212444286,0.8730926945542524,1.3410498058347073,0.0432596711559583,3.843905210494995,2.7970834540611813,31.0,0.9146656212444286,0.8730926945542524,0.041572926690176204,0.0432596711559583
32.0,7.0,39.0,4573.0,27560.1,520.0,0.8762300459217144,0.890448527700722,0.8562610867137688,1.4359435141636605,0.04487323481761439,2.1948390007019043,2.6984221782529336,31.823322296142578,0.890448527700722,0.8562610867137688,0.034187440986953255,0.04487323481761439
33.0,7.0,40.0,4870.0,28111.8,515.0,0.817864476386037,0.8845012436717832,0.8583304331832846,1.3975627771752492,0.04235038718712877,-0.2443532943725586,2.3736726640582444,32.77452087402344,0.8845012436717832,0.8583304331832846,0.026170810488498564,0.04235038718712877
34.0,7.0,41.0,4263.0,28728.5,513.0,0.8970208773164439,0.8791533837589824,0.857658016201497,1.2283357635859256,0.036127522458409576,2.801313638687134,2.0770794861876323,33.77220916748047,0.8791533837589824,0.857658016201497,0.02149536755748549,0.036127522458409576
35.0,7.0,42.0,4651.0,28674.3,502.0,0.8752956353472372,0.8761550892001624,0.8574782891044969,1.0609931960428989,0.030314091315511396,1.7839174270629883,1.8408817598009195,34.82758712768555,0.8761550892001624,0.8574782891044969,0.018676800095665524,0.030314091315511396
36.0,7.0,43.0,4669.0,29182.4,497.0,0.8744913257656886,0.8828320334698561,0.8619869164485857,1.1132899660313242,0.030924721278647895,1.6031270027160645,2.01054279186378,36.0,0.8828320334698561,0.8619869164485857,0.020845117021270343,0.030924721278647895
37.0,7.0,44.0,4680.0,29429.4,486.0,0.9014957264957265,0.8804912728658686,0.8643726316806961,1.02815935904655,0.027788090785041894,2.6658120155334473,1.7039545808148546,37.0,0.8804912728658686,0.8643726316806961,0.016118641185172478,0.027788090785041894
38.0,7.0,45.0,5162.0,29659.7,481.0,0.8961642774118559,0.8701674172074767,0.8649193285557358,0.9263591899704843,0.024377873420275902,2.327392339706421,1.1171404136342504,38.0,0.8701674172074767,0.8649193285557358,0.005248088651740868,0.024377873420275902
39.0,7.0,46.0,5028.0,28823.4,473.0,0.9186555290373906,0.8709428216535311,0.8655693068975511,0.829796263790115,0.021276827276669612,3.2581543922424316,1.0439566520537675,39.0,0.8709428216535311,0.8655693068975511,0.0053735147559800245,0.021276827276669612
40.0,7.0,47.0,5245.0,27489.2,470.0,0.7998093422306959,0.8710116050385949,0.8646145232733663,0.6738522659404349,0.016846306648510872,-2.408961296081543,0.9525777257556209,40.0,0.8710116050385949,0.8646145232733663,0.006397081765228574,0.016846306648510872
41.0,8.0,49.0,4052.0,26786.2,464.0,0.8035538005923001,0.85566963824345,0.8504415004985975,0.6893361998389839,0.016813078044853266,-1.6258630752563477,0.9840036859531212,41.0,0.85566963824345,0.8504415004985975,0.005228137744852535,0.016813078044853266
42.0,8.0,50.0,3813.0,26303.7,464.0,0.8617886178861789,0.8597705769304839,0.8535651020142829,0.7251544492528856,0.017265582125068707,1.089430809020996,1.078121746736123,42.0,0.8597705769304839,0.8535651020142829,0.006205474916200937,0.017265582125068707
43.0,8.0,51.0,3805.0,25650.3,460.0,0.9014454664914586,0.8671955207557233,0.8575594660028258,0.8119678803366212,0.01888297396131677,3.000070095062256,1.366577090563308,42.73262023925781,0.8671955207557233,0.8575594660028258,0.009636054752897416,0.01888297396131677
44.0,8.0,52.0,3994.0,23831.0,449.0,0.9041061592388583,0.8892726130710815,0.8637118535028333,0.9840584599076899,0.022364964997902043,3.0135202407836914,2.319090989336032,44.0,0.8892726130710815,0.8637118535028333,0.025560759568248215,0.022364964997902043
45.0,9.0,54.0,4309.0,23142.4,441.0,0.9183105128800185,0.894835886857816,0.8524902294003666,1.1266365300046732,0.025036367333437184,4.5887675285339355,3.352159434083114,45.0,0.894835886857816,0.8524902294003666,0.04234565745744945,0.025036367333437184
46.0,9.0,55.0,3770.0,23157.2,435.0,0.9347480106100796,0.8917452337945657,0.8581184984226451,1.2634489735941303,0.027466282034655006,5.411140441894531,3.0209008642015753,46.0,0.8917452337945657,0.8581184984226451,0.033626735371920624,0.027466282034655006
47.0,9.0,56.0,3683.0,23339.9,440.0,0.8881346728210697,0.8925657484957161,0.8625106738728014,1.36566684169325,0.02905674131262234,2.735541820526123,2.9580636769824937,47.0,0.8925657484957161,0.8625106738728014,0.03005507462291468,0.02905674131262234
48.0,10.0,58.0,3026.0,23314.8,436.0,0.8658294778585591,0.8805514538026901,0.8597433875945588,1.925156762557205,0.040107432553275105,2.2181100845336914,3.042772594947992,48.0,0.8805514538026901,0.8597433875945588,0.02080806620813125,0.040107432553275105
49.0,10.0,59.0,3692.0,22935.7,431.0,0.819068255687974,0.8608582526552085,0.8621748845896299,1.9354871156253246,0.03949973705357805,-0.6749734878540039,1.8036893940617045,49.0,0.8608582526552085,0.8621748845896299,-0.0013166319344213306,0.03949973705357805
50.0,11.0,61.0,4157.0,22988.3,433.0,0.8866971373586722,0.8468787656620199,0.8524645642873238,2.0917131296353784,0.04183426259270757,4.088525772094727,1.8401070066207819,50.0,0.8468787656620199,0.8524645642873238,-0.005585798625303839,0.04183426259270757
51.0,11.0,62.0,3712.0,23436.6,444.0,0.8399784482758621,0.8369485071957524,0.8595052798978929,2.3879948585428425,0.046823428598879266,1.8109660148620605,1.1101753680922735,46.423728942871094,0.8369485071957524,0.8595052798978929,-0.022556772702140515,0.046823428598879266
52.0,12.0,64.0,4332.0,23976.4,458.0,0.7571560480147738,0.8230741923328602,0.8505107811804344,2.6398665898898304,0.05076666519018905,-3.057249069213867,1.6365483690234612,50.00380325317383,0.8230741923328602,0.8505107811804344,-0.027436588847574273,0.05076666519018905
53.0,12.0,65.0,3600.0,26819.2,466.0,0.8711111111111111,0.8333884469882129,0.8560008819067766,2.809379164940727,0.053007154055485416,3.788888454437256,2.0002399084172824,51.7068977355957,0.8333884469882129,0.8560008819067766,-0.022612434918563684,0.053007154055485416
54.0,12.0,66.0,3908.0,25874.5,471.0,0.7970829068577278,0.8201585500603802,0.8567707561389151,2.6629976147843997,0.04931477064415555,-1.1622314453125,0.30527845894116695,52.86507034301758,0.8201585500603802,0.8567707561389151,-0.03661220607853488,0.04931477064415555
55.0,12.0,67.0,4666.0,27309.9,477.0,0.8986283754822117,0.8181024444382082,0.8585990917531471,2.639396584064019,0.04798902880116398,5.293828010559082,-0.10619972847644563,54.154335021972656,0.8181024444382082,0.8585990917531471,-0.04049664731493885,0.04798902880116398
56.0,13.0,69.0,5528.0,28692.9,484.0,0.8225397973950795,0.8101730527301219,0.8519888310546953,2.897186708113169,0.05173547693059231,0.7552452087402344,-0.10970573897621697,56.0,0.8101730527301219,0.8519888310546953,-0.041815778324573394,0.05173547693059231
57.0,13.0,70.0,4788.0,30112.6,491.0,0.7431077694235589,0.8104696444199078,0.8544020513445671,2.9129550000831177,0.051104473685668735,-4.982456207275391,-0.22091472865613349,57.0,0.8104696444199078,0.8544020513445671,-0.043932406924659384,0.051104473685668735
58.0,13.0,71.0,4842.0,32301.9,502.0,0.7961586121437423,0.8248414956688621,0.8578803611255195,3.0391179442981526,0.05239858524651987,-1.4520645141601562,0.5920666637590546,57.89857864379883,0.8248414956688621,0.8578803611255195,-0.03303886545665735,0.05239858524651987
59.0,13.0,72.0,5254.0,31774.2,507.0,0.7915873620098972,0.8184732310493361,0.8596079587290089,3.044311349127995,0.05159849744284737,-1.9866762161254883,-0.007213043483495028,58.90867614746094,0.8184732310493361,0.8596079587290089,-0.041134727679672745,0.05159849744284737
60.0,14.0,74.0,5490.0,31961.1,511.0,0.8628415300546448,0.8070131057585977,0.8530869033670565,3.2945988275085285,0.05490998045847548,3.8502731323242188,-0.2406123573008926,60.0,0.8070131057585977,0.8530869033670565,-0.046073797608458755,0.05490998045847548
61.0,14.0,75.0,6403.0,32479.2,516.0,0.8674059034827425,0.797922858266031,0.8563075176441873,3.372496222172129,0.0552868233142972,4.0710601806640625,-1.198305715820106,60.8822135925293,0.797922858266031,0.8563075176441873,-0.05838465937815629,0.0552868233142972
62.0,14.0,76.0,4569.0,32497.2,523.0,0.7686583497483038,0.7999940153403677,0.8588267588700907,3.453613679547005,0.05570344644430653,-3.560077667236328,-1.2032484805158046,61.905391693115234,0.7999940153403677,0.8588267588700907,-0.05883274352972301,0.05570344644430653
63.0,15.0,78.0,4659.0,31792.2,528.0,0.7814981755741576,0.7814652562545222,0.8510684149966838,3.5364882441278667,0.05613473403377566,-2.043142318725586,-1.7343904802162489,63.0,0.7814652562545222,0.8510684149966838,-0.06960315874216161,0.05613473403377566
64.0,15.0,79.0,5075.0,31679.7,538.0,0.6752709359605912,0.7807912981462721,0.8564659760059875,3.8502718775233644,0.06016049808630257,-10.633891105651855,-1.7516158231158454,63.9393196105957,0.7807912981462721,0.8564659760059875,-0.07567467785971538,0.06016049808630257
65.0,16.0,81.0,4595.0,28191.5,546.0,0.8108813928182808,0.7745399447172041,0.851550156443231,4.192200646046345,0.06449539455455916,0.6813926696777344,-1.5547412893962755,65.0,0.7745399447172041,0.851550156443231,-0.07701021172602684,0.06449539455455916
66.0,17.0,83.0,5134.0,27810.5,550.0,0.8030775223996883,0.7807254462603544,0.8512298182513359,4.87892189347802,0.0739230589920912,2.875925064086914,-0.3865707606178288,54.724037170410156,0.7807254462603544,0.8512298182513359,-0.07050437199098147,0.0739230589920912
67.0,17.0,84.0,4741.0,26028.4,552.0,0.8297827462560641,0.7793759687388669,0.8555016085795675,5.168893868193148,0.0771476696745246,4.114953994750977,-0.6752100762799759,58.69764709472656,0.7793759687388669,0.8555016085795675,-0.07612563984070053,0.0771476696745246
68.0,18.0,86.0,3698.0,24936.9,561.0,0.7869118442401298,0.7973335950066945,0.8508315769436949,5.613500562505643,0.0825514788603771,0.9453763961791992,1.6883213844751792,62.0355339050293,0.7973335950066945,0.8508315769436949,-0.053497981937000394,0.0825514788603771
69.0,18.0,87.0,2939.0,23446.7,568.0,0.8645797890438924,0.7996062542206355,0.853330609788672,5.7647237067503,0.08354672038768551,6.320516586303711,1.8536926198377486,68.24623107910156,0.7996062542206355,0.853330609788672,-0.053724355568036564,0.08354672038768551
70.0,18.0,88.0,3612.0,23018.0,576.0,0.7347729789590255,0.803024649259419,0.8575041195345973,6.028962711002835,0.08612803872861192,-5.256748199462891,1.8878066300302512,69.68619537353516,0.803024649259419,0.8575041195345973,-0.0544794702751783,0.08612803872861192
71.0,18.0,89.0,3546.0,21273.0,574.0,0.7611393119007333,0.8001975236237924,0.8586842219555015,6.055167762757245,0.08528405299658091,-1.5383529663085938,1.415532775730276,63.79811096191406,0.8001975236237924,0.8586842219555015,-0.058486698331709164,0.08528405299658091
72.0,18.0,90.0,3623.0,20204.5,578.0,0.8272150151807894,0.8047302837687479,0.861186136652509,6.18984362957325,0.08597005041073959,4.133039474487305,1.9502969417290723,62.255592346191406,0.8047302837687479,0.861186136652509,-0.05645585288376109,0.08597005041073959
73.0,18.0,91.0,3491.0,21080.9,583.0,0.8338584932684044,0.7994678815077709,0.859340236321392,5.977547344809768,0.08188421020287354,4.979449272155762,1.293571689635436,60.370243072509766,0.7994678815077709,0.859340236321392,-0.059872354813621076,0.08188421020287354
74.0,18.0,92.0,3494.0,22253.4,587.0,0.816542644533486,0.8167085028148118,0.8592928758547748,5.827140060916305,0.07874513595832844,2.3239831924438477,2.6702203834731857,67.44773864746094,0.8167085028148118,0.8592928758547748,-0.042584373039962986,0.07874513595832844
75.0,19.0,94.0,3122.0,20865.5,588.0,0.7953235105701474,0.8234053139530336,0.8522582204836351,5.854916939137918,0.07806555918850556,3.1930723190307617,3.750102704610875,58.22883987426758,0.8234053139530336,0.8522582204836351,-0.028852906530601463,0.07806555918850556
76.0,19.0,95.0,3824.0,20231.7,592.0,0.8062238493723849,0.8260463877350651,0.8518227788689556,5.618048013680261,0.07392168439052975,0.7745685577392578,3.608201727747009,75.0540542602539,0.8260463877350651,0.8518227788689556,-0.02577639113389052,0.07392168439052975
77.0,19.0,96.0,3485.0,18351.4,598.0,0.8654232424677188,0.837143202030315,0.8531893382053114,5.604138585778696,0.07278102059452851,6.281492233276367,4.244698792424158,75.50746154785156,0.837143202030315,0.8531893382053114,-0.016046136174996395,0.07278102059452851
78.0,19.0,97.0,2820.0,16841.3,602.0,0.8432624113475178,0.8428784901045859,0.8529199849180799,5.506238846935301,0.07059280572993976,3.902836799621582,4.63801274093092,77.3212661743164,0.8428537982577023,0.8529199849180799,-0.010041494813493923,0.07059280572993976
79.0,19.0,98.0,2012.0,15941.1,603.0,0.8513916500994035,0.8521314956035083,0.8544907776693899,5.5451640281537005,0.07019194972346457,4.636527061462402,4.92127069453267,77.6531982421875,0.8492435682258446,0.8544907776693899,-0.0023592820658815405,0.07019194972346457
80.0,19.0,99.0,2403.0,15255.3,607.0,0.9096962130669995,0.8682515758299375,0.8557225924094718,5.547539341152241,0.06934424176440301,10.351226806640625,6.390803768261821,76.7741928100586,0.861947395812494,0.8557225924094718,0.012528983420465711,0.06934424176440301
81.0,18.0,99.0,2290.0,14093.9,614.0,0.8192139737991266,0.8561778294414075,0.8599066928717347,5.027258734319053,0.06206492264591424,0.49903011322021484,4.220070024552359,78.80487823486328,0.8561778294414075,0.8599066928717347,-0.0037288634303271895,0.06206492264591424
82.0,17.0,99.0,2208.0,14171.7,623.0,0.9026268115942029,0.8758003643786703,0.8663469534862591,4.69462938206126,0.05725157783001537,7.542060375213623,5.142165364842162,80.13084411621094,0.8758003643786703,0.8663469534862591,0.00945341089241114,0.05725157783001537
83.0,16.0,99.0,2160.0,14643.7,626.0,0.9078703703703703,0.8891499293534991,0.8760353788937101,4.768511450617399,0.05745194518816143,7.434721946716309,5.55474237602925,76.9698486328125,0.8891499293534991,0.8760353788937101,0.013114550459789043,0.05745194518816143
84.0,15.0,99.0,2639.0,14674.8,628.0,0.9306555513452065,0.8971963855209396,0.8838383402386801,4.590772132698437,0.05465204919879092,8.325407028198242,5.267475254179937,81.25274658203125,0.8971963855209396,0.8838383402386801,0.013358045282259479,0.05465204919879092
85.0,14.0,99.0,3187.0,13148.1,626.0,0.9237527455287103,0.9207905202025729,0.8918441272422032,4.234571371092504,0.049818486718735344,6.862813472747803,6.529592202826177,79.6058120727539,0.9188194446001753,0.8918441272422032,0.028946392960369716,0.049818486718735344
86.0,13.0,99.0,2211.0,14125.9,626.0,0.8946178199909544,0.9196873573802024,0.9049032398927173,4.385782043989036,0.050997465627779494,4.9850239753723145,5.851630640524032,63.0562744140625,0.9196873573802024,0.9049032398927173,0.014784117487485093,0.050997465627779494
87.0,12.0,99.0,2105.0,13947.5,625.0,0.9049881235154394,0.923556383470356,0.9069771249211358,3.431150563319774,0.03943851222206637,4.4940619468688965,5.064358157724789,67.0,0.9189880757397723,0.9069771249211358,0.016579258549220155,0.03943851222206637
88.0,11.0,99.0,1890.0,12574.2,623.0,0.8597883597883598,0.9111722657182403,0.9167919818276071,3.080422721484959,0.035004803653238166,-2.880952835083008,2.3997891711696657,88.0,0.9101415063968017,0.9167919818276071,-0.005619716109366846,0.035004803653238166
89.0,10.0,99.0,1948.0,12045.6,621.0,0.8865503080082136,0.9028753655529861,0.9276049518356454,2.991188140852243,0.03360885551519374,-1.128849983215332,0.5918527510848111,88.09502410888672,0.9028753655529861,0.9276049518356454,-0.02472958628265931,0.03360885551519374
90.0,9.0,99.0,2020.0,12763.3,618.0,0.9103960396039604,0.9032301414951942,0.9362991957612612,2.79852353496281,0.03109470594403122,0.12920761108398438,-0.4219738377584179,90.0,0.9032301414951942,0.9362991957612612,-0.03306905426606699,0.03109470594403122
91.0,8.0,99.0,1671.0,12904.1,616.0,0.926391382405745,0.9039145356417179,0.9467729179765194,2.874119086879327,0.03158372622944316,0.8418850898742676,-1.3199638316649804,89.24561309814453,0.9039145356417179,0.9467729179765194,-0.04285838233480155,0.03158372622944316
92.0,7.0,99.0,1990.0,11818.2,608.0,0.9703517587939698,0.9320749831724786,0.9545393476885949,2.684785019626631,0.029182445865506862,4.122958183288574,0.4209141088894827,90.03921508789062,0.9320749831724786,0.9545393476885949,-0.02246436451611633,0.029182445865506862
93.0,6.0,99.0,2872.0,10375.1,591.0,0.9829387186629527,0.9576631949728996,0.9627138554045479,2.5984718509902978,0.027940557537530084,4.36263370513916,1.912782804375971,89.96969604492188,0.9576631949728996,0.9627138554045479,-0.005050660431648257,0.027940557537530084
94.0,5.0,99.0,2738.0,8585.8,580.0,0.9890430971512053,0.9772270820349214,0.9684515925359101,2.3451212788785107,0.024948098711473517,4.071794033050537,2.8400785640022823,79.71428680419922,0.9772270820349214,0.9684515925359101,0.008775489499011302,0.024948098711473517
