c,D,fill,match_N,env_med_dip
5,0,0.45686677864381836,487,2.0
5,1,0.3538082037880546,487,2.0
5,2,0.29446826950154625,487,2.0
5,3,0.22256902081420635,487,2.0
5,4,0.16118474490783347,487,2.0
6,0,0.475546647732655,526,2.0
6,1,0.36953128643059563,526,2.0
6,2,0.2922863258955163,526,2.0
6,3,0.23526799867555767,526,2.0
6,4,0.17420786412559094,526,2.0
6,5,0.14159194832269537,526,2.0
7,0,0.4822006318782744,607,2.0
7,1,0.3913835340922103,607,2.0
7,2,0.31108169488792714,607,2.0
7,3,0.2476702505279773,607,2.0
7,4,0.19910134750378303,607,2.0
7,5,0.15890391570416004,607,2.0
7,6,0.13197966283761658,607,2.0
8,0,0.49739367691828934,649,3.0
8,1,0.403448341698276,649,3.0
8,2,0.33174635948343173,649,3.0
8,3,0.2660836105846458,649,3.0
8,4,0.21513212502083937,649,3.0
8,5,0.1783958165254362,649,3.0
8,6,0.1446542721916897,649,3.0
8,7,0.11585815477041744,649,3.0
9,0,0.5053807447630229,649,3.0
9,1,0.4194382704590268,649,3.0
9,2,0.3381124878242477,649,3.0
9,3,0.2808430291384238,649,3.0
9,4,0.23473488576116103,649,3.0
9,5,0.1865749325122271,649,3.0
9,6,0.1591512547505619,649,3.0
9,7,0.12378317791676907,649,3.0
9,8,0.10014315417101227,649,3.0
10,0,0.5055422595782026,638,3.0
10,1,0.4266076654629027,638,3.0
10,2,0.3531906291637011,638,3.0
10,3,0.29779719203663535,638,3.0
10,4,0.25862344558307565,638,3.0
10,5,0.20817889695980982,638,3.0
10,6,0.16899986266726755,638,3.0
10,7,0.13969756442097825,638,3.0
10,8,0.1105053713060461,638,3.0
10,9,0.0805453929693634,638,3.0
11,0,0.5253380557542777,651,2.5
11,1,0.43655292590724826,651,2.5
11,2,0.3702877432066333,651,2.5
11,3,0.3171810313485874,651,2.5
11,4,0.26974835907600053,651,2.5
11,5,0.22666760489599336,651,2.5
11,6,0.1845503926880661,651,2.5
11,7,0.1467592972662343,651,2.5
11,8,0.12558988036500554,651,2.5
11,9,0.09047257351766307,651,2.5
11,10,0.07478608300281667,651,2.5
12,0,0.5332512366713791,680,5.0
12,1,0.46079271354801465,680,5.0
12,2,0.3877683012976116,680,5.0
12,3,0.3386641628461125,680,5.0
12,4,0.2963005680009134,680,5.0
12,5,0.24739147970782158,680,5.0
12,6,0.2141593883524075,680,5.0
12,7,0.17488619560061525,680,5.0
12,8,0.14059113309638005,680,5.0
12,9,0.11133366196266246,680,5.0
12,10,0.08966256076377599,680,5.0
12,11,0.07414760148692509,680,5.0
13,0,0.5541450171821305,706,2.0
13,1,0.47561821305841917,706,2.0
13,2,0.41031383161512014,706,2.0
13,3,0.3589998281786941,706,2.0
13,4,0.31530816151202745,706,2.0
13,5,0.2722089347079037,706,2.0
13,6,0.2330985395189003,706,2.0
13,7,0.19784441580756013,706,2.0
13,8,0.16355369415807558,706,2.0
13,9,0.12490859106529209,706,2.0
13,10,0.10702053041089724,706,2.0
13,11,0.08605046562679405,706,2.0
13,12,0.07123756989047271,706,2.0
14,0,0.5690467559798014,713,2.0
14,1,0.5003865704729635,713,2.0
14,2,0.4304429072247647,713,2.0
14,3,0.3864238832921338,713,2.0
14,4,0.33909102656402873,713,2.0
14,5,0.29708456889882373,713,2.0
14,6,0.26038571459737764,713,2.0
14,7,0.22338336010042276,713,2.0
14,8,0.19026458302916185,713,2.0
14,9,0.15259858931565196,713,2.0
14,10,0.12048403959851045,713,2.0
14,11,0.10218528184693554,713,2.0
14,12,0.08162207017622353,713,2.0
15,0,0.5791602276329072,728,5.0
15,1,0.5079680944835687,728,5.0
15,2,0.44947779013646916,728,5.0
15,3,0.4036816727399152,728,5.0
15,4,0.36403167526101204,728,5.0
15,5,0.3170672115854471,728,5.0
15,6,0.2835433366552772,728,5.0
15,7,0.2505299659859039,728,5.0
15,8,0.21133697980594265,728,5.0
15,9,0.1780777129180575,728,5.0
15,10,0.14368409527832124,728,5.0
15,11,0.11504807724583666,728,5.0
15,12,0.09654573180989162,728,5.0
16,0,0.6036213915017695,748,3.0
16,1,0.5163836292950017,748,3.0
16,2,0.45952966551600827,748,3.0
16,3,0.42095790845520265,748,3.0
16,4,0.3803397157612065,748,3.0
16,5,0.34339528545055714,748,3.0
16,6,0.3029541148461167,748,3.0
16,7,0.2751234412172312,748,3.0
16,8,0.23800544593344714,748,3.0
16,9,0.2038837068585112,748,3.0
16,10,0.17390651850824895,748,3.0
16,11,0.14117560396267095,748,3.0
16,12,0.1113031041891564,748,3.0
17,0,0.6039950687366418,791,6.0
17,1,0.5345062683920533,791,6.0
17,2,0.46467862171280033,791,6.0
17,3,0.42707758709896176,791,6.0
17,4,0.3958979670280472,791,6.0
17,5,0.35961247130260166,791,6.0
17,6,0.32397421525597864,791,6.0
17,7,0.29282459365332403,791,6.0
17,8,0.25986650378609455,791,6.0
17,9,0.22945032958165623,791,6.0
17,10,0.19631285493452835,791,6.0
17,11,0.16865472172102727,791,6.0
17,12,0.1320637870460251,791,6.0
18,0,0.6181636162287428,825,2.0
18,1,0.5279278694900694,825,2.0
18,2,0.4739510872104006,825,2.0
18,3,0.4273864857289672,825,2.0
18,4,0.3975676637670328,825,2.0
18,5,0.36754757941835364,825,2.0
18,6,0.33179116796415636,825,2.0
18,7,0.306546987373086,825,2.0
18,8,0.2705731287612138,825,2.0
18,9,0.24268162740347018,825,2.0
18,10,0.21116765696308196,825,2.0
18,11,0.1801667120263384,825,2.0
18,12,0.15106738246936702,825,2.0
19,0,0.645762123853128,836,3.0
19,1,0.5446651153330757,836,3.0
19,2,0.47254017760396405,836,3.0
19,3,0.43779734154049604,836,3.0
19,4,0.40173768306288055,836,3.0
19,5,0.37319450854555397,836,3.0
19,6,0.34615338175942306,836,3.0
19,7,0.3190049918717365,836,3.0
19,8,0.2917154581066028,836,3.0
19,9,0.2593318898353301,836,3.0
19,10,0.22773372062547145,836,3.0
19,11,0.2012960463684701,836,3.0
19,12,0.16958181858681676,836,3.0
20,0,0.6456957478172127,850,3.0
20,1,0.5609931284726158,850,3.0
20,2,0.48323229391087413,850,3.0
20,3,0.43654205692255355,850,3.0
20,4,0.409672661299467,850,3.0
20,5,0.37727048418188,850,3.0
20,6,0.3527814037872774,850,3.0
20,7,0.33027105113958494,850,3.0
20,8,0.3026058736818233,850,3.0
20,9,0.27442549041841474,850,3.0
20,10,0.24026451978682387,850,3.0
20,11,0.21557414672865405,850,3.0
20,12,0.18909422837056353,850,3.0
21,0,0.6625064527649611,873,3.0
21,1,0.5596673660867656,873,3.0
21,2,0.4899929931416327,873,3.0
21,3,0.43805750340400224,873,3.0
21,4,0.40620442719132704,873,3.0
21,5,0.3802828984091474,873,3.0
21,6,0.3541093545556271,873,3.0
21,7,0.3296542996748987,873,3.0
21,8,0.3075054524989563,873,3.0
21,9,0.2799436273662387,873,3.0
21,10,0.250228582266333,873,3.0
21,11,0.22235968246500723,873,3.0
21,12,0.19768139139499438,873,3.0
22,0,0.6710108443934799,917,2.0
22,1,0.575523714551913,917,2.0
22,2,0.49424591487531855,917,2.0
22,3,0.4451431846652542,917,2.0
22,4,0.41083200074057813,917,2.0
22,5,0.3811160221695655,917,2.0
22,6,0.36019594899267926,917,2.0
22,7,0.3325809503439358,917,2.0
22,8,0.3107707089393458,917,2.0
22,9,0.2882891319408672,917,2.0
22,10,0.2603463509355025,917,2.0
22,11,0.2353555241755469,917,2.0
22,12,0.20801544277167347,917,2.0
23,0,0.67129705186844,933,2.0
23,1,0.5801973885360845,933,2.0
23,2,0.5076133696788401,933,2.0
23,3,0.4496086126731369,933,2.0
23,4,0.41802385595665525,933,2.0
23,5,0.38535959705930556,933,2.0
23,6,0.3607838575129426,933,2.0
23,7,0.3393572326732196,933,2.0
23,8,0.3147762423786681,933,2.0
23,9,0.2916885734767321,933,2.0
23,10,0.26831473879851864,933,2.0
23,11,0.24401754713966783,933,2.0
23,12,0.22027517019310355,933,2.0
24,0,0.6790643033391847,967,4.0
24,1,0.5735729776294846,967,4.0
24,2,0.5103505440487186,967,4.0
24,3,0.4580703067373477,967,4.0
24,4,0.4164792905634622,967,4.0
24,5,0.38723153024996443,967,4.0
24,6,0.3614847666184834,967,4.0
24,7,0.33635643978678775,967,4.0
24,8,0.31748592113819846,967,4.0
24,9,0.29447509790720255,967,4.0
24,10,0.2700195162183235,967,4.0
24,11,0.24953287867959673,967,4.0
24,12,0.22614037519629704,967,4.0
25,0,0.682523537726377,983,3.0
25,1,0.5852998616190024,983,3.0
25,2,0.5137117114739447,983,3.0
25,3,0.4687831162465336,983,3.0
25,4,0.4288445853332279,983,3.0
25,5,0.39129645812609065,983,3.0
25,6,0.36919190734743,983,3.0
25,7,0.3446372286660008,983,3.0
25,8,0.3206747323162876,983,3.0
25,9,0.30398204158021136,983,3.0
25,10,0.2774310294926766,983,3.0
25,11,0.25522668768374934,983,3.0
25,12,0.23541702292075872,983,3.0
26,0,0.6791541681866649,995,2.0
26,1,0.5845622984640433,995,2.0
26,2,0.521868887926473,995,2.0
26,3,0.47126610111064027,995,2.0
26,4,0.43346212755293856,995,2.0
26,5,0.39819768443059383,995,2.0
26,6,0.3704104239848369,995,2.0
26,7,0.3507657165745972,995,2.0
26,8,0.3253652379788878,995,2.0
26,9,0.305699120979916,995,2.0
26,10,0.28477519838880916,995,2.0
26,11,0.26102090338054,995,2.0
26,12,0.2409611102101802,995,2.0
27,0,0.6647633013049008,1014,3.0
27,1,0.5797529332638243,1014,3.0
27,2,0.5210205847662523,1014,3.0
27,3,0.4751388992016516,1014,3.0
27,4,0.4306292581530043,1014,3.0
27,5,0.4015135718516286,1014,3.0
27,6,0.37552026433433955,1014,3.0
27,7,0.3515608962137459,1014,3.0
27,8,0.3306928539106306,1014,3.0
27,9,0.3112306912922875,1014,3.0
27,10,0.2879208925974813,1014,3.0
27,11,0.26974512454961985,1014,3.0
27,12,0.24717326759597807,1014,3.0
28,0,0.6616315736256094,1031,2.0
28,1,0.5729848764410751,1031,2.0
28,2,0.5192685823063218,1031,2.0
28,3,0.47780497812273326,1031,2.0
28,4,0.4341442462287202,1031,2.0
28,5,0.4032409009066224,1031,2.0
28,6,0.38071447492888627,1031,2.0
28,7,0.3590155146422256,1031,2.0
28,8,0.33535713370480674,1031,2.0
28,9,0.3190076442300729,1031,2.0
28,10,0.2949239880580319,1031,2.0
28,11,0.2752456944625501,1031,2.0
28,12,0.2570773821262676,1031,2.0
29,0,0.6692064280657427,1032,3.0
29,1,0.5675387648134906,1032,3.0
29,2,0.5077574340257385,1032,3.0
29,3,0.4716275809940187,1032,3.0
29,4,0.43548197185547677,1032,3.0
29,5,0.40624403157608974,1032,3.0
29,6,0.38021196222083037,1032,3.0
29,7,0.36172660670592677,1032,3.0
29,8,0.34059188312091576,1032,3.0
29,9,0.3212603465988634,1032,3.0
29,10,0.3027055435590703,1032,3.0
29,11,0.28247051496564,1032,3.0
29,12,0.26229982380840006,1032,3.0
30,0,0.6495785287685498,1064,3.0
30,1,0.5677005432468929,1064,3.0
30,2,0.49886052023541533,1064,3.0
30,3,0.46160741524344745,1064,3.0
30,4,0.43202982962903264,1064,3.0
30,5,0.4061672885962653,1064,3.0
30,6,0.38283822273666496,1064,3.0
30,7,0.3621235356388651,1064,3.0
30,8,0.34372334631581497,1064,3.0
30,9,0.32672237497830625,1064,3.0
30,10,0.3055656848139576,1064,3.0
30,11,0.2896012250373183,1064,3.0
30,12,0.2698822886778487,1064,3.0
31,0,0.6483362211182319,1085,3.0
31,1,0.5528683359343985,1085,3.0
31,2,0.4942088287228315,1085,3.0
31,3,0.4544600155780592,1085,3.0
31,4,0.4268517984408114,1085,3.0
31,5,0.40491445496795136,1085,3.0
31,6,0.38365452928161753,1085,3.0
31,7,0.3648938814129592,1085,3.0
31,8,0.3447940372275497,1085,3.0
31,9,0.32952391837260164,1085,3.0
31,10,0.3118091457690882,1085,3.0
31,11,0.29428943888954934,1085,3.0
31,12,0.27832342979316854,1085,3.0
32,0,0.6585288253808579,1105,2.0
32,1,0.5487558238773121,1105,2.0
32,2,0.48286621030923016,1105,2.0
32,3,0.44952676216715726,1105,2.0
32,4,0.4218222358740045,1105,2.0
32,5,0.39982194321798353,1105,2.0
32,6,0.3815236592485151,1105,2.0
32,7,0.36339228593820433,1105,2.0
32,8,0.34555477773888693,1105,2.0
32,9,0.32887743358890315,1105,2.0
32,10,0.31435021702884636,1105,2.0
32,11,0.300463565112703,1105,2.0
32,12,0.2835032938986281,1105,2.0
33,0,0.6435968019112445,1103,2.0
33,1,0.5559596244717244,1103,2.0
33,2,0.4807070186353343,1103,2.0
33,3,0.43984811955651326,1103,2.0
33,4,0.418112405708467,1103,2.0
33,5,0.3960093845894676,1103,2.0
33,6,0.3785273393758347,1103,2.0
33,7,0.3638621791884034,1103,2.0
33,8,0.34721867977857157,1103,2.0
33,9,0.3312338847413158,1103,2.0
33,10,0.3154617661792035,1103,2.0
33,11,0.30459723449903486,1103,2.0
