c,tbin,dbucket,occ_N,fill_reach,deepen_frac,extra_dip,mean_vol,present_N,occupancy,match_N,fill_reach_pooled,occupancy_pooled,pooled_N
5,2,0,1,1.0,1.0,1.0,45076.0,2,0.5,1,1.0,0.5,26.2
5,2,1,1,1.0,1.0,2.0,0.0,2,0.5,1,1.0,0.6796983960948396,26.2
5,3,-1,1,1.0,0.0,0.0,44774.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,3,0,1,0.0,0.0,,0.0,3,0.3333333333333333,1,0.3529769753524698,0.7755096865807892,26.2
5,3,3,1,1.0,1.0,4.0,0.0,3,0.3333333333333333,1,1.0,0.39767315280990606,26.2
5,5,-2,1,1.0,0.0,0.0,44321.0,3,0.3333333333333333,1,1.0,0.39767315280990606,26.2
5,5,-1,1,1.0,0.0,0.0,44564.0,3,0.3333333333333333,1,1.0,0.6290998766954377,26.2
5,5,1,1,1.0,1.0,1.0,0.0,3,0.3333333333333333,1,1.0,0.29354371742906776,26.2
5,5,5,1,1.0,1.0,6.0,0.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,7,-2,1,1.0,1.0,2.0,43939.5,2,0.5,1,0.522524609148813,0.38063115228720323,26.2
5,7,3,1,1.0,1.0,3.0,0.0,2,0.5,1,1.0,0.38063115228720323,26.2
5,10,-3,1,1.0,1.0,1.0,32710.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,10,-2,1,1.0,1.0,2.0,36365.5,3,0.3333333333333333,1,1.0,0.2696699478865084,26.2
5,10,3,1,1.0,1.0,4.0,0.0,3,0.3333333333333333,1,1.0,0.2696699478865084,26.2
5,10,4,1,1.0,1.0,5.0,0.0,3,0.3333333333333333,1,1.0,0.2696699478865084,26.2
5,10,7,1,1.0,1.0,7.0,0.0,3,0.3333333333333333,1,1.0,0.2963625154130703,26.2
5,10,10,1,1.0,1.0,10.0,0.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,15,-2,1,1.0,1.0,2.0,28332.666666666668,3,0.3333333333333333,1,1.0,0.34459989539748953,26.2
5,15,-1,1,1.0,1.0,3.0,25492.5,3,0.3333333333333333,1,1.0,0.4540229885057472,26.2
5,15,2,2,1.0,1.0,2.5,0.0,3,0.6666666666666666,2,1.0,0.5720720720720721,26.2
5,15,3,1,1.0,1.0,4.0,0.0,3,0.3333333333333333,1,1.0,0.29354371742906776,26.2
5,15,6,2,1.0,1.0,6.5,0.0,3,0.6666666666666666,2,1.0,0.6666666666666666,26.2
5,15,9,1,1.0,1.0,9.0,0.0,3,0.3333333333333333,1,1.0,0.39767315280990606,26.2
5,15,10,1,1.0,1.0,10.0,0.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,20,-3,1,1.0,1.0,1.0,25117.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,20,-2,1,1.0,1.0,2.0,21572.0,3,0.3333333333333333,1,1.0,0.2963625154130703,26.2
5,20,-1,1,1.0,1.0,3.0,25203.0,3,0.3333333333333333,1,0.7612475116124751,0.23622428666224285,26.2
5,20,2,1,1.0,1.0,3.0,0.0,3,0.3333333333333333,1,1.0,0.4419144532597447,26.2
5,20,4,1,1.0,1.0,5.0,0.0,3,0.3333333333333333,1,1.0,0.23190376569037657,26.2
5,20,5,1,1.0,1.0,6.0,0.0,3,0.3333333333333333,1,1.0,0.2818614777520751,26.2
5,20,6,2,1.0,1.0,6.5,0.0,3,0.6666666666666666,2,1.0,0.5023959838746481,26.2
5,20,8,1,1.0,1.0,9.0,0.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,20,9,1,1.0,1.0,9.0,0.0,3,0.3333333333333333,1,1.0,0.2818614777520751,26.2
5,30,-2,1,1.0,1.0,2.0,17872.0,3,0.3333333333333333,1,0.7264100862641008,0.21801150188011503,26.2
5,30,-1,1,1.0,1.0,3.0,15491.5,3,0.3333333333333333,1,0.8128461189287336,0.29373278862157665,26.2
5,30,0,1,1.0,1.0,4.0,13093.0,3,0.3333333333333333,1,0.8715639920270707,0.5787264945379255,26.2
5,30,1,2,1.0,1.0,3.5,4723.1,3,0.6666666666666666,2,1.0,0.4958167481095542,26.2
5,30,5,1,1.0,1.0,5.0,0.0,3,0.3333333333333333,1,1.0,0.27783477610345203,26.2
5,30,6,2,1.0,1.0,6.5,0.0,3,0.6666666666666666,2,1.0,0.6666666666666666,26.2
5,30,9,1,1.0,1.0,10.0,0.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,30,10,2,1.0,1.0,10.5,0.0,3,0.6666666666666666,2,1.0,0.6666666666666666,26.2
5,30,12,1,1.0,1.0,12.0,0.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,30,13,1,1.0,1.0,13.0,0.0,3,0.3333333333333333,1,1.0,0.3333333333333333,26.2
5,45,-1,1,1.0,1.0,3.0,7957.0,4,0.25,1,1.0,0.36393262289446543,26.2
5,45,0,2,0.9,0.5,2.0,4288.5,4,0.5,2,0.8199743077629937,0.45028489627775115,26.2
5,45,1,1,1.0,1.0,5.0,7974.0,4,0.25,1,1.0,0.37372189170111925,26.2
5,45,2,1,1.0,1.0,6.0,5973.75,4,0.25,1,1.0,0.2950806369814382,26.2
5,45,3,1,1.0,1.0,7.0,2179.5,4,0.25,1,1.0,0.2950806369814382,26.2
5,45,4,1,1.0,1.0,8.0,2960.75,4,0.25,1,1.0,0.2694605570697541,26.2
5,45,15,1,1.0,1.0,15.0,0.0,4,0.25,1,1.0,0.23069805415702818,26.2
5,45,17,1,1.0,1.0,17.0,0.0,4,0.25,1,1.0,0.25,26.2
5,45,19,2,1.0,1.0,19.5,0.0,4,0.5,2,1.0,0.37804146277562267,26.2
5,45,20,2,1.0,1.0,25.375,0.0,4,0.5,2,1.0,0.42824382429811986,26.2
5,60,-1,1,1.0,0.0,0.0,89649.0,6,0.16666666666666666,1,1.0,0.18626107609390705,26.2
5,60,0,3,0.5833333333333334,0.08333333333333333,0.16666666666666666,36129.666666666664,6,0.5,3,0.5693806965260708,0.5367340279741575,26.2
5,60,3,1,1.0,1.0,7.0,1900.5,6,0.16666666666666666,1,1.0,0.31676346708046993,26.2
5,60,4,1,1.0,1.0,8.0,1783.0,6,0.16666666666666666,1,1.0,0.2025744195363258,26.2
5,60,5,1,1.0,1.0,9.0,1551.5,6,0.16666666666666666,1,1.0,0.27601176589917836,26.2
5,60,17,1,1.0,1.0,18.0,0.0,6,0.16666666666666666,1,1.0,0.1795346305619812,26.2
5,60,20,1,1.0,1.0,37.8,0.0,6,0.16666666666666666,1,1.0,0.1795346305619812,26.2
5,90,-2,1,1.0,0.0,0.0,87301.0,6,0.16666666666666666,1,1.0,0.14113339724391796,26.2
5,90,-1,2,1.0,0.7708333333333333,0.7708333333333333,77473.41666666666,6,0.3333333333333333,2,0.8447799827437446,0.26981527962977486,26.2
5,90,0,4,0.9375,0.4375,1.0,45107.56290849673,6,0.6666666666666666,4,0.885321880080561,0.5047769681969289,26.2
5,90,1,1,1.0,1.0,3.0,61366.75,6,0.16666666666666666,1,1.0,0.2709652491186735,26.2
5,90,2,1,1.0,1.0,4.0,19268.545454545456,6,0.16666666666666666,1,1.0,0.2850537887346809,26.2
5,90,3,1,1.0,1.0,5.0,28453.333333333332,6,0.16666666666666666,1,1.0,0.17467816996512095,26.2
5,90,4,1,1.0,1.0,6.0,32819.2,6,0.16666666666666666,1,1.0,0.16666666666666666,26.2
5,90,20,2,1.0,1.0,30.291666666666664,0.0,6,0.3333333333333333,2,1.0,0.24768021388601286,26.2
5,120,-1,1,1.0,1.0,1.0,68142.84615384616,4,0.25,1,1.0,0.3421933720532969,26.2
5,120,0,2,1.0,0.5,1.0,42164.916666666664,4,0.5,2,1.0,0.4853429077204202,26.2
5,120,1,2,1.0,1.0,2.0,11216.6,4,0.5,2,1.0,0.3922430320011798,26.2
5,120,2,1,1.0,1.0,4.0,11463.09090909091,4,0.25,1,1.0,0.257006603081438,26.2
5,120,20,1,1.0,1.0,26.5,0.0,4,0.25,1,1.0,0.1988419224088014,26.2
5,180,-2,1,1.0,0.8333333333333334,0.8333333333333334,54950.0,7,0.14285714285714285,1,1.0,0.15364558395908023,26.2
5,180,-1,1,1.0,1.0,1.3157894736842106,59386.21052631579,7,0.14285714285714285,1,0.923404176265141,0.3243199237783841,26.2
5,180,0,3,1.0,0.3333333333333333,0.6666666666666666,5762.894444444445,7,0.42857142857142855,3,1.0,0.4209313770971919,26.2
5,180,1,1,1.0,1.0,3.0,5666.875,7,0.14285714285714285,1,1.0,0.16237202578443452,26.2
5,180,2,1,1.0,1.0,4.0,5321.2,7,0.14285714285714285,1,1.0,0.2094443279879817,26.2
5,180,3,1,1.0,1.0,7.0,900.0,7,0.14285714285714285,1,1.0,0.20990518939220448,26.2
5,180,4,1,1.0,1.0,8.0,898.0,7,0.14285714285714285,1,1.0,0.13433079659194308,26.2
5,180,17,1,1.0,1.0,18.0,0.0,7,0.14285714285714285,1,1.0,0.14285714285714285,26.2
5,180,20,2,1.0,1.0,27.5,0.0,7,0.2857142857142857,2,1.0,0.22904533998284,26.2
5,240,-2,1,1.0,1.0,1.0,46470.0,6,0.16666666666666666,1,1.0,0.303714933428786,26.2
5,240,-1,1,1.0,1.0,2.0,45810.8,6,0.16666666666666666,1,1.0,0.25542877322171853,26.2
5,240,0,1,1.0,0.0,0.0,6312.285714285715,6,0.16666666666666666,1,1.0,0.30983484235964937,26.2
5,240,1,3,1.0,1.0,1.6666666666666667,3080.0,6,0.5,3,1.0,0.3822557797954138,26.2
5,240,2,1,1.0,1.0,4.0,4388.5,6,0.16666666666666666,1,1.0,0.2130071193717562,26.2
5,240,3,1,1.0,1.0,7.0,709.0,6,0.16666666666666666,1,1.0,0.16666666666666666,26.2
5,240,6,2,1.0,1.0,8.0,2521.75,6,0.3333333333333333,2,1.0,0.3731978753899334,26.2
5,240,7,1,1.0,1.0,7.0,4278.6,6,0.16666666666666666,1,1.0,0.16666666666666666,26.2
5,240,18,1,1.0,1.0,19.0,0.0,6,0.16666666666666666,1,1.0,0.14014025606382294,26.2
5,240,20,1,1.0,1.0,23.666666666666668,0.0,6,0.16666666666666666,1,1.0,0.14014025606382294,26.2
6,2,1,1,1.0,1.0,2.0,26468.0,1,1.0,1,1.0,0.7050082315223984,27.6
6,3,0,3,0.3333333333333333,0.3333333333333333,1.0,9172.333333333334,3,1.0,3,0.3532492263746727,0.8052209791319528,27.6
6,5,0,3,0.3333333333333333,0.0,0.0,0.0,4,0.75,3,0.2624078079077247,0.8031941440692064,27.6
6,5,1,1,1.0,1.0,2.0,25927.0,4,0.25,1,1.0,0.2887909936368086,27.6
6,5,2,1,1.0,1.0,3.0,25928.0,4,0.25,1,1.0,0.25,27.6
6,7,-2,1,0.0,0.0,-1.0,0.0,4,0.25,1,0.4654919236417034,0.36637298091042586,27.6
6,7,-1,1,1.0,0.0,0.0,0.0,4,0.25,1,1.0,0.25,27.6
6,7,0,2,1.0,1.0,1.0,12857.5,4,0.5,2,0.6963214808518676,0.6948891092537501,27.6
6,7,1,2,1.0,1.0,2.0,12640.0,4,0.5,2,1.0,0.5934990038796267,27.6
6,7,2,1,1.0,1.0,2.0,0.0,4,0.25,1,1.0,0.25,27.6
6,7,3,1,1.0,1.0,3.0,0.0,4,0.25,1,1.0,0.36637298091042586,27.6
6,10,-2,1,1.0,0.0,0.0,0.0,5,0.2,1,1.0,0.31598380944061033,27.6
6,10,-1,2,1.0,0.5,0.5,651.5,5,0.4,2,1.0,0.3808149352679967,27.6
6,10,0,2,1.0,0.5,1.0,730.5,5,0.4,2,0.5135443519418501,0.5816189832227527,27.6
6,10,1,1,1.0,1.0,2.0,25013.0,5,0.2,1,1.0,0.2,27.6
6,10,2,1,1.0,1.0,2.0,0.0,5,0.2,1,1.0,0.2,27.6
6,10,3,1,1.0,1.0,3.0,0.0,5,0.2,1,1.0,0.2620655898188938,27.6
6,10,4,1,1.0,1.0,5.0,24804.0,5,0.2,1,1.0,0.2620655898188938,27.6
6,10,6,1,1.0,1.0,7.0,24918.0,5,0.2,1,1.0,0.35823846614739363,27.6
6,15,-2,1,1.0,1.0,2.0,0.0,4,0.25,1,1.0,0.3371300554179932,27.6
6,15,-1,2,1.0,0.5,0.5,10914.0,4,0.5,2,1.0,0.4605766655186928,27.6
6,15,0,2,1.0,1.0,1.5,10581.5,4,0.5,2,0.7115254492143448,0.5,27.6
6,15,1,2,1.0,1.0,2.5,10611.5,4,0.5,2,1.0,0.6439203298174225,27.6
6,15,2,2,1.0,1.0,3.5,10776.25,4,0.5,2,1.0,0.5637639449782605,27.6
6,15,3,1,1.0,1.0,3.0,0.0,4,0.25,1,1.0,0.29888471506362657,27.6
6,15,4,1,1.0,1.0,4.0,0.0,4,0.25,1,1.0,0.33869249717062777,27.6
6,20,-1,1,1.0,0.0,0.0,1285.0,7,0.14285714285714285,1,0.7504877097151775,0.23062275111631333,27.6
6,20,0,5,0.6,0.6,2.3333333333333335,6376.6,7,0.7142857142857143,5,0.5515210243233238,0.7433061864425233,27.6
6,20,1,4,1.0,1.0,1.75,4829.0,7,0.5714285714285714,4,1.0,0.4837484775861391,27.6
6,20,2,3,1.0,1.0,3.3333333333333335,0.0,7,0.42857142857142855,3,1.0,0.43865631963288987,27.6
6,20,3,3,1.0,1.0,4.0,6015.666666666667,7,0.42857142857142855,3,1.0,0.42857142857142855,27.6
6,20,4,1,1.0,1.0,5.0,20492.0,7,0.14285714285714285,1,1.0,0.2747977832802736,27.6
6,20,6,1,1.0,1.0,6.0,0.0,7,0.14285714285714285,1,1.0,0.6254083617810079,27.6
6,30,-2,1,0.0,0.0,-1.0,14720.0,7,0.14285714285714285,1,0.6922876837039927,0.2123206312047514,27.6
6,30,-1,2,0.5,0.5,0.0,12009.0,7,0.2857142857142857,2,0.7924379331520309,0.2911249524812118,27.6
6,30,0,4,0.75,0.5,1.8333333333333333,6426.0,7,0.5714285714285714,4,0.8659074858757061,0.5796315913370997,27.6
6,30,1,2,1.0,1.0,1.5,13815.25,7,0.2857142857142857,2,1.0,0.4874868097999268,27.6
6,30,2,4,1.0,1.0,2.75,6688.0,7,0.5714285714285714,4,1.0,0.5187623436471362,27.6
6,30,3,2,1.0,1.0,3.0,6015.5,7,0.2857142857142857,2,1.0,0.2857142857142857,27.6
6,30,4,2,1.0,1.0,4.0,0.0,7,0.2857142857142857,2,1.0,0.3029649595687331,27.6
6,30,5,2,1.0,1.0,5.0,0.0,7,0.2857142857142857,2,1.0,0.2781089329973986,27.6
6,30,7,1,1.0,1.0,7.0,0.0,7,0.14285714285714285,1,1.0,0.14285714285714285,27.6
