c,D,fill,match_N,env_med_dip
5,0,0.4815601658421937,686,2.0
5,1,0.3772386393893227,686,2.0
5,2,0.3004537437613986,686,2.0
5,3,0.22189080921140872,686,2.0
5,4,0.15777570463913707,686,2.0
6,0,0.4979341826320383,743,3.0
6,1,0.40077546091191313,743,3.0
6,2,0.30751537466937073,743,3.0
6,3,0.24388524622442748,743,3.0
6,4,0.16990289509782686,743,3.0
6,5,0.1334012950934044,743,3.0
7,0,0.5085810251561512,818,2.0
7,1,0.41776596276411226,818,2.0
7,2,0.3267244908463314,818,2.0
7,3,0.2562855419815624,818,2.0
7,4,0.194417874630411,818,2.0
7,5,0.14417590489042245,818,2.0
7,6,0.11352216978882822,818,2.0
8,0,0.5322979169906988,868,3.0
8,1,0.4306067295406826,868,3.0
8,2,0.3481763743714295,868,3.0
8,3,0.2747808247976602,868,3.0
8,4,0.2111396457925493,868,3.0
8,5,0.1680245286456244,868,3.0
8,6,0.12912145450780227,868,3.0
8,7,0.10227942496883496,868,3.0
9,0,0.5679452859074667,907,2.0
9,1,0.4621986536442362,907,2.0
9,2,0.37190535337976144,907,2.0
9,3,0.30550822209428796,907,2.0
9,4,0.24435853288736953,907,2.0
9,5,0.1893700234648273,907,2.0
9,6,0.1543876305636415,907,2.0
9,7,0.11533921411120035,907,2.0
9,8,0.09600242467445107,907,2.0
10,0,0.5869717276706917,940,4.0
10,1,0.4880628598992213,940,4.0
10,2,0.39794611606343944,940,4.0
10,3,0.32543968000479634,940,4.0
10,4,0.2708327655793951,940,4.0
10,5,0.21564293818567642,940,4.0
10,6,0.1693326120587303,940,4.0
10,7,0.1353261997794596,940,4.0
10,8,0.10474006377478734,940,4.0
10,9,0.0825765272174311,940,4.0
11,0,0.6238388184759606,946,3.0
11,1,0.5113568407558953,946,3.0
11,2,0.4268057544421004,946,3.0
11,3,0.35251779406004224,946,3.0
11,4,0.2936985006339871,946,3.0
11,5,0.2481150584126881,946,3.0
11,6,0.1989787997902956,946,3.0
11,7,0.15255616594706484,946,3.0
11,8,0.12449372168437849,946,3.0
11,9,0.09289023100056353,946,3.0
11,10,0.07411483168751226,946,3.0
12,0,0.6374935312741824,993,5.0
12,1,0.5442759509351082,993,5.0
12,2,0.4538671033851486,993,5.0
12,3,0.37947022756208776,993,5.0
12,4,0.3211263954759482,993,5.0
12,5,0.27111508793947975,993,5.0
12,6,0.22768016396946575,993,5.0
12,7,0.1795411288718357,993,5.0
12,8,0.14027795424902212,993,5.0
12,9,0.11074208962193544,993,5.0
12,10,0.0830012119679051,993,5.0
12,11,0.062411014759929315,993,5.0
13,0,0.6563781384180654,1029,5.0
13,1,0.5550194571814333,1029,5.0
13,2,0.4804659773286782,1029,5.0
13,3,0.40148128800425825,1029,5.0
13,4,0.3463709028096379,1029,5.0
13,5,0.29368655238758584,1029,5.0
13,6,0.24662414439330804,1029,5.0
13,7,0.20472112378355511,1029,5.0
13,8,0.1650747197414893,1029,5.0
13,9,0.12431635561276953,1029,5.0
13,10,0.0983158721245507,1029,5.0
13,11,0.06941972327156636,1029,5.0
13,12,0.055945737656130125,1029,5.0
14,0,0.6605971635722132,1045,3.0
14,1,0.5719717617810093,1045,3.0
14,2,0.4904772307440771,1045,3.0
14,3,0.4229402425963595,1045,3.0
14,4,0.3640567927873713,1045,3.0
14,5,0.31315936177798664,1045,3.0
14,6,0.26731149904270823,1045,3.0
14,7,0.2240829216669449,1045,3.0
14,8,0.18709142497367193,1045,3.0
14,9,0.14616762979770814,1045,3.0
14,10,0.11071357053011364,1045,3.0
14,11,0.08461423574723155,1045,3.0
14,12,0.06255639141355336,1045,3.0
15,0,0.6578384922252958,1059,4.0
15,1,0.577788268425753,1059,4.0
15,2,0.5053858293202554,1059,4.0
15,3,0.43648124396631416,1059,4.0
15,4,0.3851019525565774,1059,4.0
15,5,0.33045835292336073,1059,4.0
15,6,0.2883214616488229,1059,4.0
15,7,0.2460415354625114,1059,4.0
15,8,0.20609830092430823,1059,4.0
15,9,0.169494068250547,1059,4.0
15,10,0.13203264930670486,1059,4.0
15,11,0.09865363006831739,1059,4.0
15,12,0.0750108610053874,1059,4.0
16,0,0.6693962178086285,1096,4.0
16,1,0.5767144000961455,1096,4.0
