c,X,target,N,fill,roi_on_cost,score,miss,comeback_of_miss,mc_partner_at_entry,mc_bid_sum,band,W,xpos,ypos
5,37,42,65,0.13846153846153847,1.0246153846153847,0.14186982248520713,0.8615384615384616,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-10.5,5
5,38,43,65,0.13846153846153847,1.0523076923076924,0.14570414201183435,0.8615384615384616,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-9.5,5
5,39,44,65,0.13846153846153847,1.08,0.14953846153846156,0.8615384615384616,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-8.5,5
5,40,45,65,0.13846153846153847,1.1076923076923078,0.15337278106508878,0.8615384615384616,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-7.5,5
5,41,46,65,0.13846153846153847,1.1353846153846154,0.157207100591716,0.8615384615384616,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-6.5,5
5,42,47,65,0.12307692307692308,1.0338461538461539,0.12724260355029587,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-5.5,5
5,43,48,65,0.12307692307692308,1.0584615384615386,0.13027218934911244,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-4.5,5
5,44,49,65,0.12307692307692308,1.0830769230769233,0.133301775147929,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-3.5,5
5,45,50,65,0.12307692307692308,1.1076923076923078,0.13633136094674558,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-2.5,5
5,46,51,65,0.12307692307692308,1.1323076923076922,0.13936094674556213,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-1.5,5
5,47,52,65,0.12307692307692308,1.156923076923077,0.1423905325443787,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,-0.5,5
5,48,53,65,0.12307692307692308,1.1815384615384616,0.1454201183431953,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,0.5,5
5,49,54,65,0.12307692307692308,1.2061538461538464,0.14844970414201186,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,1.5,5
5,50,55,65,0.12307692307692308,1.2307692307692308,0.15147928994082843,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,2.5,5
5,51,56,65,0.12307692307692308,1.2553846153846153,0.15450887573964497,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,3.5,5
5,52,57,65,0.12307692307692308,1.28,0.15753846153846154,0.8769230769230769,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,4.5,5
5,53,58,65,0.1076923076923077,1.1415384615384616,0.12293491124260357,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,5.5,5
5,54,59,65,0.1076923076923077,1.1630769230769231,0.1252544378698225,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,6.5,5
5,55,60,65,0.1076923076923077,1.1846153846153846,0.12757396449704142,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,7.5,5
5,56,61,65,0.1076923076923077,1.2061538461538461,0.12989349112426035,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,8.5,5
5,57,62,65,0.1076923076923077,1.2276923076923079,0.1322130177514793,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,9.5,5
5,58,63,65,0.1076923076923077,1.2492307692307694,0.13453254437869824,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,10.5,5
5,59,64,65,0.1076923076923077,1.2707692307692309,0.13685207100591718,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,11.5,5
5,60,65,65,0.1076923076923077,1.2923076923076924,0.1391715976331361,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,12.5,5
5,61,66,65,0.1076923076923077,1.3138461538461539,0.14149112426035504,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,13.5,5
5,62,67,65,0.1076923076923077,1.3353846153846154,0.14381065088757397,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,14.5,5
5,63,68,65,0.1076923076923077,1.356923076923077,0.1461301775147929,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,15.5,5
5,64,69,65,0.1076923076923077,1.3784615384615386,0.14844970414201186,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,16.5,5
5,65,70,65,0.1076923076923077,1.4000000000000001,0.1507692307692308,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,17.5,5
5,66,71,65,0.1076923076923077,1.4215384615384616,0.15308875739644973,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,18.5,5
5,67,72,65,0.1076923076923077,1.4430769230769231,0.15540828402366866,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,19.5,5
5,68,73,65,0.1076923076923077,1.4646153846153847,0.1577278106508876,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,20.5,5
5,69,74,65,0.1076923076923077,1.4861538461538464,0.16004733727810655,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,21.5,5
5,70,75,65,0.1076923076923077,1.5076923076923077,0.16236686390532545,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,22.5,5
5,71,76,65,0.1076923076923077,1.5292307692307692,0.16468639053254439,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,23.5,5
5,72,77,65,0.1076923076923077,1.550769230769231,0.16700591715976335,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,24.5,5
5,73,78,65,0.1076923076923077,1.5723076923076924,0.16932544378698228,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,25.5,5
5,74,79,65,0.1076923076923077,1.593846153846154,0.1716449704142012,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,26.5,5
5,75,80,65,0.1076923076923077,1.6153846153846154,0.17396449704142014,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,27.5,5
5,76,81,65,0.1076923076923077,1.636923076923077,0.17628402366863907,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,28.5,5
5,77,82,65,0.1076923076923077,1.6584615384615387,0.17860355029585803,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,29.5,5
5,78,83,65,0.1076923076923077,1.6800000000000002,0.18092307692307696,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,30.5,5
5,79,84,65,0.1076923076923077,1.7015384615384617,0.18324260355029587,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,31.5,5
5,80,85,65,0.1076923076923077,1.7230769230769232,0.1855621301775148,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,32.5,5
5,81,86,65,0.1076923076923077,1.7446153846153847,0.18788165680473373,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,33.5,5
5,82,87,65,0.1076923076923077,1.7661538461538462,0.19020118343195266,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,34.5,5
5,83,88,65,0.1076923076923077,1.787692307692308,0.19252071005917162,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,35.5,5
5,84,89,65,0.1076923076923077,1.8092307692307694,0.19484023668639056,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,36.5,5
5,85,90,65,0.1076923076923077,1.830769230769231,0.1971597633136095,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,37.5,5
5,86,91,65,0.1076923076923077,1.8523076923076924,0.19947928994082842,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,38.5,5
5,87,92,65,0.1076923076923077,1.8738461538461537,0.20179881656804732,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,39.5,5
5,88,93,65,0.1076923076923077,1.8953846153846157,0.2041183431952663,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,40.5,5
5,89,94,65,0.1076923076923077,1.9169230769230772,0.20643786982248524,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,41.5,5
5,90,95,65,0.1076923076923077,1.9384615384615387,0.20875739644970417,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,42.5,5
5,91,96,65,0.1076923076923077,1.96,0.21107692307692308,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,43.5,5
5,92,97,65,0.1076923076923077,1.9815384615384615,0.213396449704142,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,44.5,5
5,93,98,65,0.1076923076923077,2.0030769230769234,0.215715976331361,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,45.5,5
5,94,99,65,0.1076923076923077,2.0246153846153847,0.2180355029585799,0.8923076923076922,1.0,82.26153254508972,0.8726154565811157,deep-underdog,94,46.5,5
6,1,7,192,1.0,0.16666666666666666,0.16666666666666666,0.0,0.0,48.70552122592926,0.547055184841156,deep-underdog,93,-46.0,6
6,2,8,192,0.9895833333333334,0.3298611111111111,0.32642505787037035,0.01041666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-45.0,6
6,3,9,192,0.9895833333333334,0.4947916666666667,0.4896375868055556,0.01041666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-44.0,6
6,4,10,192,0.953125,0.6354166666666666,0.6056315104166666,0.046875,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-43.0,6
6,5,11,192,0.953125,0.7942708333333334,0.7570393880208334,0.046875,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-42.0,6
6,6,12,192,0.953125,0.953125,0.908447265625,0.046875,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-41.0,6
6,7,13,192,0.953125,1.1119791666666667,1.0598551432291667,0.046875,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-40.0,6
6,8,14,192,0.953125,1.2708333333333333,1.2112630208333333,0.046875,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-39.0,6
6,9,15,192,0.9479166666666666,1.421875,1.3478190104166665,0.05208333333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-38.0,6
6,10,16,192,0.9479166666666666,1.5798611111111112,1.4975766782407407,0.05208333333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-37.0,6
6,11,17,192,0.9479166666666666,1.737847222222222,1.6473343460648147,0.05208333333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-36.0,6
6,12,18,192,0.9479166666666666,1.8958333333333333,1.7970920138888888,0.05208333333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-35.0,6
6,13,19,192,0.9427083333333334,2.0425347222222223,1.9255145037615742,0.05729166666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-34.0,6
6,14,20,192,0.9427083333333334,2.199652777777778,2.0736310040509265,0.05729166666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-33.0,6
6,15,21,192,0.9270833333333334,2.3177083333333335,2.148708767361111,0.07291666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-32.0,6
6,16,22,192,0.9270833333333334,2.4722222222222223,2.2919560185185186,0.07291666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-31.0,6
6,17,23,192,0.9270833333333334,2.626736111111111,2.435203269675926,0.07291666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-30.0,6
6,18,24,192,0.90625,2.71875,2.4638671875,0.09375,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-29.0,6
6,19,25,192,0.90625,2.8697916666666665,2.6007486979166665,0.09375,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-28.0,6
6,20,26,192,0.90625,3.0208333333333335,2.7376302083333335,0.09375,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-27.0,6
6,21,27,192,0.90625,3.171875,2.87451171875,0.09375,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-26.0,6
6,22,28,192,0.9010416666666666,3.303819444444444,2.976878978587963,0.09895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-25.0,6
6,23,29,192,0.8697916666666666,3.334201388888889,2.9000605830439814,0.13020833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-24.0,6
6,24,30,192,0.8697916666666666,3.4791666666666665,3.0261501736111107,0.13020833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-23.0,6
6,25,31,192,0.8697916666666666,3.6241319444444446,3.152239764178241,0.13020833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-22.0,6
6,26,32,192,0.859375,3.723958333333333,3.200276692708333,0.140625,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-21.0,6
6,27,33,192,0.859375,3.8671875,3.3233642578125,0.140625,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-20.0,6
6,28,34,192,0.8385416666666666,3.9131944444444446,3.281376591435185,0.16145833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-19.0,6
6,29,35,192,0.7447916666666666,3.5998263888888884,2.6811206958912033,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-18.0,6
6,30,36,192,0.7447916666666666,3.723958333333333,2.7735731336805554,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-17.0,6
6,31,37,192,0.7447916666666666,3.8480902777777777,2.866025571469907,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-16.0,6
6,32,38,192,0.7447916666666666,3.972222222222222,2.9584780092592586,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-15.0,6
6,33,39,192,0.7447916666666666,4.096354166666666,3.0509304470486107,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-14.0,6
6,34,40,192,0.7447916666666666,4.220486111111111,3.1433828848379624,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-13.0,6
6,35,41,192,0.7447916666666666,4.344618055555555,3.2358353226273144,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-12.0,6
6,36,42,192,0.7447916666666666,4.46875,3.3282877604166665,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-11.0,6
6,37,43,192,0.7447916666666666,4.592881944444445,3.4207401982060186,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-10.0,6
6,38,44,192,0.7447916666666666,4.717013888888888,3.51319263599537,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-9.0,6
6,39,45,192,0.7447916666666666,4.841145833333333,3.605645073784722,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-8.0,6
6,40,46,192,0.7447916666666666,4.965277777777778,3.698097511574074,0.25520833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-7.0,6
6,41,47,192,0.7395833333333334,5.053819444444445,3.737720630787037,0.26041666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-6.0,6
6,42,48,192,0.7395833333333334,5.177083333333334,3.8288845486111116,0.26041666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-5.0,6
6,43,49,192,0.7395833333333334,5.300347222222222,3.9200484664351856,0.26041666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-4.0,6
6,44,50,192,0.7395833333333334,5.423611111111112,4.0112123842592595,0.26041666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-3.0,6
6,45,51,192,0.7395833333333334,5.546875,4.102376302083334,0.26041666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-2.0,6
6,46,52,192,0.734375,5.630208333333334,4.134684244791667,0.265625,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,-1.0,6
6,47,53,192,0.734375,5.752604166666666,4.224568684895833,0.265625,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,0.0,6
6,48,54,192,0.734375,5.875,4.314453125,0.265625,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,1.0,6
6,49,55,192,0.7291666666666666,5.954861111111111,4.342086226851851,0.27083333333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,2.0,6
6,50,56,192,0.7239583333333334,6.032986111111112,4.367630570023149,0.27604166666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,3.0,6
6,51,57,192,0.7239583333333334,6.153645833333334,4.454983181423612,0.27604166666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,4.0,6
6,52,58,192,0.71875,6.229166666666666,4.477213541666666,0.28125,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,5.0,6
6,53,59,192,0.703125,6.2109375,4.3670654296875,0.296875,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,6.0,6
6,54,60,192,0.703125,6.328125,4.449462890625,0.296875,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,7.0,6
6,55,61,192,0.703125,6.4453125,4.5318603515625,0.296875,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,8.0,6
6,56,62,192,0.703125,6.5625,4.6142578125,0.296875,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,9.0,6
6,57,63,192,0.6927083333333334,6.580729166666667,4.558525933159722,0.30729166666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,10.0,6
6,58,64,192,0.6927083333333334,6.696180555555555,4.638500072337963,0.30729166666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,11.0,6
6,59,65,192,0.6927083333333334,6.8116319444444455,4.718474211516205,0.30729166666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,12.0,6
6,60,66,192,0.6927083333333334,6.927083333333334,4.7984483506944455,0.30729166666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,13.0,6
6,61,67,192,0.6927083333333334,7.042534722222222,4.878422489872685,0.30729166666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,14.0,6
6,62,68,192,0.6666666666666666,6.888888888888889,4.592592592592593,0.33333333333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,15.0,6
6,63,69,192,0.6666666666666666,7.0,4.666666666666666,0.33333333333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,16.0,6
6,64,70,192,0.6510416666666666,6.944444444444444,4.521122685185184,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,17.0,6
6,65,71,192,0.6510416666666666,7.052951388888889,4.591765227141203,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,18.0,6
6,66,72,192,0.6510416666666666,7.161458333333333,4.662407769097221,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,19.0,6
6,67,73,192,0.6510416666666666,7.269965277777777,4.73305031105324,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,20.0,6
6,68,74,192,0.6510416666666666,7.378472222222222,4.803692853009259,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,21.0,6
6,69,75,192,0.6510416666666666,7.486979166666666,4.874335394965277,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,22.0,6
6,70,76,192,0.6510416666666666,7.595486111111111,4.944977936921296,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,23.0,6
6,71,77,192,0.6510416666666666,7.703993055555555,5.015620478877314,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,24.0,6
6,72,78,192,0.6510416666666666,7.8125,5.086263020833333,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,25.0,6
6,73,79,192,0.6510416666666666,7.921006944444444,5.156905562789351,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,26.0,6
6,74,80,192,0.6510416666666666,8.02951388888889,5.22754810474537,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,27.0,6
6,75,81,192,0.6510416666666666,8.138020833333332,5.2981906467013875,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,28.0,6
6,76,82,192,0.6510416666666666,8.246527777777777,5.3688331886574066,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,29.0,6
6,77,83,192,0.6510416666666666,8.355034722222221,5.439475730613425,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,30.0,6
6,78,84,192,0.6510416666666666,8.463541666666666,5.510118272569444,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,31.0,6
6,79,85,192,0.6510416666666666,8.57204861111111,5.580760814525463,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,32.0,6
6,80,86,192,0.6510416666666666,8.680555555555555,5.651403356481481,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,33.0,6
6,81,87,192,0.6510416666666666,8.7890625,5.7220458984375,0.34895833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,34.0,6
6,82,88,192,0.6458333333333334,8.82638888888889,5.700376157407408,0.35416666666666663,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,35.0,6
6,83,89,192,0.6197916666666666,8.573784722222221,5.313960322627314,0.38020833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,36.0,6
6,84,90,192,0.5260416666666666,7.364583333333333,3.874077690972222,0.47395833333333337,1.0,48.70552122592926,0.547055184841156,deep-underdog,93,37.0,6
