c,X,target,raw_N,pooled_N,match_N,reach_raw,reach_pooled,reach_pooled_match,exp_ret_match,roc_match,net_raw,net_pooled,miss_cost_raw,reach_pooled_mono,reach_pooled_match_mono
5,1,6,22773,77498.7,3673,0.961401659860361,0.9767224595688696,0.9709007818179791,0.800503008315343,0.1601006016630686,0.7684099674224854,0.8368628315029282,5.0,0.9767224595688696,0.9709007818179791
5,2,7,22773,77498.7,3673,0.961401659860361,0.959638163043467,0.9502314949942589,1.595736945104682,0.31914738902093637,1.7298115491867065,1.6704880792025567,5.0,0.959638163043467,0.9502314949942589
5,3,8,22773,77498.7,3673,0.8761252360251175,0.9163793166415451,0.8893219976410894,1.9835761124160722,0.39671522248321445,2.0090019702911377,2.2385542102625897,5.0,0.9163793166415451,0.8893219976410894
5,4,9,22773,77498.7,3673,0.8761252360251175,0.8802968767765315,0.8546577084564837,2.4936169964076322,0.4987233992815264,2.885127067565918,2.7612628516589455,5.0,0.8802968767765315,0.8546577084564837
5,5,10,22773,77498.7,3673,0.8229482281649322,0.8292527955333868,0.8117297491255991,2.869184114576476,0.5738368229152953,3.229482412338257,3.076004409741321,5.0,0.8292527955333868,0.8117297491255991
5,6,11,22773,77498.7,3673,0.7446098449918763,0.7797023295250448,0.7753413432307356,3.2580272572811984,0.6516054514562397,3.1907081604003906,3.327339581656553,5.0,0.7797023295250448,0.7753413432307356
5,7,12,22773,77498.7,3673,0.7074166776445792,0.7585791456026454,0.753710463770063,3.7487535491017066,0.7497507098203413,3.489000082015991,3.8347185895260525,5.0,0.7585791456026454,0.753710463770063
5,8,13,22773,77498.7,3673,0.6800597198436745,0.7326942028964183,0.7263729328342731,4.095698465172727,0.8191396930345454,3.8407764434814453,4.207974850125848,5.0,0.7326942028964183,0.7263729328342731
5,9,14,22773,77498.7,3673,0.6800597198436745,0.7153785859860458,0.7097075604966429,4.559950068989499,0.9119900137978998,4.520835876464844,4.6700742037844485,5.0,0.7153785859860458,0.7097075604966429
5,10,15,22773,77498.7,3673,0.6623194133403592,0.6864061672907072,0.6862305425535336,4.890796150817458,0.9781592301634916,4.934791564941406,4.916864444396738,5.0,0.6864061672907072,0.6862305425535336
5,11,16,22773,77498.7,3673,0.5997014007816274,0.6529935544518094,0.6569481256593205,5.068626087804207,1.0137252175608413,4.595222473144531,5.032212158047455,5.0,0.6529935544518094,0.6569481256593205
5,12,17,22773,77498.7,3673,0.5997014007816274,0.6297860160707879,0.645138477626815,5.505115323424386,1.101023064684877,5.1949238777160645,5.254849114203769,5.0,0.6297860160707879,0.645138477626815
5,13,18,22773,77498.7,3673,0.5743643788697141,0.6024390937642534,0.62777724573655,5.8110497549665965,1.1622099509933193,5.338558673858643,5.358201258314744,5.0,0.6024390937642534,0.62777724573655
5,14,19,22773,77498.7,3673,0.5340973960391692,0.5757857971784653,0.6088389830205115,6.055371351604178,1.2110742703208355,5.147850513458252,5.421824126292751,5.0,0.5757857971784653,0.6088389830205115
5,15,20,22773,77498.7,3673,0.5340973960391692,0.5620599037559041,0.5988634663230006,6.4517205885658955,1.2903441177131791,5.681948184967041,5.707107251895027,5.0,0.5620599037559041,0.5988634663230006
5,16,21,22773,77498.7,3673,0.5059500285425723,0.5457691804329675,0.5810397085036384,6.655871028588062,1.3311742057176124,5.624950408935547,5.9099042056633815,5.0,0.5457691804329675,0.5810397085036384
5,17,22,22773,77498.7,3673,0.496069907346419,0.5349433425606268,0.5720336658749261,7.027262866850954,1.4054525733701908,5.913537979125977,6.201659746790406,5.0,0.5349433425606268,0.5720336658749261
5,18,23,22773,77498.7,3673,0.496069907346419,0.5255307630430333,0.5605926575519959,7.311895306001518,1.4623790612003036,6.409607887268066,6.500608478545867,5.0,0.5255307630430333,0.5605926575519959
5,19,24,22773,77498.7,3673,0.4807008299301805,0.5138874318860917,0.5486968219610535,7.574972327726645,1.514994465545329,6.536820411682129,6.732445098557504,5.0,0.5138874318860917,0.5486968219610535
5,20,25,22773,77498.7,3673,0.4807008299301805,0.5051450226287542,0.5417029695090985,7.937998610059567,1.5875997220119134,7.017520904541016,7.016333437592589,5.0,0.5051450226287542,0.5417029695090985
5,21,26,22773,77498.7,3673,0.4444298072278576,0.484129399183705,0.5286127827168902,8.120155495479253,1.6240310990958506,6.555174827575684,6.949610509659433,5.0,0.484129399183705,0.5286127827168902
5,22,27,22773,77498.7,3673,0.4444298072278576,0.4722186386074389,0.5220754737949724,8.461217785265852,1.6922435570531704,6.999604225158691,7.0940553535556905,5.0,0.4722186386074389,0.5220754737949724
5,23,28,22773,77498.7,3673,0.43086110745180695,0.4608647763675196,0.5120730719642799,8.69254028850436,1.7385080577008718,7.06411075592041,7.23819016133803,5.0,0.4608647763675196,0.5120730719642799
5,24,29,22773,77498.7,3673,0.40714881658103896,0.45028618237049,0.5009497036218313,8.867779523506016,1.7735559047012033,6.807315349578857,7.383013071128237,5.0,0.45028618237049,0.5009497036218313
5,25,30,22773,77498.7,3673,0.40714881658103896,0.4444277374559504,0.4954003464468814,9.193319772366953,1.8386639544733907,7.2144646644592285,7.648622758589269,5.0,0.4444277374559504,0.4954003464468814
5,26,31,22773,77498.7,3673,0.3926140605102534,0.4345726551170425,0.4883736197759498,9.4630174888304,1.8926034977660802,7.171036243438721,7.780086149290591,5.0,0.4345726551170425,0.4883736197759498
5,27,32,22773,77498.7,3673,0.3849734334518948,0.42471057795593564,0.47998361937113476,9.669211981322382,1.9338423962644764,7.319149494171143,7.877462687420982,5.0,0.42471057795593564,0.47998361937113476
5,28,33,22773,77498.7,3673,0.3849734334518948,0.4184479552730366,0.4755262194218889,9.99484871085608,1.9989697421712163,7.704123020172119,8.084906261981077,5.0,0.4184479552730366,0.4755262194218889
5,29,34,22773,77498.7,3673,0.3787818908356387,0.4110426211526281,0.46883688534711254,10.235784031132262,2.0471568062264525,7.878583908081055,8.240518753265844,5.0,0.4110426211526281,0.46883688534711254
5,30,35,22773,77498.7,3673,0.3631054318710754,0.4033197555344715,0.4614117251036279,10.44329691822062,2.088659383644124,7.717480659484863,8.376160275103457,4.986197471618652,0.4033197555344715,0.4614117251036279
5,31,36,22773,77498.7,3673,0.3631054318710754,0.39723244593033746,0.45538788165928457,10.676065140408665,2.135213028081733,8.080586433410645,8.547126028133206,4.986197471618652,0.39723244593033746,0.45538788165928457
5,32,37,22773,77498.7,3673,0.36082202608351993,0.3863901134229996,0.44923795090778257,10.898113712576512,2.1796227425153023,8.35920524597168,8.530337057045374,4.986246585845947,0.3863901134229996,0.44923795090778257
5,33,38,22773,77498.7,3673,0.34233522153427304,0.3751011304962512,0.441694716294777,11.050142988921852,2.2100285977843703,8.017528533935547,8.473650400541793,4.986633777618408,0.3751011304962512,0.441694716294777
5,34,39,22773,77498.7,3673,0.3400518157467176,0.3680969875336058,0.4363376049846954,11.273720783987962,2.2547441567975923,8.270811080932617,8.562455233130995,4.986680030822754,0.3680969875336058,0.4363376049846954
5,35,40,22773,77498.7,3673,0.3400518157467176,0.36429891523487085,0.4316143582766342,11.515237092393397,2.3030474184786796,8.610862731933594,8.774237488660862,4.986680030822754,0.36429891523487085,0.4316143582766342
5,36,41,22773,77498.7,3673,0.3307425459974531,0.3584152458979203,0.42443426910581117,11.64387273215421,2.328774546430842,8.569234848022461,8.889458067069441,4.986865520477295,0.3584152458979203,0.42443426910581117
5,37,42,22773,77498.7,3673,0.3281517586615729,0.3552922569500277,0.41913651817268954,11.836731538830266,2.367346307766053,8.79555892944336,9.112611017367659,4.980374336242676,0.3552922569500277,0.41913651817268954
5,38,43,22773,77498.7,3673,0.3281517586615729,0.35224491237216804,0.41500013054735957,12.072823982248485,2.414564796449697,9.123710632324219,9.333120043133263,4.980374336242676,0.35224491237216804,0.41500013054735957
5,39,44,22773,77498.7,3673,0.3196328986080007,0.3447806874582991,0.409483672109415,12.239423830599572,2.4478847661199143,9.077032089233398,9.344450152292131,4.980620384216309,0.3447806874582991,0.409483672109415
5,40,45,22773,77498.7,3673,0.3120361831994028,0.3400339115892879,0.40498003561542384,12.439232925647994,2.4878465851295988,9.054813385009766,9.470044515479978,4.980834484100342,0.3400339115892879,0.40498003561542384
5,41,46,22773,77498.7,3673,0.3120361831994028,0.33498593340689137,0.4001165992757438,12.614046064053726,2.522809212810745,9.366849899291992,9.571953984392904,4.980834484100342,0.33498593340689137,0.4001165992757438
5,42,47,22773,77498.7,3673,0.29100250296403635,0.32756927271736497,0.3952032865784775,12.77828654916727,2.555657309833454,8.690302848815918,9.556315957394089,4.981403350830078,0.32756927271736497,0.3952032865784775
5,43,48,22773,77498.7,3673,0.28880692047600226,0.32427477095579366,0.38957412321934864,12.892416435904092,2.5784832871808185,8.875916481018066,9.718437047436156,4.981461048126221,0.32427477095579366,0.38957412321934864
5,44,49,22773,77498.7,3673,0.28880692047600226,0.32034337830918264,0.3850862763359907,13.053970491731938,2.6107940983463878,9.16472339630127,9.842739965507466,4.981461048126221,0.32034337830918264,0.3850862763359907
5,45,50,22773,77498.7,3673,0.2863917797391648,0.3133473146636484,0.3782439475317569,13.088529716704741,2.6177059433409484,9.33277416229248,9.804827260995317,4.981523513793945,0.3133473146636484,0.3782439475317569
5,46,51,22773,77498.7,3673,0.2779168313353533,0.30868516452770606,0.3734010885050873,13.216165957027982,2.6432331914055966,9.186943054199219,9.876366262433324,4.981740951538086,0.30868516452770606,0.3734010885050873
5,47,52,22773,77498.7,3673,0.27655557019277216,0.3070413246497263,0.370835388222772,13.453632606992077,2.6907265213984153,9.394074440002441,10.098140754722314,4.981775283813477,0.3070413246497263,0.370835388222772
5,48,53,22773,77498.7,3673,0.2696175295305845,0.304059007837319,0.3668790766043124,13.608415318167276,2.7216830636334555,9.302913665771484,10.24467015700876,4.981948375701904,0.304059007837319,0.3668790766043124
5,49,54,22773,77498.7,3673,0.2696175295305845,0.3013066855383589,0.3622392848089177,13.71498212629004,2.742996425258008,9.572530746459961,10.393509778759116,4.981948375701904,0.3013066855383589,0.3622392848089177
