code,event_id,category,recorder_open_epoch,w1_left_epoch,w1_right_epoch,scheduled_start_epoch,legA,legB,legA_formation_end_epoch,legA_open_postformation_c,legA_floor_c,legA_floor_epoch,legA_close_c,legA_close_epoch,legA_contracts,legA_premium_usd,legA_journey,legA_net_travel_c,legA_us_first_post_epoch,legA_us_fill_c,legA_us_fill_epoch,legA_us_fill_stamp,legB_formation_end_epoch,legB_open_postformation_c,legB_floor_c,legB_floor_epoch,legB_close_c,legB_close_epoch,legB_contracts,legB_premium_usd,legB_journey,legB_net_travel_c,legB_us_first_post_epoch,legB_us_fill_c,legB_us_fill_epoch,legB_us_fill_stamp,formation_end_game,bell_machine_epoch,bell_observed_inplay_epoch,bell_tape_signature_epoch,kalshi_close_time_epoch,bell_epoch,bell_source,bell_precision,span_start_epoch,span_end_epoch,verified_span,pair_state,locked_delta_valid_fills_c
26JUL12BARVIS,KXATPCHALLENGERMATCH-26JUL12BARVIS,ATP_CHALL,1783801048,1783801048,1783950704.584,1783854000.0,BAR,VIS,1783933303,83.0,84,1783950690.8,85,1783950690.9,101.16,85.58,STILL,2.0,,,,,1783864169,19.0,12,1783946101.2,14,1783946101.2,30.03,3.91,MOVER,-5.0,,,,,1783933303,,,1784034540.0,1784040625.0,1784034540.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783933303,1783950704.584,OK,NEITHER_FOR_REASON,
26JUL12BASABB,KXWTACHALLENGERMATCH-26JUL12BASABB,WTA_CHALL,1783826536,1783826536,1783879800,1783879800.0,ABB,BAS,1783827004,22.0,19,1783871903.5,19,1783871903.5,473.08,99.28,STILL,-3.0,1783872726,46,1783872803.5,POST_BELL_INVALID,1783827004,78.0,76,1783871740.5,81,1783871902.6,1775.09,1416.74,STILL,3.0,1783872723,52,1783872724.2,POST_BELL_INVALID,1783827004,,,1783871940.0,1783876818.0,1783871940.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783827004,1783871940.0,OK,COMPLETE_AT_DELTA,
26JUL12BINGIL,KXATPCHALLENGERMATCH-26JUL12BINGIL,ATP_CHALL,1783813297,1783813297,1783864200,1783866600.0,BIN,GIL,1783813642,77.0,85,1783838239.1,85,1783863791.1,144.75,123.04,MOVER,8.0,,,,,1783813642,23.0,15,1783863789.7,15,1783864081.0,434.4,66.66,MOVER,-8.0,,,,,1783813642,,,1783864320.0,1783871434.0,1783864320.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783813642,1783864200,OK,NEITHER_FOR_REASON,
26JUL12BOOONC,KXATPCHALLENGERMATCH-26JUL12BOOONC,ATP_CHALL,1783801048,1783801048,1784021440.603,1783854000.0,BOO,ONC,1783858819,30.0,20,1783970369.9,24,1784021372.3,792.04,185.05,MOVER,-6.0,1783986285,23,1784007324.7,PRE_BELL_VALID,1783860533,75.0,68,1783923346.6,77,1784018559.6,224.56,172.96,STILL,2.0,1783986312,76,1783991375.1,PRE_BELL_VALID,1783860533,,,1784045640.0,1784055603.0,1784045640.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783860533,1784021440.603,OK,COMPLETE_AT_DELTA,1
26JUL12BORKOU,KXATPMATCH-26JUL12BORKOU,ATP_MAIN,1783777733,1783777733,1784035500,1783854000.0,BOR,KOU,1783790480,77.0,75,1784028538.2,77,1784035498.4,28339.55,21546.44,STILL,0.0,1784035385,,,,1783790480,23.0,20,1783820024.4,24,1784035487.6,17950.25,4447.49,STILL,1.0,1784035385,,,,1783790480,1784035500,,,1784041324.0,1784035500,MACHINE_RECEIPT,"EXACT (2 receipts, zero spread)",1783790480,1784035500,OK,NEITHER_FOR_REASON,
26JUL12BOSCOP,KXATPCHALLENGERMATCH-26JUL12BOSCOP,ATP_CHALL,1783801048,1783801048,1784018400,1783854000.0,BOS,COP,1783858820,33.5,28,1783971537.0,30,1784018386.0,678.47,200.66,STILL,-3.5,1783972445,,,,1783933304,69.0,70,1784010895.7,72,1784018377.3,1701.96,1226.85,STILL,3.0,1783972423,72,1783972530.9,PRE_BELL_VALID,1783933304,1784018400,,,1784024728.0,1784018400,MACHINE_RECEIPT,"EXACT (7 receipts, zero spread)",1783933304,1784018400,OK,PARTIAL_FOR_REASON,
26JUL12BOSKOV,KXWTACHALLENGERMATCH-26JUL12BOSKOV,WTA_CHALL,1783804281,1783804281,1783847400,1783857600.0,BOS,KOV,1783816627,90.5,93,1783847250.0,93,1783847250.0,675.89,640.29,STILL,2.5,1783847252,,,,1783815950,9.0,6,1783838800.4,8,1783847389.6,3562.15,279.75,STILL,-1.0,1783847252,,,,1783816627,1783847400,,,1783852542.0,1783847400,MACHINE_RECEIPT,"EXACT (2 receipts, zero spread)",1783816627,1783847400,OK,NEITHER_FOR_REASON,
26JUL12BOUVIT,KXATPCHALLENGERMATCH-26JUL12BOUVIT,ATP_CHALL,1783822315,1783822315,1783875600,1783875600.0,BOU,VIT,1783822864,73.0,77,1783839022.0,81,1783854737.0,1119.28,881.72,MOVER,8.0,1783868388,93,1783868412.1,POST_BELL_INVALID,1783822864,27.0,20,1783851154.6,20,1783865244.8,2121.73,430.35,MOVER,-7.0,1783868388,6,1783868793.4,POST_BELL_INVALID,1783822864,,,1783865280.0,1783871125.0,1783865280.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783822864,1783865280.0,OK,COMPLETE_AT_DELTA,
26JUL12BROBAR,KXATPCHALLENGERMATCH-26JUL12BROBAR,ATP_CHALL,1783801048,1783801048,1784046300,1783854000.0,BAR,BRO,1783861830,32.5,20,1783862469.7,22,1784046249.0,10648.16,2474.48,MOVER,-10.5,1783992030,23,1784008555.9,PRE_BELL_VALID,1783860219,66.0,71,1783862469.7,78,1784046175.0,11771.33,9139.72,MOVER,12.0,1783992030,76,1783998520.5,PRE_BELL_VALID,1783861830,1784046300,,,1784052011.0,1784046300,MACHINE_RECEIPT,"EXACT (7 receipts, zero spread)",1783861830,1784046300,OK,COMPLETE_AT_DELTA,1
26JUL12BROGIU,KXATPCHALLENGERMATCH-26JUL12BROGIU,ATP_CHALL,1783816904,1783816904,1783870200,1783870200.0,BRO,GIU,1783816911,46.0,46,1783828702.6,49,1783859472.3,6205.1,2978.24,STILL,3.0,1783864787,43,1783864791.4,POST_BELL_INVALID,1783816911,54.0,52,1783849104.7,54,1783859472.4,1762.18,937.75,STILL,0.0,1783864787,56,1783866244.7,POST_BELL_INVALID,1783816911,,,1783859520.0,1783869020.0,1783859520.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783816911,1783859520.0,OK,COMPLETE_AT_DELTA,
26JUL12BROHUA,KXATPCHALLENGERMATCH-26JUL12BROHUA,ATP_CHALL,1783801048,1783801048,1783853940,1783854000.0,BRO,HUA,1783817319,73.0,63,1783851804.8,67,1783853859.3,5929.29,3958.77,MOVER,-6.0,,,,,1783817319,25.0,28,1783828569.7,37,1783853855.8,18303.42,6061.89,MOVER,12.0,1783833886,37,1783851910.5,PRE_BELL_VALID,1783817319,,,1783853880.0,1783857043.0,1783853880.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783817319,1783853880.0,OK,PARTIAL_FOR_REASON,
26JUL12BRUGAD,KXATPCHALLENGERMATCH-26JUL12BRUGAD,ATP_CHALL,1783801048,1783801048,1783948095.467,1783854000.0,BRU,GAD,1783884587,40.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1783919019,,,,1783933303,54.5,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1783918900,,,,1783933303,,,,1783953001.0,,UNKNOWN,no evidence; not guessed,1783933303,,UNKNOWN,NEITHER_FOR_REASON,
26JUL12BUDPEL,KXATPMATCH-26JUL12BUDPEL,ATP_MAIN,1783777733,1783777733,1783919162.144,1783854000.0,BUD,PEL,1783790525,48.0,44,1783797054.5,45,1783919161.4,770.42,351.61,STILL,-3.0,1783850406,45,1783857083.6,PRE_BELL_VALID,1783790525,52.0,53,1783833464.8,54,1783916822.2,1019.22,553.26,STILL,2.0,1783850406,53,1783869386.7,PRE_BELL_VALID,1783790525,,,1784020140.0,1784025294.0,1784020140.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783790525,1783919162.144,OK,COMPLETE_AT_DELTA,2
26JUL12BUEMAR,KXATPMATCH-26JUL12BUEMAR,ATP_MAIN,1783789837,1783789837,1783854000,1783854000.0,BUE,MAR,1783795748,56.0,59,1783805521.6,62,1783844598.7,6295.82,3868.32,MOVER,6.0,1783850280,31,1783850457.8,POST_BELL_INVALID,1783795748,44.0,38,1783835180.8,39,1783844698.6,1319.55,513.53,MOVER,-5.0,1783850280,68,1783850450.2,POST_BELL_INVALID,1783795748,,,1783844760.0,1783851637.0,1783844760.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783795748,1783844760.0,OK,COMPLETE_AT_DELTA,
26JUL12CALRAD,KXATPCHALLENGERMATCH-26JUL12CALRAD,ATP_CHALL,1783844115,1783844115,1783888020,1783897200.0,CAL,RAD,1783844115,55.0,60,1783871907.0,61,1783887939.3,724.73,438.34,MOVER,6.0,,,,,1783844115,42.0,40,1783887699.9,40,1783887699.9,287.04,122.9,STILL,-2.0,,,,,1783844115,,,1783888440.0,1783892708.0,1783888440.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783844115,1783888020,OK,NEITHER_FOR_REASON,
26JUL12CARSAN,KXATPMATCH-26JUL12CARSAN,ATP_MAIN,1783789837,1783789837,1783860300,1783854000.0,CAR,SAN,1783795746,77.0,78,1783828355.3,81,1783859790.4,782.11,630.01,STILL,4.0,1783828386,78,1783832414.1,PRE_BELL_VALID,1783795746,23.0,19,1783852717.3,21,1783860287.9,968.97,199.71,STILL,-2.0,1783828356,20,1783834707.7,PRE_BELL_VALID,1783795746,,,1783864020.0,1783868430.0,1783864020.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783795746,1783860300,OK,COMPLETE_AT_DELTA,2
26JUL12CECOLI,KXATPMATCH-26JUL12CECOLI,ATP_MAIN,1783800341,1783800341,1783879200,1783879200.0,CEC,OLI,1783802949,71.0,74,1783806925.9,79,1783868493.4,3646.25,2825.61,MOVER,8.0,1783858577,76,1783869724.8,POST_BELL_INVALID,1783801954,29.0,21,1783826642.6,25,1783868697.1,4317.82,1001.3,STILL,-4.0,1783858578,23,1783868712.2,POST_BELL_INVALID,1783802949,,,1783868700.0,1783873822.0,1783868700.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783802949,1783868700.0,OK,COMPLETE_AT_DELTA,
26JUL12CERKOL,KXATPMATCH-26JUL12CERKOL,ATP_MAIN,1783774211,1783774211,1783904776.16,1783854000.0,CER,KOL,1783778846,71.0,71,1783800638.7,76,1783904752.6,3300.21,2500.13,MOVER,5.0,1783800089,71,1783800638.7,PRE_BELL_VALID,1783778846,28.5,24,1783822216.5,27,1783893433.8,449.87,119.55,STILL,-1.5,1783800383,24,1783822216.5,PRE_BELL_VALID,1783778846,,,1784018220.0,1784026213.0,1784018220.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783778846,1783904776.16,OK,COMPLETE_AT_DELTA,5
26JUL12CHAJON,KXATPCHALLENGERMATCH-26JUL12CHAJON,ATP_CHALL,1783801048,1783801048,1783855620,1783854000.0,CHA,JON,1783817358,46.0,41,1783855271.0,41,1783855271.0,74.72,32.29,MOVER,-5.0,1783855607,,,,1783817358,54.0,57,1783829769.6,66,1783855441.5,1103.9,643.59,MOVER,12.0,1783855607,,,,1783817358,,,1783855500.0,1783866062.0,1783855500.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783817358,1783855500.0,OK,NEITHER_FOR_REASON,
26JUL12CHISEA,KXATPCHALLENGERMATCH-26JUL12CHISEA,ATP_CHALL,1783811493,1783811493,1783864800,1783864800.0,CHI,SEA,1783811493,34.0,32,1783844751.8,33,1783854042.7,2815.67,992.81,STILL,-1.0,1783857325,15,1783857336.7,POST_BELL_INVALID,1783811493,66.0,65,1783830162.7,68,1783854019.6,760.31,504.75,STILL,2.0,1783857324,84,1783857931.8,POST_BELL_INVALID,1783811493,,,1783854180.0,1783860051.0,1783854180.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783811493,1783854180.0,OK,COMPLETE_AT_DELTA,
26JUL12CHOBAS,KXATPMATCH-26JUL12CHOBAS,ATP_MAIN,1783777733,1783777733,1783918632.325,1783854000.0,BAS,CHO,1783790451,40.0,38,1783837380.3,38,1783918553.0,1753.87,691.99,STILL,-2.0,1783837391,38,1783918553.0,PRE_BELL_VALID,1783790449,60.0,60,1783860384.5,62,1783918614.8,3487.28,2135.8,STILL,2.0,1783837391,61,1783850982.9,PRE_BELL_VALID,1783790451,,,1784030160.0,1784037007.0,1784030160.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783790451,1783918632.325,OK,COMPLETE_AT_DELTA,1
26JUL12CHOGAS,KXATPCHALLENGERMATCH-26JUL12CHOGAS,ATP_CHALL,1783815102,1783815102,1783858500,1783868400.0,CHO,GAS,1783815102,59.0,60,1783816306.1,62,1783858365.9,19744.61,12154.19,STILL,3.0,1783835972,,,,1783815102,41.0,39,1783832930.6,39,1783858491.2,1082.76,423.91,STILL,-2.0,1783836066,39,1783839089.7,PRE_BELL_VALID,1783815102,1783858500,,,1783866060.0,1783858500,MACHINE_RECEIPT,"EXACT (3 receipts, zero spread)",1783815102,1783858500,OK,PARTIAL_FOR_REASON,
26JUL12CINHEM,KXATPMATCH-26JUL12CINHEM,ATP_MAIN,1783781797,1783781797,1783854000,1783854000.0,CIN,HEM,1783789016,69.0,67,1783830044.6,70,1783846999.3,11846.03,8299.33,STILL,1.0,1783797130,71,1783827375.6,PRE_BELL_VALID,1783789016,31.0,27,1783803932.5,31,1783847369.6,9180.43,2714.72,STILL,0.0,1783797130,26,1783848724.7,POST_BELL_INVALID,1783789016,,,1783847460.0,1783852834.0,1783847460.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783789016,1783847460.0,OK,COMPLETE_AT_DELTA,
26JUL12CIRHUA,KXWTACHALLENGERMATCH-26JUL12CIRHUA,WTA_CHALL,1783812102,1783812102,1783865400,1783865400.0,CIR,HUA,1783813852,8.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,1783813852,92.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,1783813852,,,,1783864715.0,,UNKNOWN,no evidence; not guessed,1783813852,,UNKNOWN,NEITHER_FOR_REASON,
26JUL12CORDAN,KXATPMATCH-26JUL12CORDAN,ATP_MAIN,1783789837,1783789837,1783858800,1783854000.0,COR,DAN,1783795776,27.0,27,1783796594.2,33,1783858452.0,2812.09,873.31,MOVER,6.0,1783849036,,,,1783795776,73.0,66,1783856552.2,68,1783858731.7,7597.52,5248.05,MOVER,-5.0,1783849036,70,1783849037.3,PRE_BELL_VALID,1783795776,1783858800,,,1783863319.0,1783858800,MACHINE_RECEIPT,"EXACT (3 receipts, zero spread)",1783795776,1783858800,OK,PARTIAL_FOR_REASON,
26JUL12CRIBAS,KXATPCHALLENGERMATCH-26JUL12CRIBAS,ATP_CHALL,1783804893,1783804893,1783855980,1783858200.0,BAS,CRI,1783810443,60.0,58,1783852289.2,58,1783852289.2,255.3,166.02,STILL,-2.0,1783854074,50,1783854096.6,POST_BELL_INVALID,1783810443,40.0,36,1783837410.4,36,1783852264.8,567.73,204.75,STILL,-4.0,1783854074,47,1783854239.4,POST_BELL_INVALID,1783810443,,,1783852320.0,1783859744.0,1783852320.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783810443,1783852320.0,OK,COMPLETE_AT_DELTA,
26JUL12DAHBAE,KXATPMATCH-26JUL12DAHBAE,ATP_MAIN,1783777733,1783777733,1784041800,1783854000.0,BAE,DAH,1783796505,89.5,92,1783796701.4,95,1784041781.5,41517.97,39546.7,MOVER,5.5,1783869222,94,1783869241.7,PRE_BELL_VALID,1783796172,9.0,4,1783801436.2,6,1784041798.1,97398.49,5299.79,STILL,-3.0,1783869221,4,1783876782.9,PRE_BELL_VALID,1783796505,1784041800,,,1784048718.0,1784041800,MACHINE_RECEIPT,"EXACT (16 receipts, zero spread)",1783796505,1784041800,OK,COMPLETE_AT_DELTA,2
26JUL12DEGEE,KXATPCHALLENGERMATCH-26JUL12DEGEE,ATP_CHALL,1783801048,1783801048,1783949400,1783854000.0,DE,GEE,1783859178,29.0,34,1783860874.5,49,1783949376.7,4640.48,2205.11,MOVER,20.0,1783934975,,,,1783859178,71.0,51,1783946471.1,53,1783949288.0,10722.24,5716.65,MOVER,-18.0,1783934975,54,1783935024.3,PRE_BELL_VALID,1783859178,1783949400,,,1783953442.0,1783949400,MACHINE_RECEIPT,"EXACT (6 receipts, zero spread)",1783859178,1783949400,OK,PARTIAL_FOR_REASON,
26JUL12DEJGAU,KXATPMATCH-26JUL12DEJGAU,ATP_MAIN,1783777733,1783777733,1783904760,1783854000.0,DEJ,GAU,1783790827,64.5,64,1783895614.7,67,1783904671.8,15035.28,9981.33,STILL,2.5,1783835141,66,1783872216.6,PRE_BELL_VALID,1783790827,34.5,33,1783834839.0,33,1783904740.3,6632.27,2226.72,STILL,-1.5,,,,,1783790827,,,1783950840.0,1783959317.0,1783950840.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783790827,1783904760,OK,PARTIAL_FOR_REASON,
26JUL12DELMAK,KXATPCHALLENGERMATCH-26JUL12DELMAK,ATP_CHALL,1783804893,1783804893,1783858200,1783858200.0,DEL,MAK,1783809966,14.0,5,1783849073.5,10,1783851897.9,18328.24,1381.17,STILL,-4.0,1783849077,5,1783852352.3,POST_BELL_INVALID,1783809966,86.0,92,1783851808.7,93,1783851809.8,2632.02,2471.32,MOVER,7.0,1783849200,94,1783851619.8,PRE_BELL_VALID,1783809966,,,1783851900.0,1783855835.0,1783851900.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783809966,1783851900.0,OK,COMPLETE_AT_DELTA,
26JUL12DEVGON,KXATPCHALLENGERMATCH-26JUL12DEVGON,ATP_CHALL,1783835593,1783835593,1783880700,1783888800.0,DEV,GON,1783835593,32.5,30,1783877260.6,32,1783880164.0,561.17,181.22,STILL,-0.5,1783877262,,,,1783835593,67.0,69,1783867488.0,70,1783880566.2,198.91,137.67,STILL,3.0,1783877263,,,,1783835593,1783880700,,,1783887020.0,1783880700,MACHINE_RECEIPT,"EXACT (1048 receipts, zero spread)",1783835593,1783880700,OK,NEITHER_FOR_REASON,
26JUL12DIEMON,KXATPMATCH-26JUL12DIEMON,ATP_MAIN,1783783101,1783783101,1783850760,1783854000.0,DIE,MON,1783786404,55.5,54,1783850430.3,55,1783850617.4,15892.7,9117.65,STILL,-0.5,1783810208,57,1783826142.5,PRE_BELL_VALID,1783786404,43.5,39,1783786501.0,46,1783850700.2,11455.59,4968.03,STILL,2.5,1783810152,,,,1783786404,,,1783854660.0,1783863019.0,1783854660.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783786404,1783850760,OK,PARTIAL_FOR_REASON,
26JUL12DODCAR,KXATPMATCH-26JUL12DODCAR,ATP_MAIN,1783794934,1783794934,1783903026.28,1783879200.0,CAR,DOD,1783824759,74.0,74,1783875272.4,74,1783903010.6,1230.13,911.35,STILL,0.0,,,,,1783824300,23.0,24,1783858737.0,28,1783902036.5,340.99,90.48,MOVER,5.0,1783858744,,,,1783824759,,,1784037900.0,1784043042.0,1784037900.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783824759,1783903026.28,OK,NEITHER_FOR_REASON,
26JUL12DODDEL,KXATPCHALLENGERMATCH-26JUL12DODDEL,ATP_CHALL,1783807888,1783807888,1783893583,1783861200.0,DEL,DOD,1783807954,64.0,61,1783812483.5,64,1783850920.9,15810.19,10078.1,STILL,0.0,1783852549,57,1783852614.4,POST_BELL_INVALID,1783807954,36.0,36,1783835438.6,39,1783850784.6,11614.16,4316.35,STILL,3.0,1783852548,27,1783853059.7,POST_BELL_INVALID,1783807954,,,1783851000.0,1783860621.0,1783851000.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783807954,1783851000.0,OK,COMPLETE_AT_DELTA,
26JUL12DROBLO,KXATPMATCH-26JUL12DROBLO,ATP_MAIN,1783794934,1783794934,1784055900,1783879200.0,BLO,DRO,1783855816,63.5,61,1783972073.3,66,1784055875.6,116756.07,75426.78,STILL,2.5,1783909131,65,1783918065.9,PRE_BELL_VALID,1783870889,32.0,30,1783873668.4,35,1784055876.8,7506.42,2721.07,STILL,3.0,1783909131,34,1784055645.0,PRE_BELL_VALID,1783870889,1784055900,,,1784063095.0,1784055900,MACHINE_RECEIPT,"EXACT (5 receipts, zero spread)",1783870889,1784055900,OK,COMPLETE_AT_DELTA,1
