code,event_id,category,recorder_open_epoch,w1_left_epoch,w1_right_epoch,scheduled_start_epoch,legA,legB,legA_formation_end_epoch,legA_open_postformation_c,legA_floor_c,legA_floor_epoch,legA_close_c,legA_close_epoch,legA_contracts,legA_premium_usd,legA_journey,legA_net_travel_c,legA_us_first_post_epoch,legA_us_fill_c,legA_us_fill_epoch,legA_us_fill_stamp,legB_formation_end_epoch,legB_open_postformation_c,legB_floor_c,legB_floor_epoch,legB_close_c,legB_close_epoch,legB_contracts,legB_premium_usd,legB_journey,legB_net_travel_c,legB_us_first_post_epoch,legB_us_fill_c,legB_us_fill_epoch,legB_us_fill_stamp,formation_end_game,bell_machine_epoch,bell_observed_inplay_epoch,bell_tape_signature_epoch,kalshi_close_time_epoch,bell_epoch,bell_source,bell_precision,span_start_epoch,span_end_epoch,verified_span,pair_state,locked_delta_valid_fills_c
26JUL12ROUGAN,KXATPCHALLENGERMATCH-26JUL12ROUGAN,ATP_CHALL,1783822315,1783822315,1783875600,1783875600.0,GAN,ROU,1783822864,93.0,95,1783831234.0,98,1783866693.9,3580.73,3519.74,MOVER,5.0,1783864191,95,1783867900.0,POST_BELL_INVALID,1783822864,7.0,1,1783865774.5,2,1783866941.1,27596.34,858.48,MOVER,-5.0,1783864191,4,1783865468.8,PRE_BELL_VALID,1783822864,,,1783867080.0,1783870218.0,1783867080.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783822864,1783867080.0,OK,COMPLETE_AT_DELTA,
26JUL12ROUJAK,KXWTACHALLENGERMATCH-26JUL12ROUJAK,WTA_CHALL,1783818706,1783818706,1783872000,1783872000.0,JAK,ROU,1783818848,52.0,52,1783845614.9,64,1783861942.5,918.15,533.26,MOVER,12.0,,,,,1783818848,48.0,41,1783861844.1,41,1783861844.1,487.38,234.14,MOVER,-7.0,1783861822,43,1783861844.1,PRE_BELL_VALID,1783818848,,,1783861980.0,1783865422.0,1783861980.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783818848,1783861980.0,OK,PARTIAL_FOR_REASON,
26JUL12SAIETO,KXWTACHALLENGERMATCH-26JUL12SAIETO,WTA_CHALL,1783816301,1783816301,1783869600,1783869600.0,ETO,SAI,1783820140,10.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1783859377,2,1783859707.7,UNKNOWN_BELL,1783820140,90.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1783859377,,,,1783820140,,,,1783863032.0,,UNKNOWN,no evidence; not guessed,1783820140,,UNKNOWN,PARTIAL_FOR_REASON,
26JUL12SALARN,KXATPCHALLENGERMATCH-26JUL12SALARN,ATP_CHALL,1783813297,1783813297,1783866900,1783866600.0,ARN,SAL,1783817841,82.0,85,1783827987.8,87,1783866739.3,169.67,145.96,MOVER,5.0,,,,,1783817841,18.0,15,1783866257.4,17,1783866812.4,199.03,33.19,STILL,-1.0,,,,,1783817841,,,1783867200.0,1783874406.0,1783867200.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783817841,1783866900,OK,NEITHER_FOR_REASON,
26JUL12SANSCH,KXATPCHALLENGERMATCH-26JUL12SANSCH,ATP_CHALL,1783801048,1783801048,1783956600,1783854000.0,SAN,SCH,1783863658,42.5,36,1783905614.9,41,1783956548.0,2853.98,1127.88,STILL,-1.5,1783907392,37,1783920750.9,PRE_BELL_VALID,1783863657,55.5,57,1783889066.0,61,1783956390.2,6104.0,3780.58,MOVER,5.5,1783907520,61,1783954999.3,PRE_BELL_VALID,1783863658,1783956600,,,1783961418.0,1783956600,MACHINE_RECEIPT,"EXACT (16707 receipts, zero spread)",1783863658,1783956600,OK,COMPLETE_AT_DELTA,2
26JUL12SESMER,KXATPMATCH-26JUL12SESMER,ATP_MAIN,1783794934,1783794934,1784045400,1783879200.0,MER,SES,1783847509,84.0,85,1783962558.8,88,1784045348.0,4534.63,3908.43,STILL,4.0,1784044554,,,,1783847509,16.0,12,1784044550.1,14,1784045282.2,2825.96,410.12,STILL,-2.0,1784044554,,,,1783847509,1784045400,,,1784049601.0,1784045400,MACHINE_RECEIPT,"EXACT (6 receipts, zero spread)",1783847509,1784045400,OK,NEITHER_FOR_REASON,
26JUL12SHEVAN,KXWTACHALLENGERMATCH-26JUL12SHEVAN,WTA_CHALL,1783818706,1783818706,1783868880,1783872000.0,SHE,VAN,1783818706,57.0,56,1783849068.8,58,1783862846.3,7005.08,4055.97,STILL,1.0,1783864243,34,1783864383.6,POST_BELL_INVALID,1783818706,43.0,42,1783821418.0,43,1783862803.2,9491.41,4094.13,STILL,0.0,1783864243,58,1783864246.6,POST_BELL_INVALID,1783818706,,,1783863120.0,1783874409.0,1783863120.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783818706,1783863120.0,OK,COMPLETE_AT_DELTA,
26JUL12SHITUR,KXWTACHALLENGERMATCH-26JUL12SHITUR,WTA_CHALL,1783807888,1783807888,1783861200,1783861200.0,SHI,TUR,1783808714,82.0,83,1783832169.9,97,1783852214.0,8655.55,8241.55,MOVER,15.0,1783850855,91,1783851149.3,PRE_BELL_VALID,1783808714,18.0,3,1783852404.0,3,1783852404.0,3923.89,293.08,MOVER,-15.0,1783850855,6,1783851654.8,PRE_BELL_VALID,1783808714,,,1783852620.0,1783854649.0,1783852620.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783808714,1783852620.0,OK,COMPLETE_AT_DELTA,3
26JUL12SIAIVA,KXATPCHALLENGERMATCH-26JUL12SIAIVA,ATP_CHALL,1783839829,1783839829,1783890660,1783893000.0,IVA,SIA,1783839943,93.0,95,1783864171.6,96,1783886861.1,1524.51,1464.16,STILL,3.0,1783872929,95,1783876972.6,PRE_BELL_VALID,1783839943,7.0,3,1783884200.2,5,1783887040.2,7721.42,371.19,STILL,-2.0,1783872719,4,1783884200.2,PRE_BELL_VALID,1783839943,,,1783887120.0,1783892415.0,1783887120.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783839943,1783887120.0,OK,COMPLETE_AT_DELTA,1
26JUL12SKASAC,KXATPMATCH-26JUL12SKASAC,ATP_MAIN,1783792123,1783792123,1783863000,1783863000.0,SAC,SKA,1783797831,57.5,50,1783807259.5,54,1783854113.5,15308.32,8055.73,STILL,-3.5,1783807280,50,1783855149.7,POST_BELL_INVALID,1783797831,42.5,46,1783797916.8,48,1783854115.5,9918.31,4830.31,MOVER,5.5,1783807366,49,1783845465.3,PRE_BELL_VALID,1783797831,,,1783854120.0,1783859442.0,1783854120.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783797831,1783854120.0,OK,COMPLETE_AT_DELTA,
26JUL12SLADAM,KXATPMATCH-26JUL12SLADAM,ATP_MAIN,1783789837,1783789837,1783860540,1783854000.0,DAM,SLA,1783796334,79.5,83,1783828355.3,86,1783860353.3,470.37,395.38,MOVER,6.5,,,,,1783796334,20.0,15,1783811831.1,16,1783860330.3,993.52,159.14,STILL,-4.0,,,,,1783796334,,,1783867080.0,1783872317.0,1783867080.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783796334,1783860540,OK,NEITHER_FOR_REASON,
26JUL12SOKNUG,KXWTACHALLENGERMATCH-26JUL12SOKNUG,WTA_CHALL,1783816301,1783816301,1783864500,1783869600.0,NUG,SOK,1783816467,66.0,66,1783830581.9,75,1783864497.9,1695.34,1208.36,MOVER,9.0,1783864349,,,,1783816467,34.0,26,1783864497.3,26,1783864497.3,798.89,269.94,MOVER,-8.0,1783864349,26,1783864497.3,PRE_BELL_VALID,1783816467,1783864500,,,1783870222.0,1783864500,MACHINE_RECEIPT,"EXACT (46 receipts, zero spread)",1783816467,1783864500,OK,PARTIAL_FOR_REASON,
26JUL12SONSCH,KXATPMATCH-26JUL12SONSCH,ATP_MAIN,1783774211,1783774211,1783931427.533,1783854000.0,SCH,SON,1783779140,34.5,31,1783859271.8,32,1783915207.3,12328.58,4100.01,STILL,-2.5,1783859272,31,1783895089.9,PRE_BELL_VALID,1783779140,64.5,61,1783889378.0,69,1783915187.6,130142.26,89109.83,STILL,4.5,1783859272,65,1783880789.5,PRE_BELL_VALID,1783779140,,,1783915260.0,1783938913.0,1783915260.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783779140,1783915260.0,OK,COMPLETE_AT_DELTA,4
26JUL12STRMUN,KXATPMATCH-26JUL12STRMUN,ATP_MAIN,1783774211,1783774211,1783956900,1783854000.0,MUN,STR,1783780079,65.0,72,1783866806.5,80,1783956900.0,38784.13,30661.27,MOVER,15.0,1783877307,,,,1783780079,32.5,20,1783952890.0,21,1783956893.8,17651.29,3861.67,MOVER,-11.5,1783877329,27,1783890113.5,PRE_BELL_VALID,1783780079,1783956900,,,1783962624.0,1783956900,MACHINE_RECEIPT,"EXACT (3 receipts, zero spread)",1783780079,1783956900,OK,PARTIAL_FOR_REASON,
26JUL12SVRDIM,KXATPMATCH-26JUL12SVRDIM,ATP_MAIN,1783777733,1783777733,1783957828.072,1783854000.0,DIM,SVR,1783790495,64.0,64,1783913544.3,66,1783957804.7,1566.34,1032.7,STILL,2.0,1783913546,64,1783953881.9,PRE_BELL_VALID,1783790495,35.0,35,1783797127.5,36,1783932991.1,248.15,89.14,STILL,1.0,1783913546,,,,1783790495,,,1784025960.0,1784034900.0,1784025960.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783790495,1783957828.072,OK,PARTIAL_FOR_REASON,
26JUL12TABHUE,KXATPMATCH-26JUL12TABHUE,ATP_MAIN,1783765193,1783765193,1783854000,1783854000.0,HUE,TAB,1783779307,52.0,43,1783786371.0,44,1783829007.0,4355.53,1914.45,MOVER,-8.0,1783782329,48,1783785024.8,PRE_BELL_VALID,1783771695,52.5,48,1783779845.9,57,1783829077.9,12012.14,6775.3,STILL,4.5,1783782478,46,1783847979.8,POST_BELL_INVALID,1783779307,,,1783829100.0,1783853431.0,1783829100.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783779307,1783829100.0,OK,COMPLETE_AT_DELTA,
26JUL12TAGSIE,KXWTAMATCH-26JUL12TAGSIE,WTA_MAIN,1783799741,1783799741,1783875600,1783875600.0,SIE,TAG,1783800043,18.0,11,1783850980.9,11,1783864079.8,1960.52,234.57,MOVER,-7.0,1783851015,10,1783864400.7,POST_BELL_INVALID,1783800104,82.0,81,1783800674.8,90,1783863313.2,15343.61,13735.7,MOVER,8.0,1783851035,89,1783864788.2,POST_BELL_INVALID,1783800104,,,1783864140.0,1783870224.0,1783864140.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783800104,1783864140.0,OK,COMPLETE_AT_DELTA,
26JUL12TOKROZ,KXATPCHALLENGERMATCH-26JUL12TOKROZ,ATP_CHALL,1783834985,1783834985,1783887480,1783888200.0,ROZ,TOK,1783835011,48.0,52,1783842363.2,57,1783887475.5,2314.58,1288.29,MOVER,9.0,1783885359,,,,1783835011,52.0,44,1783865505.0,45,1783887424.3,1153.3,519.18,MOVER,-7.0,1783885359,,,,1783835011,,,1783889040.0,1783894808.0,1783889040.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783835011,1783887480,OK,NEITHER_FOR_REASON,
26JUL12TROHOR,KXATPCHALLENGERMATCH-26JUL12TROHOR,ATP_CHALL,1783826536,1783826536,1783879800,1783879800.0,HOR,TRO,1783836257,15.0,3,1783867816.1,8,1783869597.1,4137.68,231.24,MOVER,-7.0,1783846374,6,1783862037.3,PRE_BELL_VALID,1783836257,86.0,90,1783836554.0,95,1783870264.2,3060.42,2919.87,MOVER,9.0,1783846374,,,,1783836257,,,1783870320.0,1783876233.0,1783870320.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783836257,1783870320.0,OK,PARTIAL_FOR_REASON,
26JUL12TSIBUS,KXATPMATCH-26JUL12TSIBUS,ATP_MAIN,1783774211,1783774211,1784037000,1783854000.0,BUS,TSI,1783780079,48.5,50,1783784924.3,56,1784036989.1,142874.52,82663.27,MOVER,7.5,1783785903,52,1783786732.2,PRE_BELL_VALID,1783779254,49.0,38,1783949688.5,46,1784036982.4,63042.1,27595.46,STILL,-3.0,1783785886,46,1783794371.5,PRE_BELL_VALID,1783780079,1784037000,,,1784043615.0,1784037000,MACHINE_RECEIPT,"EXACT (4 receipts, zero spread)",1783780079,1784037000,OK,COMPLETE_AT_DELTA,2
26JUL12VALNIJ,KXATPCHALLENGERMATCH-26JUL12VALNIJ,ATP_CHALL,1783801048,1783801048,1783862400,1783854000.0,NIJ,VAL,1783817410,69.0,,,,,0,0.0,NO_PRINTS_IN_SPAN,,,,,,1783817433,30.0,28,1783862222.2,28,1783862371.6,103.0,28.86,STILL,-2.0,,,,,1783817433,,,1783862820.0,1783868126.0,1783862820.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783817433,1783862400,OK,NEITHER_FOR_REASON,
26JUL12VANCHO,KXATPCHALLENGERMATCH-26JUL12VANCHO,ATP_CHALL,1783830144,1783830144,1783879740,1783883400.0,CHO,VAN,1783833785,30.0,23,1783874352.7,23,1783879375.6,1105.83,275.84,MOVER,-7.0,1783839230,,,,1783833785,70.0,73,1783839197.8,77,1783879274.0,2200.36,1666.47,MOVER,7.0,1783839220,77,1783879274.0,PRE_BELL_VALID,1783833785,,,1783879380.0,1783889115.0,1783879380.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783833785,1783879380.0,OK,PARTIAL_FOR_REASON,
26JUL12VILRAH,KXATPCHALLENGERMATCH-26JUL12VILRAH,ATP_CHALL,1783800646,1783800646,1783854000,1783854000.0,RAH,VIL,1783809863,34.0,31,1783831355.2,31,1783842152.0,470.55,148.48,STILL,-3.0,1783848036,48,1783848199.5,POST_BELL_INVALID,1783809862,66.0,68,1783843657.7,68,1783843657.7,2190.8,1539.68,STILL,2.0,1783848036,36,1783848920.2,POST_BELL_INVALID,1783809863,,,1783843680.0,1783851028.0,1783843680.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783809863,1783843680.0,OK,COMPLETE_AT_DELTA,
26JUL12VOLMAR,KXWTACHALLENGERMATCH-26JUL12VOLMAR,WTA_CHALL,1783830144,1783830144,1783875900,1783883400.0,MAR,VOL,1783830318,54.5,55,1783830745.6,58,1783875779.7,14749.9,8457.86,STILL,3.5,1783869245,,,,1783830318,45.5,42,1783869243.6,43,1783875877.0,14549.15,6366.96,STILL,-2.5,1783869245,43,1783869923.5,PRE_BELL_VALID,1783830318,1783875900,,,1783881618.0,1783875900,MACHINE_RECEIPT,"EXACT (4 receipts, zero spread)",1783830318,1783875900,OK,PARTIAL_FOR_REASON,
26JUL12WERAMA,KXWTAMATCH-26JUL12WERAMA,WTA_MAIN,1783781797,1783781797,1783846920,1783850400.0,AMA,WER,1783809219,22.0,17,1783845856.0,17,1783845856.0,833.52,164.92,MOVER,-5.0,1783832940,19,1783836852.2,PRE_BELL_VALID,1783809249,77.0,77,1783810376.5,84,1783845851.8,1655.2,1353.67,MOVER,7.0,1783832940,,,,1783809249,,,1783845900.0,1783852228.0,1783845900.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783809249,1783845900.0,OK,PARTIAL_FOR_REASON,
26JUL12WESPAA,KXATPCHALLENGERMATCH-26JUL12WESPAA,ATP_CHALL,1783847508,1783847508,1783869300,1783879200.0,PAA,WES,1783848240,42.0,38,1783866685.3,39,1783868001.8,156.0,59.42,STILL,-3.0,1783866690,,,,1783848240,55.5,60,1783866617.1,65,1783869028.4,736.02,453.72,MOVER,9.5,1783866690,,,,1783848240,1783869300,,,1783875616.0,1783869300,MACHINE_RECEIPT,"EXACT (15 receipts, zero spread)",1783848240,1783869300,OK,NEITHER_FOR_REASON,
26JUL12WESSEL,KXATPCHALLENGERMATCH-26JUL12WESSEL,ATP_CHALL,1783801048,1783801048,1783854000,1783854000.0,SEL,WES,1783817480,49.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,1783817456,49.5,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,1783817480,,,,1783864757.0,,UNKNOWN,no evidence; not guessed,1783817480,,UNKNOWN,NEITHER_FOR_REASON,
26JUL12WINROB,KXATPCHALLENGERMATCH-26JUL12WINROB,ATP_CHALL,1783830737,1783830737,1783876500,1783884000.0,ROB,WIN,1783831173,10.0,7,1783853545.8,9,1783876417.6,1913.33,143.28,STILL,-1.0,1783853549,,,,1783831173,90.0,92,1783837533.6,93,1783875813.9,563.2,526.61,STILL,3.0,1783853549,92,1783875813.9,PRE_BELL_VALID,1783831173,1783876500,,,1783890616.0,1783876500,MACHINE_RECEIPT,"EXACT (506 receipts, zero spread)",1783831173,1783876500,OK,PARTIAL_FOR_REASON,
26JUL12YEVBOR,KXATPCHALLENGERMATCH-26JUL12YEVBOR,ATP_CHALL,1783801048,1783801048,1783857360,1783854000.0,BOR,YEV,1783817358,8.5,5,1783856891.8,7,1783857322.9,1682.47,119.54,STILL,-1.5,,,,,1783817358,91.0,95,1783831165.8,95,1783831165.8,1.04,0.99,STILL,4.0,,,,,1783817358,,,1783857420.0,1783862142.0,1783857420.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783817358,1783857360,OK,NEITHER_FOR_REASON,
26JUL12YIBMAL,KXATPCHALLENGERMATCH-26JUL12YIBMAL,ATP_CHALL,1783838612,1783838612,1783890660,1783891800.0,MAL,YIB,1783838741,18.0,16,1783876467.3,16,1783890650.4,1059.23,190.6,STILL,-2.0,1783876470,,,,1783838741,82.0,82,1783887900.2,86,1783890592.4,763.63,635.92,STILL,4.0,1783876483,82,1783887900.2,PRE_BELL_VALID,1783838741,,,1783893540.0,1783900204.0,1783893540.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783838741,1783890660,OK,PARTIAL_FOR_REASON,
26JUL12YOUDLI,KXATPCHALLENGERMATCH-26JUL12YOUDLI,ATP_CHALL,1783847508,1783847508,1783893060,1783900800.0,DLI,YOU,1783848083,41.0,37,1783876540.7,43,1783893042.1,430.41,181.63,STILL,2.0,1783876541,,,,1783848083,58.0,58,1783891331.5,58,1783893029.9,973.06,592.26,STILL,0.0,1783876541,61,1783885168.1,PRE_BELL_VALID,1783848083,,,1783895460.0,1783902607.0,1783895460.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783848083,1783893060,OK,PARTIAL_FOR_REASON,
26JUL12ZELFAL,KXWTACHALLENGERMATCH-26JUL12ZELFAL,WTA_CHALL,1783812102,1783812102,1783865400,1783865400.0,FAL,ZEL,1783812199,80.0,78,1783856618.3,91,1783858225.8,2732.79,2460.11,MOVER,11.0,1783856619,80,1783861376.2,POST_BELL_INVALID,1783812198,20.0,8,1783857957.8,9,1783858343.1,9888.63,1217.16,MOVER,-11.0,1783856619,19,1783856702.8,PRE_BELL_VALID,1783812199,,,1783858380.0,1783863338.0,1783858380.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783812199,1783858380.0,OK,COMPLETE_AT_DELTA,
26JUL13AGABAR,KXATPCHALLENGERMATCH-26JUL13AGABAR,ATP_CHALL,1783910480,1783910480,1783953629.018,1783963800.0,AGA,BAR,1783910528,46.0,43,1783949062.4,45,1783953328.4,989.41,449.33,STILL,-1.0,1783949064,,,,1783910528,54.0,55,1783931896.5,57,1783953414.0,1504.44,828.05,STILL,3.0,1783949065,,,,1783910528,,,1783953540.0,1783965309.0,1783953540.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783910528,1783953540.0,OK,NEITHER_FOR_REASON,
26JUL13ALVKUM,KXATPCHALLENGERMATCH-26JUL13ALVKUM,ATP_CHALL,1783890703,1783890703,1783914544.659,1783944000.0,ALV,KUM,1783890703,53.0,54,1783898508.8,55,1783914538.0,1474.29,800.55,STILL,2.0,,,,,1783890703,47.0,46,1783902733.9,48,1783913936.6,1021.85,481.7,STILL,1.0,,,,,1783890703,,,1783933140.0,1783938022.0,1783933140.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783890703,1783914544.659,OK,NEITHER_FOR_REASON,
26JUL13AMAHER,KXWTAMATCH-26JUL13AMAHER,WTA_MAIN,1783854423,1783854423,1783929600.414,1783936800.0,AMA,HER,1783874597,36.0,31,1783892921.8,37,1783929468.8,38387.53,13783.08,STILL,1.0,1783902776,34,1783904131.3,PRE_BELL_VALID,1783874597,64.0,60,1783879655.9,64,1783929521.3,16985.32,11194.63,STILL,0.0,1783902786,65,1783908018.9,PRE_BELL_VALID,1783874597,,,1783929660.0,1783937424.0,1783929660.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783874597,1783929600.414,OK,COMPLETE_AT_DELTA,1
26JUL13ARAZID,KXWTAMATCH-26JUL13ARAZID,WTA_MAIN,1783843801,1783843801,1784019786.826,1783940400.0,ARA,ZID,1783865742,50.0,49,1783927002.5,55,1784019737.0,12957.89,6757.79,MOVER,5.0,1783967399,,,,1783865742,50.0,46,1783995049.7,47,1784019753.9,6760.22,3203.84,STILL,-3.0,1783967399,48,1783967498.5,PRE_BELL_VALID,1783865742,,,1784020020.0,1784029501.0,1784020020.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783865742,1784019786.826,OK,PARTIAL_FOR_REASON,
26JUL13ARGTAG,KXWTAMATCH-26JUL13ARGTAG,WTA_MAIN,1783882599,1783882599,1783952580,1783963800.0,ARG,TAG,1783891997,11.5,2,1783914734.7,4,1783952390.8,14516.03,671.75,MOVER,-7.5,1783895615,7,1783896539.1,PRE_BELL_VALID,1783893876,89.0,92,1783893898.9,97,1783952333.7,12167.34,11614.8,MOVER,8.0,1783895623,,,,1783893876,,,1783952400.0,1783957822.0,1783952400.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783893876,1783952400.0,OK,PARTIAL_FOR_REASON,
26JUL13ARSDAL,KXATPCHALLENGERMATCH-26JUL13ARSDAL,ATP_CHALL,1783908677,1783908677,1783951500,1783962000.0,ARS,DAL,1783924456,38.0,39,1783925510.3,49,1783951260.5,204.08,91.0,MOVER,11.0,1783927502,,,,1783924456,62.0,51,1783927494.7,52,1783950085.7,95.03,50.7,MOVER,-10.0,1783927502,,,,1783924456,1783951500,,,1783959729.0,1783951500,MACHINE_RECEIPT,"EXACT (285 receipts, zero spread)",1783924456,1783951500,OK,NEITHER_FOR_REASON,
26JUL13ARSMAR,KXATPCHALLENGERMATCH-26JUL13ARSMAR,ATP_CHALL,1783937486,1783937486,1783954785.233,1783990800.0,ARS,MAR,1783937560,31.0,32,1783954766.7,32,1783954781.4,1070.0,353.7,STILL,1.0,1783954768,32,1783954775.2,PRE_BELL_VALID,1783937560,69.0,67,1783937968.1,67,1783953736.6,33.51,22.86,STILL,-2.0,1783954768,,,,1783937560,,,1783981560.0,1783996226.0,1783981560.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783937560,1783954785.233,OK,PARTIAL_FOR_REASON,
26JUL13AVAFET,KXWTAMATCH-26JUL13AVAFET,WTA_MAIN,1783865448,1783865448,1783934160,1783936800.0,AVA,FET,1783880396,86.5,89,1783890312.4,92,1783933532.2,2738.03,2495.29,MOVER,5.5,1783890417,,,,1783878926,14.0,8,1783919336.2,9,1783933622.9,4334.83,401.58,MOVER,-5.0,1783890417,10,1783890505.6,PRE_BELL_VALID,1783880396,,,1783934400.0,1783940111.0,1783934400.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783880396,1783934160,OK,PARTIAL_FOR_REASON,
26JUL13AVDFEI,KXWTACHALLENGERMATCH-26JUL13AVDFEI,WTA_CHALL,1783905070,1783905070,1783948320,1783958400.0,AVD,FEI,1783905097,53.5,53,1783913177.6,58,1783948257.5,1285.39,697.74,STILL,4.5,,,,,1783905096,46.5,47,1783912785.5,48,1783947966.1,19.9,9.45,STILL,1.5,,,,,1783905097,,,1783948440.0,1783953018.0,1783948440.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783905097,1783948320,OK,NEITHER_FOR_REASON,
26JUL13BADKAL,KXWTAMATCH-26JUL13BADKAL,WTA_MAIN,1783843801,1783843801,1784036880,1783940400.0,BAD,KAL,1783864799,58.0,59,1783884384.5,61,1784036844.6,4639.89,2789.41,STILL,3.0,1783942983,59,1783952855.3,PRE_BELL_VALID,1783864794,41.5,39,1784025829.0,40,1784036443.9,9543.37,3846.1,STILL,-1.5,1783942770,40,1783947409.2,PRE_BELL_VALID,1783864799,,,1784041800.0,1784047981.0,1784041800.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783864799,1784036880,OK,COMPLETE_AT_DELTA,1
26JUL13BAIPRO,KXWTACHALLENGERMATCH-26JUL13BAIPRO,WTA_CHALL,1783902638,1783902638,1783955859.986,1783956000.0,BAI,PRO,1783908395,42.0,39,1783952751.8,39,1783955794.2,652.79,257.27,STILL,-3.0,1783945225,,,,1783912839,55.0,57,1783931884.3,62,1783955813.7,5913.11,3616.64,MOVER,7.0,1783945225,61,1783948973.4,PRE_BELL_VALID,1783912839,,,1783957560.0,1783962035.0,1783957560.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783912839,1783955859.986,OK,PARTIAL_FOR_REASON,
26JUL13BINFUE,KXATPCHALLENGERMATCH-26JUL13BINFUE,ATP_CHALL,1783891508,1783891508,1783933020,1783944600.0,BIN,FUE,1783891508,44.0,38,1783928939.4,38,1783928939.4,253.39,98.9,MOVER,-6.0,1783929052,,,,1783891508,54.0,58,1783897755.6,64,1783932728.1,1533.05,964.89,MOVER,10.0,1783929138,61,1783929245.5,PRE_BELL_VALID,1783891508,,,1783934520.0,1783945230.0,1783934520.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783891508,1783933020,OK,PARTIAL_FOR_REASON,
26JUL13BLISAS,KXWTAMATCH-26JUL13BLISAS,WTA_MAIN,1783851035,1783851035,1784039699.875,1783947600.0,BLI,SAS,1783851036,43.5,40,1783966365.6,43,1784038981.7,10436.45,4548.36,STILL,-0.5,1783998997,43,1783999939.5,PRE_BELL_VALID,1783851035,55.5,55,1783978880.7,59,1784039699.7,31445.28,18059.16,STILL,3.5,1783998997,,,,1783851036,,,1784053020.0,1784060695.0,1784053020.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783851036,1784039699.875,OK,PARTIAL_FOR_REASON,
26JUL13BONSOR,KXWTAMATCH-26JUL13BONSOR,WTA_MAIN,1783843801,1783843801,1783941123.01,1783940400.0,BON,SOR,1783865739,50.0,50,1783900961.3,60,1783941115.0,27150.42,14964.24,MOVER,10.0,1783902609,50,1783902759.4,PRE_BELL_VALID,1783865739,49.0,41,1783937374.6,42,1783940824.6,8417.64,3853.29,MOVER,-7.0,1783902609,49,1783902692.6,PRE_BELL_VALID,1783865739,,,1783944900.0,1783953434.0,1783944900.0,TAPE_INFERENCE,"inferred, last resort: +-30min (89% validation)",1783865739,1783941123.01,OK,COMPLETE_AT_DELTA,1
