ep,ts_et,t_minus_scheduled,t_minus_bell,changed_side,change_type,ARN_bid,ARN_bid_sz,ARN_ask,ARN_ask_sz,ARN_last,ARN_spread,ROM_bid,ROM_bid_sz,ROM_ask,ROM_ask_sz,ROM_last,ROM_spread,mark
1783844212,2026-07-12 04:16:52 ET,+2:43:08,+28:18:08,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844214,2026-07-12 04:16:54 ET,+2:43:06,+28:18:06,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844216,2026-07-12 04:16:56 ET,+2:43:04,+28:18:04,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844216,2026-07-12 04:16:56 ET,+2:43:04,+28:18:04,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844216,2026-07-12 04:16:56 ET,+2:43:04,+28:18:04,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844218,2026-07-12 04:16:58 ET,+2:43:02,+28:18:02,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844220,2026-07-12 04:17:00 ET,+2:43:00,+28:18:00,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844220,2026-07-12 04:17:00 ET,+2:43:00,+28:18:00,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844220,2026-07-12 04:17:00 ET,+2:43:00,+28:18:00,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844222,2026-07-12 04:17:02 ET,+2:42:58,+28:17:58,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844224,2026-07-12 04:17:04 ET,+2:42:56,+28:17:56,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844224,2026-07-12 04:17:04 ET,+2:42:56,+28:17:56,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844224,2026-07-12 04:17:04 ET,+2:42:56,+28:17:56,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844226,2026-07-12 04:17:06 ET,+2:42:54,+28:17:54,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844228,2026-07-12 04:17:08 ET,+2:42:52,+28:17:52,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844228,2026-07-12 04:17:08 ET,+2:42:52,+28:17:52,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844228,2026-07-12 04:17:08 ET,+2:42:52,+28:17:52,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844230,2026-07-12 04:17:10 ET,+2:42:50,+28:17:50,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844232,2026-07-12 04:17:12 ET,+2:42:48,+28:17:48,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844232,2026-07-12 04:17:12 ET,+2:42:48,+28:17:48,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844232,2026-07-12 04:17:12 ET,+2:42:48,+28:17:48,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844234,2026-07-12 04:17:14 ET,+2:42:46,+28:17:46,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844236,2026-07-12 04:17:16 ET,+2:42:44,+28:17:44,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844236,2026-07-12 04:17:16 ET,+2:42:44,+28:17:44,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844236,2026-07-12 04:17:16 ET,+2:42:44,+28:17:44,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844238,2026-07-12 04:17:18 ET,+2:42:42,+28:17:42,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844240,2026-07-12 04:17:20 ET,+2:42:40,+28:17:40,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844240,2026-07-12 04:17:20 ET,+2:42:40,+28:17:40,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844240,2026-07-12 04:17:20 ET,+2:42:40,+28:17:40,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844242,2026-07-12 04:17:22 ET,+2:42:38,+28:17:38,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844244,2026-07-12 04:17:24 ET,+2:42:36,+28:17:36,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844244,2026-07-12 04:17:24 ET,+2:42:36,+28:17:36,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844244,2026-07-12 04:17:24 ET,+2:42:36,+28:17:36,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844246,2026-07-12 04:17:26 ET,+2:42:34,+28:17:34,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844248,2026-07-12 04:17:28 ET,+2:42:32,+28:17:32,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844248,2026-07-12 04:17:28 ET,+2:42:32,+28:17:32,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844248,2026-07-12 04:17:28 ET,+2:42:32,+28:17:32,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844250,2026-07-12 04:17:30 ET,+2:42:30,+28:17:30,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844252,2026-07-12 04:17:32 ET,+2:42:28,+28:17:28,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844252,2026-07-12 04:17:32 ET,+2:42:28,+28:17:28,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844252,2026-07-12 04:17:32 ET,+2:42:28,+28:17:28,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844254,2026-07-12 04:17:34 ET,+2:42:26,+28:17:26,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844256,2026-07-12 04:17:36 ET,+2:42:24,+28:17:24,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844256,2026-07-12 04:17:36 ET,+2:42:24,+28:17:24,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844256,2026-07-12 04:17:36 ET,+2:42:24,+28:17:24,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844258,2026-07-12 04:17:38 ET,+2:42:22,+28:17:22,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844260,2026-07-12 04:17:40 ET,+2:42:20,+28:17:20,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844260,2026-07-12 04:17:40 ET,+2:42:20,+28:17:20,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844260,2026-07-12 04:17:40 ET,+2:42:20,+28:17:20,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844262,2026-07-12 04:17:42 ET,+2:42:18,+28:17:18,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844264,2026-07-12 04:17:44 ET,+2:42:16,+28:17:16,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844264,2026-07-12 04:17:44 ET,+2:42:16,+28:17:16,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844264,2026-07-12 04:17:44 ET,+2:42:16,+28:17:16,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844266,2026-07-12 04:17:46 ET,+2:42:14,+28:17:14,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844268,2026-07-12 04:17:48 ET,+2:42:12,+28:17:12,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844268,2026-07-12 04:17:48 ET,+2:42:12,+28:17:12,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844268,2026-07-12 04:17:48 ET,+2:42:12,+28:17:12,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844270,2026-07-12 04:17:50 ET,+2:42:10,+28:17:10,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844272,2026-07-12 04:17:52 ET,+2:42:08,+28:17:08,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844272,2026-07-12 04:17:52 ET,+2:42:08,+28:17:08,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844272,2026-07-12 04:17:52 ET,+2:42:08,+28:17:08,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844274,2026-07-12 04:17:54 ET,+2:42:06,+28:17:06,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844276,2026-07-12 04:17:56 ET,+2:42:04,+28:17:04,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844276,2026-07-12 04:17:56 ET,+2:42:04,+28:17:04,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844276,2026-07-12 04:17:56 ET,+2:42:04,+28:17:04,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844278,2026-07-12 04:17:58 ET,+2:42:02,+28:17:02,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844280,2026-07-12 04:18:00 ET,+2:42:00,+28:17:00,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844280,2026-07-12 04:18:00 ET,+2:42:00,+28:17:00,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844280,2026-07-12 04:18:00 ET,+2:42:00,+28:17:00,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844282,2026-07-12 04:18:02 ET,+2:41:58,+28:16:58,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844284,2026-07-12 04:18:04 ET,+2:41:56,+28:16:56,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844284,2026-07-12 04:18:04 ET,+2:41:56,+28:16:56,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844284,2026-07-12 04:18:04 ET,+2:41:56,+28:16:56,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844286,2026-07-12 04:18:06 ET,+2:41:54,+28:16:54,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844288,2026-07-12 04:18:08 ET,+2:41:52,+28:16:52,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844288,2026-07-12 04:18:08 ET,+2:41:52,+28:16:52,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844288,2026-07-12 04:18:08 ET,+2:41:52,+28:16:52,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844290,2026-07-12 04:18:10 ET,+2:41:50,+28:16:50,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844292,2026-07-12 04:18:12 ET,+2:41:48,+28:16:48,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844292,2026-07-12 04:18:12 ET,+2:41:48,+28:16:48,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844292,2026-07-12 04:18:12 ET,+2:41:48,+28:16:48,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844294,2026-07-12 04:18:14 ET,+2:41:46,+28:16:46,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844296,2026-07-12 04:18:16 ET,+2:41:44,+28:16:44,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844296,2026-07-12 04:18:16 ET,+2:41:44,+28:16:44,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844296,2026-07-12 04:18:16 ET,+2:41:44,+28:16:44,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844298,2026-07-12 04:18:18 ET,+2:41:42,+28:16:42,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844300,2026-07-12 04:18:20 ET,+2:41:40,+28:16:40,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844300,2026-07-12 04:18:20 ET,+2:41:40,+28:16:40,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844300,2026-07-12 04:18:20 ET,+2:41:40,+28:16:40,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844302,2026-07-12 04:18:22 ET,+2:41:38,+28:16:38,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844304,2026-07-12 04:18:24 ET,+2:41:36,+28:16:36,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844304,2026-07-12 04:18:24 ET,+2:41:36,+28:16:36,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844304,2026-07-12 04:18:24 ET,+2:41:36,+28:16:36,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844306,2026-07-12 04:18:26 ET,+2:41:34,+28:16:34,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844308,2026-07-12 04:18:28 ET,+2:41:32,+28:16:32,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844308,2026-07-12 04:18:28 ET,+2:41:32,+28:16:32,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844308,2026-07-12 04:18:28 ET,+2:41:32,+28:16:32,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844310,2026-07-12 04:18:30 ET,+2:41:30,+28:16:30,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844312,2026-07-12 04:18:32 ET,+2:41:28,+28:16:28,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844312,2026-07-12 04:18:32 ET,+2:41:28,+28:16:28,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844312,2026-07-12 04:18:32 ET,+2:41:28,+28:16:28,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844314,2026-07-12 04:18:34 ET,+2:41:26,+28:16:26,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844316,2026-07-12 04:18:36 ET,+2:41:24,+28:16:24,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844316,2026-07-12 04:18:36 ET,+2:41:24,+28:16:24,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844324,2026-07-12 04:18:44 ET,+2:41:16,+28:16:16,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844326,2026-07-12 04:18:46 ET,+2:41:14,+28:16:14,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844328,2026-07-12 04:18:48 ET,+2:41:12,+28:16:12,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844328,2026-07-12 04:18:48 ET,+2:41:12,+28:16:12,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844328,2026-07-12 04:18:48 ET,+2:41:12,+28:16:12,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844330,2026-07-12 04:18:50 ET,+2:41:10,+28:16:10,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844332,2026-07-12 04:18:52 ET,+2:41:08,+28:16:08,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844332,2026-07-12 04:18:52 ET,+2:41:08,+28:16:08,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844333,2026-07-12 04:18:53 ET,+2:41:07,+28:16:07,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844334,2026-07-12 04:18:54 ET,+2:41:06,+28:16:06,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844336,2026-07-12 04:18:56 ET,+2:41:04,+28:16:04,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844336,2026-07-12 04:18:56 ET,+2:41:04,+28:16:04,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844336,2026-07-12 04:18:56 ET,+2:41:04,+28:16:04,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844338,2026-07-12 04:18:58 ET,+2:41:02,+28:16:02,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844340,2026-07-12 04:19:00 ET,+2:41:00,+28:16:00,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844340,2026-07-12 04:19:00 ET,+2:41:00,+28:16:00,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844341,2026-07-12 04:19:01 ET,+2:40:59,+28:15:59,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844342,2026-07-12 04:19:02 ET,+2:40:58,+28:15:58,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844344,2026-07-12 04:19:04 ET,+2:40:56,+28:15:56,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844344,2026-07-12 04:19:04 ET,+2:40:56,+28:15:56,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844344,2026-07-12 04:19:04 ET,+2:40:56,+28:15:56,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844346,2026-07-12 04:19:06 ET,+2:40:54,+28:15:54,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844348,2026-07-12 04:19:08 ET,+2:40:52,+28:15:52,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844348,2026-07-12 04:19:08 ET,+2:40:52,+28:15:52,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844351,2026-07-12 04:19:11 ET,+2:40:49,+28:15:49,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844352,2026-07-12 04:19:12 ET,+2:40:48,+28:15:48,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844354,2026-07-12 04:19:14 ET,+2:40:46,+28:15:46,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844354,2026-07-12 04:19:14 ET,+2:40:46,+28:15:46,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844354,2026-07-12 04:19:14 ET,+2:40:46,+28:15:46,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844356,2026-07-12 04:19:16 ET,+2:40:44,+28:15:44,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844358,2026-07-12 04:19:18 ET,+2:40:42,+28:15:42,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844358,2026-07-12 04:19:18 ET,+2:40:42,+28:15:42,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844360,2026-07-12 04:19:20 ET,+2:40:40,+28:15:40,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844362,2026-07-12 04:19:22 ET,+2:40:38,+28:15:38,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844364,2026-07-12 04:19:24 ET,+2:40:36,+28:15:36,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844364,2026-07-12 04:19:24 ET,+2:40:36,+28:15:36,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844364,2026-07-12 04:19:24 ET,+2:40:36,+28:15:36,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844366,2026-07-12 04:19:26 ET,+2:40:34,+28:15:34,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844368,2026-07-12 04:19:28 ET,+2:40:32,+28:15:32,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844368,2026-07-12 04:19:28 ET,+2:40:32,+28:15:32,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844368,2026-07-12 04:19:28 ET,+2:40:32,+28:15:32,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844370,2026-07-12 04:19:30 ET,+2:40:30,+28:15:30,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844372,2026-07-12 04:19:32 ET,+2:40:28,+28:15:28,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844372,2026-07-12 04:19:32 ET,+2:40:28,+28:15:28,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844372,2026-07-12 04:19:32 ET,+2:40:28,+28:15:28,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844374,2026-07-12 04:19:34 ET,+2:40:26,+28:15:26,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844376,2026-07-12 04:19:36 ET,+2:40:24,+28:15:24,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844376,2026-07-12 04:19:36 ET,+2:40:24,+28:15:24,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844376,2026-07-12 04:19:36 ET,+2:40:24,+28:15:24,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844378,2026-07-12 04:19:38 ET,+2:40:22,+28:15:22,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844380,2026-07-12 04:19:40 ET,+2:40:20,+28:15:20,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844380,2026-07-12 04:19:40 ET,+2:40:20,+28:15:20,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844380,2026-07-12 04:19:40 ET,+2:40:20,+28:15:20,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844382,2026-07-12 04:19:42 ET,+2:40:18,+28:15:18,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844384,2026-07-12 04:19:44 ET,+2:40:16,+28:15:16,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844384,2026-07-12 04:19:44 ET,+2:40:16,+28:15:16,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844384,2026-07-12 04:19:44 ET,+2:40:16,+28:15:16,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844386,2026-07-12 04:19:46 ET,+2:40:14,+28:15:14,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844388,2026-07-12 04:19:48 ET,+2:40:12,+28:15:12,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844388,2026-07-12 04:19:48 ET,+2:40:12,+28:15:12,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844388,2026-07-12 04:19:48 ET,+2:40:12,+28:15:12,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844390,2026-07-12 04:19:50 ET,+2:40:10,+28:15:10,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844392,2026-07-12 04:19:52 ET,+2:40:08,+28:15:08,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844392,2026-07-12 04:19:52 ET,+2:40:08,+28:15:08,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844392,2026-07-12 04:19:52 ET,+2:40:08,+28:15:08,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844394,2026-07-12 04:19:54 ET,+2:40:06,+28:15:06,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844396,2026-07-12 04:19:56 ET,+2:40:04,+28:15:04,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844396,2026-07-12 04:19:56 ET,+2:40:04,+28:15:04,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844396,2026-07-12 04:19:56 ET,+2:40:04,+28:15:04,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844398,2026-07-12 04:19:58 ET,+2:40:02,+28:15:02,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844400,2026-07-12 04:20:00 ET,+2:40:00,+28:15:00,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844400,2026-07-12 04:20:00 ET,+2:40:00,+28:15:00,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844400,2026-07-12 04:20:00 ET,+2:40:00,+28:15:00,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844402,2026-07-12 04:20:02 ET,+2:39:58,+28:14:58,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844404,2026-07-12 04:20:04 ET,+2:39:56,+28:14:56,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844404,2026-07-12 04:20:04 ET,+2:39:56,+28:14:56,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844404,2026-07-12 04:20:04 ET,+2:39:56,+28:14:56,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844406,2026-07-12 04:20:06 ET,+2:39:54,+28:14:54,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844408,2026-07-12 04:20:08 ET,+2:39:52,+28:14:52,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844408,2026-07-12 04:20:08 ET,+2:39:52,+28:14:52,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844408,2026-07-12 04:20:08 ET,+2:39:52,+28:14:52,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844410,2026-07-12 04:20:10 ET,+2:39:50,+28:14:50,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844412,2026-07-12 04:20:12 ET,+2:39:48,+28:14:48,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844412,2026-07-12 04:20:12 ET,+2:39:48,+28:14:48,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844412,2026-07-12 04:20:12 ET,+2:39:48,+28:14:48,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844414,2026-07-12 04:20:14 ET,+2:39:46,+28:14:46,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844416,2026-07-12 04:20:16 ET,+2:39:44,+28:14:44,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844416,2026-07-12 04:20:16 ET,+2:39:44,+28:14:44,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844416,2026-07-12 04:20:16 ET,+2:39:44,+28:14:44,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844418,2026-07-12 04:20:18 ET,+2:39:42,+28:14:42,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844420,2026-07-12 04:20:20 ET,+2:39:40,+28:14:40,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844420,2026-07-12 04:20:20 ET,+2:39:40,+28:14:40,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844420,2026-07-12 04:20:20 ET,+2:39:40,+28:14:40,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844422,2026-07-12 04:20:22 ET,+2:39:38,+28:14:38,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844424,2026-07-12 04:20:24 ET,+2:39:36,+28:14:36,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
1783844424,2026-07-12 04:20:24 ET,+2:39:36,+28:14:36,ARN,BBO,17,75,90,30,0,73,14,10,94,75,0,80,
1783844424,2026-07-12 04:20:24 ET,+2:39:36,+28:14:36,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783844426,2026-07-12 04:20:26 ET,+2:39:34,+28:14:34,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783844428,2026-07-12 04:20:28 ET,+2:39:32,+28:14:32,ARN,BBO,17,75,91,2,0,74,14,10,94,75,0,80,
