code,cat,bell,margin,leg,census_A_epoch,census_B_epoch,census_sel_epoch,onset_tmin,runtime_onset_epoch,runtime_cand,runtime_passed_tmin,first_read_tmin,floor,floor_first_print_tmin,last_receipt_tmin,edge_tmin,runtime_vs_census
26JUL12ALVVAN,ATP_CHALL,live_by_only,24,ALV,,1783849408,1783849408,806.0,1783849408,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,806.0,806.0,52,808.6,832.5,832.5,agrees
26JUL12ALVVAN,ATP_CHALL,live_by_only,24,VAN,,1783849288,1783849288,804.0,1783849288,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,804.0,804.0,24,823.3,818.0,832.5,agrees
26JUL12BALPET,ATP_CHALL,schedule_only,23,BAL,,1783847908,1783847908,781.0,1783847908,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,781.0,781.0,1,823.3,803.5,882.5,agrees
26JUL12BALPET,ATP_CHALL,schedule_only,23,PET,,1783848928,1783848928,798.0,1783848928,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,798.0,798.0,76,798.9,825.3,882.5,agrees
26JUL12BOSCOP,ATP_CHALL,exact,2,BOS,1783933348,1783967188,1783933348,2205.0,1783933348,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,2207.6,2207.6,28,2841.5,3622.4,3622.5,agrees
26JUL12BOSCOP,ATP_CHALL,exact,2,COP,1783933348,1783960768,1783933348,2205.0,1783933348,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,2241.1,2348.7,70,3497.4,2858.0,3622.5,agrees
26JUL12CHAJON,ATP_CHALL,live_by_only,12,CHA,,1783834468,1783834468,557.0,1783834468,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,557.9,561.5,29,909.2,909.5,909.5,agrees
26JUL12CHAJON,ATP_CHALL,live_by_only,12,JON,,1783844848,1783844848,730.0,1783844848,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,730.1,730.1,59,745.1,909.5,909.5,agrees
26JUL12CHOGAS,ATP_CHALL,exact,1,CHO,1783854042,1783828242,1783828242,219.0,1783828242,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,219.1,219.1,60,347.8,723.3,723.3,agrees
26JUL12CHOGAS,ATP_CHALL,exact,1,GAS,1783854042,1783829082,1783829082,233.0,1783829082,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,233.7,233.8,39,297.1,399.8,723.3,agrees
26JUL12DEGEE,ATP_CHALL,exact,12,DE,1783872448,1783946728,1783872448,1190.0,1783904488,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,1726.8,1736.1,37,1309.7,2472.5,2472.5,DIVERGES
26JUL12DEGEE,ATP_CHALL,exact,12,GEE,1783872448,1783943308,1783872448,1190.0,1783904488,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,1732.9,1735.2,51,2423.7,2232.9,2472.5,DIVERGES
26JUL12DEVGON,ATP_CHALL,exact,1,DEV,1783876633,1783877533,1783876633,684.0,1783876633,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,685.7,685.7,30,694.5,751.8,751.8,agrees
26JUL12DEVGON,ATP_CHALL,exact,1,GON,1783876633,1783867513,1783867513,532.0,1783867513,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,532.5,533.0,69,564.5,751.8,751.8,agrees
26JUL12ECHMUN,ATP_CHALL,live_by_only,37,ECH,,1783885789,1783885789,766.0,1783885789,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,766.0,766.0,62,770.4,843.1,843.2,agrees
26JUL12ECHMUN,ATP_CHALL,live_by_only,37,MUN,,1783885549,1783885549,762.0,1783885489,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,761.0,761.0,1,808.4,778.2,843.2,DIVERGES
26JUL12FEAWAL,ATP_CHALL,live_by_only,21,FEA,1783883346,1783883406,1783883346,816.0,1783883346,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,816.0,816.0,28,824.1,816.2,824.9,agrees
26JUL12FEAWAL,ATP_CHALL,live_by_only,21,WAL,1783883286,1783883106,1783883106,812.0,1783883106,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,812.0,812.0,51,812.7,824.9,824.9,agrees
26JUL12GANJAN,ATP_CHALL,schedule_only,56,GAN,,1783846366,1783846366,762.0,1783846366,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,762.3,762.3,43,762.0,829.8,889.2,agrees
26JUL12GANJAN,ATP_CHALL,schedule_only,56,JAN,,1783847986,1783847986,789.0,1783847986,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,789.0,789.0,1,827.1,792.8,889.2,agrees
26JUL12GIUBAR,ATP_CHALL,live_by_only,43,BAR,,1783879280,1783879280,799.0,1783879280,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,799.4,799.4,27,830.5,815.0,839.7,agrees
26JUL12GIUBAR,ATP_CHALL,live_by_only,43,GIU,,1783880180,1783880180,814.0,1783880180,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,814.0,814.0,30,814.9,832.3,839.7,agrees
26JUL12HECISO,ATP_CHALL,live_by_only,63,HEC,,1783874416,1783874416,798.0,1783874416,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,798.0,798.0,20,849.7,811.2,849.7,agrees
26JUL12HECISO,ATP_CHALL,live_by_only,63,ISO,,1783875196,1783875196,811.0,1783875196,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,811.0,811.0,17,811.2,849.7,849.7,agrees
26JUL12HERALM,ATP_CHALL,schedule_only,46,ALM,,1783880120,1783880120,813.0,1783880120,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,813.2,813.2,53,813.2,887.7,887.7,agrees
26JUL12HERALM,ATP_CHALL,schedule_only,46,HER,,1783880360,1783880360,817.0,1783880360,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,817.0,817.0,1,827.3,817.0,887.7,agrees
26JUL12HOUJOR,ATP_CHALL,exact,3,HOU,1783858888,1783955668,1783858888,964.0,1783858888,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,964.0,964.0,48,1391.2,1814.9,2632.5,agrees
26JUL12HOUJOR,ATP_CHALL,exact,3,JOR,1783858888,1783955968,1783858888,964.0,1783858888,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,964.0,964.0,49,1814.1,2632.5,2632.5,agrees
26JUL12KRALOR,ATP_CHALL,exact,1,KRA,1783851627,1783857567,1783851627,709.0,1783851627,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,709.1,709.1,95,769.2,858.5,858.5,agrees
26JUL12KRALOR,ATP_CHALL,exact,1,LOR,1783851627,1783829427,1783829427,339.0,1783829427,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,339.2,339.4,4,488.8,797.8,858.5,agrees
26JUL12MARFOR,ATP_CHALL,live_by_only,4,FOR,,1783840528,1783840528,658.0,1783840528,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,658.1,658.2,41,690.0,1063.8,1065.5,agrees
26JUL12MARFOR,ATP_CHALL,live_by_only,4,MAR,,1783861888,1783861888,1014.0,1783861888,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,1014.0,1014.0,55,1061.4,1061.4,1065.5,agrees
26JUL12OUAFER,ATP_CHALL,schedule_only,6,FER,1783844540,1783873520,1783844540,220.0,1783844540,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,223.7,223.7,1,726.0,688.4,887.7,agrees
26JUL12OUAFER,ATP_CHALL,schedule_only,6,OUA,1783844540,1783874360,1783844540,220.0,1783844540,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,222.3,222.3,93,630.3,727.0,887.7,agrees
26JUL12PRIBAL,ATP_CHALL,schedule_only,1,BAL,,1783852293,1783852293,790.0,1783852293,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,790.2,790.2,1,797.2,804.6,888.5,agrees
26JUL12PRIBAL,ATP_CHALL,schedule_only,1,PRI,,1783852353,1783852353,791.0,1783852353,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,791.1,791.1,98,791.2,836.4,888.5,agrees
26JUL12RAQKUM,ATP_CHALL,schedule_only,43,KUM,,1783848928,1783848928,798.0,1783848928,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,798.0,798.0,56,805.7,858.9,882.5,agrees
26JUL12RAQKUM,ATP_CHALL,schedule_only,43,RAQ,,1783850428,1783850428,823.0,1783850428,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,823.1,823.2,1,857.0,823.6,882.5,agrees
26JUL12TOKROZ,ATP_CHALL,live_by_only,1,ROZ,,1783880285,1783880285,755.0,1783880285,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,757.0,762.3,54,823.5,874.9,874.9,agrees
26JUL12TOKROZ,ATP_CHALL,live_by_only,1,TOK,,1783884545,1783884545,826.0,1783884545,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,826.1,826.1,45,838.7,874.0,874.9,agrees
26JUL12TROHOR,ATP_CHALL,schedule_only,9,HOR,1783836316,1783871416,1783836316,163.0,1783836316,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,166.0,166.0,1,758.0,588.6,887.7,agrees
26JUL12TROHOR,ATP_CHALL,schedule_only,9,TRO,1783836316,1783870636,1783836316,163.0,1783836316,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,163.0,163.0,90,166.9,823.2,887.7,agrees
26JUL13MUNLEO,ATP_CHALL,exact,2,LEO,1783952208,,1783952208,485.0,1783952208,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,485.1,485.4,66,563.7,713.2,713.2,agrees
26JUL13MUNLEO,ATP_CHALL,exact,2,MUN,1783952208,1783948188,1783948188,418.0,1783948188,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,418.1,418.2,32,437.3,713.2,713.2,agrees
26JUL13PERTOB,ATP_CHALL,exact,4,PER,1783923228,1783961568,1783923228,2.0,1783961568,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,641.1,641.3,51,68.3,713.2,713.2,DIVERGES
26JUL13PERTOB,ATP_CHALL,exact,4,TOB,1783923228,1783964328,1783923228,2.0,1783961568,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,641.2,641.2,45,639.4,713.2,713.2,DIVERGES
26JUL13RADIVA,ATP_CHALL,exact,2,IVA,,1783961779,1783961779,665.0,1783961779,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,665.8,665.8,63,712.5,753.7,753.7,agrees
26JUL13RADIVA,ATP_CHALL,exact,2,RAD,,1783962799,1783962799,682.0,1783962799,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,682.1,682.1,35,707.0,744.8,753.7,agrees
26JUL13SHIHAR,ATP_CHALL,live_by_only,3,HAR,1783921926,1783956246,1783921926,11.0,1783956246,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,583.4,583.4,59,685.5,685.5,709.2,DIVERGES
26JUL13SHIHAR,ATP_CHALL,live_by_only,3,SHI,1783921926,1783959306,1783921926,11.0,1783959306,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,634.0,634.0,38,462.6,709.1,709.2,DIVERGES
26JUL13VILGAN,ATP_CHALL,live_by_only,1,GAN,,1783907923,1783907923,347.0,1783907923,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,347.2,347.6,7,361.8,484.4,484.4,agrees
26JUL13VILGAN,ATP_CHALL,live_by_only,1,VIL,,1783907803,1783907803,345.0,1783907803,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,346.9,346.9,92,484.2,484.3,484.4,agrees
26JUL13YEVCAM,ATP_CHALL,live_by_only,4,CAM,1783897603,1783912543,1783897603,115.0,1783897603,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,115.3,115.3,55,115.4,638.1,638.5,agrees
26JUL13YEVCAM,ATP_CHALL,live_by_only,4,YEV,1783897603,1783912363,1783897603,115.0,1783897603,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,115.3,115.3,41,503.7,193.7,638.5,agrees
26JUL13YIBMAR,ATP_CHALL,exact,1,MAR,,1783955495,1783955495,650.0,1783955495,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,650.1,650.1,6,713.0,718.4,718.4,agrees
26JUL13YIBMAR,ATP_CHALL,exact,1,YIB,,1783958375,1783958375,698.0,1783958375,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,698.0,698.0,93,717.3,718.4,718.4,agrees
26JUL14ALCTAB,ATP_CHALL,live_by_only,2,ALC,,1784001983,1784001983,473.0,1784001983,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,473.2,473.2,82,477.1,714.0,714.0,agrees
26JUL14ALCTAB,ATP_CHALL,live_by_only,2,TAB,,1784004743,1784004743,519.0,1784004743,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,519.0,519.2,16,559.6,559.6,714.0,agrees
26JUL14DRATRO,ATP_CHALL,live_by_only,1,DRA,,1784060256,1784060256,533.0,1784060256,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,533.0,533.5,74,575.6,576.1,576.1,agrees
26JUL14DRATRO,ATP_CHALL,live_by_only,1,TRO,,1784053596,1784053596,422.0,1784053596,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,422.1,422.1,25,423.8,575.8,576.1,agrees
26JUL14GANZIN,ATP_CHALL,live_by_only,19,GAN,1784001516,,1784001516,105.0,1784001516,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,105.3,105.3,17,194.3,380.4,380.5,agrees
26JUL14GANZIN,ATP_CHALL,live_by_only,19,ZIN,1784001516,,1784001516,105.0,1784001516,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,105.3,105.6,64,379.6,379.6,380.5,agrees
26JUL14GUIBON,ATP_CHALL,live_by_only,1,BON,,1783993283,1783993283,328.0,1783993283,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,329.1,329.1,53,329.1,519.7,519.8,agrees
26JUL14GUIBON,ATP_CHALL,live_by_only,1,GUI,,1784000483,1784000483,448.0,1784000483,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,448.4,448.4,46,519.7,519.8,519.8,agrees
26JUL14MILCHA,ATP_CHALL,exact,7,CHA,1784066091,1784066451,1784066091,898.0,1784066091,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,898.0,898.1,40,921.8,899.7,943.1,agrees
26JUL14MILCHA,ATP_CHALL,exact,7,MIL,1784061231,1784065251,1784061231,817.0,1784061231,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,818.4,818.4,53,855.0,943.1,943.1,agrees
26JUL14RONGIU,ATP_CHALL,live_by_only,1,GIU,,1783993265,1783993265,186.0,1783993325,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,187.5,187.6,53,398.5,417.3,756.9,DIVERGES
26JUL14RONGIU,ATP_CHALL,live_by_only,1,RON,,1784002145,1784002145,334.0,1784002145,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,335.5,335.5,46,396.0,756.5,756.9,agrees
26JUL15ROMGAL,ATP_CHALL,live_by_only,5,GAL,,1784091928,1784091928,473.0,1784091928,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,473.4,473.4,65,718.5,718.5,718.5,agrees
26JUL15ROMGAL,ATP_CHALL,live_by_only,5,ROM,,1784096848,1784096848,555.0,1784096848,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,555.0,555.0,30,717.3,718.5,718.5,agrees
26JUL15YIBYUN,ATP_CHALL,contradictory,11,YIB,1784095174,,1784095174,163.0,1784095174,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,163.0,163.0,48,195.6,1037.0,1037.2,agrees
26JUL15YIBYUN,ATP_CHALL,contradictory,11,YUN,1784095174,,1784095174,163.0,1784095174,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,163.7,163.7,41,937.0,255.4,1037.2,agrees
26JUL15ZHOPER,ATP_CHALL,live_by_only,3,PER,1784105825,1784129705,1784105825,253.0,1784105825,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,253.8,253.8,34,545.7,715.4,715.9,agrees
26JUL15ZHOPER,ATP_CHALL,live_by_only,3,ZHO,1784095445,1784129705,1784095445,80.0,1784095445,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,80.0,80.0,63,202.5,429.2,715.9,agrees
26JUL16ADDGHI,ATP_CHALL,exact,2,ADD,,1784218149,1784218149,688.0,1784218149,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,688.1,688.1,47,705.4,705.3,713.9,agrees
26JUL16ADDGHI,ATP_CHALL,exact,2,GHI,,1784210769,1784210769,565.0,1784210769,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,565.0,565.3,51,646.4,713.8,713.9,agrees
26JUL16DELDAL,ATP_CHALL,live_by_only,2,DAL,1784196458,,1784196458,526.0,1784196458,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,526.1,527.1,39,591.1,672.6,673.4,agrees
26JUL16DELDAL,ATP_CHALL,live_by_only,2,DEL,1784196458,1784193398,1784193398,475.0,1784193398,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,476.0,476.2,59,665.8,672.4,673.4,agrees
26JUL16DRAMIL,ATP_CHALL,exact,2,DRA,,1784231529,1784231529,911.0,1784231529,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,912.9,913.7,67,966.5,966.1,973.9,agrees
26JUL16DRAMIL,ATP_CHALL,exact,2,MIL,,1784233029,1784233029,936.0,1784233029,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,936.0,936.0,31,950.9,973.8,973.9,agrees
26JUL17ADDIVA,ATP_CHALL,live_by_only,3,ADD,,1784301523,1784301523,604.0,1784301523,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,604.0,604.0,28,712.4,712.2,713.3,agrees
26JUL17ADDIVA,ATP_CHALL,live_by_only,3,IVA,,1784302963,1784302963,628.0,1784302963,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,629.0,629.0,69,628.4,713.2,713.3,agrees
26JUL17FORTOM,ATP_CHALL,contradictory,2,FOR,,1784325651,1784325651,562.0,1784325651,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,565.2,565.2,33,585.0,706.4,708.1,agrees
26JUL17FORTOM,ATP_CHALL,contradictory,2,TOM,,1784318391,1784318391,441.0,1784318391,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,441.1,441.1,65,626.5,599.9,708.1,agrees
26JUL17GALCOP,ATP_CHALL,live_by_only,2,COP,1784262948,1784251488,1784251488,250.0,1784251488,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,250.2,250.2,56,576.2,586.7,612.0,agrees
26JUL17GALCOP,ATP_CHALL,live_by_only,2,GAL,1784262948,1784265948,1784262948,441.0,1784262948,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,442.6,442.6,42,480.7,610.9,612.0,agrees
26JUL17KUMBOO,ATP_CHALL,exact,3,BOO,1784272636,1784272636,1784272636,361.0,1784272636,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,361.1,361.1,44,428.9,400.9,708.7,agrees
26JUL17KUMBOO,ATP_CHALL,exact,3,KUM,1784272636,1784286076,1784272636,361.0,1784272636,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,361.1,361.1,53,374.8,708.7,708.7,agrees
26JUL17NAPVIL,ATP_CHALL,exact,1,NAP,,1784290966,1784290966,687.0,1784290966,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,688.4,688.4,58,803.1,804.1,804.2,agrees
26JUL17NAPVIL,ATP_CHALL,exact,1,VIL,,1784294146,1784294146,740.0,1784294146,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,740.0,740.0,41,753.3,803.8,804.2,agrees
26JUL18CASGEA,ATP_CHALL,exact,6,CAS,,1784404620,1784404620,993.0,1784404620,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,993.1,993.1,29,1021.1,1031.0,1031.0,agrees
26JUL18CASGEA,ATP_CHALL,exact,6,GEA,,1784385120,1784385120,668.0,1784385120,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,668.0,668.0,65,674.6,996.0,1031.0,agrees
26JUL18PERIVA,ATP_CHALL,live_by_only,1,IVA,,1784376831,1784376831,423.0,1784376831,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,423.0,423.0,65,513.0,715.1,715.1,agrees
26JUL18PERIVA,ATP_CHALL,live_by_only,1,PER,,1784386191,1784386191,579.0,1784386191,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,579.1,579.2,34,596.0,715.1,715.1,agrees
26JUL19DEMMAG,ATP_CHALL,live_by_only,8,DEM,1784438685,1784471445,1784438685,121.0,1784438685,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,123.1,123.1,4,415.0,157.4,690.2,agrees
26JUL19DEMMAG,ATP_CHALL,live_by_only,8,MAG,1784438685,,1784438685,121.0,1784438685,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,121.8,121.8,88,123.2,681.2,690.2,agrees
26JUL19KUZOPI,ATP_CHALL,live_by_only,4,KUZ,1784413950,1784426790,1784413950,136.0,1784413290,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,135.2,135.9,82,349.1,705.5,705.7,DIVERGES
26JUL19KUZOPI,ATP_CHALL,live_by_only,4,OPI,1784417490,1784431890,1784417490,195.0,1784417490,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,214.4,223.5,14,535.2,705.7,705.7,agrees
26JUL19MALMOR,ATP_CHALL,exact,4,MAL,1784437544,1784444084,1784437544,175.0,1784444084,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,284.0,284.0,60,529.7,297.9,714.3,DIVERGES
26JUL19MALMOR,ATP_CHALL,exact,4,MOR,1784437544,1784443364,1784437544,175.0,1784443364,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,274.0,274.0,36,223.1,714.3,714.3,DIVERGES
26JUL19MONTHO,ATP_CHALL,live_by_only,3,MON,1784431555,,1784431555,264.0,1784431555,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,264.0,264.0,92,264.0,786.3,786.5,agrees
26JUL19MONTHO,ATP_CHALL,live_by_only,3,THO,1784431555,1784458915,1784431555,264.0,1784431555,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,264.0,264.0,5,778.8,276.1,786.5,agrees
26JUL19REJWES,ATP_CHALL,exact,2,REJ,1784450021,1784447921,1784447921,637.0,1784447921,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,637.1,637.1,25,665.3,911.5,913.3,agrees
26JUL19REJWES,ATP_CHALL,exact,2,WES,1784450021,1784435861,1784435861,436.0,1784435861,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,436.0,436.1,73,771.2,766.0,913.3,agrees
26JUL19TOKMIY,ATP_CHALL,exact,3,MIY,1784448588,1784488008,1784448588,86.0,1784488008,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,743.1,743.1,67,391.1,860.4,866.2,DIVERGES
26JUL19TOKMIY,ATP_CHALL,exact,3,TOK,1784448588,1784491488,1784448588,86.0,1784491488,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,801.3,803.3,30,813.4,866.1,866.2,DIVERGES
26JUL19TORSEN,ATP_CHALL,live_by_only,1,SEN,1784431377,1784430477,1784430477,315.0,1784430477,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,328.6,328.6,4,328.9,743.0,743.0,agrees
26JUL19TORSEN,ATP_CHALL,live_by_only,1,TOR,1784431377,1784431317,1784431317,329.0,1784431317,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,329.0,329.0,95,329.0,558.3,743.0,agrees
26JUL20ALKFIC,ATP_CHALL,live_by_only,2,ALK,1784534868,1784520768,1784520768,110.0,1784520768,B_SUSTAINED_TRADE_CADENCE_ARRIVAL,110.0,110.0,52,236.4,365.0,677.2,agrees
26JUL20ALKFIC,ATP_CHALL,live_by_only,2,FIC,1784534868,1784548128,1784534868,345.0,1784534868,A_SPREAD_COLLAPSE_PLUS_CROSS_LEG_MIDSUM_SETTLE,345.7,345.8,46,359.9,677.1,677.2,agrees
