code,leg,cat,origin_cell,pair_class,role_CANDIDATE,net_open_edge,floor_cents,floor_first_epoch,floor_pos_frac_of_postonset_span,credited,entry_cents,fill_ts,first_post_ts,read_at_first_post
26JUL18MARJOR,JOR,ATP_MAIN,26_50,MIRRORED,FALLER,-16.5,28,1784336328.5,0.0837,True,28,1784336328.5,1784332664,FALLING
26JUL18MARJOR,MAR,ATP_MAIN,26_50,MIRRORED,CLIMBER,16.5,65,1784332606.3,0.0003,True,68,1784359994.624,1784332665,RISING
26JUL18MASRYS,MAS,WTA_MAIN,51_75,MIRRORED,CLIMBER,26.0,72,1784332829.7,0.1299,True,72,1784332829.655,1784332430,RISING
26JUL18MASRYS,RYS,WTA_MAIN,51_75,MIRRORED,FALLER,-27.0,21,1784332428.9,0.1223,True,26,1784335042.485,1784332430,FALLING
26JUL18MCASHI,MCA,WTA_CHALL,26_50,FLAT_BOTH,,1.0,51,1784382277.4,0.0385,False,,,,
26JUL18MCASHI,SHI,WTA_CHALL,26_50,FLAT_BOTH,,0.5,50,1784388534.1,0.7286,False,,,,
26JUL18MERDZU,DZU,ATP_MAIN,26_50,MIRRORED,FALLER,-17.0,31,1784394593.0,0.9999,True,32,1784348471.059,1784339465,FALLING
26JUL18MERDZU,MER,ATP_MAIN,26_50,MIRRORED,CLIMBER,17.0,65,1784337848.9,0.0713,True,67,1784354302.43,1784339465,RISING
26JUL18MICFRU,FRU,WTA_MAIN,51_75,MIRRORED,CLIMBER,24.0,72,1784332314.9,0.0714,True,75,1784351764.256,1784333845,RISING
26JUL18MICFRU,MIC,WTA_MAIN,51_75,MIRRORED,FALLER,-25.0,25,1784352709.3,0.6421,False,,,1784333851,FALLING
26JUL18MORAKS,AKS,WTA_MAIN,51_75,MIRRORED,CLIMBER,19.0,65,1784326954.3,0.0055,True,67,1784383413.666,1784382182,RISING
26JUL18MORAKS,MOR,WTA_MAIN,51_75,MIRRORED,FALLER,-20.0,30,1784326956.2,0.0056,True,31,1784384289.038,1784382210,FALLING
26JUL18OKALEE,LEE,WTA_MAIN,51_75,MIRRORED,CLIMBER,32.0,80,1784335054.8,0.0676,True,81,1784368836.385,1784359922,RISING
26JUL18OKALEE,OKA,WTA_MAIN,51_75,MIRRORED,FALLER,-33.5,18,1784359916.4,0.7309,False,,,1784359922,FALLING
26JUL18PALHON,HON,WTA_MAIN,51_75,MIRRORED,CLIMBER,16.0,64,1784337472.6,0.1431,False,,,1784377872,RISING
26JUL18PALHON,PAL,WTA_MAIN,51_75,MIRRORED,FALLER,-17.0,35,1784377871.3,0.9991,False,,,1784377872,FALLING
26JUL18PELSIL,PEL,ATP_MAIN,26_50,MIRRORED,CLIMBER,44.0,61,1784335056.3,0.0513,False,,,1784340974,RISING
26JUL18PELSIL,SIL,ATP_MAIN,26_50,MIRRORED,FALLER,-44.5,3,1784384689.8,0.9937,True,10,1784346327.27,1784340974,FALLING
26JUL18PERIVA,IVA,ATP_CHALL,26_50,MIRRORED,CLIMBER,19.0,65,1784382233.0,0.3082,False,,,1784387212,FALLING
26JUL18PERIVA,PER,ATP_CHALL,26_50,MIRRORED,FALLER,-14.0,34,1784387210.4,0.1248,False,,,1784387212,FALLING
26JUL18PODKRE,KRE,WTA_MAIN,51_75,MIRRORED,FALLER,-42.5,7,1784382013.6,0.9479,True,8,1784359937.14,1784346331,FALLING
26JUL18PODKRE,POD,WTA_MAIN,51_75,MIRRORED,CLIMBER,41.0,90,1784326287.8,0.0011,True,90,1784346721.996,1784346349,FALLING
26JUL18RENGIA,GIA,WTA_CHALL,26_50,MIRRORED,FALLER,-22.5,27,1784386622.7,0.9579,False,,,1784386626,FALLING
26JUL18RENGIA,REN,WTA_CHALL,26_50,MIRRORED,CLIMBER,25.0,73,1784379150.8,0.274,False,,,1784386626,RISING
26JUL18ROCBUE,BUE,ATP_MAIN,26_50,MIRRORED,CLIMBER,33.0,77,1784332642.3,0.0011,True,82,1784372524.109,1784332765,RISING
26JUL18ROCBUE,ROC,ATP_MAIN,26_50,MIRRORED,FALLER,-34.0,16,1784374592.4,0.9881,True,17,1784340389.63,1784332765,FALLING
26JUL18RODCHE,CHE,ATP_MAIN,26_50,MIRRORED,FALLER,-34.5,16,1784385107.9,0.993,True,17,1784385083.699,1784379953,FALLING
26JUL18RODCHE,ROD,ATP_MAIN,26_50,MIRRORED,CLIMBER,34.5,80,1784359827.4,0.07,True,81,1784383201.957,1784379953,RISING
26JUL18RODSAN,ROD,ATP_CHALL,ge76,FLAT_BOTH,,1.5,78,1784385773.8,0.0545,False,,,,
26JUL18RODSAN,SAN,ATP_CHALL,le25,FLAT_BOTH,,-2.0,22,1784395453.9,0.2115,False,,,,
26JUL18RUBTAB,RUB,ATP_MAIN,26_50,MIRRORED,CLIMBER,20.0,66,1784318972.3,0.2001,True,66,1784320531.235,1784318917,FALLING
26JUL18RUBTAB,TAB,ATP_MAIN,26_50,MIRRORED,FALLER,-19.0,29,1784352830.1,0.6852,True,31,1784325294.68,1784318917,RISING
26JUL18SAKKOR,KOR,WTA_MAIN,51_75,MIRRORED,FALLER,-8.5,28,1784317850.3,0.0018,True,31,1784318935.965,1784318715,RISING
26JUL18SAKKOR,SAK,WTA_MAIN,51_75,MIRRORED,CLIMBER,6.5,55,1784392708.0,0.9988,True,60,1784328705.441,1784318715,FALLING
26JUL18SALZOL,SAL,WTA_MAIN,51_75,MIRRORED,CLIMBER,28.5,77,1784338477.4,0.1781,False,,,1784332554,FALLING
26JUL18SALZOL,ZOL,WTA_MAIN,51_75,MIRRORED,FALLER,-29.5,21,1784332437.4,0.0239,True,24,1784336186.017,1784332569,RISING
26JUL18SERBER,BER,WTA_CHALL,26_50,FLAT_BOTH,,-1.0,,,,False,,,,
26JUL18SERBER,SER,WTA_CHALL,51_75,FLAT_BOTH,,2.0,,,,False,,,,
26JUL18SHEOLI,OLI,WTA_MAIN,26_50,FLAT_BOTH,,-0.5,57,1784307501.4,0.4398,False,,,,
26JUL18SHEOLI,SHE,WTA_MAIN,26_50,FLAT_BOTH,,0.5,55,1784308664.1,0.9738,False,,,,
26JUL18SHETSI,SHE,ATP_MAIN,26_50,MIRRORED,FALLER,-24.0,21,1784354261.3,0.5892,True,21,1784354261.313,1784353164,FALLING
26JUL18SHETSI,TSI,ATP_MAIN,26_50,MIRRORED,CLIMBER,24.5,74,1784375077.2,0.9881,True,78,1784355132.704,1784353164,RISING
26JUL18TAUKRE,KRE,WTA_MAIN,51_75,MIRRORED,CLIMBER,7.5,56,1784380741.0,0.7472,True,57,1784340977.818,1784337066,FALLING
26JUL18TAUKRE,TAU,WTA_MAIN,51_75,MIRRORED,FALLER,-9.0,42,1784326853.1,0.0054,True,42,1784396597.201,1784336951,FALLING
26JUL18TOMJOH,JOH,ATP_CHALL,26_50,MIRRORED,CLIMBER,11.5,60,1784412105.6,0.0458,False,,,,
26JUL18TOMJOH,TOM,ATP_CHALL,26_50,MIRRORED,FALLER,-8.0,40,1784416464.4,0.0137,False,,,,
26JUL18TONSPI,SPI,WTA_CHALL,26_50,OPPOSED_UNBALANCED,,11.5,62,1784385364.4,0.5745,False,,,,
26JUL18TONSPI,TON,WTA_CHALL,26_50,OPPOSED_UNBALANCED,,-2.0,,,,False,,,,
26JUL18TREJON,JON,WTA_CHALL,51_75,FLAT_BOTH,,0.5,63,1784369533.3,0.4551,False,,,,
26JUL18TREJON,TRE,WTA_CHALL,26_50,FLAT_BOTH,,0.0,37,1784354993.1,0.0072,False,,,,
26JUL18URGKOT,KOT,WTA_CHALL,26_50,MIRRORED,FALLER,-16.0,31,1784385338.1,0.9646,False,,,1784385349,FALLING
26JUL18URGKOT,URG,WTA_CHALL,26_50,MIRRORED,CLIMBER,18.5,67,1784379154.8,0.8151,False,,,1784385350,RISING
26JUL18VALDAR,DAR,ATP_MAIN,26_50,MIRRORED,CLIMBER,19.5,63,1784299016.7,0.0371,True,66,1784305782.179,1784300450,RISING
26JUL18VALDAR,VAL,ATP_MAIN,26_50,MIRRORED,FALLER,-19.5,30,1784358490.3,0.857,True,33,1784318107.168,1784300450,FALLING
26JUL18VALTAR,TAR,WTA_CHALL,51_75,FLAT_BOTH,,1.0,63,1784347519.8,0.0409,False,,,,
26JUL18VALTAR,VAL,WTA_CHALL,26_50,FLAT_BOTH,,-1.5,37,1784383156.8,0.9988,False,,,,
26JUL18VUKHOL,HOL,ATP_CHALL,26_50,FLAT_BOTH,,0.5,47,1784411696.0,0.9885,True,52,1784390308.766,1784390062,RISING
26JUL18VUKHOL,VUK,ATP_CHALL,26_50,FLAT_BOTH,,3.0,45,1784391151.1,0.2105,True,47,1784390110.282,1784390062,FALLING
26JUL18WALDJE,DJE,ATP_MAIN,26_50,MIRRORED,CLIMBER,47.5,91,1784327721.4,0.017,False,,,1784332055,RISING
26JUL18WALDJE,WAL,ATP_MAIN,26_50,MIRRORED,FALLER,-46.5,4,1784346328.3,0.4275,True,5,1784334744.879,1784332064,FALLING
26JUL18WEBHOD,HOD,WTA_CHALL,ge76,FLAT_BOTH,,2.5,94,1784350139.8,0.0027,True,94,1784371998.931,1784357639,FALLING
26JUL18WEBHOD,WEB,WTA_CHALL,le25,FLAT_BOTH,,-1.5,5,1784357257.9,0.1613,True,5,1784369428.249,1784357266,FALLING
26JUL18ZAKVAN,VAN,WTA_CHALL,26_50,FLAT_BOTH,,1.0,,,,False,,,,
26JUL18ZAKVAN,ZAK,WTA_CHALL,26_50,FLAT_BOTH,,2.0,50,1784385950.1,0.6075,False,,,,
26JUL19ALTCOL,ALT,ATP_MAIN,26_50,OPPOSED_UNBALANCED,,-10.5,50,1784463484.4,0.0241,False,,,,
26JUL19ALTCOL,COL,ATP_MAIN,26_50,OPPOSED_UNBALANCED,,16.0,57,1784463576.4,0.0591,False,,,,
26JUL19ARNPOH,ARN,ATP_CHALL,26_50,MIRRORED,CLIMBER,48.0,97,1784455805.7,0.7163,False,,,,
26JUL19ARNPOH,POH,ATP_CHALL,26_50,MIRRORED,FALLER,-46.5,3,1784459623.6,0.9289,False,,,,
26JUL19ARSMAR,ARS,ATP_CHALL,26_50,MIRRORED,FALLER,-9.0,35,1784451046.4,0.0923,False,,,1784466802,RISING
26JUL19ARSMAR,MAR,ATP_CHALL,26_50,MIRRORED,CLIMBER,11.0,59,1784476175.4,0.955,True,60,1784475080.668,1784466820,RISING
26JUL19AVDNIE,AVD,WTA_MAIN,51_75,MIRRORED,CLIMBER,11.0,60,1784434323.9,0.6017,True,60,1784447572.361,1784444695,RISING
26JUL19AVDNIE,NIE,WTA_MAIN,51_75,MIRRORED,FALLER,-12.0,39,1784444693.8,0.8217,True,39,1784444808.476,1784444771,RISING
26JUL19AVECHA,AVE,ATP_CHALL,26_50,MIRRORED,FALLER,-8.0,40,1784484109.7,0.5092,False,,,,
26JUL19AVECHA,CHA,ATP_CHALL,26_50,MIRRORED,CLIMBER,11.5,60,1784483131.6,0.4616,False,,,,
26JUL19BAEKEC,BAE,ATP_MAIN,26_50,MIRRORED,FALLER,-3.5,44,1784523191.2,0.5188,True,44,1784552391.862,1784523192,FALLING
26JUL19BAEKEC,KEC,ATP_MAIN,26_50,MIRRORED,CLIMBER,6.5,54,1784568881.8,0.8909,True,55,1784568881.784,1784523192,FALLING
26JUL19BANZHU,BAN,ATP_CHALL,26_50,MIRRORED,CLIMBER,17.0,65,1784464815.2,0.6895,True,66,1784474825.041,1784464829,FALLING
26JUL19BANZHU,ZHU,ATP_CHALL,26_50,MIRRORED,FALLER,-14.5,33,1784449443.0,0.2912,False,,,1784464831,RISING
26JUL19BARLEO,BAR,ATP_CHALL,26_50,MIRRORED,FALLER,-3.0,45,1784449136.9,0.384,False,,,,
26JUL19BARLEO,LEO,ATP_CHALL,26_50,MIRRORED,CLIMBER,6.0,55,1784456136.5,0.5614,False,,,,
26JUL19BARSTA,BAR,ATP_CHALL,26_50,MIRRORED,FALLER,-12.0,36,1784436635.3,0.2981,False,,,,
26JUL19BARSTA,STA,ATP_CHALL,26_50,MIRRORED,CLIMBER,13.5,64,1784455082.7,0.9546,False,,,,
26JUL19BASSHI,BAS,WTA_CHALL,26_50,MIRRORED,CLIMBER,31.0,78,1784449053.1,0.2102,True,82,1784448407.496,1784448388,FALLING
26JUL19BASSHI,SHI,WTA_CHALL,51_75,MIRRORED,FALLER,-29.5,15,1784441808.3,0.0391,False,,,1784448388,RISING
26JUL19BIAYOU,BIA,ATP_CHALL,26_50,MIRRORED,FALLER,-42.0,6,1784468625.8,0.9565,False,,,1784468628,FALLING
26JUL19BIAYOU,YOU,ATP_CHALL,26_50,MIRRORED,CLIMBER,46.0,93,1784453983.8,0.4567,False,,,1784468628,FALLING
26JUL19BOHBOU,BOH,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,-35.5,2,1784480369.5,0.7064,True,4,1784464616.5,1784464551,FALLING
26JUL19BOHBOU,BOU,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,41.5,87,1784481972.1,0.7731,True,95,1784464596.465,1784464553,FALLING
26JUL19BONALC,ALC,ATP_CHALL,51_75,FLAT_BOTH,,0.0,,,,False,,,,
26JUL19BONALC,BON,ATP_CHALL,26_50,FLAT_BOTH,,1.5,,,,False,,,,
26JUL19BRAVON,BRA,WTA_MAIN,51_75,MIRRORED,FALLER,-36.0,8,1784414151.1,0.0208,True,10,1784436863.506,1784414153,FALLING
26JUL19BRAVON,VON,WTA_MAIN,51_75,MIRRORED,CLIMBER,36.0,83,1784436911.6,0.5295,True,89,1784436865.355,1784414168,RISING
26JUL19BRUKRA,BRU,ATP_CHALL,26_50,MIRRORED,CLIMBER,8.0,57,1784431324.4,0.0024,True,57,1784434571.756,1784431325,RISING
26JUL19BRUKRA,KRA,ATP_CHALL,26_50,MIRRORED,FALLER,-8.0,38,1784431184.2,0.0729,True,41,1784436322.489,1784431327,FALLING
26JUL19CALTEP,CAL,ATP_CHALL,26_50,MIRRORED,CLIMBER,25.0,76,1784453463.7,0.9747,True,79,1784453408.328,1784449906,FALLING
26JUL19CALTEP,TEP,ATP_CHALL,26_50,MIRRORED,FALLER,-24.5,21,1784443793.7,0.462,False,,,,
26JUL19CASVAS,CAS,ATP_CHALL,26_50,MIRRORED,FALLER,-12.5,37,1784461877.4,0.9963,True,42,1784454482.31,1784452289,RISING
26JUL19CASVAS,VAS,ATP_CHALL,26_50,MIRRORED,CLIMBER,10.0,54,1784448468.0,0.4132,True,54,1784452672.195,1784452315,FALLING
26JUL19CERTRU,CER,ATP_MAIN,26_50,MIRRORED,CLIMBER,20.0,59,1784394480.4,0.0476,True,67,1784464064.137,1784401784,RISING
26JUL19CERTRU,TRU,ATP_MAIN,26_50,MIRRORED,FALLER,-18.0,30,1784470396.7,0.999,True,32,1784470396.744,1784401790,FALLING
26JUL19CHODEJ,CHO,ATP_MAIN,26_50,MIRRORED,FALLER,-4.5,45,1784498581.0,0.7785,False,,,,
26JUL19CHODEJ,DEJ,ATP_MAIN,26_50,MIRRORED,CLIMBER,5.5,55,1784469702.8,0.5546,False,,,,
26JUL19CINGIU,CIN,ATP_MAIN,26_50,MIRRORED,CLIMBER,25.5,70,1784379872.6,0.0095,False,,,1784436424,RISING
26JUL19CINGIU,GIU,ATP_MAIN,26_50,MIRRORED,FALLER,-24.0,26,1784454540.0,0.9651,True,29,1784437599.556,1784436424,FALLING
26JUL19CLAKUZ,CLA,ATP_CHALL,26_50,MIRRORED,FALLER,-3.0,42,1784462522.8,0.179,True,43,1784482116.114,1784464065,RISING
26JUL19CLAKUZ,KUZ,ATP_CHALL,26_50,MIRRORED,CLIMBER,6.5,55,1784474721.1,0.6389,True,56,1784474864.806,1784464065,FALLING
26JUL19COSAKS,AKS,WTA_MAIN,51_75,MIRRORED,FALLER,-13.0,34,1784404918.0,0.0019,False,,,1784405129,RISING
26JUL19COSAKS,COS,WTA_MAIN,51_75,MIRRORED,CLIMBER,13.0,64,1784433463.3,0.5366,False,,,1784405103,FALLING
26JUL19DELDJE,DEL,ATP_MAIN,26_50,MIRRORED,FALLER,-17.5,33,1784456652.5,0.9193,True,37,1784437789.765,1784417760,FALLING
26JUL19DELDJE,DJE,ATP_MAIN,26_50,MIRRORED,CLIMBER,20.0,62,1784402977.2,0.0975,False,,,1784417760,RISING
26JUL19DEMBIT,BIT,ATP_CHALL,26_50,MIRRORED,FALLER,-12.5,37,1784436267.6,0.148,False,,,,
26JUL19DEMBIT,DEM,ATP_CHALL,26_50,MIRRORED,CLIMBER,14.0,63,1784438769.2,0.3679,False,,,,
26JUL19DEMMAG,DEM,ATP_CHALL,26_50,MIRRORED,FALLER,-45.0,4,1784456327.4,0.5165,True,6,1784440884.681,1784438820,FALLING
26JUL19DEMMAG,MAG,ATP_CHALL,26_50,MIRRORED,CLIMBER,48.0,88,1784438815.1,0.0038,False,,,1784438821,RISING
26JUL19DENGEN,DEN,ATP_CHALL,26_50,MIRRORED,CLIMBER,11.5,60,1784437837.6,0.4229,False,,,1784437838,FALLING
26JUL19DENGEN,GEN,ATP_CHALL,26_50,MIRRORED,FALLER,-8.0,39,1784434393.2,0.341,False,,,1784437838,RISING
26JUL19DJOMAT,DJO,ATP_CHALL,26_50,MIRRORED,FALLER,-31.0,4,1784435991.0,0.1851,True,11,1784435965.755,1784435943,FALLING
26JUL19DJOMAT,MAT,ATP_CHALL,26_50,MIRRORED,CLIMBER,34.5,84,1784464809.2,0.9084,False,,,,
26JUL19DONTOP,DON,ATP_CHALL,26_50,MIRRORED,FALLER,-24.0,24,1784428800.3,0.0455,False,,,1784445879,RISING
26JUL19DONTOP,TOP,ATP_CHALL,26_50,MIRRORED,CLIMBER,24.5,75,1784445873.2,0.8128,False,,,1784445879,FALLING
26JUL19DROUGO,DRO,ATP_MAIN,26_50,MIRRORED,FALLER,-2.5,45,1784397821.1,0.0078,True,48,1784496424.441,1784403925,FALLING
26JUL19DROUGO,UGO,ATP_MAIN,26_50,MIRRORED,CLIMBER,5.5,51,1784458569.7,0.4045,True,51,1784488505.874,1784403937,FALLING
26JUL19EIGCAR,CAR,WTA_MAIN,51_75,MIRRORED,CLIMBER,45.0,89,1784414032.4,0.0364,True,89,1784414037.765,1784414037,RISING
26JUL19EIGCAR,EIG,WTA_MAIN,51_75,MIRRORED,FALLER,-45.5,5,1784462247.0,0.9953,True,10,1784414114.01,1784414048,FALLING
26JUL19FELKOP,FEL,ATP_MAIN,26_50,MIRRORED,CLIMBER,23.5,71,1784463745.2,0.911,True,71,1784463745.215,1784461939,FALLING
26JUL19FELKOP,KOP,ATP_MAIN,26_50,MIRRORED,FALLER,-21.0,25,1784423818.2,0.289,True,27,1784463905.347,1784461939,RISING
26JUL19FERVAN,FER,ATP_MAIN,26_50,MIRRORED,FALLER,-29.5,18,1784473571.5,0.5755,False,,,1784473583,FALLING
26JUL19FERVAN,VAN,ATP_MAIN,26_50,MIRRORED,CLIMBER,31.5,79,1784506283.5,0.912,True,81,1784475363.105,1784473593,FALLING
26JUL19GAOFRU,FRU,WTA_MAIN,51_75,FLAT_BOTH,,-2.0,49,1784381170.4,0.019,False,,,1784410290,FALLING
26JUL19GAOFRU,GAO,WTA_MAIN,51_75,FLAT_BOTH,,2.0,50,1784410218.0,0.4236,True,51,1784420119.08,1784410290,FALLING
26JUL19GASDZU,DZU,ATP_MAIN,26_50,FLAT_BOTH,,4.0,52,1784471996.8,0.9924,True,53,1784470406.057,1784458906,FALLING
26JUL19GASDZU,GAS,ATP_MAIN,26_50,FLAT_BOTH,,-2.0,44,1784437930.8,0.1085,True,46,1784471700.258,1784458904,RISING
26JUL19GAUCAR,CAR,ATP_MAIN,26_50,MIRRORED,CLIMBER,18.0,66,1784469795.1,0.4861,True,69,1784457917.401,1784457882,RISING
26JUL19GAUCAR,GAU,ATP_MAIN,26_50,MIRRORED,FALLER,-14.5,29,1784457880.3,0.3431,False,,,1784457882,FALLING
26JUL19GIUDEV,DEV,ATP_CHALL,26_50,MIRRORED,FALLER,-33.0,17,1784443999.2,0.6992,False,,,,
26JUL19GIUDEV,GIU,ATP_CHALL,26_50,MIRRORED,CLIMBER,34.0,84,1784441369.5,0.5039,False,,,,
26JUL19GRAKRA,GRA,WTA_CHALL,26_50,DECOUPLED_SAME_DIRECTION,,4.0,36,1784437857.6,0.626,True,36,1784443452.876,1784437858,FALLING
26JUL19GRAKRA,KRA,WTA_CHALL,51_75,DECOUPLED_SAME_DIRECTION,,13.0,63,1784414542.3,0.0834,False,,,1784437879,FALLING
26JUL19HERECH,ECH,ATP_CHALL,26_50,MIRRORED,CLIMBER,28.0,78,1784443956.8,0.1519,False,,,,
26JUL19HERECH,HER,ATP_CHALL,26_50,MIRRORED,FALLER,-27.5,23,1784447775.7,0.1592,False,,,,
26JUL19HONLEE,HON,WTA_MAIN,51_75,MIRRORED,FALLER,-21.0,28,1784436710.1,0.0664,False,,,,
26JUL19HONLEE,LEE,WTA_MAIN,51_75,MIRRORED,CLIMBER,21.0,72,1784435140.1,0.0406,False,,,,
26JUL19HURBIG,BIG,ATP_CHALL,26_50,MIRRORED,CLIMBER,10.5,58,1784504960.3,0.9538,True,61,1784498510.597,1784493802,RISING
26JUL19HURBIG,HUR,ATP_CHALL,26_50,MIRRORED,FALLER,-7.5,37,1784495444.7,0.2662,True,37,1784498738.95,1784493802,FALLING
26JUL19IMATRA,IMA,ATP_CHALL,26_50,MIRRORED,CLIMBER,17.5,63,1784485423.6,0.9999,True,67,1784481935.656,1784469992,FALLING
26JUL19IMATRA,TRA,ATP_CHALL,26_50,MIRRORED,FALLER,-14.5,30,1784473990.1,0.7315,True,32,1784473862.408,1784469992,FALLING
26JUL19JACDAN,DAN,ATP_MAIN,26_50,FLAT_BOTH,,-0.5,45,1784429449.8,0.561,True,47,1784410459.901,1784402543,RISING
26JUL19JACDAN,JAC,ATP_MAIN,26_50,FLAT_BOTH,,3.5,51,1784441477.5,0.7402,True,52,1784434723.668,1784402543,FALLING
26JUL19JAKAVA,AVA,WTA_MAIN,51_75,MIRRORED,CLIMBER,34.5,85,1784426703.4,0.0113,False,,,,
26JUL19JAKAVA,JAK,WTA_MAIN,51_75,MIRRORED,FALLER,-35.0,15,1784427718.1,0.0631,False,,,,
26JUL19JOHGEO,GEO,ATP_CHALL,26_50,MIRRORED,FALLER,-30.5,17,1784480394.1,0.9203,False,,,1784480395,FALLING
26JUL19JOHGEO,JOH,ATP_CHALL,26_50,MIRRORED,CLIMBER,34.0,81,1784472945.8,0.7059,False,,,1784480395,RISING
26JUL19JONBRO,BRO,WTA_CHALL,26_50,FLAT_BOTH,,0.0,44,1784466678.1,0.1341,False,,,,
26JUL19JONBRO,JON,WTA_CHALL,51_75,FLAT_BOTH,,0.0,56,1784472914.1,0.6377,False,,,,
26JUL19JONISO,ISO,ATP_CHALL,26_50,MIRRORED,CLIMBER,15.0,57,1784464766.3,0.0012,True,61,1784485585.623,1784476090,RISING
26JUL19JONISO,JON,ATP_CHALL,26_50,MIRRORED,FALLER,-11.5,36,1784497682.4,0.9964,True,37,1784497074.236,1784476090,FALLING
26JUL19KIRAGU,AGU,ATP_CHALL,26_50,MIRRORED,CLIMBER,8.5,56,1784475832.8,0.6715,False,,,,
26JUL19KIRAGU,KIR,ATP_CHALL,26_50,MIRRORED,FALLER,-4.0,44,1784483107.1,0.9278,False,,,,
26JUL19KOPBUS,BUS,ATP_MAIN,26_50,MIRRORED,CLIMBER,15.0,61,1784488249.6,0.0222,True,62,1784519479.254,1784514531,RISING
26JUL19KOPBUS,KOP,ATP_MAIN,26_50,MIRRORED,FALLER,-13.5,35,1784557107.1,0.9945,True,37,1784517218.636,1784514546,FALLING
26JUL19KOTHOD,HOD,WTA_CHALL,51_75,MIRRORED,CLIMBER,9.0,61,1784479474.7,0.8215,True,61,1784479474.701,1784478938,RISING
26JUL19KOTHOD,KOT,WTA_CHALL,26_50,MIRRORED,FALLER,-7.0,37,1784478910.2,0.5701,False,,,1784478938,FALLING
26JUL19KOZVIT,KOZ,ATP_CHALL,26_50,MIRRORED,CLIMBER,38.5,87,1784479536.8,0.9842,False,,,1784479547,FALLING
26JUL19KOZVIT,VIT,ATP_CHALL,26_50,MIRRORED,FALLER,-35.5,11,1784472555.3,0.788,False,,,1784479547,RISING
26JUL19KRESAK,KRE,WTA_MAIN,51_75,MIRRORED,CLIMBER,6.0,44,1784424749.4,0.1622,True,44,1784431666.994,1784418981,FALLING
26JUL19KRESAK,SAK,WTA_MAIN,51_75,MIRRORED,FALLER,-7.0,43,1784457278.1,0.6493,True,52,1784436657.819,1784419017,RISING
26JUL19KRUCAS,CAS,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,-0.5,,,,False,,,,
26JUL19KRUCAS,KRU,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,8.0,,,,False,,,,
26JUL19KUHPAS,KUH,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,-35.0,9,1784488157.3,0.9518,True,10,1784480288.001,1784476161,RISING
26JUL19KUHPAS,PAS,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,44.5,86,1784476150.4,0.6849,False,,,1784476174,FALLING
26JUL19KUZOPI,KUZ,ATP_CHALL,ge76,MIRRORED,CLIMBER,7.0,82,1784426735.8,0.374,False,,,1784426901,FALLING
26JUL19KUZOPI,OPI,ATP_CHALL,le25,MIRRORED,FALLER,-4.0,14,1784437905.8,0.6662,False,,,1784426900,RISING
26JUL19LANMAY,LAN,ATP_CHALL,26_50,MIRRORED,FALLER,-10.5,38,1784472290.8,0.9432,False,,,,
26JUL19LANMAY,MAY,ATP_CHALL,26_50,MIRRORED,CLIMBER,14.0,63,1784472429.5,0.947,False,,,,
26JUL19LEPPET,LEP,WTA_MAIN,51_75,MIRRORED,CLIMBER,39.0,88,1784442471.8,0.8251,True,89,1784440478.323,1784419573,RISING
26JUL19LEPPET,PET,WTA_MAIN,51_75,MIRRORED,FALLER,-39.5,10,1784419504.2,0.1048,False,,,1784419573,FALLING
26JUL19LUZTAB,LUZ,ATP_MAIN,26_50,MIRRORED,FALLER,-43.5,5,1784464360.5,0.9989,True,10,1784408229.416,1784403222,FALLING
26JUL19LUZTAB,TAB,ATP_MAIN,26_50,MIRRORED,CLIMBER,44.5,88,1784410460.4,0.2538,True,88,1784410460.441,1784403222,RISING
26JUL19MALMOR,MAL,ATP_CHALL,26_50,MIRRORED,CLIMBER,13.0,60,1784458828.8,0.6578,True,61,1784444921.915,1784444112,RISING
26JUL19MALMOR,MOR,ATP_CHALL,26_50,MIRRORED,FALLER,-10.0,36,1784440431.2,0.0892,False,,,1784444123,RISING
26JUL19MALZAA,MAL,WTA_MAIN,51_75,MIRRORED,FALLER,-24.0,26,1784430757.7,0.6125,False,,,,
26JUL19MALZAA,ZAA,WTA_MAIN,51_75,MIRRORED,CLIMBER,24.0,74,1784432294.5,0.6502,False,,,,
26JUL19MARCOL,COL,ATP_CHALL,26_50,MIRRORED,FALLER,-38.5,,,,False,,,,
26JUL19MARCOL,MAR,ATP_CHALL,26_50,MIRRORED,CLIMBER,38.5,,,,False,,,,
26JUL19MARSKA,MAR,ATP_MAIN,26_50,MIRRORED,CLIMBER,11.5,60,1784455251.5,0.7488,True,60,1784457271.793,1784455264,FALLING
26JUL19MARSKA,SKA,ATP_MAIN,26_50,MIRRORED,FALLER,-9.5,38,1784435744.4,0.0,False,,,1784455263,RISING
26JUL19MARWAZ,MAR,ATP_CHALL,51_75,DECOUPLED_SAME_DIRECTION,,29.0,78,1784419617.9,0.1037,False,,,,
26JUL19MARWAZ,WAZ,ATP_CHALL,le25,DECOUPLED_SAME_DIRECTION,,6.5,23,1784440204.7,0.2221,False,,,,
