code,leg,cat,origin_cell,pair_class,role_CANDIDATE,net_open_edge,floor_cents,floor_first_epoch,floor_pos_frac_of_postonset_span,credited,entry_cents,fill_ts,first_post_ts,read_at_first_post
26JUL19MCKOUA,MCK,ATP_CHALL,26_50,MIRRORED,CLIMBER,7.0,56,1784468295.5,0.9843,True,60,1784460710.602,1784458604,FALLING
26JUL19MCKOUA,OUA,ATP_CHALL,26_50,MIRRORED,FALLER,-3.5,37,1784450493.9,0.458,False,,,1784458583,RISING
26JUL19MENKUM,KUM,ATP_CHALL,26_50,MIRRORED,CLIMBER,45.5,94,1784459651.3,0.8722,True,95,1784460921.036,1784459652,RISING
26JUL19MENKUM,MEN,ATP_CHALL,26_50,MIRRORED,FALLER,-44.0,5,1784437461.4,0.0683,False,,,1784459652,RISING
26JUL19MILFAN,FAN,ATP_CHALL,26_50,MIRRORED,FALLER,-23.5,26,1784474988.9,0.9269,False,,,1784475015,FALLING
26JUL19MILFAN,MIL,ATP_CHALL,26_50,MIRRORED,CLIMBER,26.0,72,1784456031.5,0.2691,False,,,1784475015,RISING
26JUL19MOLOFN,MOL,ATP_MAIN,26_50,MIRRORED,CLIMBER,11.5,63,1784395891.0,0.0507,False,,,,
26JUL19MOLOFN,OFN,ATP_MAIN,26_50,MIRRORED,FALLER,-10.5,42,1784405844.6,0.3153,False,,,,
26JUL19MONPIE,MON,WTA_MAIN,51_75,MIRRORED,CLIMBER,26.5,74,1784409703.3,0.0635,False,,,1784410760,RISING
26JUL19MONPIE,PIE,WTA_MAIN,51_75,MIRRORED,FALLER,-27.5,23,1784419499.8,0.2734,False,,,1784410625,FALLING
26JUL19MONTHO,MON,ATP_CHALL,26_50,MIRRORED,CLIMBER,46.0,92,1784431556.4,0.0,False,,,1784431895,RISING
26JUL19MONTHO,THO,ATP_CHALL,26_50,MIRRORED,FALLER,-42.5,5,1784462443.6,0.9853,True,6,1784432283.583,1784431892,FALLING
26JUL19MULNAV,MUL,ATP_MAIN,26_50,MIRRORED,FALLER,-32.5,15,1784470961.9,0.4181,True,17,1784470961.902,1784436633,FALLING
26JUL19MULNAV,NAV,ATP_MAIN,26_50,MIRRORED,CLIMBER,34.5,80,1784468535.7,0.397,True,80,1784468535.696,1784436863,RISING
26JUL19NEUHAN,HAN,ATP_MAIN,26_50,MIRRORED,CLIMBER,24.5,69,1784479602.4,0.0804,True,69,1784503671.223,1784479614,RISING
26JUL19NEUHAN,NEU,ATP_MAIN,26_50,MIRRORED,FALLER,-21.5,28,1784529338.1,0.9923,True,30,1784492497.569,1784479613,FALLING
26JUL19NIKVRB,NIK,ATP_CHALL,26_50,MIRRORED,FALLER,-30.5,18,1784475529.7,0.8099,True,25,1784473732.422,1784472012,FALLING
26JUL19NIKVRB,VRB,ATP_CHALL,26_50,MIRRORED,CLIMBER,34.0,73,1784461405.9,0.0131,False,,,1784472014,RISING
26JUL19OLILAS,LAS,ATP_CHALL,26_50,MIRRORED,FALLER,-45.0,4,1784461418.8,0.9061,True,5,1784448596.84,1784448032,FALLING
26JUL19OLILAS,OLI,ATP_CHALL,26_50,MIRRORED,CLIMBER,47.0,94,1784415723.4,0.0049,False,,,1784448032,RISING
26JUL19PALMUN,MUN,ATP_CHALL,26_50,MIRRORED,FALLER,-4.0,43,1784450480.1,0.5118,False,,,1784450539,FALLING
26JUL19PALMUN,PAL,ATP_CHALL,26_50,MIRRORED,CLIMBER,8.0,55,1784434992.7,0.0131,True,57,1784461201.953,1784450534,RISING
26JUL19PAPROS,PAP,ATP_CHALL,le25,DECOUPLED_SAME_DIRECTION,,4.0,21,1784471922.3,0.9607,False,,,1784471928,FALLING
26JUL19PAPROS,ROS,ATP_CHALL,26_50,DECOUPLED_SAME_DIRECTION,,30.0,78,1784419664.3,0.0187,False,,,1784471924,RISING
26JUL19PELBUE,BUE,ATP_MAIN,26_50,MIRRORED,FALLER,-21.0,28,1784454587.6,0.9318,True,32,1784438278.688,1784404291,RISING
26JUL19PELBUE,PEL,ATP_MAIN,26_50,MIRRORED,CLIMBER,23.0,67,1784404287.7,0.1387,True,67,1784426118.192,1784404288,FALLING
26JUL19PETALO,ALO,ATP_CHALL,26_50,MIRRORED,FALLER,-44.5,4,1784459589.2,0.6994,False,,,,
26JUL19PETALO,PET,ATP_CHALL,26_50,MIRRORED,CLIMBER,46.5,,,,False,,,,
26JUL19PIENES,NES,ATP_CHALL,26_50,MIRRORED,CLIMBER,11.5,57,1784441457.6,0.2207,False,,,1784468727,RISING
26JUL19PIENES,PIE,ATP_CHALL,26_50,MIRRORED,FALLER,-7.0,31,1784468935.7,0.9999,True,41,1784468895.908,1784468731,FALLING
26JUL19PODSAI,POD,WTA_MAIN,51_75,MIRRORED,CLIMBER,25.0,76,1784435756.8,0.0347,False,,,,
26JUL19PODSAI,SAI,WTA_MAIN,51_75,MIRRORED,FALLER,-26.0,24,1784437090.3,0.2403,False,,,,
26JUL19POLSCH,POL,ATP_CHALL,26_50,MIRRORED,CLIMBER,18.5,63,1784431394.1,0.0007,False,,,,
26JUL19POLSCH,SCH,ATP_CHALL,26_50,MIRRORED,FALLER,-17.0,,,,False,,,,
26JUL19PONZIE,PON,ATP_CHALL,le25,DECOUPLED_SAME_DIRECTION,,6.0,21,1784444061.6,0.1468,False,,,,
26JUL19PONZIE,ZIE,ATP_CHALL,26_50,DECOUPLED_SAME_DIRECTION,,29.0,79,1784434499.6,0.359,False,,,,
26JUL19POUJAN,JAN,ATP_CHALL,51_75,MIRRORED,CLIMBER,5.0,72,1784432813.4,0.2004,False,,,,
26JUL19POUJAN,POU,ATP_CHALL,26_50,MIRRORED,FALLER,-3.5,28,1784456087.9,0.9924,False,,,,
26JUL19PRIMAR,MAR,WTA_MAIN,51_75,MIRRORED,FALLER,-40.0,10,1784472406.6,0.9746,True,12,1784444703.151,1784430912,FALLING
26JUL19PRIMAR,PRI,WTA_MAIN,51_75,MIRRORED,CLIMBER,39.0,87,1784399859.7,0.0411,False,,,1784430693,RISING
26JUL19REJWES,REJ,ATP_CHALL,26_50,MIRRORED,FALLER,-22.0,25,1784449618.9,0.1024,False,,,1784450872,RISING
26JUL19REJWES,WES,ATP_CHALL,26_50,MIRRORED,CLIMBER,23.0,73,1784455971.9,0.7022,True,75,1784455665.062,1784450868,FALLING
26JUL19RENTON,REN,WTA_CHALL,51_75,FLAT_BOTH,,2.5,70,1784470135.9,0.649,False,,,1784483831,RISING
26JUL19RENTON,TON,WTA_CHALL,26_50,FLAT_BOTH,,-3.0,29,1784483822.7,0.9617,False,,,1784483831,FALLING
26JUL19RITGOM,GOM,ATP_CHALL,26_50,MIRRORED,CLIMBER,11.5,57,1784457898.8,0.523,False,,,1784457899,FALLING
26JUL19RITGOM,RIT,ATP_CHALL,26_50,MIRRORED,FALLER,-7.0,41,1784457898.8,0.523,False,,,1784457900,FALLING
26JUL19RODIVA,IVA,ATP_CHALL,26_50,MIRRORED,FALLER,-13.5,34,1784490433.5,0.8861,True,35,1784486036.46,1784479604,FALLING
26JUL19RODIVA,ROD,ATP_CHALL,26_50,MIRRORED,CLIMBER,17.0,62,1784465898.9,0.1439,True,64,1784482062.698,1784479603,RISING
26JUL19RODSAC,ROD,ATP_MAIN,26_50,MIRRORED,CLIMBER,13.0,59,1784398291.8,0.0307,True,60,1784434414.337,1784401778,RISING
26JUL19RODSAC,SAC,ATP_MAIN,26_50,MIRRORED,FALLER,-11.0,39,1784438466.4,0.6036,False,,,1784401778,FALLING
26JUL19ROZSHE,ROZ,ATP_CHALL,26_50,FLAT_BOTH,,1.0,49,1784471107.5,0.5434,False,,,,
26JUL19ROZSHE,SHE,ATP_CHALL,26_50,FLAT_BOTH,,3.0,51,1784466841.3,0.381,False,,,,
26JUL19RUBDAR,DAR,ATP_MAIN,26_50,MIRRORED,FALLER,-5.5,42,1784437165.0,0.6314,True,44,1784422944.2,1784422354,FALLING
26JUL19RUBDAR,RUB,ATP_MAIN,26_50,MIRRORED,CLIMBER,7.5,54,1784422345.8,0.4119,False,,,1784422354,FALLING
26JUL19RUSKAZ,KAZ,WTA_MAIN,51_75,MIRRORED,FALLER,-25.0,24,1784414473.7,0.0557,True,24,1784437708.871,1784414481,FALLING
26JUL19RUSKAZ,RUS,WTA_MAIN,51_75,MIRRORED,CLIMBER,24.0,75,1784414327.2,0.0519,False,,,,
26JUL19RYSHON,HON,WTA_MAIN,51_75,MIRRORED,CLIMBER,12.0,60,1784428748.1,0.1451,True,60,1784437589.025,1784434284,RISING
26JUL19RYSHON,RYS,WTA_MAIN,51_75,MIRRORED,FALLER,-13.5,37,1784447760.9,0.8545,True,37,1784447760.869,1784434284,FALLING
26JUL19SALKNU,KNU,WTA_MAIN,51_75,MIRRORED,FALLER,-15.0,34,1784434298.1,0.5855,True,34,1784468009.718,1784434309,FALLING
26JUL19SALKNU,SAL,WTA_MAIN,51_75,MIRRORED,CLIMBER,14.0,64,1784467995.7,0.9995,True,65,1784441189.584,1784434309,FALLING
26JUL19SALVRB,SAL,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,-14.0,,,,False,,,,
26JUL19SALVRB,VRB,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,6.5,,,,False,,,,
26JUL19SERTOT,SER,WTA_CHALL,51_75,OPPOSED_UNBALANCED,,-25.5,39,1784476917.3,0.9182,True,39,1784477344.314,1784476918,FALLING
26JUL19SERTOT,TOT,WTA_CHALL,26_50,OPPOSED_UNBALANCED,,11.0,58,1784444862.3,0.2762,True,58,1784479460.15,1784476919,RISING
26JUL19SHEBAD,BAD,WTA_MAIN,51_75,MIRRORED,CLIMBER,13.0,62,1784428826.5,0.3709,True,62,1784428826.502,1784426757,FALLING
26JUL19SHEBAD,SHE,WTA_MAIN,51_75,MIRRORED,FALLER,-13.0,36,1784406426.6,0.0297,True,37,1784442775.883,1784426817,RISING
26JUL19SINMAT,MAT,ATP_CHALL,26_50,MIRRORED,CLIMBER,21.0,66,1784437334.6,0.095,False,,,,
26JUL19SINMAT,SIN,ATP_CHALL,26_50,MIRRORED,FALLER,-19.5,31,1784454881.7,0.0006,False,,,,
26JUL19STRPAQ,PAQ,WTA_MAIN,51_75,MIRRORED,CLIMBER,36.0,86,1784455216.2,0.0937,False,,,1784455226,RISING
26JUL19STRPAQ,STR,WTA_MAIN,51_75,MIRRORED,FALLER,-37.0,13,1784419502.4,0.1029,False,,,1784455226,FALLING
26JUL19STRSHE,SHE,ATP_MAIN,26_50,MIRRORED,FALLER,-4.5,40,1784443133.0,0.0357,True,44,1784581717.152,1784457776,RISING
26JUL19STRSHE,STR,ATP_MAIN,26_50,MIRRORED,CLIMBER,6.5,52,1784537839.4,0.69,True,55,1784459723.333,1784457651,FALLING
26JUL19SURPER,PER,ATP_CHALL,26_50,MIRRORED,FALLER,-43.0,3,1784495547.4,0.9965,True,4,1784477301.54,1784472470,FALLING
26JUL19SURPER,SUR,ATP_CHALL,51_75,MIRRORED,CLIMBER,45.0,94,1784491631.1,0.9067,True,95,1784488345.704,1784472469,FALLING
26JUL19TOKMIY,MIY,ATP_CHALL,26_50,MIRRORED,CLIMBER,19.0,67,1784466892.3,0.391,True,69,1784495055.777,1784495028,RISING
26JUL19TOKMIY,TOK,ATP_CHALL,26_50,MIRRORED,FALLER,-17.0,30,1784492234.9,0.9324,False,,,1784495028,FALLING
26JUL19TOMLAJ,LAJ,ATP_CHALL,51_75,FLAT_BOTH,,-1.5,63,1784498492.9,0.944,True,63,1784498492.869,1784495575,RISING
26JUL19TOMLAJ,TOM,ATP_CHALL,26_50,FLAT_BOTH,,2.0,35,1784495574.9,0.7481,True,36,1784498653.524,1784495575,FALLING
26JUL19TORBAS,BAS,ATP_MAIN,26_50,MIRRORED,CLIMBER,28.5,73,1784490100.5,0.5836,True,75,1784475365.23,1784469184,FALLING
26JUL19TORBAS,TOR,ATP_MAIN,26_50,MIRRORED,FALLER,-25.5,22,1784521615.6,0.8369,True,24,1784513350.601,1784469479,RISING
26JUL19TORSEN,SEN,ATP_CHALL,26_50,MIRRORED,FALLER,-46.0,4,1784431309.5,0.0324,False,,,1784431320,FALLING
26JUL19TORSEN,TOR,ATP_CHALL,26_50,MIRRORED,CLIMBER,45.0,95,1784431317.6,0.0,True,95,1784445077.78,1784431321,RISING
26JUL19TRODAL,DAL,ATP_CHALL,26_50,MIRRORED,FALLER,-19.0,29,1784492275.4,0.8502,False,,,1784492502,RISING
26JUL19TRODAL,TRO,ATP_CHALL,26_50,MIRRORED,CLIMBER,22.5,70,1784476151.2,0.4672,False,,,1784492502,RISING
26JUL19TSICOL,COL,ATP_MAIN,51_75,OPPOSED_UNBALANCED,,-26.5,11,1784384519.6,0.0018,False,,,1784384710,FALLING
26JUL19TSICOL,TSI,ATP_MAIN,26_50,OPPOSED_UNBALANCED,,9.0,44,1784385399.5,0.0119,True,82,1784385074.369,1784384711,FALLING
26JUL19VALCAS,CAS,ATP_CHALL,26_50,MIRRORED,FALLER,-3.0,46,1784464888.3,0.4277,False,,,1784464889,FALLING
26JUL19VALCAS,VAL,ATP_CHALL,26_50,MIRRORED,CLIMBER,6.0,52,1784461690.0,0.2302,False,,,1784464889,RISING
26JUL19VANFAR,FAR,ATP_MAIN,26_50,MIRRORED,CLIMBER,6.5,54,1784469439.3,0.4197,True,55,1784517998.317,1784459615,FALLING
26JUL19VANFAR,VAN,ATP_MAIN,26_50,MIRRORED,FALLER,-4.5,43,1784451632.2,0.2109,False,,,,
26JUL19VANGOR,GOR,ATP_CHALL,26_50,MIRRORED,CLIMBER,5.0,44,1784450631.7,0.3719,True,48,1784446653.065,1784446647,RISING
26JUL19VANGOR,VAN,ATP_CHALL,26_50,MIRRORED,FALLER,-2.0,47,1784467145.4,0.9102,True,51,1784465336.238,1784446647,FALLING
26JUL19VANRAD,RAD,ATP_CHALL,26_50,MIRRORED,CLIMBER,24.0,73,1784458987.8,0.9956,False,,,,
26JUL19VANRAD,VAN,ATP_CHALL,26_50,MIRRORED,FALLER,-22.0,28,1784455941.5,0.4526,False,,,,
26JUL19VANTAR,TAR,WTA_CHALL,26_50,MIRRORED,CLIMBER,8.0,56,1784455174.9,0.7013,True,57,1784451508.33,1784434403,FALLING
26JUL19VANTAR,VAN,WTA_CHALL,26_50,MIRRORED,FALLER,-7.0,41,1784434351.0,0.1788,False,,,1784434352,FALLING
26JUL19VARBOI,BOI,ATP_CHALL,26_50,MIRRORED,FALLER,-16.0,33,1784449197.1,0.9538,False,,,,
26JUL19VARBOI,VAR,ATP_CHALL,26_50,MIRRORED,CLIMBER,17.0,,,,False,,,,
26JUL19VASTAB,TAB,ATP_CHALL,ge76,FLAT_BOTH,,-1.0,75,1784447624.9,0.9888,False,,,1784447625,FALLING
26JUL19VASTAB,VAS,ATP_CHALL,le25,FLAT_BOTH,,2.5,24,1784423386.4,0.283,False,,,1784447625,FALLING
26JUL19VEDGAR,GAR,WTA_MAIN,51_75,MIRRORED,FALLER,-40.0,11,1784465212.7,0.971,True,13,1784419503.392,1784417309,FALLING
26JUL19VEDGAR,VED,WTA_MAIN,51_75,MIRRORED,CLIMBER,39.0,85,1784399169.8,0.0355,False,,,1784417668,RISING
26JUL19VISAHT,AHT,ATP_CHALL,26_50,MIRRORED,FALLER,-41.0,4,1784449461.2,0.5766,True,4,1784449461.173,1784423784,FALLING
26JUL19VISAHT,VIS,ATP_CHALL,26_50,MIRRORED,CLIMBER,44.0,92,1784469389.4,0.9493,True,95,1784467079.436,1784423776,RISING
26JUL19VUKGEA,GEA,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,22.0,64,1784480604.2,0.6665,False,,,,
26JUL19VUKGEA,VUK,ATP_CHALL,51_75,OPPOSED_UNBALANCED,,-27.5,39,1784480956.4,0.9633,False,,,,
26JUL19WAWBUR,BUR,ATP_MAIN,26_50,MIRRORED,CLIMBER,24.0,62,1784446829.9,0.1044,True,71,1784467488.455,1784467486,RISING
26JUL19WAWBUR,WAW,ATP_MAIN,26_50,MIRRORED,FALLER,-23.5,31,1784467482.5,0.9097,False,,,,
26JUL19WINSHE,SHE,ATP_CHALL,26_50,MIRRORED,FALLER,-19.5,30,1784476508.5,0.9793,False,,,,
26JUL19WINSHE,WIN,ATP_CHALL,26_50,MIRRORED,CLIMBER,22.0,70,1784475045.4,0.9283,False,,,,
26JUL19YASBAR,BAR,WTA_MAIN,51_75,MIRRORED,CLIMBER,40.0,89,1784397295.6,0.008,True,90,1784406384.822,1784401435,RISING
26JUL19YASBAR,YAS,WTA_MAIN,51_75,MIRRORED,FALLER,-41.0,7,1784462262.2,0.9129,True,8,1784417756.601,1784401435,FALLING
26JUL19YEVSTR,STR,ATP_CHALL,26_50,MIRRORED,CLIMBER,41.0,86,1784431446.0,0.0574,True,89,1784436028.155,1784435837,RISING
26JUL19YEVSTR,YEV,ATP_CHALL,26_50,MIRRORED,FALLER,-37.0,4,1784435972.8,0.1738,True,9,1784435868.798,1784435837,FALLING
26JUL19ZAMKIN,KIN,ATP_CHALL,ge76,FLAT_BOTH,,2.5,71,1784494510.5,0.0249,True,76,1784494510.541,1784494430,FALLING
26JUL19ZAMKIN,ZAM,ATP_CHALL,le25,FLAT_BOTH,,-2.0,1,1784494942.5,0.1364,True,18,1784494459.383,1784494430,FALLING
26JUL19ZAMPOL,POL,ATP_CHALL,26_50,DECOUPLED_SAME_DIRECTION,,9.0,51,1784477979.2,0.788,True,51,1784477979.189,1784466677,FALLING
26JUL19ZAMPOL,ZAM,ATP_CHALL,26_50,DECOUPLED_SAME_DIRECTION,,4.0,45,1784462360.9,0.4108,True,46,1784486668.559,1784466686,RISING
26JUL20AKSCOS,AKS,WTA_MAIN,51_75,MIRRORED,FALLER,-21.0,29,1784520781.0,0.494,True,29,1784520781.042,1784499666,RISING
26JUL20AKSCOS,COS,WTA_MAIN,51_75,MIRRORED,CLIMBER,20.0,62,1784493096.1,0.0361,False,,,1784499670,FALLING
26JUL20ALKFIC,ALK,ATP_CHALL,26_50,FLAT_BOTH,,3.5,52,1784528353.0,0.2229,True,53,1784536070.277,1784535762,FALLING
26JUL20ALKFIC,FIC,ATP_CHALL,26_50,FLAT_BOTH,,-1.0,46,1784535761.3,0.0448,False,,,1784535762,FALLING
26JUL20ARSRIC,ARS,ATP_CHALL,26_50,FLAT_BOTH,,-0.5,36,1784576759.4,0.3828,False,,,,
26JUL20ARSRIC,RIC,ATP_CHALL,51_75,FLAT_BOTH,,4.0,62,1784562680.9,0.2942,False,,,1784570167,RISING
26JUL20BARYUA,BAR,WTA_MAIN,51_75,MIRRORED,CLIMBER,25.0,70,1784491178.5,0.2115,True,71,1784562442.625,1784561903,RISING
26JUL20BARYUA,YUA,WTA_MAIN,51_75,MIRRORED,FALLER,-26.5,25,1784610192.2,0.9127,True,29,1784579418.153,1784561903,FALLING
26JUL20BICWAL,BIC,ATP_CHALL,26_50,MIRRORED,FALLER,-34.5,14,1784573395.4,0.9483,True,15,1784561608.665,1784543958,FALLING
26JUL20BICWAL,WAL,ATP_CHALL,26_50,MIRRORED,CLIMBER,37.5,83,1784536422.0,0.0651,True,84,1784557947.035,1784543958,RISING
26JUL20BLIBEJ,BEJ,WTA_MAIN,51_75,MIRRORED,CLIMBER,14.0,59,1784491817.1,0.1307,False,,,1784508728,RISING
26JUL20BLIBEJ,BLI,WTA_MAIN,51_75,MIRRORED,FALLER,-15.0,36,1784610133.5,0.8428,True,40,1784521386.164,1784508725,FALLING
26JUL20BONUCH,BON,WTA_MAIN,51_75,MIRRORED,CLIMBER,23.5,71,1784483469.8,0.0103,True,71,1784522102.57,1784494232,RISING
26JUL20BONUCH,UCH,WTA_MAIN,51_75,MIRRORED,FALLER,-24.0,26,1784554338.6,0.8313,True,28,1784500670.252,1784494232,FALLING
26JUL20BOUBOU2,BOU,WTA_MAIN,26_50,MIRRORED,CLIMBER,23.5,67,1784449831.7,0.0089,True,70,1784469668.624,1784454705,FALLING
26JUL20BOUBOU2,BOU2,WTA_MAIN,51_75,MIRRORED,FALLER,-24.5,27,1784537190.4,0.9313,True,28,1784509221.339,1784454692,RISING
26JUL20CALKUM,CAL,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,25.5,70,1784508728.3,0.2987,False,,,1784513961,FALLING
26JUL20CALKUM,KUM,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,-18.5,29,1784512784.4,0.3955,False,,,1784512786,RISING
26JUL20CHABOU,BOU,ATP_CHALL,26_50,MIRRORED,FALLER,-11.0,39,1784571411.8,0.9707,False,,,,
26JUL20CHABOU,CHA,ATP_CHALL,26_50,MIRRORED,CLIMBER,12.5,60,1784546600.6,0.4463,True,60,1784571501.321,1784571436,RISING
26JUL20CRECOP,COP,ATP_CHALL,26_50,MIRRORED,CLIMBER,12.0,,,,False,,,,
26JUL20CRECOP,CRE,ATP_CHALL,26_50,MIRRORED,FALLER,-12.5,,,,False,,,,
26JUL20CREMAT,CRE,ATP_CHALL,51_75,MIRRORED,CLIMBER,4.5,60,1784587935.8,0.0415,False,,,,
26JUL20CREMAT,MAT,ATP_CHALL,26_50,MIRRORED,FALLER,-5.0,,,,False,,,,
26JUL20DIACIN,CIN,ATP_MAIN,26_50,MIRRORED,FALLER,-14.0,35,1784552477.8,0.9982,True,40,1784517167.555,1784516088,FALLING
26JUL20DIACIN,DIA,ATP_MAIN,26_50,MIRRORED,CLIMBER,14.0,59,1784501927.9,0.1286,True,59,1784540720.453,1784516088,RISING
26JUL20DJECIN,CIN,ATP_MAIN,26_50,OPPOSED_UNBALANCED,,-21.0,9,1784536702.2,0.6295,True,36,1784530098.448,1784517523,FALLING
26JUL20DJECIN,DJE,ATP_MAIN,26_50,OPPOSED_UNBALANCED,,15.0,23,1784518423.9,0.3084,True,56,1784517943.337,1784517523,FALLING
26JUL20ECHHAR,ECH,ATP_CHALL,26_50,FLAT_BOTH,,2.0,29,1784535750.1,0.0053,True,31,1784550215.13,1784549353,RISING
26JUL20ECHHAR,HAR,ATP_CHALL,51_75,FLAT_BOTH,,-1.0,68,1784566871.6,0.8616,True,68,1784568955.967,1784545286,FALLING
26JUL20FAURIN,FAU,ATP_CHALL,26_50,FLAT_BOTH,,-3.0,34,1784550187.9,0.9752,False,,,,
26JUL20FAURIN,RIN,ATP_CHALL,51_75,FLAT_BOTH,,2.5,,,,False,,,,
26JUL20FERREN,FER,WTA_CHALL,26_50,DECOUPLED_SAME_DIRECTION,,38.0,84,1784526186.6,0.0027,False,,,1784536852,RISING
26JUL20FERREN,REN,WTA_CHALL,le25,DECOUPLED_SAME_DIRECTION,,2.0,14,1784536811.5,0.2137,True,15,1784568539.115,1784536853,FALLING
26JUL20FRUKRE,FRU,WTA_MAIN,26_50,OPPOSED_UNBALANCED,,-12.5,16,1784637608.1,0.9965,True,18,1784516147.516,1784516108,FALLING
26JUL20FRUKRE,KRE,WTA_MAIN,51_75,OPPOSED_UNBALANCED,,32.5,71,1784524146.2,0.1511,True,77,1784516494.1,1784516119,RISING
26JUL20GADGUI,GAD,ATP_CHALL,26_50,MIRRORED,FALLER,-1.5,46,1784557873.1,0.9544,True,47,1784557873.097,1784526752,RISING
26JUL20GADGUI,GUI,ATP_CHALL,26_50,MIRRORED,CLIMBER,5.0,52,1784526726.8,0.2545,True,52,1784528534.256,1784526727,FALLING
26JUL20GALARN,ARN,ATP_CHALL,26_50,MIRRORED,CLIMBER,59.0,23,1784549481.2,0.6785,True,36,1784549480.891,1784549419,FALLING
26JUL20GALARN,GAL,ATP_CHALL,51_75,MIRRORED,FALLER,-59.0,1,1784555179.1,0.8498,True,60,1784549697.469,1784549419,RISING
26JUL20GALLLA,GAL,ATP_CHALL,26_50,DECOUPLED_SAME_DIRECTION,,6.0,46,1784530282.3,0.0268,True,53,1784573758.472,1784532150,RISING
26JUL20GALLLA,LLA,ATP_CHALL,26_50,DECOUPLED_SAME_DIRECTION,,0.5,43,1784571873.2,0.9079,True,46,1784539376.358,1784532150,FALLING
26JUL20GAOTAG,GAO,WTA_MAIN,26_50,MIRRORED,FALLER,-13.5,37,1784619001.1,0.8559,False,,,1784573731,FALLING
26JUL20GAOTAG,TAG,WTA_MAIN,26_50,MIRRORED,CLIMBER,13.5,61,1784573695.3,0.3006,True,63,1784579058.159,1784573730,RISING
26JUL20GIUHER,GIU,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,25.5,72,1784536849.5,0.9711,True,78,1784525805.818,1784520266,FALLING
26JUL20GIUHER,HER,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,-17.0,21,1784516704.0,0.4897,True,21,1784525640.462,1784520115,FALLING
26JUL20GJOAND,AND,WTA_CHALL,26_50,OPPOSED_UNBALANCED,,18.0,62,1784517960.4,0.0159,True,63,1784545690.692,1784521189,FALLING
26JUL20GJOAND,GJO,WTA_CHALL,26_50,OPPOSED_UNBALANCED,,-6.5,36,1784559560.6,0.9583,True,36,1784559560.625,1784521189,FALLING
26JUL20GONTOB,GON,ATP_CHALL,26_50,FLAT_BOTH,,2.5,38,1784553924.4,0.6669,False,,,1784553966,FALLING
26JUL20GONTOB,TOB,ATP_CHALL,51_75,FLAT_BOTH,,-2.0,61,1784549539.8,0.3846,True,62,1784554525.249,1784553932,RISING
26JUL20GORMIN,GOR,WTA_CHALL,26_50,MIRRORED,FALLER,-4.0,44,1784569731.3,0.9934,False,,,1784569734,FALLING
26JUL20GORMIN,MIN,WTA_CHALL,26_50,MIRRORED,CLIMBER,5.5,54,1784567747.3,0.5186,False,,,1784569739,RISING
26JUL20GORYOU,GOR,ATP_CHALL,51_75,FLAT_BOTH,,2.0,50,1784521233.6,0.0343,True,50,1784521233.572,1784520033,RISING
26JUL20GORYOU,YOU,ATP_CHALL,26_50,FLAT_BOTH,,-1.5,46,1784546192.4,0.7444,True,48,1784521383.445,1784520033,RISING
26JUL20HSUHAR,HAR,ATP_CHALL,51_75,FLAT_BOTH,,3.5,56,1784561561.8,0.1226,True,58,1784577817.963,1784569074,RISING
26JUL20HSUHAR,HSU,ATP_CHALL,26_50,FLAT_BOTH,,-1.5,39,1784586500.5,0.9201,True,41,1784584882.777,1784569078,FALLING
26JUL20IMAKIN,IMA,ATP_CHALL,51_75,MIRRORED,CLIMBER,14.5,66,1784552768.3,0.3648,False,,,1784555372,RISING
26JUL20IMAKIN,KIN,ATP_CHALL,26_50,MIRRORED,FALLER,-13.5,31,1784559839.0,0.994,True,32,1784555901.612,1784555373,RISING
26JUL20JOHAGU,AGU,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,-2.0,42,1784562001.8,0.962,False,,,1784559106,FALLING
26JUL20JOHAGU,JOH,ATP_CHALL,26_50,OPPOSED_UNBALANCED,,14.0,55,1784522911.6,0.0433,False,,,1784559108,RISING
26JUL20KABCHI,CHI,WTA_CHALL,51_75,OPPOSED_UNBALANCED,,19.5,77,1784551941.8,0.7857,False,,,,
26JUL20KABCHI,KAB,WTA_CHALL,26_50,OPPOSED_UNBALANCED,,-5.5,20,1784520304.1,0.069,True,23,1784554832.045,1784522416,FALLING
26JUL20KORJIM,JIM,WTA_MAIN,51_75,MIRRORED,FALLER,-19.0,30,1784610135.5,0.7989,True,40,1784509708.356,1784504604,FALLING
26JUL20KORJIM,KOR,WTA_MAIN,51_75,MIRRORED,CLIMBER,19.0,59,1784502677.9,0.0751,False,,,1784504605,RISING
26JUL20KOVTAR,KOV,WTA_MAIN,51_75,MIRRORED,FALLER,-28.0,23,1784490416.2,0.199,True,23,1784614016.716,1784519613,RISING
26JUL20KOVTAR,TAR,WTA_MAIN,51_75,MIRRORED,CLIMBER,27.0,76,1784519612.5,0.3579,True,76,1784536884.772,1784519613,FALLING
