code,leg,bell_source,bell_epoch,floor_old,floor_pre_bell,close_old,close_pre_bell,credited,entry,fill_ts,fill_validity
26JUL12RAFAGU,RAF,TAPE_SIGNATURE,1783869000.0,1,8,34,14,True,8,1783869258.279,POST_BELL_FILL
26JUL12RAIZHU,RAI,TAPE_SIGNATURE,1783892340.0,39,40,39,40,False,,,
26JUL12RAIZHU,ZHU,TAPE_SIGNATURE,1783892340.0,61,61,63,63,False,,,
26JUL12RAQKUM,KUM,TAPE_SIGNATURE,1783848120.0,56,,99,,False,,,
26JUL12RAQKUM,RAQ,TAPE_SIGNATURE,1783848120.0,1,,1,,True,24,1783850466.476,POST_BELL_FILL
26JUL12REJMID,MID,TAPE_SIGNATURE,1783852260.0,89,89,93,93,False,,,
26JUL12REJMID,REJ,TAPE_SIGNATURE,1783852260.0,6,6,7,9,True,7,1783851956.86,PRE_BELL_OK
26JUL12ROMTOD,ROM,TAPE_SIGNATURE,1783838940.0,90,90,99,94,False,,,
26JUL12ROMTOD,TOD,TAPE_SIGNATURE,1783838940.0,1,5,1,6,True,10,1783811810.087,PRE_BELL_OK
26JUL12ROUGAN,GAN,TAPE_SIGNATURE,1783867080.0,94,95,99,98,True,95,1783867900.009,POST_BELL_FILL
26JUL12ROUGAN,ROU,TAPE_SIGNATURE,1783867080.0,1,1,1,2,True,4,1783865468.81,PRE_BELL_OK
26JUL12ROUJAK,JAK,TAPE_SIGNATURE,1783861980.0,52,52,99,64,False,,,
26JUL12ROUJAK,ROU,TAPE_SIGNATURE,1783861980.0,1,41,1,41,True,43,1783861844.114,PRE_BELL_OK
26JUL12SAIETO,ETO,BELL_UNRESOLVED,,1,1,1,1,True,2,1783859707.743,BELL_UNRESOLVED
26JUL12SAIETO,SAI,BELL_UNRESOLVED,,97,97,99,99,False,,,
26JUL12SALARN,ARN,TAPE_SIGNATURE,1783867200.0,85,85,87,87,False,,,
26JUL12SALARN,SAL,TAPE_SIGNATURE,1783867200.0,15,15,17,17,False,,,
26JUL12SANSCH,SAN,MACHINE_RECEIPT,1783956600,36,36,41,41,True,37,1783920750.892,PRE_BELL_OK
26JUL12SANSCH,SCH,MACHINE_RECEIPT,1783956600,59,59,61,61,True,61,1783954999.279,PRE_BELL_OK
26JUL12SESMER,MER,MACHINE_RECEIPT,1784045400,87,87,88,88,False,,,
26JUL12SESMER,SES,MACHINE_RECEIPT,1784045400,12,12,14,14,False,,,
26JUL12SHEVAN,SHE,TAPE_SIGNATURE,1783863120.0,1,,21,,True,34,1783864383.582,POST_BELL_FILL
26JUL12SHEVAN,VAN,TAPE_SIGNATURE,1783863120.0,49,,80,,True,58,1783864246.556,POST_BELL_FILL
26JUL12SHITUR,SHI,TAPE_SIGNATURE,1783852620.0,83,83,99,97,True,91,1783851149.3,PRE_BELL_OK
26JUL12SHITUR,TUR,TAPE_SIGNATURE,1783852620.0,1,3,2,3,True,6,1783851654.785,PRE_BELL_OK
26JUL12SIAIVA,IVA,TAPE_SIGNATURE,1783887120.0,95,95,98,96,True,95,1783876972.603,PRE_BELL_OK
26JUL12SIAIVA,SIA,TAPE_SIGNATURE,1783887120.0,1,3,2,5,True,4,1783884200.226,PRE_BELL_OK
26JUL12SKASAC,SAC,TAPE_SIGNATURE,1783854120.0,1,50,1,54,True,50,1783855149.69,POST_BELL_FILL
26JUL12SKASAC,SKA,TAPE_SIGNATURE,1783854120.0,36,46,99,48,True,49,1783845465.33,PRE_BELL_OK
26JUL12SLADAM,DAM,TAPE_SIGNATURE,1783867080.0,84,84,86,86,False,,,
26JUL12SLADAM,SLA,TAPE_SIGNATURE,1783867080.0,16,16,16,16,False,,,
26JUL12SOKNUG,NUG,MACHINE_RECEIPT,1783864500,66,66,75,75,False,,,
26JUL12SOKNUG,SOK,MACHINE_RECEIPT,1783864500,26,26,26,26,True,26,1783864497.343,PRE_BELL_OK
26JUL12SONSCH,SCH,TAPE_SIGNATURE,1783915260.0,30,31,33,32,True,31,1783895089.911,PRE_BELL_OK
26JUL12SONSCH,SON,TAPE_SIGNATURE,1783915260.0,61,61,69,69,True,65,1783880789.455,PRE_BELL_OK
26JUL12STRMUN,MUN,MACHINE_RECEIPT,1783956900,72,72,80,80,False,,,
26JUL12STRMUN,STR,MACHINE_RECEIPT,1783956900,20,20,21,21,True,27,1783890113.456,PRE_BELL_OK
26JUL12SVRDIM,DIM,TAPE_SIGNATURE,1784025960.0,64,64,66,66,True,64,1783953881.938,PRE_BELL_OK
26JUL12SVRDIM,SVR,TAPE_SIGNATURE,1784025960.0,35,35,36,36,False,,,
26JUL12TABHUE,HUE,TAPE_SIGNATURE,1783829100.0,1,43,2,44,True,48,1783785024.82,PRE_BELL_OK
26JUL12TABHUE,TAB,TAPE_SIGNATURE,1783829100.0,40,48,99,57,True,46,1783847979.762,POST_BELL_FILL
26JUL12TAGSIE,SIE,TAPE_SIGNATURE,1783864140.0,1,11,1,11,True,10,1783864400.703,POST_BELL_FILL
26JUL12TAGSIE,TAG,TAPE_SIGNATURE,1783864140.0,88,88,98,90,True,89,1783864788.236,POST_BELL_FILL
26JUL12TOKROZ,ROZ,TAPE_SIGNATURE,1783889040.0,54,54,57,57,False,,,
26JUL12TOKROZ,TOK,TAPE_SIGNATURE,1783889040.0,45,45,45,45,False,,,
26JUL12TROHOR,HOR,TAPE_SIGNATURE,1783870320.0,1,3,1,8,True,6,1783862037.324,PRE_BELL_OK
26JUL12TROHOR,TRO,TAPE_SIGNATURE,1783870320.0,90,90,99,95,False,,,
26JUL12TSIBUS,BUS,MACHINE_RECEIPT,1784037000,50,50,56,56,True,52,1783786732.156,PRE_BELL_OK
26JUL12TSIBUS,TSI,MACHINE_RECEIPT,1784037000,38,38,46,46,True,46,1783794371.528,PRE_BELL_OK
26JUL12VALNIJ,NIJ,TAPE_SIGNATURE,1783862820.0,,,,,False,,,
26JUL12VALNIJ,VAL,TAPE_SIGNATURE,1783862820.0,28,28,28,28,False,,,
26JUL12VANCHO,CHO,TAPE_SIGNATURE,1783879380.0,23,23,37,23,False,,,
26JUL12VANCHO,VAN,TAPE_SIGNATURE,1783879380.0,70,73,70,77,True,77,1783879273.996,PRE_BELL_OK
26JUL12VILRAH,RAH,TAPE_SIGNATURE,1783843680.0,1,,1,,True,48,1783848199.532,POST_BELL_FILL
26JUL12VILRAH,VIL,TAPE_SIGNATURE,1783843680.0,33,,99,,True,36,1783848920.21,POST_BELL_FILL
26JUL12VOLMAR,MAR,MACHINE_RECEIPT,1783875900,55,55,58,58,False,,,
26JUL12VOLMAR,VOL,MACHINE_RECEIPT,1783875900,42,42,43,43,True,43,1783869923.545,PRE_BELL_OK
26JUL12WERAMA,AMA,TAPE_SIGNATURE,1783845900.0,5,17,6,17,True,19,1783836852.208,PRE_BELL_OK
26JUL12WERAMA,WER,TAPE_SIGNATURE,1783845900.0,77,77,95,84,False,,,
26JUL12WESPAA,PAA,MACHINE_RECEIPT,1783869300,38,38,39,39,False,,,
26JUL12WESPAA,WES,MACHINE_RECEIPT,1783869300,60,60,65,65,False,,,
26JUL12WESSEL,SEL,BELL_UNRESOLVED,,51,51,54,54,False,,,
26JUL12WESSEL,WES,BELL_UNRESOLVED,,49,49,50,50,False,,,
26JUL12WINROB,ROB,MACHINE_RECEIPT,1783876500,7,7,9,9,False,,,
26JUL12WINROB,WIN,MACHINE_RECEIPT,1783876500,92,92,93,93,True,92,1783875813.858,PRE_BELL_OK
26JUL12YEVBOR,BOR,TAPE_SIGNATURE,1783857420.0,5,5,7,7,False,,,
26JUL12YEVBOR,YEV,TAPE_SIGNATURE,1783857420.0,,,,,False,,,
26JUL12YIBMAL,MAL,TAPE_SIGNATURE,1783893540.0,16,16,16,16,False,,,
26JUL12YIBMAL,YIB,TAPE_SIGNATURE,1783893540.0,82,82,86,86,True,82,1783887900.192,PRE_BELL_OK
26JUL12YOUDLI,DLI,TAPE_SIGNATURE,1783895460.0,37,37,43,43,False,,,
26JUL12YOUDLI,YOU,TAPE_SIGNATURE,1783895460.0,58,58,58,58,True,61,1783885168.117,PRE_BELL_OK
26JUL12ZELFAL,FAL,TAPE_SIGNATURE,1783858380.0,78,78,99,91,True,80,1783861376.224,POST_BELL_FILL
26JUL12ZELFAL,ZEL,TAPE_SIGNATURE,1783858380.0,1,8,1,9,True,19,1783856702.831,PRE_BELL_OK
26JUL13AGABAR,AGA,TAPE_SIGNATURE,1783953540.0,43,43,48,45,False,,,
26JUL13AGABAR,BAR,TAPE_SIGNATURE,1783953540.0,53,55,54,57,False,,,
26JUL13ALVKUM,ALV,TAPE_SIGNATURE,1783933140.0,54,54,55,55,False,,,
26JUL13ALVKUM,KUM,TAPE_SIGNATURE,1783933140.0,48,48,48,48,False,,,
26JUL13AMAHER,AMA,TAPE_SIGNATURE,1783929660.0,34,34,37,37,True,34,1783904131.312,PRE_BELL_OK
26JUL13AMAHER,HER,TAPE_SIGNATURE,1783929660.0,64,64,64,64,True,65,1783908018.942,PRE_BELL_OK
26JUL13ARAZID,ARA,TAPE_SIGNATURE,1784020020.0,49,49,55,55,False,,,
26JUL13ARAZID,ZID,TAPE_SIGNATURE,1784020020.0,46,46,47,47,True,48,1783967498.502,PRE_BELL_OK
26JUL13ARGTAG,ARG,TAPE_SIGNATURE,1783952400.0,2,2,4,4,True,7,1783896539.104,PRE_BELL_OK
26JUL13ARGTAG,TAG,TAPE_SIGNATURE,1783952400.0,93,93,97,97,False,,,
26JUL13ARSDAL,ARS,MACHINE_RECEIPT,1783951500,44,44,49,49,False,,,
26JUL13ARSDAL,DAL,MACHINE_RECEIPT,1783951500,51,51,52,52,False,,,
26JUL13ARSMAR,ARS,TAPE_SIGNATURE,1783981560.0,32,32,32,32,True,32,1783954775.161,PRE_BELL_OK
26JUL13ARSMAR,MAR,TAPE_SIGNATURE,1783981560.0,,,,,,,,NO_ONSET_OR_TAPE
26JUL13AVAFET,AVA,TAPE_SIGNATURE,1783934400.0,89,89,92,92,False,,,
26JUL13AVAFET,FET,TAPE_SIGNATURE,1783934400.0,8,8,9,9,True,10,1783890505.585,PRE_BELL_OK
26JUL13AVDFEI,AVD,TAPE_SIGNATURE,1783948440.0,54,54,58,58,False,,,
26JUL13AVDFEI,FEI,TAPE_SIGNATURE,1783948440.0,,,,,,,,NO_ONSET_OR_TAPE
26JUL13BADKAL,BAD,TAPE_SIGNATURE,1784041800.0,59,59,61,61,True,59,1783952855.341,PRE_BELL_OK
26JUL13BADKAL,KAL,TAPE_SIGNATURE,1784041800.0,39,39,40,40,True,40,1783947409.181,PRE_BELL_OK
26JUL13BAIPRO,BAI,TAPE_SIGNATURE,1783957560.0,39,39,39,39,False,,,
26JUL13BAIPRO,PRO,TAPE_SIGNATURE,1783957560.0,57,57,62,62,True,61,1783948973.43,PRE_BELL_OK
26JUL13BINFUE,BIN,TAPE_SIGNATURE,1783934520.0,38,38,38,38,False,,,
26JUL13BINFUE,FUE,TAPE_SIGNATURE,1783934520.0,61,61,64,64,True,61,1783929245.509,PRE_BELL_OK
26JUL13BLISAS,BLI,TAPE_SIGNATURE,1784053020.0,42,42,43,43,True,43,1783999939.48,PRE_BELL_OK
26JUL13BLISAS,SAS,TAPE_SIGNATURE,1784053020.0,55,55,59,59,False,,,
26JUL13BONSOR,BON,TAPE_SIGNATURE,1783944900.0,50,50,60,60,True,50,1783902759.405,PRE_BELL_OK
26JUL13BONSOR,SOR,TAPE_SIGNATURE,1783944900.0,41,41,42,42,True,49,1783902692.592,PRE_BELL_OK
26JUL13BOUGAN,BOU,TAPE_SIGNATURE,1783952160.0,67,67,68,68,False,,,
26JUL13BOUGAN,GAN,TAPE_SIGNATURE,1783952160.0,33,33,35,35,False,,,
26JUL13BOUZHA,BOU,TAPE_SIGNATURE,1783983660.0,26,26,27,27,False,,,
26JUL13BOUZHA,ZHA,TAPE_SIGNATURE,1783983660.0,74,74,74,74,False,,,
26JUL13BURLEP,BUR,MACHINE_RECEIPT,1783962600,63,63,65,65,False,,,
26JUL13BURLEP,LEP,MACHINE_RECEIPT,1783962600,35,35,37,37,False,,,
26JUL13BURPUT,BUR,TAPE_SIGNATURE,1783934100.0,31,31,36,32,True,32,1783921030.198,PRE_BELL_OK
26JUL13BURPUT,PUT,TAPE_SIGNATURE,1783934100.0,50,67,66,68,True,65,1783934365.728,POST_BELL_FILL
26JUL13CHAJIM,CHA,TAPE_SIGNATURE,1783944360.0,65,65,66,66,True,65,1783922337.573,PRE_BELL_OK
26JUL13CHAJIM,JIM,TAPE_SIGNATURE,1783944360.0,34,34,35,35,True,34,1783922832.48,PRE_BELL_OK
26JUL13CHOSUR,CHO,TAPE_SIGNATURE,1783956360.0,21,21,21,21,False,,,
26JUL13CHOSUR,SUR,TAPE_SIGNATURE,1783956360.0,80,80,80,80,False,,,
26JUL13COLSKA,COL,TAPE_SIGNATURE,1783946340.0,84,84,84,84,True,86,1783897433.249,PRE_BELL_OK
26JUL13COLSKA,SKA,TAPE_SIGNATURE,1783946340.0,12,12,16,16,True,13,1783895190.914,PRE_BELL_OK
26JUL13CRIJEA,CRI,BELL_UNRESOLVED,,62,62,63,63,True,64,1783934365.551,BELL_UNRESOLVED
26JUL13CRIJEA,JEA,BELL_UNRESOLVED,,33,33,38,38,True,35,1783934365.542,BELL_UNRESOLVED
26JUL13DONWES,DON,TAPE_SIGNATURE,1783938960.0,25,25,25,25,False,,,
26JUL13DONWES,WES,TAPE_SIGNATURE,1783938960.0,74,74,75,75,False,,,
26JUL13FAUDAM,DAM,MACHINE_RECEIPT,1783942500,42,42,46,46,True,44,1783918411.538,PRE_BELL_OK
26JUL13FAUDAM,FAU,MACHINE_RECEIPT,1783942500,55,55,57,57,True,55,1783902847.12,PRE_BELL_OK
26JUL13FORHUA,FOR,TAPE_SIGNATURE,1783938720.0,64,64,68,68,True,67,1783897775.017,PRE_BELL_OK
26JUL13FORHUA,HUA,TAPE_SIGNATURE,1783938720.0,23,23,33,33,False,,,
26JUL13FORMAK,FOR,TAPE_SIGNATURE,1783929960.0,65,65,66,66,False,,,
26JUL13FORMAK,MAK,TAPE_SIGNATURE,1783929960.0,,,,,,,,NO_ONSET_OR_TAPE
26JUL13FORRAF,FOR,MACHINE_RECEIPT,1783955400,83,83,86,86,True,85,1783945770.255,PRE_BELL_OK
26JUL13FORRAF,RAF,MACHINE_RECEIPT,1783955400,12,12,17,17,True,13,1783955069.007,PRE_BELL_OK
26JUL13GASBAN,BAN,MACHINE_RECEIPT,1783962000,40,40,41,41,True,40,1783951534.188,PRE_BELL_OK
26JUL13GASBAN,GAS,MACHINE_RECEIPT,1783962000,59,59,59,59,True,59,1783956636.576,PRE_BELL_OK
26JUL13GIUALM,ALM,MACHINE_RECEIPT,1783960500,34,34,36,36,False,,,
26JUL13GIUALM,GIU,MACHINE_RECEIPT,1783960500,65,65,65,65,False,,,
26JUL13GJOCHI,CHI,TAPE_SIGNATURE,1783951680.0,59,59,59,59,False,,,
26JUL13GJOCHI,GJO,TAPE_SIGNATURE,1783951680.0,40,40,41,41,False,,,
26JUL13GRABER,BER,TAPE_SIGNATURE,1783932900.0,20,20,20,21,False,,,
26JUL13GRABER,GRA,TAPE_SIGNATURE,1783932900.0,79,79,80,80,True,79,1783928509.053,PRE_BELL_OK
26JUL13GRAPAR,GRA,MACHINE_RECEIPT,1783966500,10,10,12,12,True,10,1783932077.836,PRE_BELL_OK
26JUL13GRAPAR,PAR,MACHINE_RECEIPT,1783966500,88,88,90,90,True,89,1783960103.834,PRE_BELL_OK
26JUL13GREVAN,GRE,TAPE_SIGNATURE,1783967700.0,66,66,70,70,False,,,
26JUL13GREVAN,VAN,TAPE_SIGNATURE,1783967700.0,30,30,31,31,False,,,
26JUL13HERJAK,HER,TAPE_SIGNATURE,1783953600.0,70,70,70,70,False,,,
26JUL13HERJAK,JAK,TAPE_SIGNATURE,1783953600.0,29,29,31,31,False,,,
26JUL13HODDAR,DAR,TAPE_SIGNATURE,1783960080.0,75,75,79,79,True,78,1783933801.28,PRE_BELL_OK
26JUL13HODDAR,HOD,TAPE_SIGNATURE,1783960080.0,21,21,24,24,True,21,1783932065.34,PRE_BELL_OK
26JUL13HOLWAT,HOL,TAPE_SIGNATURE,1784044800.0,51,51,51,51,False,,,
26JUL13HOLWAT,WAT,TAPE_SIGNATURE,1784044800.0,46,46,49,49,False,,,
26JUL13INCSTE,INC,TAPE_SIGNATURE,1783972860.0,48,48,55,55,True,52,1783957056.187,PRE_BELL_OK
26JUL13INCSTE,STE,TAPE_SIGNATURE,1783972860.0,45,45,47,47,True,46,1783967906.741,PRE_BELL_OK
26JUL13ITOKOR,ITO,MACHINE_RECEIPT,1784039700,14,14,19,19,False,,,
26JUL13ITOKOR,KOR,MACHINE_RECEIPT,1784039700,81,81,82,82,True,82,1783950199.894,PRE_BELL_OK
26JUL13JONPET,JON,TAPE_SIGNATURE,1783934640.0,,,,,,,,NO_ONSET_OR_TAPE
26JUL13JONPET,PET,TAPE_SIGNATURE,1783934640.0,57,57,58,58,False,,,
26JUL13JONSPI,JON,TAPE_SIGNATURE,1783932060.0,89,89,89,89,False,,,
26JUL13JONSPI,SPI,TAPE_SIGNATURE,1783932060.0,12,12,12,12,False,,,
26JUL13KABPER,KAB,MACHINE_RECEIPT,1783943700,71,71,71,71,False,,,
26JUL13KABPER,PER,MACHINE_RECEIPT,1783943700,28,28,28,28,False,,,
26JUL13KAWWAL,KAW,TAPE_SIGNATURE,1784050380.0,31,31,31,31,True,31,1783945740.702,PRE_BELL_OK
26JUL13KAWWAL,WAL,TAPE_SIGNATURE,1784050380.0,66,66,69,69,False,,,
26JUL13KENSHE,KEN,TAPE_SIGNATURE,1783981260.0,54,54,56,56,False,,,
26JUL13KENSHE,SHE,TAPE_SIGNATURE,1783981260.0,,,,,False,,,
26JUL13KHOZHA,KHO,TAPE_SIGNATURE,1783937280.0,78,83,78,84,False,,,
26JUL13KHOZHA,ZHA,TAPE_SIGNATURE,1783937280.0,15,18,23,18,False,,,
26JUL13KNUKUR,KNU,TAPE_SIGNATURE,1783953060.0,85,85,90,90,False,,,
26JUL13KNUKUR,KUR,TAPE_SIGNATURE,1783953060.0,9,9,10,10,True,9,1783942772.625,PRE_BELL_OK
26JUL13KOTURG,KOT,TAPE_SIGNATURE,1783967940.0,32,32,33,33,False,,,
26JUL13KOTURG,URG,TAPE_SIGNATURE,1783967940.0,67,67,68,68,False,,,
26JUL13KRASAL,KRA,TAPE_SIGNATURE,1783935600.0,79,82,79,84,False,,,
26JUL13KRASAL,SAL,TAPE_SIGNATURE,1783935600.0,14,14,21,17,True,15,1783922463.065,PRE_BELL_OK
26JUL13KRETOM,KRE,MACHINE_RECEIPT,1784039700,89,89,90,90,True,91,1784031184.039,PRE_BELL_OK
26JUL13KRETOM,TOM,MACHINE_RECEIPT,1784039700,10,10,10,10,False,,,
26JUL13KRUMAR,KRU,TAPE_SIGNATURE,1783967400.0,60,60,61,61,False,,,
26JUL13KRUMAR,MAR,TAPE_SIGNATURE,1783967400.0,40,40,40,40,False,,,
26JUL13KUDSAK,KUD,TAPE_SIGNATURE,1783960800.0,31,31,31,31,False,,,
26JUL13KUDSAK,SAK,TAPE_SIGNATURE,1783960800.0,69,69,69,69,False,,,
26JUL13KUMLAG,KUM,MACHINE_RECEIPT,1783960800,41,41,43,43,True,41,1783950402.91,PRE_BELL_OK
26JUL13KUMLAG,LAG,MACHINE_RECEIPT,1783960800,51,51,60,60,True,57,1783926300.508,PRE_BELL_OK
26JUL13KUZNIJ,KUZ,TAPE_SIGNATURE,1783940580.0,68,68,70,70,False,,,
26JUL13KUZNIJ,NIJ,TAPE_SIGNATURE,1783940580.0,,,,,,,,NO_ONSET_OR_TAPE
26JUL13LANMAL,LAN,TAPE_SIGNATURE,1783962780.0,52,52,53,53,False,,,
26JUL13LANMAL,MAL,TAPE_SIGNATURE,1783962780.0,48,48,48,48,False,,,
26JUL13LANSHE,LAN,TAPE_SIGNATURE,1783965540.0,68,68,68,68,False,,,
26JUL13LANSHE,SHE,TAPE_SIGNATURE,1783965540.0,33,33,33,33,False,,,
26JUL13LEPIBR,IBR,MACHINE_RECEIPT,1783944000,43,43,44,44,False,,,
26JUL13LEPIBR,LEP,MACHINE_RECEIPT,1783944000,55,55,57,57,True,56,1783922243.737,PRE_BELL_OK
26JUL13LINHON,HON,TAPE_SIGNATURE,1783951260.0,16,16,17,17,True,16,1783948068.388,PRE_BELL_OK
26JUL13LINHON,LIN,TAPE_SIGNATURE,1783951260.0,83,83,83,83,True,83,1783945804.228,PRE_BELL_OK
26JUL13LIUIPE,IPE,TAPE_SIGNATURE,1783939080.0,19,19,20,20,False,,,
26JUL13LIUIPE,LIU,TAPE_SIGNATURE,1783939080.0,81,81,81,81,False,,,
26JUL13MARMID,MAR,TAPE_SIGNATURE,1783933860.0,37,37,38,38,False,,,
26JUL13MARMID,MID,TAPE_SIGNATURE,1783933860.0,63,63,63,63,False,,,
26JUL13MATMIC,MAT,TAPE_SIGNATURE,1783962000.0,41,41,42,42,False,,,
26JUL13MATMIC,MIC,TAPE_SIGNATURE,1783962000.0,53,53,59,59,True,57,1783915309.042,PRE_BELL_OK
26JUL13MONANG,ANG,TAPE_SIGNATURE,1783954380.0,12,12,14,13,False,,,
26JUL13MONANG,MON,TAPE_SIGNATURE,1783954380.0,88,88,88,88,False,,,
26JUL13MONMAS,MAS,MACHINE_RECEIPT,1784040300,83,83,83,83,True,83,1783989219.241,PRE_BELL_OK
26JUL13MONMAS,MON,MACHINE_RECEIPT,1784040300,16,16,17,17,True,16,1784004003.358,PRE_BELL_OK
26JUL13MORBEJ,BEJ,TAPE_SIGNATURE,1783958340.0,83,83,89,89,False,,,
26JUL13MORBEJ,MOR,TAPE_SIGNATURE,1783958340.0,11,11,12,12,True,12,1783932059.328,PRE_BELL_OK
26JUL13MORFAN,FAN,TAPE_SIGNATURE,1783955400.0,36,36,36,36,False,,,
26JUL13MORFAN,MOR,TAPE_SIGNATURE,1783955400.0,65,65,68,68,False,,,
26JUL13MUNLEO,LEO,MACHINE_RECEIPT,1783965900,66,66,68,68,False,,,
26JUL13MUNLEO,MUN,MACHINE_RECEIPT,1783965900,32,32,34,34,False,,,
26JUL13NAPBAL,BAL,TAPE_SIGNATURE,1783962180.0,66,66,66,66,False,,,
26JUL13NAPBAL,NAP,TAPE_SIGNATURE,1783962180.0,34,34,35,35,False,,,
26JUL13NOGBRO,BRO,MACHINE_RECEIPT,1783967700,49,49,49,49,True,49,1783967556.195,PRE_BELL_OK
26JUL13NOGBRO,NOG,MACHINE_RECEIPT,1783967700,49,49,51,51,False,,,
26JUL13OKATAR,OKA,TAPE_SIGNATURE,1783961220.0,18,18,18,18,False,,,
26JUL13OKATAR,TAR,TAPE_SIGNATURE,1783961220.0,84,84,85,85,False,,,
26JUL13OUALIN,LIN,MACHINE_RECEIPT,1783960800,17,17,22,22,True,19,1783960200.679,PRE_BELL_OK
26JUL13OUALIN,OUA,MACHINE_RECEIPT,1783960800,80,80,82,82,True,80,1783944580.679,PRE_BELL_OK
26JUL13PALGON,GON,MACHINE_RECEIPT,1783960800,63,63,66,66,False,,,
26JUL13PALGON,PAL,MACHINE_RECEIPT,1783960800,36,36,38,38,False,,,
26JUL13PANFAL,FAL,TAPE_SIGNATURE,1783937940.0,55,55,55,55,False,,,
26JUL13PANFAL,PAN,TAPE_SIGNATURE,1783937940.0,45,45,54,54,False,,,
26JUL13PAPAND,AND,TAPE_SIGNATURE,1783933620.0,78,78,78,78,False,,,
26JUL13PAPAND,PAP,TAPE_SIGNATURE,1783933620.0,23,23,23,23,False,,,
26JUL13PASKRU,KRU,TAPE_SIGNATURE,1783934340.0,36,36,37,37,False,,,
26JUL13PASKRU,PAS,TAPE_SIGNATURE,1783934340.0,63,63,65,65,True,64,1783902819.368,PRE_BELL_OK
26JUL13PENTHA,PEN,TAPE_SIGNATURE,1783945920.0,76,76,78,78,False,,,
26JUL13PENTHA,THA,TAPE_SIGNATURE,1783945920.0,24,24,24,24,False,,,
26JUL13PERTOB,PER,TAPE_SIGNATURE,1783966020.0,51,51,57,57,False,,,
26JUL13PERTOB,TOB,TAPE_SIGNATURE,1783966020.0,45,45,45,45,False,,,
26JUL13PODMAR,MAR,TAPE_SIGNATURE,1783953600.0,76,76,77,77,False,,,
26JUL13PODMAR,POD,TAPE_SIGNATURE,1783953600.0,24,24,24,24,False,,,
26JUL13POLMIY,MIY,TAPE_SIGNATURE,1783961820.0,75,75,75,75,False,,,
26JUL13POLMIY,POL,TAPE_SIGNATURE,1783961820.0,25,25,27,27,False,,,
26JUL13PRICRI,CRI,TAPE_SIGNATURE,1783930260.0,8,8,11,11,False,,,
26JUL13PRICRI,PRI,TAPE_SIGNATURE,1783930260.0,89,89,89,89,True,89,1783928497.948,PRE_BELL_OK
26JUL13PRIGAR,GAR,TAPE_SIGNATURE,1783895340.0,1,11,1,13,True,8,1783895606.148,POST_BELL_FILL
26JUL13PRIGAR,PRI,TAPE_SIGNATURE,1783895340.0,87,87,99,90,True,90,1783930518.885,POST_BELL_FILL
26JUL13QUERUS,QUE,TAPE_SIGNATURE,1784019960.0,29,29,32,31,True,35,1783864957.771,PRE_BELL_OK
26JUL13QUERUS,RUS,TAPE_SIGNATURE,1784019960.0,56,56,68,69,False,,,
26JUL13RADIVA,IVA,MACHINE_RECEIPT,1783967100,63,63,65,65,False,,,
26JUL13RADIVA,RAD,MACHINE_RECEIPT,1783967100,35,35,40,40,True,36,1783966568.188,PRE_BELL_OK
26JUL13RADREN,RAD,TAPE_SIGNATURE,1783932180.0,84,84,85,85,False,,,
26JUL13RADREN,REN,TAPE_SIGNATURE,1783932180.0,15,15,16,16,False,,,
26JUL13RAMNOH,NOH,TAPE_SIGNATURE,1783956300.0,76,76,77,77,False,,,
26JUL13RAMNOH,RAM,TAPE_SIGNATURE,1783956300.0,25,25,25,25,False,,,
26JUL13REHJUS,JUS,TAPE_SIGNATURE,1783952640.0,37,37,38,38,True,39,1783940367.713,PRE_BELL_OK
26JUL13REHJUS,REH,TAPE_SIGNATURE,1783952640.0,57,57,63,63,True,58,1783920469.846,PRE_BELL_OK
26JUL13RINAST,AST,TAPE_SIGNATURE,1783951440.0,41,41,45,41,True,41,1783950135.816,PRE_BELL_OK
26JUL13RINAST,RIN,TAPE_SIGNATURE,1783951440.0,55,57,55,60,False,,,
26JUL13RISPOH,POH,TAPE_SIGNATURE,1783939320.0,54,54,54,54,False,,,
26JUL13RISPOH,RIS,TAPE_SIGNATURE,1783939320.0,47,47,47,47,False,,,
26JUL13RODALK,ALK,TAPE_SIGNATURE,1783972740.0,22,22,22,22,False,,,
26JUL13RODALK,ROD,TAPE_SIGNATURE,1783972740.0,76,76,79,79,False,,,
26JUL13ROMKUL,KUL,TAPE_SIGNATURE,1783938060.0,23,23,24,24,True,28,1783878307.016,PRE_BELL_OK
26JUL13ROMKUL,ROM,TAPE_SIGNATURE,1783938060.0,69,69,77,77,False,,,
26JUL13ROZISO,ISO,MACHINE_RECEIPT,1783960200,28,28,30,30,True,29,1783950881.006,PRE_BELL_OK
26JUL13ROZISO,ROZ,MACHINE_RECEIPT,1783960200,62,62,72,72,True,66,1783926911.155,PRE_BELL_OK
26JUL13SAINUG,NUG,TAPE_SIGNATURE,1783943280.0,68,68,68,68,False,,,
26JUL13SAINUG,SAI,TAPE_SIGNATURE,1783943280.0,,,,,,,,NO_ONSET_OR_TAPE
26JUL13SAKTON,SAK,MACHINE_RECEIPT,1784043600,53,53,61,61,False,,,
26JUL13SAKTON,TON,MACHINE_RECEIPT,1784043600,40,40,41,41,True,45,1783968604.09,PRE_BELL_OK
26JUL13SANDAN,DAN,MACHINE_RECEIPT,1783942500,75,75,76,76,True,77,1783934665.641,PRE_BELL_OK
