ts_et,ticker,price,count,taker_side
2026-04-18 04:07:43 PM,KXATPCHALLENGERMATCH-26APR18DELSHI-SHI,76,12,yes
2026-04-18 04:15:23 PM,KXATPCHALLENGERMATCH-26APR18DELSHI-SHI,76,1,yes
2026-04-18 04:49:07 PM,KXATPCHALLENGERMATCH-26APR18DELSHI-SHI,76,12,yes
