ts_et,ticker,price,count,taker_side
2026-04-18 04:13:07 PM,KXATPMATCH-26APR19RUBFIL-RUB,31,20,yes
2026-04-18 04:14:05 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,74,yes
2026-04-18 04:18:34 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,44,yes
2026-04-18 04:23:26 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,58,yes
2026-04-18 04:24:00 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,74,yes
2026-04-18 04:26:00 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,30,yes
2026-04-18 04:26:00 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,3614,yes
2026-04-18 04:26:24 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,26,yes
2026-04-18 04:33:16 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,9,yes
2026-04-18 04:38:36 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,14,yes
2026-04-18 04:45:36 PM,KXATPMATCH-26APR19RUBFIL-RUB,32,14,yes
