ts_et,ticker,price,count,taker_side
2026-04-18 04:11:07 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,54,35,yes
2026-04-18 04:22:31 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,54,44,yes
2026-04-18 04:44:17 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,54,7,yes
2026-04-18 04:44:41 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,54,7,yes
2026-04-18 04:53:41 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,54,8,yes
