ts_et,ticker,price,count,taker_side
2026-04-18 04:08:12 PM,KXATPMATCH-26APR19COBSHE-SHE,57,97,yes
2026-04-18 04:08:12 PM,KXATPMATCH-26APR19COBSHE-SHE,57,16,yes
2026-04-18 04:08:31 PM,KXATPMATCH-26APR19COBSHE-SHE,58,333,yes
2026-04-18 04:09:21 PM,KXATPMATCH-26APR19COBSHE-SHE,58,8,yes
2026-04-18 04:12:50 PM,KXATPMATCH-26APR19COBSHE-SHE,57,8,yes
2026-04-18 04:17:30 PM,KXATPMATCH-26APR19COBSHE-SHE,57,17,yes
2026-04-18 04:18:14 PM,KXATPMATCH-26APR19COBSHE-SHE,57,16,yes
2026-04-18 04:19:29 PM,KXATPMATCH-26APR19COBSHE-SHE,57,8,yes
2026-04-18 04:23:14 PM,KXATPMATCH-26APR19COBSHE-SHE,57,27,yes
2026-04-18 04:23:14 PM,KXATPMATCH-26APR19COBSHE-SHE,57,74,yes
2026-04-18 04:24:43 PM,KXATPMATCH-26APR19COBSHE-SHE,56,344,yes
2026-04-18 04:24:56 PM,KXATPMATCH-26APR19COBSHE-SHE,56,36,yes
2026-04-18 04:28:59 PM,KXATPMATCH-26APR19COBSHE-SHE,56,172,yes
2026-04-18 04:32:02 PM,KXATPMATCH-26APR19COBSHE-SHE,56,20,yes
2026-04-18 04:32:06 PM,KXATPMATCH-26APR19COBSHE-SHE,56,344,yes
2026-04-18 04:38:15 PM,KXATPMATCH-26APR19COBSHE-SHE,56,6,yes
2026-04-18 04:40:39 PM,KXATPMATCH-26APR19COBSHE-SHE,56,8,yes
2026-04-18 04:41:36 PM,KXATPMATCH-26APR19COBSHE-SHE,56,5,yes
2026-04-18 04:44:30 PM,KXATPMATCH-26APR19COBSHE-SHE,56,36,yes
2026-04-18 04:45:23 PM,KXATPMATCH-26APR19COBSHE-SHE,56,8,yes
2026-04-18 04:49:54 PM,KXATPMATCH-26APR19COBSHE-SHE,56,43,yes
2026-04-18 04:50:05 PM,KXATPMATCH-26APR19COBSHE-SHE,56,17,yes
2026-04-18 04:51:04 PM,KXATPMATCH-26APR19COBSHE-SHE,55,17,no
2026-04-18 04:51:32 PM,KXATPMATCH-26APR19COBSHE-SHE,55,8,no
2026-04-18 04:51:32 PM,KXATPMATCH-26APR19COBSHE-SHE,55,14,no
2026-04-18 04:51:32 PM,KXATPMATCH-26APR19COBSHE-SHE,55,298,no
2026-04-18 04:51:39 PM,KXATPMATCH-26APR19COBSHE-SHE,55,13,no
2026-04-18 04:51:48 PM,KXATPMATCH-26APR19COBSHE-SHE,55,8,no
2026-04-18 04:51:48 PM,KXATPMATCH-26APR19COBSHE-SHE,55,10,no
2026-04-18 04:51:49 PM,KXATPMATCH-26APR19COBSHE-SHE,56,17,yes
2026-04-18 04:51:55 PM,KXATPMATCH-26APR19COBSHE-SHE,54,300,no
