ts_et,ticker,price,count,taker_side
2026-04-18 04:07:19 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,6,yes
2026-04-18 04:07:20 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,100,yes
2026-04-18 04:07:20 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,1000,yes
2026-04-18 04:07:21 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,14,1,no
2026-04-18 04:07:21 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,14,17,no
2026-04-18 04:07:23 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,31,yes
2026-04-18 04:07:25 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,12,yes
2026-04-18 04:07:25 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,31,yes
2026-04-18 04:07:25 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,12,yes
2026-04-18 04:07:26 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,147,yes
2026-04-18 04:07:26 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,81,yes
2026-04-18 04:07:26 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,14,11,no
2026-04-18 04:07:27 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,31,yes
2026-04-18 04:07:28 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,62,yes
2026-04-18 04:07:28 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,100,yes
2026-04-18 04:07:29 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,31,yes
2026-04-18 04:07:31 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,14,1,no
2026-04-18 04:07:31 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,1178,yes
2026-04-18 04:07:31 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,100,yes
2026-04-18 04:07:31 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,15,193,yes
2026-04-18 04:07:31 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,16,150,yes
2026-04-18 04:07:31 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,16,50,yes
2026-04-18 04:07:31 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,16,198,yes
2026-04-18 04:07:31 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,17,153,yes
2026-04-18 04:07:33 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,19,150,yes
2026-04-18 04:07:35 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,19,33,no
2026-04-18 04:07:36 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,20,4,yes
2026-04-18 04:07:38 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,20,4,yes
2026-04-18 04:07:39 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,20,318,yes
2026-04-18 04:07:41 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,20,288,yes
2026-04-18 04:07:42 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,20,4,yes
2026-04-18 04:07:42 PM,KXATPCHALLENGERMATCH-26APR18REIKEN-REI,20,118,yes
