ts_et,ticker,price,count,taker_side
2026-04-18 04:07:49 PM,KXATPMATCH-26APR19RUBFIL-FIL,70,111,yes
2026-04-18 04:09:28 PM,KXATPMATCH-26APR19RUBFIL-FIL,70,30,yes
2026-04-18 04:16:03 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,28,yes
2026-04-18 04:16:16 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,14,yes
2026-04-18 04:22:35 PM,KXATPMATCH-26APR19RUBFIL-FIL,68,36,no
2026-04-18 04:29:13 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,140,yes
2026-04-18 04:31:31 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,352,yes
2026-04-18 04:35:54 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,105,yes
2026-04-18 04:35:54 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,63,yes
2026-04-18 04:35:54 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,186,yes
2026-04-18 04:40:03 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,25,yes
2026-04-18 04:42:12 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,175,yes
2026-04-18 04:42:12 PM,KXATPMATCH-26APR19RUBFIL-FIL,69,1,yes
2026-04-18 04:42:41 PM,KXATPMATCH-26APR19RUBFIL-FIL,70,4,yes
2026-04-18 04:42:41 PM,KXATPMATCH-26APR19RUBFIL-FIL,70,285,yes
2026-04-18 04:42:41 PM,KXATPMATCH-26APR19RUBFIL-FIL,70,233,yes
2026-04-18 04:44:42 PM,KXATPMATCH-26APR19RUBFIL-FIL,70,30,yes
2026-04-18 04:49:12 PM,KXATPMATCH-26APR19RUBFIL-FIL,70,6,yes
