ts_et,ticker,price,count,taker_side
2026-04-18 04:24:57 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,11,yes
2026-04-18 04:26:08 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,11,yes
2026-04-18 04:35:14 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,23,yes
2026-04-18 04:42:35 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,1431,yes
2026-04-18 04:42:35 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,4318,yes
2026-04-18 04:42:35 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,384,yes
2026-04-18 04:42:35 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,245,yes
2026-04-18 04:42:35 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,349,yes
2026-04-18 04:42:35 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,369,yes
2026-04-18 04:42:35 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,40,yes
2026-04-18 04:42:35 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,46,yes
2026-04-18 04:42:35 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,430,yes
2026-04-18 04:42:50 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,280,yes
2026-04-18 04:42:50 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,819,yes
2026-04-18 04:42:50 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,519,yes
2026-04-18 04:43:02 PM,KXWTAMATCH-26APR19KOSPOD-KOS,86,42,yes
2026-04-18 04:43:17 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,374,yes
2026-04-18 04:43:17 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,248,yes
2026-04-18 04:43:17 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,1167,yes
2026-04-18 04:43:17 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,228,yes
2026-04-18 04:43:17 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,14,yes
2026-04-18 04:43:17 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,268,yes
2026-04-18 04:43:17 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,430,yes
2026-04-18 04:43:32 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,777,yes
2026-04-18 04:43:32 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,430,yes
2026-04-18 04:43:32 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,530,yes
2026-04-18 04:43:44 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,823,yes
2026-04-18 04:43:44 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,532,yes
2026-04-18 04:43:44 PM,KXWTAMATCH-26APR19KOSPOD-KOS,87,224,yes
2026-04-18 04:43:55 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,668,yes
2026-04-18 04:43:55 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,448,yes
2026-04-18 04:43:55 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,965,yes
2026-04-18 04:43:55 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,228,yes
2026-04-18 04:43:55 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,1,yes
2026-04-18 04:43:55 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,23,yes
2026-04-18 04:43:55 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,387,yes
2026-04-18 04:44:08 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,1310,yes
2026-04-18 04:44:08 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,912,yes
2026-04-18 04:44:21 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,167,yes
2026-04-18 04:44:31 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,75,yes
2026-04-18 04:44:31 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,261,yes
2026-04-18 04:44:43 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,35,yes
2026-04-18 04:45:39 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,14,yes
2026-04-18 04:45:39 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,30,yes
2026-04-18 04:45:39 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,35,yes
2026-04-18 04:45:50 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,6,yes
2026-04-18 04:48:09 PM,KXWTAMATCH-26APR19KOSPOD-KOS,88,21,yes
