ts_et,ticker,price,count,taker_side
2026-04-18 04:08:13 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,1,yes
2026-04-18 04:11:06 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,10,yes
2026-04-18 04:12:38 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,50,yes
2026-04-18 04:12:44 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,66,10,no
2026-04-18 04:12:44 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,66,2,no
2026-04-18 04:12:44 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,66,275,no
2026-04-18 04:12:44 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,66,38,no
2026-04-18 04:13:21 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,24,yes
2026-04-18 04:15:10 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,251,yes
2026-04-18 04:15:10 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,40,yes
2026-04-18 04:15:10 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,98,yes
2026-04-18 04:22:24 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,51,yes
2026-04-18 04:22:32 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,144,yes
2026-04-18 04:22:54 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,1,yes
2026-04-18 04:23:00 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,1,yes
2026-04-18 04:23:28 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,20,yes
2026-04-18 04:23:33 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,979,yes
2026-04-18 04:24:24 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,73,yes
2026-04-18 04:24:27 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,21,yes
2026-04-18 04:24:32 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,71,yes
2026-04-18 04:24:39 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,115,yes
2026-04-18 04:24:59 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,1,yes
2026-04-18 04:25:03 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,1,yes
2026-04-18 04:25:09 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,1,yes
2026-04-18 04:25:28 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,150,yes
2026-04-18 04:25:38 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,2,yes
2026-04-18 04:26:53 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,289,yes
2026-04-18 04:27:08 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,217,yes
2026-04-18 04:30:52 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,2,yes
2026-04-18 04:33:25 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,17,yes
2026-04-18 04:33:33 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,8,yes
2026-04-18 04:33:35 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,7,yes
2026-04-18 04:33:57 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,11,yes
2026-04-18 04:36:50 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,72,yes
2026-04-18 04:37:09 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,145,yes
2026-04-18 04:37:57 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,72,yes
2026-04-18 04:38:31 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,67,328,yes
2026-04-18 04:39:14 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,1,yes
2026-04-18 04:39:18 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,402,yes
2026-04-18 04:39:18 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,119,yes
2026-04-18 04:39:18 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,58,yes
2026-04-18 04:39:18 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,81,yes
2026-04-18 04:39:18 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,152,yes
2026-04-18 04:39:18 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,625,yes
2026-04-18 04:39:40 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,57,yes
2026-04-18 04:39:56 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,7,yes
2026-04-18 04:40:54 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,7,yes
2026-04-18 04:41:24 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,9,yes
2026-04-18 04:42:09 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,20,yes
2026-04-18 04:42:57 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,250,yes
2026-04-18 04:43:16 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,15,yes
2026-04-18 04:43:42 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,8,yes
2026-04-18 04:43:42 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,70,yes
2026-04-18 04:43:59 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,7,yes
2026-04-18 04:43:59 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-DEL,68,73,yes
