ts_et,ticker,price,count,taker_side
2026-04-18 04:24:22 PM,KXATPCHALLENGERMATCH-26APR19SUNTUL-SUN,42,11,yes
2026-04-18 04:49:26 PM,KXATPCHALLENGERMATCH-26APR19SUNTUL-SUN,42,68,yes
