ts_et,ticker,price,count,taker_side
2026-04-18 04:08:53 PM,KXATPCHALLENGERMATCH-26APR18TROZAH-TRO,73,1,yes
2026-04-18 04:25:45 PM,KXATPCHALLENGERMATCH-26APR18TROZAH-TRO,73,13,yes
2026-04-18 04:26:03 PM,KXATPCHALLENGERMATCH-26APR18TROZAH-TRO,73,1,yes
2026-04-18 04:31:21 PM,KXATPCHALLENGERMATCH-26APR18TROZAH-TRO,73,2,yes
2026-04-18 04:33:39 PM,KXATPCHALLENGERMATCH-26APR18TROZAH-TRO,73,14,yes
2026-04-18 04:33:39 PM,KXATPCHALLENGERMATCH-26APR18TROZAH-TRO,73,142,yes
