ts_et,ticker,price,count,taker_side
2026-04-18 04:14:25 PM,KXATPCHALLENGERMATCH-26APR18KANMAS-MAS,97,1,yes
2026-04-18 04:32:22 PM,KXATPCHALLENGERMATCH-26APR18KANMAS-MAS,97,0,yes
2026-04-18 04:32:22 PM,KXATPCHALLENGERMATCH-26APR18KANMAS-MAS,97,0,yes
