ts_et,ticker,price,count,taker_side
2026-04-18 04:38:07 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-RIE,48,54,yes
2026-04-18 04:39:08 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-RIE,46,54,no
