ts_et,ticker,price,count,taker_side
2026-04-18 04:31:06 PM,KXATPCHALLENGERMATCH-26APR18TROZAH-ZAH,29,6,yes
2026-04-18 04:33:59 PM,KXATPCHALLENGERMATCH-26APR18TROZAH-ZAH,28,1,yes
2026-04-18 04:35:25 PM,KXATPCHALLENGERMATCH-26APR18TROZAH-ZAH,28,1,yes
