ts_et,ticker,price,count,taker_side
2026-04-18 04:10:54 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,4,yes
2026-04-18 04:12:23 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,2,yes
2026-04-18 04:12:23 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,198,yes
2026-04-18 04:12:23 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,165,yes
2026-04-18 04:23:06 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,5,yes
2026-04-18 04:23:46 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,33,68,no
2026-04-18 04:24:08 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,140,yes
2026-04-18 04:25:45 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,15,yes
2026-04-18 04:25:45 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,24,yes
2026-04-18 04:27:07 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,35,1,yes
2026-04-18 04:28:26 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,22,yes
2026-04-18 04:29:41 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,111,yes
2026-04-18 04:31:36 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,843,yes
2026-04-18 04:31:43 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,2,yes
2026-04-18 04:32:49 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,56,yes
2026-04-18 04:33:48 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,5,yes
2026-04-18 04:34:06 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,123,yes
2026-04-18 04:34:37 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,1,yes
2026-04-18 04:42:44 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,56,yes
2026-04-18 04:44:18 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,213,yes
2026-04-18 04:45:50 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,63,yes
2026-04-18 04:45:50 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,275,yes
2026-04-18 04:45:50 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,223,yes
2026-04-18 04:46:23 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,27,yes
2026-04-18 04:46:50 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,56,yes
2026-04-18 04:51:40 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,312,yes
2026-04-18 04:52:34 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,25,yes
2026-04-18 04:53:19 PM,KXATPCHALLENGERMATCH-26APR18DELPRA-PRA,34,0,yes
