ts_epoch,ts_et,leg,row_type,best_bid,bid_sz,best_ask,ask_sz,print_price,print_size,taker_side,trade_id
1783781797,2026-07-11 10:56:37,FET,BBO,8,200,93,200,,,,
1783781797,2026-07-11 10:56:37,PIE,BBO,8,200,93,200,,,,
1783785095,2026-07-11 11:51:35,FET,BBO,8,213,92,10,,,,
1783785095,2026-07-11 11:51:35,PIE,BBO,8,213,92,10,,,,
1783788390,2026-07-11 12:46:30,FET,BBO,8,213,93,200,,,,
1783788696,2026-07-11 12:51:36,FET,BBO,9,10,92,10,,,,
1783791891,2026-07-11 13:44:51,FET,BBO,9,22,91,50,,,,
1783791891,2026-07-11 13:44:51,FET,BBO,9,22,90,3,,,,
1783791891,2026-07-11 13:44:51,FET,BBO,10,3,90,3,,,,
1783791891,2026-07-11 13:44:51,PIE,BBO,10,200,92,50,,,,
1783791898,2026-07-11 13:44:58,FET,BBO,9,72,90,3,,,,
1783791898,2026-07-11 13:44:58,FET,BBO,9,72,91,50,,,,
1783791898,2026-07-11 13:44:58,FET,BBO,10,17,91,50,,,,
1783791898,2026-07-11 13:44:58,FET,BBO,10,17,90,17,,,,
1783791899,2026-07-11 13:44:59,FET,BBO,9,72,90,17,,,,
1783791899,2026-07-11 13:44:59,FET,BBO,9,72,91,50,,,,
1783791974,2026-07-11 13:46:14,FET,BBO,9,12,92,35,,,,
1783792293,2026-07-11 13:51:33,FET,BBO,9,12,91,10,,,,
1783792293,2026-07-11 13:51:33,PIE,BBO,10,210,91,10,,,,
1783792296,2026-07-11 13:51:36,PIE,BBO,10,227,90,3,,,,
1783792296,2026-07-11 13:51:36,PIE,BBO,11,3,90,3,,,,
1783792322,2026-07-11 13:52:02,PIE,BBO,10,227,91,27,,,,
1783794358,2026-07-11 14:25:58,PIE,BBO,11,3,91,10,,,,
1783794358,2026-07-11 14:25:58,PIE,BBO,11,3,90,3,,,,
1783794369,2026-07-11 14:26:09,PIE,BBO,10,210,90,3,,,,
1783794369,2026-07-11 14:26:09,PIE,BBO,10,210,91,10,,,,
1783794370,2026-07-11 14:26:10,PIE,BBO,10,210,90,3,,,,
1783794370,2026-07-11 14:26:10,PIE,BBO,11,3,90,3,,,,
1783794371,2026-07-11 14:26:11,FET,BBO,10,3,91,60,,,,
1783794371,2026-07-11 14:26:11,FET,BBO,10,3,90,3,,,,
1783794373,2026-07-11 14:26:13,FET,BBO,10,35,89,17,,,,
1783794375,2026-07-11 14:26:15,FET,BBO,10,3,90,71,,,,
1783794377,2026-07-11 14:26:17,FET,BBO,10,3,89,17,,,,
1783794379,2026-07-11 14:26:19,FET,BBO,10,3,90,71,,,,
1783794381,2026-07-11 14:26:21,PIE,BBO,10,210,90,3,,,,
1783794381,2026-07-11 14:26:21,PIE,BBO,10,210,91,10,,,,
1783794382,2026-07-11 14:26:22,FET,BBO,9,62,90,3,,,,
1783794382,2026-07-11 14:26:22,FET,BBO,9,62,91,47,,,,
1783794385,2026-07-11 14:26:25,FET,BBO,10,3,91,47,,,,
1783794385,2026-07-11 14:26:25,FET,BBO,10,3,90,3,,,,
1783794396,2026-07-11 14:26:36,FET,BBO,9,12,90,3,,,,
1783794396,2026-07-11 14:26:36,FET,BBO,9,12,91,47,,,,
1783794397,2026-07-11 14:26:37,FET,BBO,10,3,91,47,,,,
1783794397,2026-07-11 14:26:37,FET,BBO,10,3,90,3,,,,
1783794407,2026-07-11 14:26:47,FET,BBO,9,12,90,3,,,,
1783794407,2026-07-11 14:26:47,FET,BBO,9,12,91,47,,,,
1783794409,2026-07-11 14:26:49,FET,BBO,10,3,91,47,,,,
1783794409,2026-07-11 14:26:49,FET,BBO,10,3,90,3,,,,
1783794420,2026-07-11 14:27:00,FET,BBO,10,10,91,47,,,,
1783794689,2026-07-11 14:31:29,FET,BBO,10,10,90,3,,,,
1783794689,2026-07-11 14:31:29,FET,BBO,11,3,90,3,,,,
1783794701,2026-07-11 14:31:41,FET,BBO,10,60,90,3,,,,
