ts_epoch,ts_et,leg,row_type,best_bid,bid_sz,best_ask,ask_sz,print_price,print_size,taker_side,trade_id
1783800646,2026-07-11 16:10:46,GAN,BBO,4,500,96,500,,,,
1783800646,2026-07-11 16:10:46,JAN,BBO,4,500,96,500,,,,
1783802165,2026-07-11 16:36:05,GAN,BBO,4,500,95,7,,,,
1783802165,2026-07-11 16:36:05,JAN,BBO,4,500,95,7,,,,
1783803154,2026-07-11 16:52:34,GAN,BBO,5,10,95,7,,,,
1783803154,2026-07-11 16:52:34,JAN,BBO,5,10,95,7,,,,
1783806369,2026-07-11 17:46:09,GAN,BBO,4,500,95,7,,,,
1783806369,2026-07-11 17:46:09,JAN,BBO,4,500,95,7,,,,
1783806688,2026-07-11 17:51:28,GAN,BBO,5,10,95,37,,,,
1783806688,2026-07-11 17:51:28,JAN,BBO,5,10,95,37,,,,
1783809968,2026-07-11 18:46:08,GAN,BBO,4,500,95,37,,,,
1783809968,2026-07-11 18:46:08,JAN,BBO,4,500,95,37,,,,
1783810308,2026-07-11 18:51:48,GAN,BBO,5,10,95,37,,,,
1783810308,2026-07-11 18:51:48,JAN,BBO,5,10,95,37,,,,
1783811163,2026-07-11 19:06:03,GAN,BBO,21,500,95,37,,,,
1783811163,2026-07-11 19:06:03,GAN,BBO,21,500,31,500,,,,
1783811163,2026-07-11 19:06:03,JAN,BBO,69,500,95,37,,,,
1783811163,2026-07-11 19:06:03,JAN,BBO,69,500,79,500,,,,
1783812898,2026-07-11 19:34:58,JAN,BBO,69,500,78,1,,,,
1783812941,2026-07-11 19:35:41,JAN,BBO,70,247,78,1,,,,
1783812963,2026-07-11 19:36:03,GAN,BBO,21,500,30,251,,,,
1783812970,2026-07-11 19:36:10,GAN,BBO,22,69,30,251,,,,
1783813033,2026-07-11 19:37:13,GAN,BBO,22,69,31,500,,,,
1783813033,2026-07-11 19:37:13,GAN,BBO,21,500,31,500,,,,
1783813033,2026-07-11 19:37:13,JAN,BBO,69,500,78,70,,,,
1783813035,2026-07-11 19:37:15,JAN,BBO,72,1,78,1,,,,
1783813053,2026-07-11 19:37:33,JAN,BBO,69,500,78,1,,,,
1783813053,2026-07-11 19:37:33,JAN,BBO,69,500,79,500,,,,
1783813077,2026-07-11 19:37:57,JAN,BBO,69,500,77,1,,,,
1783813095,2026-07-11 19:38:15,JAN,BBO,72,1,77,1,,,,
1783813676,2026-07-11 19:47:56,JAN,BBO,72,1,79,500,,,,
1783813688,2026-07-11 19:48:08,JAN,BBO,72,1,78,1,,,,
1783813695,2026-07-11 19:48:15,JAN,BBO,69,500,78,1,,,,
1783813708,2026-07-11 19:48:28,JAN,BBO,70,1,78,1,,,,
1783814288,2026-07-11 19:58:08,JAN,BBO,70,1,79,500,,,,
1783814308,2026-07-11 19:58:28,JAN,BBO,69,500,79,500,,,,
1783814316,2026-07-11 19:58:36,JAN,BBO,69,500,78,1,,,,
1783814316,2026-07-11 19:58:36,JAN,BBO,70,1,78,1,,,,
1783814916,2026-07-11 20:08:36,JAN,BBO,69,500,78,1,,,,
1783814916,2026-07-11 20:08:36,JAN,BBO,69,500,79,500,,,,
1783814928,2026-07-11 20:08:48,JAN,BBO,70,1,79,500,,,,
1783814928,2026-07-11 20:08:48,JAN,BBO,70,1,78,1,,,,
1783815528,2026-07-11 20:18:48,JAN,BBO,69,500,78,1,,,,
1783815528,2026-07-11 20:18:48,JAN,BBO,69,500,79,500,,,,
1783815543,2026-07-11 20:19:03,JAN,BBO,69,500,78,1,,,,
1783815543,2026-07-11 20:19:03,JAN,BBO,71,1,78,1,,,,
1783816143,2026-07-11 20:29:03,JAN,BBO,69,500,78,1,,,,
1783816143,2026-07-11 20:29:03,JAN,BBO,69,500,79,500,,,,
1783816161,2026-07-11 20:29:21,JAN,BBO,69,500,78,1,,,,
1783816161,2026-07-11 20:29:21,JAN,BBO,71,1,78,1,,,,
1783816761,2026-07-11 20:39:21,JAN,BBO,71,1,79,500,,,,
1783816761,2026-07-11 20:39:21,JAN,BBO,69,500,79,500,,,,
1783816771,2026-07-11 20:39:31,GAN,BBO,21,517,30,1,,,,
1783816771,2026-07-11 20:39:31,JAN,BBO,69,500,78,1,,,,
1783817371,2026-07-11 20:49:31,GAN,BBO,21,517,31,517,,,,
1783817371,2026-07-11 20:49:31,JAN,BBO,69,500,79,500,,,,
1783817392,2026-07-11 20:49:52,GAN,BBO,21,517,30,1,,,,
1783817392,2026-07-11 20:49:52,JAN,BBO,69,500,78,1,,,,
1783817420,2026-07-11 20:50:20,GAN,BBO,21,517,29,36,,,,
1783817421,2026-07-11 20:50:21,JAN,BBO,70,501,78,1,,,,
1783817432,2026-07-11 20:50:32,GAN,BBO,17,47,29,36,,,,
1783817433,2026-07-11 20:50:33,GAN,BBO,17,564,27,500,,,,
1783817433,2026-07-11 20:50:33,JAN,BBO,73,500,78,1,,,,
1783817434,2026-07-11 20:50:34,GAN,BBO,18,52,27,500,,,,
1783817434,2026-07-11 20:50:34,JAN,BBO,73,500,80,1,,,,
1783817445,2026-07-11 20:50:45,GAN,BBO,18,52,26,34,,,,
1783817451,2026-07-11 20:50:51,GAN,BBO,18,52,25,1,,,,
1783817465,2026-07-11 20:51:05,GAN,BBO,18,52,26,34,,,,
1783817466,2026-07-11 20:51:06,GAN,BBO,18,52,25,33,,,,
1783817466,2026-07-11 20:51:06,GAN,BBO,18,52,24,33,,,,
1783817479,2026-07-11 20:51:19,GAN,BBO,18,52,23,25,,,,
1783817587,2026-07-11 20:53:07,JAN,BBO,73,500,79,17,,,,
1783817589,2026-07-11 20:53:09,JAN,BBO,73,500,80,1,,,,
1783817617,2026-07-11 20:53:37,JAN,BBO,73,500,79,17,,,,
1783817838,2026-07-11 20:57:18,GAN,BBO,19,41,23,25,,,,
1783818455,2026-07-11 21:07:35,JAN,BBO,76,100,79,17,,,,
1783818455,2026-07-11 21:07:35,JAN,BBO,76,100,80,1,,,,
1783818466,2026-07-11 21:07:46,GAN,BBO,19,41,22,1,,,,
1783818467,2026-07-11 21:07:47,GAN,BBO,18,323,22,1,,,,
1783818564,2026-07-11 21:09:24,JAN,BBO,77,129,80,30,,,,
1783818865,2026-07-11 21:14:25,JAN,BBO,76,130,80,30,,,,
1783818865,2026-07-11 21:14:25,JAN,BBO,75,132,80,30,,,,
1783818865,2026-07-11 21:14:25,JAN,BBO,73,500,80,30,,,,
1783818865,2026-07-11 21:14:25,JAN,BBO,74,134,80,30,,,,
1783818865,2026-07-11 21:14:25,JAN,BBO,74,134,79,17,,,,
1783818929,2026-07-11 21:15:29,JAN,BBO,77,100,79,18,,,,
1783818955,2026-07-11 21:15:55,JAN,BBO,78,127,79,18,,,,
1783819315,2026-07-11 21:21:55,JAN,BBO,77,129,79,18,,,,
1783819315,2026-07-11 21:21:55,JAN,BBO,76,130,79,18,,,,
1783819315,2026-07-11 21:21:55,JAN,BBO,73,500,79,18,,,,
1783819315,2026-07-11 21:21:55,JAN,BBO,74,134,79,18,,,,
1783819381,2026-07-11 21:23:01,JAN,BBO,78,100,79,17,,,,
1783819381,2026-07-11 21:23:01,JAN,BBO,78,700,80,2,,,,
1783820355,2026-07-11 21:39:15,GAN,BBO,19,9,22,1453,,,,
1783821564,2026-07-11 21:59:24,GAN,PRINT,,,,,22,4.31,yes,76a07030-fb1d-6368-accc-93b5731be8e5
1783821901,2026-07-11 22:05:01,GAN,BBO,18,29,22,1873,,,,
1783822080,2026-07-11 22:08:00,GAN,BBO,18,70,21,639,,,,
1783822080,2026-07-11 22:08:00,GAN,BBO,18,70,22,1473,,,,
1783822133,2026-07-11 22:08:53,GAN,BBO,19,4,22,1482,,,,
1783822200,2026-07-11 22:10:00,GAN,BBO,19,23,21,388,,,,
1783822234,2026-07-11 22:10:34,GAN,PRINT,,,,,21,45.12,yes,bf6db9eb-a645-640e-d132-366505d3884a
1783825709,2026-07-11 23:08:29,GAN,PRINT,,,,,21,0.45,yes,c0e4abda-61a9-5166-a1b3-2f50e89dd4b6
1783826181,2026-07-11 23:16:21,GAN,BBO,19,23,20,25,,,,
1783826924,2026-07-11 23:28:44,GAN,BBO,18,471,20,25,,,,
1783826976,2026-07-11 23:29:36,JAN,BBO,77,19,80,1,,,,
1783826978,2026-07-11 23:29:38,JAN,BBO,75,59,80,1,,,,
1783828770,2026-07-11 23:59:30,JAN,BBO,76,46,80,1,,,,
1783828940,2026-07-12 00:02:20,GAN,PRINT,,,,,20,4.0,yes,42411297-f2a6-4360-d3bf-93a8937f71b6
1783829038,2026-07-12 00:03:58,JAN,BBO,77,129,80,1,,,,
1783829217,2026-07-12 00:06:57,GAN,BBO,18,495,21,343,,,,
1783829217,2026-07-12 00:06:57,GAN,PRINT,,,,,20,21.0,yes,7293c7ab-2ba6-6d8c-c416-85cee13d701e
1783829217,2026-07-12 00:06:57,GAN,PRINT,,,,,21,43.13,yes,0526751d-81a5-6dee-ded1-256fb42a3286
1783829222,2026-07-12 00:07:02,GAN,BBO,18,495,20,38,,,,
1783829496,2026-07-12 00:11:36,GAN,BBO,19,54,20,38,,,,
1783829497,2026-07-12 00:11:37,GAN,BBO,19,72,21,313,,,,
1783829807,2026-07-12 00:16:47,GAN,PRINT,,,,,21,9.02,yes,bcb4f73c-2efd-4eea-6cab-40e622d5f7f2
1783830242,2026-07-12 00:24:02,GAN,PRINT,,,,,21,22.56,yes,9482e5c6-7219-5f76-2b2f-696c289d6b52
1783830467,2026-07-12 00:27:47,JAN,BBO,77,167,81,79,,,,
1783830467,2026-07-12 00:27:47,JAN,BBO,77,167,82,1494,,,,
1783830467,2026-07-12 00:27:47,JAN,PRINT,,,,,80,1.0,yes,9ff17947-19bf-6975-a15e-a4d78469dc31
1783830469,2026-07-12 00:27:49,JAN,BBO,78,20,82,1494,,,,
1783830576,2026-07-12 00:29:36,JAN,PRINT,,,,,82,0.3,yes,367cded4-83c6-6bb3-3441-2896f6227f1e
1783833007,2026-07-12 01:10:07,GAN,BBO,20,3,21,313,,,,
