ts_epoch,ts_et,leg,row_type,best_bid,bid_sz,best_ask,ask_sz,print_price,print_size,taker_side,trade_id
1783801048,2026-07-11 16:17:28,BAR,BBO,4,500,96,500,,,,
1783801048,2026-07-11 16:17:28,VIS,BBO,4,500,96,500,,,,
1783802162,2026-07-11 16:36:02,BAR,BBO,4,500,95,7,,,,
1783802162,2026-07-11 16:36:02,VIS,BBO,4,500,95,7,,,,
1783803153,2026-07-11 16:52:33,BAR,BBO,5,10,95,7,,,,
1783803153,2026-07-11 16:52:33,VIS,BBO,5,10,95,7,,,,
1783806368,2026-07-11 17:46:08,BAR,BBO,4,500,95,7,,,,
1783806368,2026-07-11 17:46:08,VIS,BBO,4,500,95,7,,,,
1783806687,2026-07-11 17:51:27,BAR,BBO,5,10,95,37,,,,
1783806687,2026-07-11 17:51:27,VIS,BBO,5,10,95,37,,,,
1783809968,2026-07-11 18:46:08,BAR,BBO,4,500,95,37,,,,
1783809968,2026-07-11 18:46:08,VIS,BBO,4,500,95,37,,,,
1783810308,2026-07-11 18:51:48,BAR,BBO,5,10,95,37,,,,
1783810308,2026-07-11 18:51:48,VIS,BBO,5,10,95,37,,,,
1783813573,2026-07-11 19:46:13,BAR,BBO,4,500,95,37,,,,
1783813573,2026-07-11 19:46:13,VIS,BBO,4,500,95,37,,,,
1783813892,2026-07-11 19:51:32,BAR,BBO,5,10,95,37,,,,
1783813892,2026-07-11 19:51:32,VIS,BBO,5,10,95,37,,,,
1783815537,2026-07-11 20:18:57,BAR,BBO,6,75,95,37,,,,
1783815537,2026-07-11 20:18:57,VIS,BBO,5,10,94,75,,,,
1783817171,2026-07-11 20:46:11,VIS,BBO,4,500,94,75,,,,
1783817172,2026-07-11 20:46:12,BAR,BBO,4,501,95,37,,,,
1783817172,2026-07-11 20:46:12,BAR,BBO,5,75,95,37,,,,
1783817498,2026-07-11 20:51:38,BAR,BBO,6,10,95,37,,,,
1783817498,2026-07-11 20:51:38,BAR,BBO,7,75,95,37,,,,
1783817498,2026-07-11 20:51:38,VIS,BBO,5,10,94,75,,,,
1783820769,2026-07-11 21:46:09,VIS,BBO,4,500,94,75,,,,
1783820770,2026-07-11 21:46:10,BAR,BBO,4,501,95,37,,,,
1783820770,2026-07-11 21:46:10,BAR,BBO,5,75,95,37,,,,
1783821070,2026-07-11 21:51:10,BAR,BBO,6,10,95,37,,,,
1783821070,2026-07-11 21:51:10,BAR,BBO,7,75,95,37,,,,
1783821070,2026-07-11 21:51:10,VIS,BBO,5,10,94,75,,,,
1783824368,2026-07-11 22:46:08,VIS,BBO,4,500,94,75,,,,
1783824370,2026-07-11 22:46:10,BAR,BBO,4,501,95,37,,,,
1783824370,2026-07-11 22:46:10,BAR,BBO,5,75,95,37,,,,
1783824670,2026-07-11 22:51:10,BAR,BBO,6,10,95,37,,,,
1783824670,2026-07-11 22:51:10,BAR,BBO,7,75,95,37,,,,
1783824670,2026-07-11 22:51:10,VIS,BBO,5,10,94,75,,,,
1783827974,2026-07-11 23:46:14,BAR,BBO,4,501,95,37,,,,
1783827974,2026-07-11 23:46:14,BAR,BBO,5,75,95,37,,,,
1783827974,2026-07-11 23:46:14,VIS,BBO,4,500,94,75,,,,
1783829622,2026-07-12 00:13:42,VIS,BBO,5,21,94,75,,,,
1783830137,2026-07-12 00:22:17,BAR,BBO,6,3,95,37,,,,
1783830139,2026-07-12 00:22:19,BAR,BBO,7,75,95,37,,,,
1783831017,2026-07-12 00:36:57,BAR,BBO,4,501,95,37,,,,
1783831017,2026-07-12 00:36:57,BAR,BBO,5,75,95,37,,,,
1783833030,2026-07-12 01:10:30,BAR,BBO,6,5,95,37,,,,
1783833032,2026-07-12 01:10:32,BAR,BBO,7,75,95,37,,,,
1783833106,2026-07-12 01:11:46,VIS,BBO,14,10,94,75,,,,
1783833109,2026-07-12 01:11:49,BAR,BBO,14,10,95,37,,,,
1783833109,2026-07-12 01:11:49,VIS,BBO,14,10,93,1,,,,
1783833110,2026-07-12 01:11:50,BAR,BBO,15,75,95,37,,,,
1783833110,2026-07-12 01:11:50,VIS,BBO,14,10,92,75,,,,
1783833110,2026-07-12 01:11:50,VIS,BBO,14,10,91,1,,,,
1783833110,2026-07-12 01:11:50,VIS,BBO,14,10,92,75,,,,
1783833112,2026-07-12 01:11:52,VIS,BBO,14,10,95,37,,,,
1783833112,2026-07-12 01:11:52,VIS,BBO,14,10,94,75,,,,
1783833252,2026-07-12 01:14:12,BAR,BBO,15,75,94,9,,,,
1783834609,2026-07-12 01:36:49,BAR,BBO,15,75,93,60,,,,
1783834609,2026-07-12 01:36:49,BAR,BBO,15,75,92,13,,,,
1783834610,2026-07-12 01:36:50,BAR,BBO,16,5,92,13,,,,
1783834610,2026-07-12 01:36:50,VIS,BBO,14,10,93,81,,,,
1783834611,2026-07-12 01:36:51,BAR,BBO,17,75,92,13,,,,
1783834611,2026-07-12 01:36:51,BAR,BBO,17,75,91,44,,,,
1783834611,2026-07-12 01:36:51,BAR,BBO,17,75,90,13,,,,
1783834611,2026-07-12 01:36:51,VIS,BBO,14,10,92,75,,,,
1783834613,2026-07-12 01:36:53,BAR,BBO,17,75,89,28,,,,
1783834613,2026-07-12 01:36:53,BAR,BBO,17,75,88,13,,,,
1783834613,2026-07-12 01:36:53,VIS,BBO,14,10,95,37,,,,
1783834613,2026-07-12 01:36:53,VIS,BBO,14,10,94,75,,,,
1783834615,2026-07-12 01:36:55,BAR,BBO,17,75,87,12,,,,
1783834617,2026-07-12 01:36:57,BAR,BBO,17,75,95,37,,,,
1783834617,2026-07-12 01:36:57,BAR,BBO,17,75,94,68,,,,
1783834617,2026-07-12 01:36:57,BAR,BBO,17,75,93,13,,,,
1783834619,2026-07-12 01:36:59,BAR,BBO,17,75,92,52,,,,
1783834619,2026-07-12 01:36:59,BAR,BBO,17,75,91,13,,,,
1783834621,2026-07-12 01:37:01,BAR,BBO,17,75,90,36,,,,
1783834621,2026-07-12 01:37:01,BAR,BBO,17,75,89,13,,,,
1783834623,2026-07-12 01:37:03,BAR,BBO,17,75,88,20,,,,
1783834625,2026-07-12 01:37:05,BAR,BBO,17,75,95,37,,,,
1783834625,2026-07-12 01:37:05,BAR,BBO,17,75,94,68,,,,
1783834625,2026-07-12 01:37:05,BAR,BBO,17,75,93,13,,,,
1783834627,2026-07-12 01:37:07,BAR,BBO,17,75,92,52,,,,
1783834627,2026-07-12 01:37:07,BAR,BBO,17,75,91,13,,,,
1783834629,2026-07-12 01:37:09,BAR,BBO,17,75,90,36,,,,
1783834629,2026-07-12 01:37:09,BAR,BBO,17,75,89,13,,,,
1783834631,2026-07-12 01:37:11,BAR,BBO,17,75,88,20,,,,
1783834633,2026-07-12 01:37:13,BAR,BBO,17,75,95,37,,,,
1783834633,2026-07-12 01:37:13,BAR,BBO,17,75,94,68,,,,
1783834633,2026-07-12 01:37:13,BAR,BBO,17,75,93,13,,,,
1783834635,2026-07-12 01:37:15,BAR,BBO,17,75,92,52,,,,
1783834635,2026-07-12 01:37:15,BAR,BBO,17,75,91,13,,,,
1783834637,2026-07-12 01:37:17,BAR,BBO,17,75,90,36,,,,
1783834637,2026-07-12 01:37:17,BAR,BBO,17,75,89,13,,,,
1783834639,2026-07-12 01:37:19,BAR,BBO,17,75,88,20,,,,
1783834641,2026-07-12 01:37:21,BAR,BBO,17,75,95,37,,,,
1783834641,2026-07-12 01:37:21,BAR,BBO,17,75,94,68,,,,
1783834641,2026-07-12 01:37:21,BAR,BBO,17,75,93,13,,,,
1783834643,2026-07-12 01:37:23,BAR,BBO,17,75,92,52,,,,
1783834643,2026-07-12 01:37:23,BAR,BBO,17,75,91,13,,,,
1783834645,2026-07-12 01:37:25,BAR,BBO,17,75,90,36,,,,
1783834645,2026-07-12 01:37:25,BAR,BBO,17,75,89,13,,,,
1783834647,2026-07-12 01:37:27,BAR,BBO,17,75,88,20,,,,
1783834649,2026-07-12 01:37:29,BAR,BBO,17,75,95,37,,,,
1783834649,2026-07-12 01:37:29,BAR,BBO,17,75,94,68,,,,
1783834649,2026-07-12 01:37:29,BAR,BBO,17,75,93,13,,,,
1783834651,2026-07-12 01:37:31,BAR,BBO,17,75,92,52,,,,
1783834651,2026-07-12 01:37:31,BAR,BBO,17,75,91,13,,,,
1783834653,2026-07-12 01:37:33,BAR,BBO,17,75,90,36,,,,
1783834653,2026-07-12 01:37:33,BAR,BBO,17,75,89,13,,,,
1783834655,2026-07-12 01:37:35,BAR,BBO,17,75,88,20,,,,
1783834657,2026-07-12 01:37:37,BAR,BBO,17,75,95,37,,,,
1783834657,2026-07-12 01:37:37,BAR,BBO,17,75,94,68,,,,
1783834657,2026-07-12 01:37:37,BAR,BBO,17,75,93,13,,,,
1783834659,2026-07-12 01:37:39,BAR,BBO,17,75,92,52,,,,
1783834659,2026-07-12 01:37:39,BAR,BBO,17,75,91,13,,,,
1783834661,2026-07-12 01:37:41,BAR,BBO,17,75,90,36,,,,
1783834661,2026-07-12 01:37:41,BAR,BBO,17,75,89,13,,,,
1783834663,2026-07-12 01:37:43,BAR,BBO,17,75,88,20,,,,
1783834665,2026-07-12 01:37:45,BAR,BBO,17,75,95,37,,,,
1783834665,2026-07-12 01:37:45,BAR,BBO,17,75,94,68,,,,
1783834665,2026-07-12 01:37:45,BAR,BBO,17,75,93,13,,,,
1783834667,2026-07-12 01:37:47,BAR,BBO,17,75,92,52,,,,
1783834667,2026-07-12 01:37:47,BAR,BBO,17,75,91,13,,,,
1783834669,2026-07-12 01:37:49,BAR,BBO,17,75,90,36,,,,
1783834669,2026-07-12 01:37:49,BAR,BBO,17,75,89,13,,,,
1783834671,2026-07-12 01:37:51,BAR,BBO,17,75,88,20,,,,
1783834673,2026-07-12 01:37:53,BAR,BBO,17,75,95,37,,,,
1783834673,2026-07-12 01:37:53,BAR,BBO,17,75,94,68,,,,
1783834673,2026-07-12 01:37:53,BAR,BBO,17,75,93,13,,,,
1783834675,2026-07-12 01:37:55,BAR,BBO,17,75,92,52,,,,
1783834675,2026-07-12 01:37:55,BAR,BBO,17,75,91,13,,,,
1783834677,2026-07-12 01:37:57,BAR,BBO,17,75,90,36,,,,
1783834677,2026-07-12 01:37:57,BAR,BBO,17,75,89,13,,,,
1783834679,2026-07-12 01:37:59,BAR,BBO,17,75,88,20,,,,
1783834681,2026-07-12 01:38:01,BAR,BBO,17,75,95,37,,,,
1783834681,2026-07-12 01:38:01,BAR,BBO,17,75,94,68,,,,
1783834681,2026-07-12 01:38:01,BAR,BBO,17,75,93,13,,,,
1783834683,2026-07-12 01:38:03,BAR,BBO,17,75,92,52,,,,
1783834683,2026-07-12 01:38:03,BAR,BBO,17,75,91,13,,,,
1783834685,2026-07-12 01:38:05,BAR,BBO,17,75,90,36,,,,
1783834685,2026-07-12 01:38:05,BAR,BBO,17,75,89,13,,,,
1783834687,2026-07-12 01:38:07,BAR,BBO,17,75,88,20,,,,
1783834689,2026-07-12 01:38:09,BAR,BBO,17,75,94,4,,,,
1783834689,2026-07-12 01:38:09,BAR,BBO,17,75,93,60,,,,
1783834689,2026-07-12 01:38:09,BAR,BBO,17,75,92,13,,,,
1783834691,2026-07-12 01:38:11,BAR,BBO,17,75,91,44,,,,
1783834691,2026-07-12 01:38:11,BAR,BBO,17,75,90,13,,,,
1783834693,2026-07-12 01:38:13,BAR,BBO,17,75,89,28,,,,
1783834693,2026-07-12 01:38:13,BAR,BBO,17,75,88,13,,,,
1783834695,2026-07-12 01:38:15,BAR,BBO,17,75,87,12,,,,
1783834697,2026-07-12 01:38:17,BAR,BBO,17,75,94,4,,,,
1783834697,2026-07-12 01:38:17,BAR,BBO,17,75,93,60,,,,
1783834697,2026-07-12 01:38:17,BAR,BBO,17,75,92,13,,,,
1783834699,2026-07-12 01:38:19,BAR,BBO,17,75,91,44,,,,
1783834699,2026-07-12 01:38:19,BAR,BBO,17,75,90,13,,,,
1783834701,2026-07-12 01:38:21,BAR,BBO,17,75,89,28,,,,
1783834701,2026-07-12 01:38:21,BAR,BBO,17,75,88,13,,,,
1783834703,2026-07-12 01:38:23,BAR,BBO,17,75,87,12,,,,
1783834705,2026-07-12 01:38:25,BAR,BBO,17,75,94,4,,,,
1783834705,2026-07-12 01:38:25,BAR,BBO,17,75,93,60,,,,
1783834705,2026-07-12 01:38:25,BAR,BBO,17,75,92,13,,,,
1783834707,2026-07-12 01:38:27,BAR,BBO,17,75,91,44,,,,
1783834707,2026-07-12 01:38:27,BAR,BBO,17,75,90,13,,,,
1783834709,2026-07-12 01:38:29,BAR,BBO,17,75,89,28,,,,
1783834709,2026-07-12 01:38:29,BAR,BBO,17,75,88,13,,,,
1783834710,2026-07-12 01:38:30,BAR,BBO,18,5,88,13,,,,
1783834710,2026-07-12 01:38:30,VIS,BBO,14,10,93,77,,,,
1783834710,2026-07-12 01:38:30,VIS,BBO,14,10,92,75,,,,
1783834710,2026-07-12 01:38:30,VIS,BBO,14,10,91,77,,,,
1783834711,2026-07-12 01:38:31,BAR,BBO,19,75,88,13,,,,
1783834711,2026-07-12 01:38:31,BAR,BBO,19,75,87,12,,,,
1783834711,2026-07-12 01:38:31,VIS,BBO,14,10,92,75,,,,
1783834712,2026-07-12 01:38:32,VIS,BBO,14,10,95,37,,,,
1783834712,2026-07-12 01:38:32,VIS,BBO,14,10,94,75,,,,
