ts_epoch,ts_et,leg,row_type,best_bid,bid_sz,best_ask,ask_sz,print_price,print_size,taker_side,trade_id
1783804893,2026-07-11 17:21:33,BAL,BBO,4,500,95,7,,,,
1783804893,2026-07-11 17:21:33,PRI,BBO,4,500,95,7,,,,
1783806690,2026-07-11 17:51:30,BAL,BBO,5,10,95,37,,,,
1783806690,2026-07-11 17:51:30,PRI,BBO,5,10,95,37,,,,
1783807785,2026-07-11 18:09:45,PRI,PRINT,,,,,95,7.0,yes,f891acec-0a00-4744-8e50-476d8cf5380e
1783807785,2026-07-11 18:09:45,PRI,PRINT,,,,,95,1.0,yes,d75234f1-a100-4f9f-a05d-7deb487c35bd
1783809967,2026-07-11 18:46:07,BAL,BBO,4,500,95,117,,,,
1783809967,2026-07-11 18:46:07,PRI,BBO,4,500,95,120,,,,
1783810092,2026-07-11 18:48:12,BAL,BBO,4,1000,14,500,,,,
1783810092,2026-07-11 18:48:12,PRI,BBO,86,500,95,120,,,,
1783810310,2026-07-11 18:51:50,BAL,BBO,5,10,14,500,,,,
1783813573,2026-07-11 19:46:13,BAL,BBO,4,1000,14,508,,,,
1783816055,2026-07-11 20:27:35,PRI,BBO,86,500,96,1000,,,,
1783816055,2026-07-11 20:27:35,PRI,PRINT,,,,,95,29.0,yes,cc8023ff-0ae0-5e13-b59d-31984c020fd1
1783816055,2026-07-11 20:27:35,PRI,PRINT,,,,,95,71.0,yes,664fff15-327c-5b87-9b91-faa1bf9a3dd1
1783817542,2026-07-11 20:52:22,BAL,BBO,4,1000,13,29,,,,
1783817543,2026-07-11 20:52:23,BAL,BBO,4,1000,12,250,,,,
1783817543,2026-07-11 20:52:23,PRI,BBO,87,498,96,1000,,,,
1783817550,2026-07-11 20:52:30,BAL,BBO,4,500,11,500,,,,
1783817550,2026-07-11 20:52:30,PRI,BBO,89,500,96,500,,,,
1783817551,2026-07-11 20:52:31,PRI,BBO,90,100,96,500,,,,
1783817563,2026-07-11 20:52:43,BAL,BBO,4,500,10,28,,,,
1783817590,2026-07-11 20:53:10,BAL,BBO,4,500,11,528,,,,
1783817599,2026-07-11 20:53:19,BAL,BBO,4,500,12,450,,,,
1783817601,2026-07-11 20:53:21,BAL,BBO,4,500,25,250,,,,
1783817601,2026-07-11 20:53:21,BAL,BBO,4,1000,14,500,,,,
1783817601,2026-07-11 20:53:21,BAL,BBO,4,1000,13,51,,,,
1783817650,2026-07-11 20:54:10,BAL,BBO,4,1000,14,500,,,,
1783817650,2026-07-11 20:54:10,BAL,BBO,4,1000,12,1497,,,,
1783817650,2026-07-11 20:54:10,PRI,BBO,87,598,96,1000,,,,
1783817650,2026-07-11 20:54:10,PRI,BBO,91,100,96,1000,,,,
1783817651,2026-07-11 20:54:11,BAL,BBO,4,1000,14,500,,,,
1783817651,2026-07-11 20:54:11,BAL,BBO,4,1000,13,1497,,,,
1783817651,2026-07-11 20:54:11,BAL,BBO,4,1000,12,51,,,,
1783817662,2026-07-11 20:54:22,BAL,BBO,4,1000,11,250,,,,
1783817664,2026-07-11 20:54:24,BAL,BBO,4,1000,13,1747,,,,
1783817664,2026-07-11 20:54:24,BAL,BBO,4,1000,12,51,,,,
1783817674,2026-07-11 20:54:34,BAL,BBO,4,500,9,500,,,,
1783817676,2026-07-11 20:54:36,BAL,BBO,2,654,9,500,,,,
1783817676,2026-07-11 20:54:36,PRI,BBO,91,100,97,11,,,,
1783817676,2026-07-11 20:54:36,BAL,PRINT,,,,,4,500.0,no,e5a18b68-764a-6657-671f-766fd570248d
1783817676,2026-07-11 20:54:36,PRI,PRINT,,,,,96,500.0,yes,702ac0ef-a3f6-793c-76bb-2df594eb1a1d
1783817681,2026-07-11 20:54:41,BAL,BBO,2,204,8,28,,,,
1783817691,2026-07-11 20:54:51,BAL,BBO,2,204,9,527,,,,
1783817696,2026-07-11 20:54:56,BAL,BBO,2,204,13,1947,,,,
1783817696,2026-07-11 20:54:56,BAL,BBO,2,204,12,51,,,,
1783817697,2026-07-11 20:54:57,BAL,BBO,4,500,12,51,,,,
1783817697,2026-07-11 20:54:57,PRI,BBO,91,100,96,500,,,,
1783817716,2026-07-11 20:55:16,BAL,BBO,4,500,11,1497,,,,
