ts_epoch,ts_et,leg,row_type,best_bid,bid_sz,best_ask,ask_sz,print_price,print_size,taker_side,trade_id
1783888888,2026-07-12 16:41:28,JON,BBO,4,500,96,500,,,,
1783888888,2026-07-12 16:41:28,SPI,BBO,4,500,96,500,,,,
1783889473,2026-07-12 16:51:13,JON,BBO,4,500,95,10,,,,
1783889473,2026-07-12 16:51:13,SPI,BBO,4,500,95,10,,,,
1783892773,2026-07-12 17:46:13,JON,BBO,4,500,96,500,,,,
1783892773,2026-07-12 17:46:13,JON,BBO,5,1,96,500,,,,
1783892773,2026-07-12 17:46:13,SPI,BBO,4,500,96,500,,,,
1783892990,2026-07-12 17:49:50,JON,BBO,4,500,96,500,,,,
1783893064,2026-07-12 17:51:04,SPI,BBO,5,10,96,500,,,,
1783893064,2026-07-12 17:51:04,SPI,BBO,5,10,95,10,,,,
1783893389,2026-07-12 17:56:29,SPI,BBO,6,300,95,10,,,,
1783893394,2026-07-12 17:56:34,JON,BBO,6,300,96,500,,,,
1783896369,2026-07-12 18:46:09,SPI,BBO,6,300,96,500,,,,
1783896383,2026-07-12 18:46:23,SPI,BBO,6,300,95,50,,,,
1783896383,2026-07-12 18:46:23,SPI,BBO,6,300,96,500,,,,
1783896676,2026-07-12 18:51:16,JON,BBO,6,300,95,10,,,,
1783896676,2026-07-12 18:51:16,SPI,BBO,6,300,95,10,,,,
1783896773,2026-07-12 18:52:53,SPI,BBO,6,318,94,18,,,,
1783898065,2026-07-12 19:14:25,JON,BBO,6,318,94,18,,,,
1783898067,2026-07-12 19:14:27,JON,BBO,6,318,95,47,,,,
1783898095,2026-07-12 19:14:55,JON,BBO,6,318,94,18,,,,
1783898835,2026-07-12 19:27:15,JON,BBO,46,42,94,18,,,,
1783898835,2026-07-12 19:27:15,JON,BBO,46,42,51,5,,,,
1783898835,2026-07-12 19:27:15,SPI,BBO,9,30,94,18,,,,
1783898835,2026-07-12 19:27:15,SPI,BBO,9,30,91,42,,,,
1783901428,2026-07-12 20:10:28,JON,BBO,47,50,51,5,,,,
1783901428,2026-07-12 20:10:28,JON,BBO,47,50,50,50,,,,
1783901428,2026-07-12 20:10:28,SPI,BBO,10,50,91,42,,,,
1783901428,2026-07-12 20:10:28,SPI,BBO,10,50,90,50,,,,
1783901429,2026-07-12 20:10:29,SPI,BBO,10,50,87,50,,,,
1783901429,2026-07-12 20:10:29,SPI,BBO,13,50,87,50,,,,
1783901430,2026-07-12 20:10:30,SPI,BBO,14,50,87,50,,,,
1783901430,2026-07-12 20:10:30,SPI,BBO,14,50,86,50,,,,
1783901432,2026-07-12 20:10:32,SPI,BBO,7,87,86,50,,,,
1783901432,2026-07-12 20:10:32,SPI,BBO,6,305,86,50,,,,
