exit_target,wr_pct,win_rate_pct,avg_cost_basis_c,roi_pct,ev_per_trade_dollars,n_trades,n_sold
+3c,94.6,94.6,83.7,-1.59,-0.249,37,35
+4c,94.6,94.6,84.5,-0.27,-0.135,37,35
+5c,91.9,91.9,87.0,-1.84,-0.308,37,34
+6c,91.9,91.9,88.7,-0.55,-0.184,37,34
+7c,91.9,91.9,88.7,0.74,-0.07,37,34
+8c,91.9,91.9,90.4,2.04,0.062,37,34
+9c,86.5,86.5,90.4,-2.74,-0.454,37,32
+10c,86.5,86.5,90.4,-1.52,-0.346,37,32
+11c,83.8,83.8,90.4,-0.89,-0.299,37,31
+12c,83.8,83.8,91.2,0.3,-0.18,37,31
+13c,83.8,83.8,91.2,1.49,-0.074,37,31
+14c,83.8,83.8,91.2,2.67,0.031,37,31
+15c,83.8,83.8,91.2,3.85,0.136,37,31
+16c,83.8,83.8,92.0,5.05,0.262,37,31
+17c,83.8,83.8,92.9,6.26,0.391,37,31
+18c,83.8,83.8,93.7,7.47,0.522,37,31
+19c,83.8,83.8,93.7,8.66,0.631,37,31
+20c,81.1,81.1,94.5,6.4,0.405,37,30
+21c,78.4,78.4,95.4,6.45,0.422,37,29
+22c,78.4,78.4,95.4,7.57,0.526,37,29
+23c,78.4,78.4,95.4,8.68,0.63,37,29
+24c,78.4,78.4,96.2,9.83,0.765,37,29
+25c,78.4,78.4,96.2,10.95,0.87,37,29
+26c,78.4,78.4,97.0,12.1,1.009,37,29
+27c,78.4,78.4,97.0,12.96,1.097,37,29
+28c,78.4,78.4,97.0,13.82,1.185,37,29
+29c,78.4,78.4,97.0,14.64,1.27,37,29
+30c,78.4,78.4,97.0,15.46,1.355,37,29
hold99,78.4,78.4,97.0,15.66,1.376,37,29
